"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Superior no univ. incompleta (035)",1,,,1,,
"Superior no univ. completa (036)",5,,1,4,,
"Superior univ. incompleta (037)",4,,3,,1,
"Superior univ. completa (038)",5,,3,2,,
"No PEA (040)",5520,2033,1336,686,775,690
"Sin nivel (041)",1432,38,46,237,550,561
"Educación inicial (042)",172,166,5,1,,
"Primaria (043)",2274,1496,238,267,171,102
"Secundaria (044)",1450,333,943,132,28,14
"Superior no univ. incompleta (045)",60,,36,11,12,1
"Superior no univ. completa (046)",69,,28,25,8,8
"Superior univ. incompleta (047)",33,,30,3,,
"Superior univ. completa (048)",30,,10,10,6,4
,,,,,,
"URBANA (060)",1942,511,520,527,243,141
"Sin nivel (061)",152,6,5,31,50,60
"Educación inicial (062)",58,55,2,1,,
"Primaria (063)",590,339,43,87,72,49
"Secundaria (064)",568,111,293,108,36,20
"Superior no univ. incompleta (065)",93,,45,36,10,2
"Superior no univ. completa (066)",286,,74,160,44,8
"Superior univ. incompleta (067)",71,,33,28,10,
"Superior univ. completa (068)",124,,25,76,21,2
"PEA (070)",847,11,261,379,157,39
"Sin nivel (071)",38,,1,12,18,7
"Primaria (073)",131,5,22,41,45,18
"Secundaria (074)",214,6,115,61,23,9
"Superior no univ. incompleta (075)",70,,32,30,7,1
"Superior no univ. completa (076)",237,,55,140,38,4
"Superior univ. incompleta (077)",51,,15,26,10,
"Superior univ. completa (078)",106,,21,69,16,
"Ocupada (080)",821,11,249,369,155,37
"Sin nivel (081)",37,,1,12,17,7
"Primaria (083)",124,5,19,38,45,17
"Secundaria (084)",206,6,110,59,23,8
"Superior no univ. incompleta (085)",69,,32,29,7,1
"Superior no univ. completa (086)",234,,55,137,38,4
"Superior univ. incompleta (087)",48,,13,26,9,
"Superior univ. completa (088)",103,,19,68,16,
"Desocupada (090)",26,,12,10,2,2
"Sin nivel (091)",1,,,,1,
"Primaria (093)",7,,3,3,,1
"Secundaria (094)",8,,5,2,,1
"Superior no univ. incompleta (095)",1,,,1,,
"Superior no univ. completa (096)",3,,,3,,
"Superior univ. incompleta (097)",3,,2,,1,
"Superior univ. completa (098)",3,,2,1,,
"No PEA (100)",1095,500,259,148,86,102
"Sin nivel (101)",114,6,4,19,32,53
"Educación inicial (102)",58,55,2,1,,
"Primaria (103)",459,334,21,46,27,31
"Secundaria (104)",354,105,178,47,13,11
"Superior no univ. incompleta (105)",23,,13,6,3,1
"Superior no univ. completa (106)",49,,19,20,6,4
"Superior univ. incompleta (107)",20,,18,2,,
"Superior univ. completa (108)",18,,4,7,5,2
,,,,,,
"RURAL (120)",5948,1546,1501,1038,1100,763
"Sin nivel (121)",1743,34,64,320,704,621
"Educación inicial (122)",120,112,5,3,,
"Primaria (123)",2344,1168,322,409,319,126
"Secundaria (124)",1504,232,1012,207,45,8
"Superior no univ. incompleta (125)",61,,41,10,10,
"Superior no univ. completa (126)",106,,27,56,18,5
"Superior univ. incompleta (127)",27,,18,7,1,1
"Superior univ. completa (128)",43,,12,26,3,2
"PEA (130)",1523,13,424,500,411,175
"Sin nivel (131)",425,2,22,102,186,113
"Educación inicial (132)",6,1,2,3,,
"Primaria (133)",529,6,105,188,175,55
"Secundaria (134)",408,4,247,122,30,5
"Superior no univ. incompleta (135)",24,,18,5,1,
"Superior no univ. completa (136)",86,,18,51,16,1
"Superior univ. incompleta (137)",14,,6,6,1,1
"Superior univ. completa (138)",31,,6,23,2,
"Ocupada (140)",1457,13,397,477,400,170
"Sin nivel (141)",409,2,21,95,182,109
"Educación inicial (142)",6,1,2,3,,
"Primaria (143)",508,6,102,177,169,54
"Secundaria (144)",384,4,227,119,29,5
"Superior no univ. incompleta (145)",24,,18,5,1,
"Superior no univ. completa (146)",84,,17,50,16,1
"Superior univ. incompleta (147)",13,,5,6,1,1
"Superior univ. completa (148)",29,,5,22,2,
"Desocupada (150)",66,,27,23,11,5
"Sin nivel (151)",16,,1,7,4,4
"Primaria (153)",21,,3,11,6,1
"Secundaria (154)",24,,20,3,1,
"Superior no univ. completa (156)",2,,1,1,,
"Superior univ. incompleta (157)",1,,1,,,
"Superior univ. completa (158)",2,,1,1,,
"No PEA (160)",4425,1533,1077,538,689,588
"Sin nivel (161)",1318,32,42,218,518,508
"Educación inicial (162)",114,111,3,,,
"Primaria (163)",1815,1162,217,221,144,71
"Secundaria (164)",1096,228,765,85,15,3
"Superior no univ. incompleta (165)",37,,23,5,9,
"Superior no univ. completa (166)",20,,9,5,2,4
"Superior univ. incompleta (167)",13,,12,1,,
"Superior univ. completa (168)",12,,6,3,1,2
