"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",8,,1,5,,2
"Actividad economica no especificada (043)",82,,33,19,25,5
"Mujeres (045)",1467,21,469,595,334,48
"Agric., ganadería, caza y silvicultura (046)",48,2,9,12,19,6
"Pesca (047)",21,,13,3,4,1
"Industrias manufactureras (049)",87,2,34,29,20,2
"Suministro de electricidad, gas y agua (050)",1,,1,,,
"Construcción (051)",12,,8,3,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",309,6,64,146,78,15
"Venta, mant.y rep. veh.autom.y motoc. (053)",6,,2,3,1,
"Comercio al por mayor (054)",10,,3,3,4,
"Comercio al por menor (055)",293,6,59,140,73,15
"Hoteles y restaurantes (056)",245,4,88,79,68,6
"Trans., almac. y comunicaciones (057)",25,,13,9,3,
"Intermediación financiera (058)",6,,1,5,,
"Activid.inmobil., empres. y alquileres (059)",67,,26,26,15,
"Admin.pub. y defensa; p. segur.soc.afil (060)",159,,73,57,24,5
"Enseñanza (061)",184,,25,111,48,
"Servicios sociales y de salud (062)",33,,11,17,5,
"Otras activ. serv.comun.soc y personales (063)",89,2,35,34,15,3
"Hogares privados con servicio doméstico (064)",107,5,47,34,18,3
"Actividad economica no especificada (066)",74,,21,30,16,7
,,,,,,
"URBANA (067)",4857,80,1715,1715,1185,162
"Agric., ganadería, caza y silvicultura (068)",90,3,13,31,24,19
"Pesca (069)",1435,24,621,465,296,29
"Explotación de minas y canteras (070)",12,,3,4,3,2
"Industrias manufactureras (071)",246,8,92,70,61,15
"Suministro de electricidad, gas y agua (072)",30,,10,10,9,1
"Construcción (073)",359,,119,153,79,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",666,20,171,252,185,38
"Venta, mant.y rep. veh.autom.y motoc. (075)",71,2,26,29,13,1
"Comercio al por mayor (076)",35,,11,13,9,2
"Comercio al por menor (077)",560,18,134,210,163,35
"Hoteles y restaurantes (078)",362,9,135,110,99,9
"Trans., almac. y comunicaciones (079)",452,4,185,145,113,5
"Intermediación financiera (080)",10,,4,5,1,
"Activid.inmobil., empres. y alquileres (081)",179,,62,63,51,3
"Admin.pub. y defensa; p. segur.soc.afil (082)",321,,110,114,85,12
"Enseñanza (083)",256,,28,140,87,1
"Servicios sociales y de salud (084)",47,,14,21,12,
"Otras activ. serv.comun.soc y personales (085)",195,7,67,69,40,12
"Hogares privados con servicio doméstico (086)",92,5,41,32,11,3
"Actividad economica no especificada (088)",105,,40,31,29,5
"Hombres (089)",3586,59,1300,1204,897,126
"Agric., ganadería, caza y silvicultura (090)",79,1,11,29,20,18
"Pesca (091)",1414,24,608,462,292,28
"Explotación de minas y canteras (092)",12,,3,4,3,2
"Industrias manufactureras (093)",166,6,62,44,41,13
"Suministro de electricidad, gas y agua (094)",29,,9,10,9,1
"Construcción (095)",348,,112,150,78,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",374,14,108,115,112,25
"Venta, mant.y rep. veh.autom.y motoc. (097)",65,2,24,26,12,1
"Comercio al por mayor (098)",25,,8,10,5,2
"Comercio al por menor (099)",284,12,76,79,95,22
"Hoteles y restaurantes (100)",131,5,52,35,35,4
"Trans., almac. y comunicaciones (101)",428,4,172,137,110,5
"Intermediación financiera (102)",5,,3,1,1,
"Activid.inmobil., empres. y alquileres (103)",119,,38,41,37,3
"Admin.pub. y defensa; p. segur.soc.afil (104)",182,,49,64,62,7
"Enseñanza (105)",107,,9,53,44,1
"Servicios sociales y de salud (106)",20,,6,6,8,
"Otras activ. serv.comun.soc y personales (107)",112,5,35,36,27,9
"Hogares privados con servicio doméstico (108)",5,,,4,,1
"Actividad economica no especificada (110)",55,,23,13,18,1
"Mujeres (112)",1271,21,415,511,288,36
"Agric., ganadería, caza y silvicultura (113)",11,2,2,2,4,1
"Pesca (114)",21,,13,3,4,1
"Industrias manufactureras (116)",80,2,30,26,20,2
"Suministro de electricidad, gas y agua (117)",1,,1,,,
"Construcción (118)",11,,7,3,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",292,6,63,137,73,13
"Venta, mant.y rep. veh.autom.y motoc. (120)",6,,2,3,1,
"Comercio al por mayor (121)",10,,3,3,4,
"Comercio al por menor (122)",276,6,58,131,68,13
"Hoteles y restaurantes (123)",231,4,83,75,64,5
"Trans., almac. y comunicaciones (124)",24,,13,8,3,
"Intermediación financiera (125)",5,,1,4,,
"Activid.inmobil., empres. y alquileres (126)",60,,24,22,14,
"Admin.pub. y defensa; p. segur.soc.afil (127)",139,,61,50,23,5
"Enseñanza (128)",149,,19,87,43,
"Servicios sociales y de salud (129)",27,,8,15,4,
"Otras activ. serv.comun.soc y personales (130)",83,2,32,33,13,3
"Hogares privados con servicio doméstico (131)",87,5,41,28,11,2
"Actividad economica no especificada (133)",50,,17,18,11,4
,,,,,,
"RURAL (134)",1258,2,344,446,340,126
"Agric., ganadería, caza y silvicultura (135)",568,1,138,168,171,90
"Pesca (136)",75,,22,34,16,3
"Explotación de minas y canteras (137)",2,,,1,1,
"Industrias manufactureras (138)",32,,12,14,4,2
"Suministro de electricidad, gas y agua (139)",6,,,3,3,
"Construcción (140)",75,,30,27,17,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",77,1,13,32,24,7
"Venta, mant.y rep. veh.autom.y motoc. (142)",8,,2,3,3,
"Comercio al por menor (144)",69,1,11,29,21,7
"Hoteles y restaurantes (145)",26,,8,5,10,3
"Trans., almac. y comunicaciones (146)",81,,33,25,21,2
"Intermediación financiera (147)",1,,,1,,
"Activid.inmobil., empres. y alquileres (148)",54,,15,21,14,4
"Admin.pub. y defensa; p. segur.soc.afil (149)",47,,15,25,7,
"Enseñanza (150)",62,,7,40,15,
"Servicios sociales y de salud (151)",13,,5,2,5,1
"Otras activ. serv.comun.soc y personales (152)",65,,25,23,13,4
"Hogares privados con servicio doméstico (153)",23,,7,7,7,2
"Actividad economica no especificada (155)",51,,14,18,12,7
"Hombres (156)",1062,2,290,362,294,114
"Agric., ganadería, caza y silvicultura (157)",531,1,131,158,156,85
"Pesca (158)",75,,22,34,16,3
"Explotación de minas y canteras (159)",2,,,1,1,
"Industrias manufactureras (160)",25,,8,11,4,2
"Suministro de electricidad, gas y agua (161)",6,,,3,3,
"Construcción (162)",74,,29,27,17,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",60,1,12,23,19,5
"Venta, mant.y rep. veh.autom.y motoc. (164)",8,,2,3,3,
"Comercio al por menor (166)",52,1,10,20,16,5
"Hoteles y restaurantes (167)",12,,3,1,6,2
"Trans., almac. y comunicaciones (168)",80,,33,24,21,2
"Activid.inmobil., empres. y alquileres (170)",47,,13,17,13,4
"Admin.pub. y defensa; p. segur.soc.afil (171)",27,,3,18,6,
"Enseñanza (172)",27,,1,16,10,
"Servicios sociales y de salud (173)",7,,2,,4,1
"Otras activ. serv.comun.soc y personales (174)",59,,22,22,11,4
"Hogares privados con servicio doméstico (175)",3,,1,1,,1
"Actividad economica no especificada (177)",27,,10,6,7,4
"Mujeres (179)",196,,54,84,46,12
"Agric., ganadería, caza y silvicultura (180)",37,,7,10,15,5
"Industrias manufactureras (183)",7,,4,3,,
"Construcción (185)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",17,,1,9,5,2
"Comercio al por menor (189)",17,,1,9,5,2
"Hoteles y restaurantes (190)",14,,5,4,4,1
"Trans., almac. y comunicaciones (191)",1,,,1,,
"Intermediación financiera (192)",1,,,1,,
"Activid.inmobil., empres. y alquileres (193)",7,,2,4,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",20,,12,7,1,
"Enseñanza (195)",35,,6,24,5,
"Servicios sociales y de salud (196)",6,,3,2,1,
"Otras activ. serv.comun.soc y personales (197)",6,,3,1,2,
"Hogares privados con servicio doméstico (198)",20,,6,6,7,1
"Actividad economica no especificada (200)",24,,4,12,5,3
