"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Industrias manufactureras (049)",27,,6,16,5,
"Suministro de electricidad, gas y agua (050)",1,,,,1,
"Construcción (051)",4,,1,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",218,1,60,80,64,13
"Venta, mant.y rep. veh.autom.y motoc. (053)",1,,,1,,
"Comercio al por mayor (054)",10,,3,4,3,
"Comercio al por menor (055)",207,1,57,75,61,13
"Hoteles y restaurantes (056)",81,1,20,32,23,5
"Trans., almac. y comunicaciones (057)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (059)",22,,8,7,7,
"Admin.pub. y defensa; p. segur.soc.afil (060)",18,,5,10,3,
"Enseñanza (061)",81,,25,40,16,
"Servicios sociales y de salud (062)",16,,6,8,1,1
"Otras activ. serv.comun.soc y personales (063)",19,1,5,6,6,1
"Hogares privados con servicio doméstico (064)",19,1,7,6,5,
"Actividad economica no especificada (066)",56,,8,19,21,8
,,,,,,
"URBANA (067)",2130,25,555,666,648,236
"Agric., ganadería, caza y silvicultura (068)",1016,17,236,267,332,164
"Pesca (069)",2,,1,,,1
"Industrias manufactureras (071)",88,,27,31,26,4
"Suministro de electricidad, gas y agua (072)",3,,,2,1,
"Construcción (073)",181,,64,47,56,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",298,1,78,92,100,27
"Venta, mant.y rep. veh.autom.y motoc. (075)",7,,6,,1,
"Comercio al por mayor (076)",13,,5,5,3,
"Comercio al por menor (077)",278,1,67,87,96,27
"Hoteles y restaurantes (078)",66,1,18,29,16,2
"Trans., almac. y comunicaciones (079)",63,2,17,28,16,
"Activid.inmobil., empres. y alquileres (081)",41,,13,15,10,3
"Admin.pub. y defensa; p. segur.soc.afil (082)",95,,26,41,26,2
"Enseñanza (083)",109,,25,61,23,
"Servicios sociales y de salud (084)",30,,7,14,7,2
"Otras activ. serv.comun.soc y personales (085)",59,2,20,21,11,5
"Hogares privados con servicio doméstico (086)",15,2,6,3,3,1
"Actividad economica no especificada (088)",64,,17,15,21,11
"Hombres (089)",1508,18,391,444,477,178
"Agric., ganadería, caza y silvicultura (090)",832,13,194,223,278,124
"Pesca (091)",2,,1,,,1
"Industrias manufactureras (093)",65,,21,19,21,4
"Suministro de electricidad, gas y agua (094)",2,,,2,,
"Construcción (095)",178,,64,46,55,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",129,1,29,33,48,18
"Venta, mant.y rep. veh.autom.y motoc. (097)",7,,6,,1,
"Comercio al por mayor (098)",3,,2,1,,
"Comercio al por menor (099)",119,1,21,32,47,18
"Hoteles y restaurantes (100)",10,,3,4,3,
"Trans., almac. y comunicaciones (101)",61,2,16,27,16,
"Activid.inmobil., empres. y alquileres (103)",22,,6,8,5,3
"Admin.pub. y defensa; p. segur.soc.afil (104)",77,,21,31,23,2
"Enseñanza (105)",42,,6,25,11,
"Servicios sociales y de salud (106)",17,,3,6,6,2
"Otras activ. serv.comun.soc y personales (107)",41,1,16,15,5,4
"Hogares privados con servicio doméstico (108)",4,1,2,,,1
"Actividad economica no especificada (110)",26,,9,5,6,6
"Mujeres (112)",622,7,164,222,171,58
"Agric., ganadería, caza y silvicultura (113)",184,4,42,44,54,40
"Industrias manufactureras (116)",23,,6,12,5,
"Suministro de electricidad, gas y agua (117)",1,,,,1,
"Construcción (118)",3,,,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",169,,49,59,52,9
"Comercio al por mayor (121)",10,,3,4,3,
"Comercio al por menor (122)",159,,46,55,49,9
"Hoteles y restaurantes (123)",56,1,15,25,13,2
"Trans., almac. y comunicaciones (124)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (126)",19,,7,7,5,
"Admin.pub. y defensa; p. segur.soc.afil (127)",18,,5,10,3,
"Enseñanza (128)",67,,19,36,12,
"Servicios sociales y de salud (129)",13,,4,8,1,
"Otras activ. serv.comun.soc y personales (130)",18,1,4,6,6,1
"Hogares privados con servicio doméstico (131)",11,1,4,3,3,
"Actividad economica no especificada (133)",38,,8,10,15,5
,,,,,,
"RURAL (134)",1398,21,426,407,388,156
"Agric., ganadería, caza y silvicultura (135)",1112,20,344,302,308,138
"Explotación de minas y canteras (137)",1,,,1,,
"Industrias manufactureras (138)",24,,9,11,4,
"Construcción (140)",35,,15,12,6,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",77,1,18,30,22,6
"Venta, mant.y rep. veh.autom.y motoc. (142)",3,,,3,,
"Comercio al por mayor (143)",1,,,1,,
"Comercio al por menor (144)",73,1,18,26,22,6
"Hoteles y restaurantes (145)",28,,5,8,12,3
"Trans., almac. y comunicaciones (146)",27,,13,5,9,
"Activid.inmobil., empres. y alquileres (148)",13,,2,5,5,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",3,,,2,1,
"Enseñanza (150)",30,,7,16,7,
"Servicios sociales y de salud (151)",5,,2,,1,2
"Otras activ. serv.comun.soc y personales (152)",6,,4,1,1,
"Hogares privados con servicio doméstico (153)",9,,3,4,2,
"Actividad economica no especificada (155)",28,,4,10,10,4
"Hombres (156)",1098,13,340,308,305,132
"Agric., ganadería, caza y silvicultura (157)",938,13,288,251,261,125
"Explotación de minas y canteras (159)",1,,,1,,
"Industrias manufactureras (160)",20,,9,7,4,
"Construcción (162)",34,,14,12,6,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",28,,7,9,10,2
"Venta, mant.y rep. veh.autom.y motoc. (164)",2,,,2,,
"Comercio al por mayor (165)",1,,,1,,
"Comercio al por menor (166)",25,,7,6,10,2
"Hoteles y restaurantes (167)",3,,,1,2,
"Trans., almac. y comunicaciones (168)",27,,13,5,9,
"Activid.inmobil., empres. y alquileres (170)",10,,1,5,3,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",3,,,2,1,
"Enseñanza (172)",16,,1,12,3,
"Servicios sociales y de salud (173)",2,,,,1,1
"Otras activ. serv.comun.soc y personales (174)",5,,3,1,1,
"Hogares privados con servicio doméstico (175)",1,,,1,,
"Actividad economica no especificada (177)",10,,4,1,4,1
"Mujeres (179)",300,8,86,99,83,24
"Agric., ganadería, caza y silvicultura (180)",174,7,56,51,47,13
"Industrias manufactureras (183)",4,,,4,,
"Construcción (185)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",49,1,11,21,12,4
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,1,,
"Comercio al por menor (189)",48,1,11,20,12,4
"Hoteles y restaurantes (190)",25,,5,7,10,3
"Activid.inmobil., empres. y alquileres (193)",3,,1,,2,
"Enseñanza (195)",14,,6,4,4,
"Servicios sociales y de salud (196)",3,,2,,,1
"Otras activ. serv.comun.soc y personales (197)",1,,1,,,
"Hogares privados con servicio doméstico (198)",8,,3,3,2,
"Actividad economica no especificada (200)",18,,,9,6,3
