"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 45 a 49 años (038)",4,25,25,,100,,
"De 50 y más años (039)",4,15,14,,93.3,,
"No PEA (040)",13855,44561,40213,577,90.2,1.3,
"De 12 a 14 años (041)",1734,11,10,,90.9,,
"De 15 a 19 años (042)",1701,241,237,72,98.3,29.9,
"De 20 a 24 años (043)",1248,1142,1117,137,97.8,12,
"De 25 a 29 años (044)",1118,1981,1939,118,97.9,6,
"De 30 a 34 años (045)",1147,2953,2874,129,97.3,4.4,
"De 35 a 39 años (046)",1114,3768,3623,72,96.2,1.9,
"De 40 a 44 años (047)",944,3861,3664,42,94.9,1.1,
"De 45 a 49 años (048)",871,4260,4035,7,94.7,0.2,
"De 50 y más años (049)",3978,26344,22714,,86.2,,
,,,,,,,
"URBANA (060)",3557,8699,8106,134,93.2,1.5,
"De 12 a 14 años (061)",347,5,5,,100,,
"De 15 a 19 años (062)",412,39,38,12,97.4,30.8,
"De 20 a 24 años (063)",377,232,231,25,99.6,10.8,
"De 25 a 29 años (064)",299,394,383,34,97.2,8.6,
"De 30 a 34 años (065)",335,643,633,27,98.4,4.2,
"De 35 a 39 años (066)",406,1077,1040,23,96.6,2.1,
"De 40 a 44 años (067)",297,879,855,12,97.3,1.4,
"De 45 a 49 años (068)",253,935,910,1,97.3,0.1,
"De 50 y más años (069)",831,4495,4011,,89.2,,
"PEA (070)",1071,2382,2253,43,94.6,1.8,
"De 12 a 14 años (071)",8,,,,,,
"De 15 a 19 años (072)",58,5,5,1,100,20,
"De 20 a 24 años (073)",95,45,45,2,100,4.4,
"De 25 a 29 años (074)",110,108,103,15,95.4,13.9,
"De 30 a 34 años (075)",149,240,237,11,98.8,4.6,
"De 35 a 39 años (076)",224,493,465,10,94.3,2,
"De 40 a 44 años (077)",141,363,355,4,97.8,1.1,
"De 45 a 49 años (078)",107,323,319,,98.8,,
"De 50 y más años (079)",179,805,724,,89.9,,
"Ocupada (080)",1038,2354,2226,41,94.6,1.7,
"De 12 a 14 años (081)",8,,,,,,
"De 15 a 19 años (082)",54,5,5,1,100,20,
"De 20 a 24 años (083)",84,42,42,2,100,4.8,
"De 25 a 29 años (084)",105,106,101,14,95.3,13.2,
"De 30 a 34 años (085)",143,234,231,10,98.7,4.3,
"De 35 a 39 años (086)",221,488,460,10,94.3,2,
"De 40 a 44 años (087)",139,361,353,4,97.8,1.1,
"De 45 a 49 años (088)",107,323,319,,98.8,,
"De 50 y más años (089)",177,795,715,,89.9,,
"Desocupada (090)",33,28,27,2,96.4,7.1,
"De 15 a 19 años (092)",4,,,,,,
"De 20 a 24 años (093)",11,3,3,,100,,
"De 25 a 29 años (094)",5,2,2,1,100,50,
"De 30 a 34 años (095)",6,6,6,1,100,16.7,
"De 35 a 39 años (096)",3,5,5,,100,,
"De 40 a 44 años (097)",2,2,2,,100,,
"De 50 y más años (099)",2,10,9,,90,,
"No PEA (100)",2486,6317,5853,91,92.7,1.4,
"De 12 a 14 años (101)",339,5,5,,100,,
"De 15 a 19 años (102)",354,34,33,11,97.1,32.4,
"De 20 a 24 años (103)",282,187,186,23,99.5,12.3,
"De 25 a 29 años (104)",189,286,280,19,97.9,6.6,
"De 30 a 34 años (105)",186,403,396,16,98.3,4,
"De 35 a 39 años (106)",182,584,575,13,98.5,2.2,
"De 40 a 44 años (107)",156,516,500,8,96.9,1.6,
"De 45 a 49 años (108)",146,612,591,1,96.6,0.2,
"De 50 y más años (109)",652,3690,3287,,89.1,,
,,,,,,,
"RURAL (120)",12640,42230,38004,531,90,1.3,
"De 12 a 14 años (121)",1406,7,6,,85.7,,
"De 15 a 19 años (122)",1452,226,223,69,98.7,30.5,
"De 20 a 24 años (123)",1119,1069,1040,124,97.3,11.6,
"De 25 a 29 años (124)",1062,1881,1841,110,97.9,5.8,
"De 30 a 34 años (125)",1081,2816,2739,117,97.3,4.2,
"De 35 a 39 años (126)",1084,3594,3453,67,96.1,1.9,
"De 40 a 44 años (127)",923,3786,3586,37,94.7,1,
"De 45 a 49 años (128)",837,4110,3869,7,94.1,0.2,
"De 50 y más años (129)",3676,24741,21247,,85.9,,
"PEA (130)",1271,3986,3644,46,91.4,1.2,
"De 12 a 14 años (131)",11,1,1,,100,,
"De 15 a 19 años (132)",105,19,19,8,100,42.1,
"De 20 a 24 años (133)",153,114,109,10,95.6,8.8,
"De 25 a 29 años (134)",133,186,182,11,97.8,5.9,
"De 30 a 34 años (135)",120,266,261,5,98.1,1.9,
"De 35 a 39 años (136)",152,410,405,8,98.8,2,
"De 40 a 44 años (137)",135,441,422,3,95.7,0.7,
"De 45 a 49 años (138)",112,462,425,1,92,0.2,
"De 50 y más años (139)",350,2087,1820,,87.2,,
"Ocupada (140)",1206,3934,3593,45,91.3,1.1,
"De 12 a 14 años (141)",7,1,1,,100,,
"De 15 a 19 años (142)",80,19,19,8,100,42.1,
"De 20 a 24 años (143)",135,108,104,10,96.3,9.3,
"De 25 a 29 años (144)",124,176,172,10,97.7,5.7,
"De 30 a 34 años (145)",119,263,258,5,98.1,1.9,
"De 35 a 39 años (146)",151,410,405,8,98.8,2,
"De 40 a 44 años (147)",134,438,419,3,95.7,0.7,
"De 45 a 49 años (148)",108,437,400,1,91.5,0.2,
"De 50 y más años (149)",348,2082,1815,,87.2,,
"Desocupada (150)",65,52,51,1,98.1,1.9,
"De 12 a 14 años (151)",4,,,,,,
"De 15 a 19 años (152)",25,,,,,,
"De 20 a 24 años (153)",18,6,5,,83.3,,
"De 25 a 29 años (154)",9,10,10,1,100,10,
"De 30 a 34 años (155)",1,3,3,,100,,
"De 35 a 39 años (156)",1,,,,,,
"De 40 a 44 años (157)",1,3,3,,100,,
"De 45 a 49 años (158)",4,25,25,,100,,
"De 50 y más años (159)",2,5,5,,100,,
"No PEA (160)",11369,38244,34360,485,89.8,1.3,
"De 12 a 14 años (161)",1395,6,5,,83.3,,
"De 15 a 19 años (162)",1347,207,204,61,98.6,29.5,
"De 20 a 24 años (163)",966,955,931,114,97.5,11.9,
"De 25 a 29 años (164)",929,1695,1659,99,97.9,5.8,
"De 30 a 34 años (165)",961,2550,2478,112,97.2,4.4,
"De 35 a 39 años (166)",932,3184,3048,59,95.7,1.9,
"De 40 a 44 años (167)",788,3345,3164,34,94.6,1,
"De 45 a 49 años (168)",725,3648,3444,6,94.4,0.2,
"De 50 y más años (169)",3326,22654,19427,,85.8,,
