"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",164,16,74,57,15,2
"Hogares privados con servicio doméstico (041)",27,2,15,3,6,1
"Actividad economica no especificada (043)",195,4,75,69,40,7
"Mujeres (045)",9438,236,2961,3132,2293,816
"Agric., ganadería, caza y silvicultura (046)",5719,164,1577,1659,1643,676
"Pesca (047)",3,,2,1,,
"Explotación de minas y canteras (048)",55,,28,17,10,
"Industrias manufactureras (049)",243,4,85,79,49,26
"Suministro de electricidad, gas y agua (050)",2,,2,,,
"Construcción (051)",101,,56,34,11,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",1571,19,442,696,343,71
"Venta, mant.y rep. veh.autom.y motoc. (053)",20,,10,7,3,
"Comercio al por mayor (054)",50,,17,26,7,
"Comercio al por menor (055)",1501,19,415,663,333,71
"Hoteles y restaurantes (056)",505,19,209,176,87,14
"Trans., almac. y comunicaciones (057)",68,6,45,13,4,
"Intermediación financiera (058)",4,,3,1,,
"Activid.inmobil., empres. y alquileres (059)",72,,33,34,5,
"Admin.pub. y defensa; p. segur.soc.afil (060)",78,,45,27,6,
"Enseñanza (061)",451,1,143,246,61,
"Servicios sociales y de salud (062)",81,,31,40,9,1
"Otras activ. serv.comun.soc y personales (063)",108,,47,38,19,4
"Hogares privados con servicio doméstico (064)",213,22,142,21,19,9
"Organiz. y organos extraterritoriales (065)",1,,1,,,
"Actividad economica no especificada (066)",163,1,70,50,27,15
,,,,,,
"URBANA (067)",9491,183,3226,3760,2041,281
"Agric., ganadería, caza y silvicultura (068)",1124,28,305,382,321,88
"Pesca (069)",3,,2,1,,
"Explotación de minas y canteras (070)",1041,1,328,416,295,1
"Industrias manufactureras (071)",478,11,201,148,87,31
"Suministro de electricidad, gas y agua (072)",18,,11,4,3,
"Construcción (073)",1003,10,407,396,180,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",2227,48,650,932,494,103
"Venta, mant.y rep. veh.autom.y motoc. (075)",206,4,109,65,25,3
"Comercio al por mayor (076)",85,,27,42,15,1
"Comercio al por menor (077)",1936,44,514,825,454,99
"Hoteles y restaurantes (078)",596,29,251,200,104,12
"Trans., almac. y comunicaciones (079)",690,17,275,263,131,4
"Intermediación financiera (080)",11,,6,4,1,
"Activid.inmobil., empres. y alquileres (081)",309,,123,133,50,3
"Admin.pub. y defensa; p. segur.soc.afil (082)",339,,122,149,63,5
"Enseñanza (083)",894,,181,492,218,3
"Servicios sociales y de salud (084)",136,,45,67,22,2
"Otras activ. serv.comun.soc y personales (085)",244,16,110,84,28,6
"Hogares privados con servicio doméstico (086)",171,19,113,21,14,4
"Organiz. y organos extraterritoriales (087)",1,,1,,,
"Actividad economica no especificada (088)",206,4,95,68,30,9
"Hombres (089)",5914,109,1983,2293,1366,163
"Agric., ganadería, caza y silvicultura (090)",685,18,175,224,203,65
"Pesca (091)",2,,1,1,,
"Explotación de minas y canteras (092)",988,1,301,399,286,1
"Industrias manufactureras (093)",341,8,148,101,63,21
"Suministro de electricidad, gas y agua (094)",16,,9,4,3,
"Construcción (095)",956,10,389,374,173,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",794,29,262,285,176,42
"Venta, mant.y rep. veh.autom.y motoc. (097)",186,4,99,58,22,3
"Comercio al por mayor (098)",36,,10,17,8,1
"Comercio al por menor (099)",572,25,153,210,146,38
"Hoteles y restaurantes (100)",158,11,78,46,22,1
"Trans., almac. y comunicaciones (101)",623,11,231,250,127,4
"Intermediación financiera (102)",7,,3,3,1,
"Activid.inmobil., empres. y alquileres (103)",240,,92,99,46,3
"Admin.pub. y defensa; p. segur.soc.afil (104)",271,,86,123,57,5
"Enseñanza (105)",482,,65,255,159,3
"Servicios sociales y de salud (106)",61,,16,31,13,1
"Otras activ. serv.comun.soc y personales (107)",143,16,63,50,12,2
"Hogares privados con servicio doméstico (108)",20,2,13,2,3,
"Actividad economica no especificada (110)",127,3,51,46,22,5
"Mujeres (112)",3577,74,1243,1467,675,118
"Agric., ganadería, caza y silvicultura (113)",439,10,130,158,118,23
"Pesca (114)",1,,1,,,
"Explotación de minas y canteras (115)",53,,27,17,9,
"Industrias manufactureras (116)",137,3,53,47,24,10
"Suministro de electricidad, gas y agua (117)",2,,2,,,
"Construcción (118)",47,,18,22,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",1433,19,388,647,318,61
"Venta, mant.y rep. veh.autom.y motoc. (120)",20,,10,7,3,
"Comercio al por mayor (121)",49,,17,25,7,
"Comercio al por menor (122)",1364,19,361,615,308,61
"Hoteles y restaurantes (123)",438,18,173,154,82,11
"Trans., almac. y comunicaciones (124)",67,6,44,13,4,
"Intermediación financiera (125)",4,,3,1,,
"Activid.inmobil., empres. y alquileres (126)",69,,31,34,4,
"Admin.pub. y defensa; p. segur.soc.afil (127)",68,,36,26,6,
"Enseñanza (128)",412,,116,237,59,
"Servicios sociales y de salud (129)",75,,29,36,9,1
"Otras activ. serv.comun.soc y personales (130)",101,,47,34,16,4
"Hogares privados con servicio doméstico (131)",151,17,100,19,11,4
"Organiz. y organos extraterritoriales (132)",1,,1,,,
"Actividad economica no especificada (133)",79,1,44,22,8,4
,,,,,,
"RURAL (134)",13373,331,3592,3958,3824,1668
"Agric., ganadería, caza y silvicultura (135)",10874,317,2656,3048,3288,1565
"Pesca (136)",12,,5,3,4,
"Explotación de minas y canteras (137)",167,1,93,51,20,2
"Industrias manufactureras (138)",334,1,99,106,89,39
"Suministro de electricidad, gas y agua (139)",18,,4,8,5,1
"Construcción (140)",944,1,322,381,221,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",305,2,110,105,71,17
"Venta, mant.y rep. veh.autom.y motoc. (142)",28,,14,10,4,
"Comercio al por mayor (143)",9,,1,7,1,
"Comercio al por menor (144)",268,2,95,88,66,17
"Hoteles y restaurantes (145)",105,1,64,28,8,4
"Trans., almac. y comunicaciones (146)",102,1,48,36,17,
"Activid.inmobil., empres. y alquileres (148)",33,,13,16,4,
"Admin.pub. y defensa; p. segur.soc.afil (149)",104,,31,57,16,
"Enseñanza (150)",116,1,40,48,26,1
"Servicios sociales y de salud (151)",10,,2,6,1,1
"Otras activ. serv.comun.soc y personales (152)",28,,11,11,6,
"Hogares privados con servicio doméstico (153)",69,5,44,3,11,6
"Actividad economica no especificada (155)",152,1,50,51,37,13
"Hombres (156)",7512,169,1874,2293,2206,970
"Agric., ganadería, caza y silvicultura (157)",5594,163,1209,1547,1763,912
"Pesca (158)",10,,4,2,4,
"Explotación de minas y canteras (159)",165,1,92,51,19,2
"Industrias manufactureras (160)",228,,67,74,64,23
"Suministro de electricidad, gas y agua (161)",18,,4,8,5,1
"Construcción (162)",890,1,284,369,217,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",167,2,56,56,46,7
"Venta, mant.y rep. veh.autom.y motoc. (164)",28,,14,10,4,
"Comercio al por mayor (165)",8,,1,6,1,
"Comercio al por menor (166)",131,2,41,40,41,7
"Hoteles y restaurantes (167)",38,,28,6,3,1
"Trans., almac. y comunicaciones (168)",101,1,47,36,17,
"Activid.inmobil., empres. y alquileres (170)",30,,11,16,3,
"Admin.pub. y defensa; p. segur.soc.afil (171)",94,,22,56,16,
"Enseñanza (172)",77,,13,39,24,1
"Servicios sociales y de salud (173)",4,,,2,1,1
"Otras activ. serv.comun.soc y personales (174)",21,,11,7,3,
"Hogares privados con servicio doméstico (175)",7,,2,1,3,1
"Actividad economica no especificada (177)",68,1,24,23,18,2
"Mujeres (179)",5861,162,1718,1665,1618,698
"Agric., ganadería, caza y silvicultura (180)",5280,154,1447,1501,1525,653
"Pesca (181)",2,,1,1,,
"Explotación de minas y canteras (182)",2,,1,,1,
"Industrias manufactureras (183)",106,1,32,32,25,16
"Construcción (185)",54,,38,12,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",138,,54,49,25,10
"Comercio al por mayor (188)",1,,,1,,
"Comercio al por menor (189)",137,,54,48,25,10
"Hoteles y restaurantes (190)",67,1,36,22,5,3
"Trans., almac. y comunicaciones (191)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",3,,2,,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",10,,9,1,,
"Enseñanza (195)",39,1,27,9,2,
"Servicios sociales y de salud (196)",6,,2,4,,
"Otras activ. serv.comun.soc y personales (197)",7,,,4,3,
"Hogares privados con servicio doméstico (198)",62,5,42,2,8,5
"Actividad economica no especificada (200)",84,,26,28,19,11
