"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",451,430,14,4,3
,,,,,
"URBANA (036)",6785,5637,355,138,655
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",58,,2,2,54
"Profes., científicos e intelectuales (038)",594,98,108,83,305
"Técnicos de nivel medio y trab. asimilados (039)",133,36,13,6,78
"Jefes y empleados de oficina (040)",138,12,6,8,112
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",554,540,9,2,3
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2744,2680,61,,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",257,238,7,7,5
"Obreros construc.,conf.,papel, fab., instr. (044)",266,213,43,6,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1791,1621,102,21,47
"Otra (046)",41,,,,41
"Ocupación no especificada (047)",209,199,4,3,3
"Hombres (048)",4974,4269,262,86,357
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",45,,2,1,42
"Profes., científicos e intelectuales (050)",294,42,61,49,142
"Técnicos de nivel medio y trab. asimilados (051)",69,23,10,5,31
"Jefes y empleados de oficina (052)",62,4,2,4,52
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",185,179,3,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2628,2565,60,,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",151,140,2,4,5
"Obreros construc.,conf.,papel, fab., instr. (056)",262,210,42,6,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1193,1063,79,16,35
"Otra (058)",41,,,,41
"Ocupación no especificada (059)",44,43,1,,
"Mujeres (060)",1811,1368,93,52,298
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",13,,,1,12
"Profes., científicos e intelectuales (062)",300,56,47,34,163
"Técnicos de nivel medio y trab. asimilados (063)",64,13,3,1,47
"Jefes y empleados de oficina (064)",76,8,4,4,60
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",369,361,6,1,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",116,115,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",106,98,5,3,
"Obreros construc.,conf.,papel, fab., instr. (068)",4,3,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",598,558,23,5,12
"Ocupación no especificada (071)",165,156,3,3,3
,,,,,
"RURAL (072)",8926,8366,309,37,214
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",7,,,,7
"Profes., científicos e intelectuales (074)",326,134,49,22,121
"Técnicos de nivel medio y trab. asimilados (075)",39,9,1,1,28
"Jefes y empleados de oficina (076)",15,5,,1,9
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",172,169,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",4781,4678,101,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",169,163,5,1,
"Obreros construc.,conf.,papel, fab., instr. (080)",130,113,13,2,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2946,2768,126,7,45
"Ocupación no especificada (083)",341,327,11,1,2
"Hombres (084)",7676,7262,257,25,132
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",4,,,,4
"Profes., científicos e intelectuales (086)",182,61,32,14,75
"Técnicos de nivel medio y trab. asimilados (087)",21,7,,1,13
"Jefes y empleados de oficina (088)",9,4,,1,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",71,70,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",4665,4564,99,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",93,88,4,1,
"Obreros construc.,conf.,papel, fab., instr. (092)",117,101,12,2,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2459,2314,109,4,32
"Ocupación no especificada (095)",55,53,,,2
"Mujeres (096)",1250,1104,52,12,82
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,,,3
"Profes., científicos e intelectuales (098)",144,73,17,8,46
"Técnicos de nivel medio y trab. asimilados (099)",18,2,1,,15
"Jefes y empleados de oficina (100)",6,1,,,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",101,99,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",116,114,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",76,75,1,,
"Obreros construc.,conf.,papel, fab., instr. (104)",13,12,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",487,454,17,3,13
"Ocupación no especificada (107)",286,274,11,1,
