"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",36,13,17,3,1,2
"Actividad economica no especificada (043)",190,2,61,59,33,35
"Mujeres (045)",5790,335,2014,1829,1230,382
"Agric., ganadería, caza y silvicultura (046)",2101,238,862,462,381,158
"Pesca (047)",1,,,1,,
"Explotación de minas y canteras (048)",9,,8,1,,
"Industrias manufactureras (049)",243,5,71,79,71,17
"Suministro de electricidad, gas y agua (050)",1,,,1,,
"Construcción (051)",6,,4,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",846,11,185,291,287,72
"Venta, mant.y rep. veh.autom.y motoc. (053)",6,,4,2,,
"Comercio al por mayor (054)",31,,7,9,11,4
"Comercio al por menor (055)",809,11,174,280,276,68
"Hoteles y restaurantes (056)",477,25,140,150,127,35
"Trans., almac. y comunicaciones (057)",25,,16,8,1,
"Intermediación financiera (058)",9,,8,1,,
"Activid.inmobil., empres. y alquileres (059)",41,,19,17,4,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",52,,25,22,5,
"Enseñanza (061)",522,,102,346,74,
"Servicios sociales y de salud (062)",104,,49,45,9,1
"Otras activ. serv.comun.soc y personales (063)",132,1,34,69,18,10
"Hogares privados con servicio doméstico (064)",616,55,282,151,105,23
"Actividad economica no especificada (066)",605,,209,183,148,65
,,,,,,
"URBANA (067)",7419,176,2058,2652,1924,609
"Agric., ganadería, caza y silvicultura (068)",2650,100,668,748,793,341
"Explotación de minas y canteras (070)",176,5,88,62,21,
"Industrias manufactureras (071)",389,3,108,117,127,34
"Suministro de electricidad, gas y agua (072)",8,,3,3,2,
"Construcción (073)",354,5,131,107,100,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1203,17,288,406,379,113
"Venta, mant.y rep. veh.autom.y motoc. (075)",28,,11,12,5,
"Comercio al por mayor (076)",58,,13,14,24,7
"Comercio al por menor (077)",1117,17,264,380,350,106
"Hoteles y restaurantes (078)",354,17,98,113,101,25
"Trans., almac. y comunicaciones (079)",297,2,132,116,40,7
"Intermediación financiera (080)",13,,11,2,,
"Activid.inmobil., empres. y alquileres (081)",124,,46,45,31,2
"Admin.pub. y defensa; p. segur.soc.afil (082)",202,,56,88,52,6
"Enseñanza (083)",861,,143,576,140,2
"Servicios sociales y de salud (084)",125,,46,63,12,4
"Otras activ. serv.comun.soc y personales (085)",203,1,71,85,32,14
"Hogares privados con servicio doméstico (086)",232,24,113,53,37,5
"Actividad economica no especificada (088)",228,2,56,68,57,45
"Hombres (089)",4900,97,1364,1675,1316,448
"Agric., ganadería, caza y silvicultura (090)",2317,65,572,673,699,308
"Explotación de minas y canteras (092)",174,5,87,61,21,
"Industrias manufactureras (093)",269,2,79,73,89,26
"Suministro de electricidad, gas y agua (094)",7,,3,2,2,
"Construcción (095)",349,5,128,105,100,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",568,9,147,197,161,54
"Venta, mant.y rep. veh.autom.y motoc. (097)",24,,9,10,5,
"Comercio al por mayor (098)",33,,8,8,14,3
"Comercio al por menor (099)",511,9,130,179,142,51
"Hoteles y restaurantes (100)",56,2,19,17,14,4
"Trans., almac. y comunicaciones (101)",274,2,118,108,39,7
"Intermediación financiera (102)",4,,3,1,,
"Activid.inmobil., empres. y alquileres (103)",88,,29,31,27,1
"Admin.pub. y defensa; p. segur.soc.afil (104)",158,,36,69,47,6
"Enseñanza (105)",389,,54,258,75,2
"Servicios sociales y de salud (106)",42,,13,21,5,3
"Otras activ. serv.comun.soc y personales (107)",91,1,45,24,16,5
"Hogares privados con servicio doméstico (108)",16,4,7,3,1,1
"Actividad economica no especificada (110)",98,2,24,32,20,20
"Mujeres (112)",2519,79,694,977,608,161
"Agric., ganadería, caza y silvicultura (113)",333,35,96,75,94,33
"Explotación de minas y canteras (115)",2,,1,1,,
"Industrias manufactureras (116)",120,1,29,44,38,8
"Suministro de electricidad, gas y agua (117)",1,,,1,,
"Construcción (118)",5,,3,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",635,8,141,209,218,59
"Venta, mant.y rep. veh.autom.y motoc. (120)",4,,2,2,,
"Comercio al por mayor (121)",25,,5,6,10,4
"Comercio al por menor (122)",606,8,134,201,208,55
"Hoteles y restaurantes (123)",298,15,79,96,87,21
"Trans., almac. y comunicaciones (124)",23,,14,8,1,
"Intermediación financiera (125)",9,,8,1,,
"Activid.inmobil., empres. y alquileres (126)",36,,17,14,4,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",44,,20,19,5,
"Enseñanza (128)",472,,89,318,65,
"Servicios sociales y de salud (129)",83,,33,42,7,1
"Otras activ. serv.comun.soc y personales (130)",112,,26,61,16,9
"Hogares privados con servicio doméstico (131)",216,20,106,50,36,4
"Actividad economica no especificada (133)",130,,32,36,37,25
,,,,,,
"RURAL (134)",21134,862,7766,6167,4491,1848
"Agric., ganadería, caza y silvicultura (135)",18220,777,6621,5218,3912,1692
"Pesca (136)",2,,,2,,
"Explotación de minas y canteras (137)",420,6,254,126,32,2
"Industrias manufactureras (138)",320,8,109,101,79,23
"Suministro de electricidad, gas y agua (139)",17,,10,4,3,
"Construcción (140)",206,2,81,65,50,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",423,6,95,169,125,28
"Venta, mant.y rep. veh.autom.y motoc. (142)",10,,4,4,2,
"Comercio al por mayor (143)",14,,2,7,5,
"Comercio al por menor (144)",399,6,89,158,118,28
"Hoteles y restaurantes (145)",190,13,64,57,41,15
"Trans., almac. y comunicaciones (146)",117,4,51,46,14,2
"Intermediación financiera (147)",2,,2,,,
"Activid.inmobil., empres. y alquileres (148)",24,,6,13,5,
"Admin.pub. y defensa; p. segur.soc.afil (149)",27,,10,11,5,1
"Enseñanza (150)",118,,29,62,27,
"Servicios sociales y de salud (151)",29,,19,7,3,
"Otras activ. serv.comun.soc y personales (152)",32,2,15,11,2,2
"Hogares privados con servicio doméstico (153)",420,44,186,101,69,20
"Actividad economica no especificada (155)",567,,214,174,124,55
"Hombres (156)",17863,606,6446,5315,3869,1627
"Agric., ganadería, caza y silvicultura (157)",16452,574,5855,4831,3625,1567
"Pesca (158)",1,,,1,,
"Explotación de minas y canteras (159)",413,6,247,126,32,2
"Industrias manufactureras (160)",197,4,67,66,46,14
"Suministro de electricidad, gas y agua (161)",17,,10,4,3,
"Construcción (162)",205,2,80,65,50,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",212,3,51,87,56,15
"Venta, mant.y rep. veh.autom.y motoc. (164)",8,,2,4,2,
"Comercio al por mayor (165)",8,,,4,4,
"Comercio al por menor (166)",196,3,49,79,50,15
"Hoteles y restaurantes (167)",11,3,3,3,1,1
"Trans., almac. y comunicaciones (168)",115,4,49,46,14,2
"Intermediación financiera (169)",2,,2,,,
"Activid.inmobil., empres. y alquileres (170)",19,,4,10,5,
"Admin.pub. y defensa; p. segur.soc.afil (171)",19,,5,8,5,1
"Enseñanza (172)",68,,16,34,18,
"Servicios sociales y de salud (173)",8,,3,4,1,
"Otras activ. serv.comun.soc y personales (174)",12,1,7,3,,1
"Hogares privados con servicio doméstico (175)",20,9,10,,,1
"Actividad economica no especificada (177)",92,,37,27,13,15
"Mujeres (179)",3271,256,1320,852,622,221
"Agric., ganadería, caza y silvicultura (180)",1768,203,766,387,287,125
"Pesca (181)",1,,,1,,
"Explotación de minas y canteras (182)",7,,7,,,
"Industrias manufactureras (183)",123,4,42,35,33,9
"Construcción (185)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",211,3,44,82,69,13
"Venta, mant.y rep. veh.autom.y motoc. (187)",2,,2,,,
"Comercio al por mayor (188)",6,,2,3,1,
"Comercio al por menor (189)",203,3,40,79,68,13
"Hoteles y restaurantes (190)",179,10,61,54,40,14
"Trans., almac. y comunicaciones (191)",2,,2,,,
"Activid.inmobil., empres. y alquileres (193)",5,,2,3,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",8,,5,3,,
"Enseñanza (195)",50,,13,28,9,
"Servicios sociales y de salud (196)",21,,16,3,2,
"Otras activ. serv.comun.soc y personales (197)",20,1,8,8,2,1
"Hogares privados con servicio doméstico (198)",400,35,176,101,69,19
"Actividad economica no especificada (200)",475,,177,147,111,40
