"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",32,2,18,3,6,3
"Actividad economica no especificada (043)",430,4,156,117,102,51
"Mujeres (045)",7490,144,1923,2567,2019,837
"Agric., ganadería, caza y silvicultura (046)",3236,91,578,820,1098,649
"Explotación de minas y canteras (048)",135,,79,35,20,1
"Industrias manufactureras (049)",131,,61,39,23,8
"Suministro de electricidad, gas y agua (050)",5,,1,1,2,1
"Construcción (051)",20,,8,6,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",1384,20,370,549,358,87
"Venta, mant.y rep. veh.autom.y motoc. (053)",11,,3,7,1,
"Comercio al por mayor (054)",37,,10,23,4,
"Comercio al por menor (055)",1336,20,357,519,353,87
"Hoteles y restaurantes (056)",487,20,185,154,113,15
"Trans., almac. y comunicaciones (057)",32,1,13,10,6,2
"Intermediación financiera (058)",12,,7,4,1,
"Activid.inmobil., empres. y alquileres (059)",49,,21,20,7,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",90,,30,45,14,1
"Enseñanza (061)",971,,201,562,206,2
"Servicios sociales y de salud (062)",229,,72,114,40,3
"Otras activ. serv.comun.soc y personales (063)",76,1,27,35,11,2
"Hogares privados con servicio doméstico (064)",244,9,143,64,21,7
"Actividad economica no especificada (066)",389,2,127,109,93,58
,,,,,,
"URBANA (067)",13922,268,3584,4851,3687,1532
"Agric., ganadería, caza y silvicultura (068)",5978,167,1234,1592,1787,1198
"Pesca (069)",4,,1,1,2,
"Explotación de minas y canteras (070)",489,,244,190,50,5
"Industrias manufactureras (071)",449,8,175,139,105,22
"Suministro de electricidad, gas y agua (072)",11,,2,7,2,
"Construcción (073)",475,6,177,165,113,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",2014,44,525,748,551,146
"Venta, mant.y rep. veh.autom.y motoc. (075)",93,3,34,35,18,3
"Comercio al por mayor (076)",79,,19,41,17,2
"Comercio al por menor (077)",1842,41,472,672,516,141
"Hoteles y restaurantes (078)",470,19,169,145,115,22
"Trans., almac. y comunicaciones (079)",543,4,216,215,96,12
"Intermediación financiera (080)",29,,19,7,3,
"Activid.inmobil., empres. y alquileres (081)",214,,67,85,50,12
"Admin.pub. y defensa; p. segur.soc.afil (082)",374,,67,171,126,10
"Enseñanza (083)",1617,1,246,926,436,8
"Servicios sociales y de salud (084)",359,,89,180,83,7
"Otras activ. serv.comun.soc y personales (085)",169,7,58,70,27,7
"Hogares privados con servicio doméstico (086)",223,7,128,60,21,7
"Actividad economica no especificada (088)",504,5,167,150,120,62
"Hombres (089)",8738,178,2258,2957,2333,1012
"Agric., ganadería, caza y silvicultura (090)",4153,118,915,1105,1182,833
"Pesca (091)",4,,1,1,2,
"Explotación de minas y canteras (092)",473,,232,186,50,5
"Industrias manufactureras (093)",336,8,122,105,85,16
"Suministro de electricidad, gas y agua (094)",11,,2,7,2,
"Construcción (095)",457,6,171,159,107,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",854,25,222,292,248,67
"Venta, mant.y rep. veh.autom.y motoc. (097)",83,3,31,29,17,3
"Comercio al por mayor (098)",43,,9,19,13,2
"Comercio al por menor (099)",728,22,182,244,218,62
"Hoteles y restaurantes (100)",84,5,26,24,22,7
"Trans., almac. y comunicaciones (101)",513,4,204,205,90,10
"Intermediación financiera (102)",17,,12,3,2,
"Activid.inmobil., empres. y alquileres (103)",170,,49,67,43,11
"Admin.pub. y defensa; p. segur.soc.afil (104)",302,,44,134,114,10
"Enseñanza (105)",833,1,96,470,260,6
"Servicios sociales y de salud (106)",151,,25,79,43,4
"Otras activ. serv.comun.soc y personales (107)",103,6,36,38,17,6
"Hogares privados con servicio doméstico (108)",16,2,10,2,1,1
"Actividad economica no especificada (110)",261,3,91,80,65,22
"Mujeres (112)",5184,90,1326,1894,1354,520
"Agric., ganadería, caza y silvicultura (113)",1825,49,319,487,605,365
"Explotación de minas y canteras (115)",16,,12,4,,
"Industrias manufactureras (116)",113,,53,34,20,6
"Construcción (118)",18,,6,6,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",1160,19,303,456,303,79
"Venta, mant.y rep. veh.autom.y motoc. (120)",10,,3,6,1,
"Comercio al por mayor (121)",36,,10,22,4,
"Comercio al por menor (122)",1114,19,290,428,298,79
"Hoteles y restaurantes (123)",386,14,143,121,93,15
"Trans., almac. y comunicaciones (124)",30,,12,10,6,2
"Intermediación financiera (125)",12,,7,4,1,
"Activid.inmobil., empres. y alquileres (126)",44,,18,18,7,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",72,,23,37,12,
"Enseñanza (128)",784,,150,456,176,2
"Servicios sociales y de salud (129)",208,,64,101,40,3
"Otras activ. serv.comun.soc y personales (130)",66,1,22,32,10,1
"Hogares privados con servicio doméstico (131)",207,5,118,58,20,6
"Actividad economica no especificada (133)",243,2,76,70,55,40
,,,,,,
"RURAL (134)",9658,165,2807,2878,2499,1309
"Agric., ganadería, caza y silvicultura (135)",5805,138,1160,1468,1843,1196
"Pesca (136)",1,,1,,,
"Explotación de minas y canteras (137)",2138,6,1087,741,279,25
"Industrias manufactureras (138)",73,1,33,18,15,6
"Suministro de electricidad, gas y agua (139)",21,,12,3,5,1
"Construcción (140)",112,,44,43,21,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",403,8,106,164,108,17
"Venta, mant.y rep. veh.autom.y motoc. (142)",13,,2,5,4,2
"Comercio al por mayor (143)",6,,,5,1,
"Comercio al por menor (144)",384,8,104,154,103,15
"Hoteles y restaurantes (145)",117,6,45,42,24,
"Trans., almac. y comunicaciones (146)",120,1,38,49,31,1
"Intermediación financiera (147)",1,,1,,,
"Activid.inmobil., empres. y alquileres (148)",23,,9,10,2,2
"Admin.pub. y defensa; p. segur.soc.afil (149)",85,,26,33,21,5
"Enseñanza (150)",316,,68,186,62,
"Servicios sociales y de salud (151)",40,,13,23,3,1
"Otras activ. serv.comun.soc y personales (152)",35,,15,15,4,1
"Hogares privados con servicio doméstico (153)",53,4,33,7,6,3
"Actividad economica no especificada (155)",315,1,116,76,75,47
"Hombres (156)",7352,111,2210,2205,1834,992
"Agric., ganadería, caza y silvicultura (157)",4394,96,901,1135,1350,912
"Pesca (158)",1,,1,,,
"Explotación de minas y canteras (159)",2019,6,1020,710,259,24
"Industrias manufactureras (160)",55,1,25,13,12,4
"Suministro de electricidad, gas y agua (161)",16,,11,2,3,
"Construcción (162)",110,,42,43,21,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",179,7,39,71,53,9
"Venta, mant.y rep. veh.autom.y motoc. (164)",12,,2,4,4,2
"Comercio al por mayor (165)",5,,,4,1,
"Comercio al por menor (166)",162,7,37,63,48,7
"Hoteles y restaurantes (167)",16,,3,9,4,
"Trans., almac. y comunicaciones (168)",118,,37,49,31,1
"Intermediación financiera (169)",1,,1,,,
"Activid.inmobil., empres. y alquileres (170)",18,,6,8,2,2
"Admin.pub. y defensa; p. segur.soc.afil (171)",67,,19,25,19,4
"Enseñanza (172)",129,,17,80,32,
"Servicios sociales y de salud (173)",19,,5,10,3,1
"Otras activ. serv.comun.soc y personales (174)",25,,10,12,3,
"Hogares privados con servicio doméstico (175)",16,,8,1,5,2
"Actividad economica no especificada (177)",169,1,65,37,37,29
"Mujeres (179)",2306,54,597,673,665,317
"Agric., ganadería, caza y silvicultura (180)",1411,42,259,333,493,284
"Explotación de minas y canteras (182)",119,,67,31,20,1
"Industrias manufactureras (183)",18,,8,5,3,2
"Suministro de electricidad, gas y agua (184)",5,,1,1,2,1
"Construcción (185)",2,,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",224,1,67,93,55,8
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,1,,
"Comercio al por mayor (188)",1,,,1,,
"Comercio al por menor (189)",222,1,67,91,55,8
"Hoteles y restaurantes (190)",101,6,42,33,20,
"Trans., almac. y comunicaciones (191)",2,1,1,,,
"Activid.inmobil., empres. y alquileres (193)",5,,3,2,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",18,,7,8,2,1
"Enseñanza (195)",187,,51,106,30,
"Servicios sociales y de salud (196)",21,,8,13,,
"Otras activ. serv.comun.soc y personales (197)",10,,5,3,1,1
"Hogares privados con servicio doméstico (198)",37,4,25,6,1,1
"Actividad economica no especificada (200)",146,,51,39,38,18
