"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",1,,1,,,
"Primaria (033)",75,2,24,34,12,3
"Secundaria (034)",90,,56,27,7,
"Superior no univ. incompleta (035)",2,,1,,1,
"Superior no univ. completa (036)",4,,2,2,,
"Superior univ. incompleta (037)",4,,,3,1,
"Superior univ. completa (038)",3,,1,2,,
"No PEA (040)",17407,7509,3571,2468,2181,1678
"Sin nivel (041)",3377,155,191,618,1164,1249
"Educación inicial (042)",296,283,6,7,,
"Primaria (043)",10127,6193,1245,1476,838,375
"Secundaria (044)",3334,878,1951,321,143,41
"Superior no univ. incompleta (045)",131,,113,13,4,1
"Superior no univ. completa (046)",55,,21,15,10,9
"Superior univ. incompleta (047)",50,,33,8,9,
"Superior univ. completa (048)",37,,11,10,13,3
,,,,,,
"URBANA (060)",9304,2455,2013,2015,1729,1092
"Sin nivel (061)",1363,38,54,210,484,577
"Educación inicial (062)",97,87,3,7,,
"Primaria (063)",4576,1928,492,943,773,440
"Secundaria (064)",2543,402,1188,572,324,57
"Superior no univ. incompleta (065)",191,,116,53,20,2
"Superior no univ. completa (066)",245,,77,116,40,12
"Superior univ. incompleta (067)",101,,44,29,27,1
"Superior univ. completa (068)",188,,39,85,61,3
"PEA (070)",3717,151,827,1254,1036,449
"Sin nivel (071)",417,1,13,75,171,157
"Educación inicial (072)",10,3,2,5,,
"Primaria (073)",1587,108,221,501,505,252
"Secundaria (074)",1175,39,444,420,241,31
"Superior no univ. incompleta (075)",97,,36,43,17,1
"Superior no univ. completa (076)",207,,63,106,32,6
"Superior univ. incompleta (077)",61,,17,25,18,1
"Superior univ. completa (078)",163,,31,79,52,1
"Ocupada (080)",3652,151,800,1229,1025,447
"Sin nivel (081)",415,1,13,75,170,156
"Educación inicial (082)",10,3,2,5,,
"Primaria (083)",1571,108,218,494,500,251
"Secundaria (084)",1138,39,422,408,238,31
"Superior no univ. incompleta (085)",96,,36,43,16,1
"Superior no univ. completa (086)",203,,61,104,32,6
"Superior univ. incompleta (087)",57,,17,22,17,1
"Superior univ. completa (088)",162,,31,78,52,1
"Desocupada (090)",65,,27,25,11,2
"Sin nivel (091)",2,,,,1,1
"Primaria (093)",16,,3,7,5,1
"Secundaria (094)",37,,22,12,3,
"Superior no univ. incompleta (095)",1,,,,1,
"Superior no univ. completa (096)",4,,2,2,,
"Superior univ. incompleta (097)",4,,,3,1,
"Superior univ. completa (098)",1,,,1,,
"No PEA (100)",5587,2304,1186,761,693,643
"Sin nivel (101)",946,37,41,135,313,420
"Educación inicial (102)",87,84,1,2,,
"Primaria (103)",2989,1820,271,442,268,188
"Secundaria (104)",1368,363,744,152,83,26
"Superior no univ. incompleta (105)",94,,80,10,3,1
"Superior no univ. completa (106)",38,,14,10,8,6
"Superior univ. incompleta (107)",40,,27,4,9,
"Superior univ. completa (108)",25,,8,6,9,2
,,,,,,
"RURAL (120)",17322,5305,3705,3536,3089,1687
"Sin nivel (121)",3529,124,196,720,1298,1191
"Educación inicial (122)",215,200,8,7,,
"Primaria (123)",10041,4447,1579,2098,1473,444
"Secundaria (124)",3292,534,1813,625,278,42
"Superior no univ. incompleta (125)",83,,57,17,8,1
"Superior no univ. completa (126)",64,,24,29,8,3
"Superior univ. incompleta (127)",29,,12,11,5,1
"Superior univ. completa (128)",69,,16,29,19,5
"PEA (130)",5502,100,1320,1829,1601,652
"Sin nivel (131)",1098,6,46,237,447,362
"Educación inicial (132)",6,1,3,2,,
"Primaria (133)",2903,74,605,1064,903,257
"Secundaria (134)",1326,19,606,456,218,27
"Superior no univ. incompleta (135)",46,,24,14,7,1
"Superior no univ. completa (136)",47,,17,24,6,
"Superior univ. incompleta (137)",19,,6,7,5,1
"Superior univ. completa (138)",57,,13,25,15,4
"Ocupada (140)",5376,98,1260,1784,1586,648
"Sin nivel (141)",1088,6,44,235,443,360
"Educación inicial (142)",5,1,2,2,,
"Primaria (143)",2844,72,584,1037,896,255
"Secundaria (144)",1273,19,572,441,214,27
"Superior no univ. incompleta (145)",45,,23,14,7,1
"Superior no univ. completa (146)",47,,17,24,6,
"Superior univ. incompleta (147)",19,,6,7,5,1
"Superior univ. completa (148)",55,,12,24,15,4
"Desocupada (150)",126,2,60,45,15,4
"Sin nivel (151)",10,,2,2,4,2
"Educación inicial (152)",1,,1,,,
"Primaria (153)",59,2,21,27,7,2
"Secundaria (154)",53,,34,15,4,
"Superior no univ. incompleta (155)",1,,1,,,
"Superior univ. completa (158)",2,,1,1,,
"No PEA (160)",11820,5205,2385,1707,1488,1035
"Sin nivel (161)",2431,118,150,483,851,829
"Educación inicial (162)",209,199,5,5,,
"Primaria (163)",7138,4373,974,1034,570,187
"Secundaria (164)",1966,515,1207,169,60,15
"Superior no univ. incompleta (165)",37,,33,3,1,
"Superior no univ. completa (166)",17,,7,5,2,3
"Superior univ. incompleta (167)",10,,6,4,,
"Superior univ. completa (168)",12,,3,4,4,1
