"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",789,23,255,259,205,47
"Hogares privados con servicio doméstico (041)",65,7,37,11,8,2
"Actividad economica no especificada (043)",1322,11,472,473,297,69
"Mujeres (045)",14868,359,5340,5680,3065,424
"Agric., ganadería, caza y silvicultura (046)",3130,118,1119,980,714,199
"Pesca (047)",2,,,1,1,
"Explotación de minas y canteras (048)",5,,2,3,,
"Industrias manufactureras (049)",559,9,160,232,147,11
"Suministro de electricidad, gas y agua (050)",10,,2,4,4,
"Construcción (051)",42,2,20,14,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",3208,81,1059,1299,693,76
"Venta, mant.y rep. veh.autom.y motoc. (053)",94,,48,33,12,1
"Comercio al por mayor (054)",126,2,54,53,16,1
"Comercio al por menor (055)",2988,79,957,1213,665,74
"Hoteles y restaurantes (056)",1154,53,387,409,280,25
"Trans., almac. y comunicaciones (057)",196,7,135,43,9,2
"Intermediación financiera (058)",58,,42,15,1,
"Activid.inmobil., empres. y alquileres (059)",501,2,254,181,62,2
"Admin.pub. y defensa; p. segur.soc.afil (060)",256,,82,113,61,
"Enseñanza (061)",2066,,445,1184,432,5
"Servicios sociales y de salud (062)",526,,208,244,68,6
"Otras activ. serv.comun.soc y personales (063)",527,7,162,204,133,21
"Hogares privados con servicio doméstico (064)",1395,71,788,308,198,30
"Actividad economica no especificada (066)",1233,9,475,446,256,47
,,,,,,
"URBANA (067)",33711,767,11397,12470,7675,1402
"Agric., ganadería, caza y silvicultura (068)",6567,153,1789,2064,1861,700
"Pesca (069)",7,,2,4,1,
"Explotación de minas y canteras (070)",32,,9,16,7,
"Industrias manufactureras (071)",2037,61,709,696,485,86
"Suministro de electricidad, gas y agua (072)",75,,25,31,19,
"Construcción (073)",1870,23,637,672,468,70
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",6754,285,2297,2453,1484,235
"Venta, mant.y rep. veh.autom.y motoc. (075)",898,29,413,317,126,13
"Comercio al por mayor (076)",365,8,151,143,59,4
"Comercio al por menor (077)",5491,248,1733,1993,1299,218
"Hoteles y restaurantes (078)",1659,87,611,536,376,49
"Trans., almac. y comunicaciones (079)",3776,43,1817,1340,536,40
"Intermediación financiera (080)",134,,77,46,11,
"Activid.inmobil., empres. y alquileres (081)",1271,3,518,522,216,12
"Admin.pub. y defensa; p. segur.soc.afil (082)",956,,226,440,276,14
"Enseñanza (083)",3202,,540,1801,842,19
"Servicios sociales y de salud (084)",842,1,268,389,169,15
"Otras activ. serv.comun.soc y personales (085)",1236,30,390,429,324,63
"Hogares privados con servicio doméstico (086)",1171,62,685,253,151,20
"Actividad economica no especificada (088)",2122,19,797,778,449,79
"Hombres (089)",22644,534,7506,8063,5360,1181
"Agric., ganadería, caza y silvicultura (090)",5826,130,1576,1824,1639,657
"Pesca (091)",5,,2,3,,
"Explotación de minas y canteras (092)",27,,7,13,7,
"Industrias manufactureras (093)",1523,52,566,479,349,77
"Suministro de electricidad, gas y agua (094)",65,,23,27,15,
"Construcción (095)",1831,23,617,659,462,70
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",3809,210,1310,1276,847,166
"Venta, mant.y rep. veh.autom.y motoc. (097)",806,29,366,284,115,12
"Comercio al por mayor (098)",243,6,99,92,43,3
"Comercio al por menor (099)",2760,175,845,900,689,151
"Hoteles y restaurantes (100)",606,42,258,159,118,29
"Trans., almac. y comunicaciones (101)",3585,36,1686,1298,527,38
"Intermediación financiera (102)",78,,36,32,10,
"Activid.inmobil., empres. y alquileres (103)",783,1,273,344,155,10
"Admin.pub. y defensa; p. segur.soc.afil (104)",712,,151,330,217,14
"Enseñanza (105)",1483,,231,791,447,14
"Servicios sociales y de salud (106)",365,1,89,163,103,9
"Otras activ. serv.comun.soc y personales (107)",739,23,239,236,197,44
"Hogares privados con servicio doméstico (108)",54,6,29,10,7,2
"Actividad economica no especificada (110)",1153,10,413,419,260,51
"Mujeres (112)",11067,233,3891,4407,2315,221
"Agric., ganadería, caza y silvicultura (113)",741,23,213,240,222,43
"Pesca (114)",2,,,1,1,
"Explotación de minas y canteras (115)",5,,2,3,,
"Industrias manufactureras (116)",514,9,143,217,136,9
"Suministro de electricidad, gas y agua (117)",10,,2,4,4,
"Construcción (118)",39,,20,13,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",2945,75,987,1177,637,69
"Venta, mant.y rep. veh.autom.y motoc. (120)",92,,47,33,11,1
"Comercio al por mayor (121)",122,2,52,51,16,1
"Comercio al por menor (122)",2731,73,888,1093,610,67
"Hoteles y restaurantes (123)",1053,45,353,377,258,20
"Trans., almac. y comunicaciones (124)",191,7,131,42,9,2
"Intermediación financiera (125)",56,,41,14,1,
"Activid.inmobil., empres. y alquileres (126)",488,2,245,178,61,2
"Admin.pub. y defensa; p. segur.soc.afil (127)",244,,75,110,59,
"Enseñanza (128)",1719,,309,1010,395,5
"Servicios sociales y de salud (129)",477,,179,226,66,6
"Otras activ. serv.comun.soc y personales (130)",497,7,151,193,127,19
"Hogares privados con servicio doméstico (131)",1117,56,656,243,144,18
"Actividad economica no especificada (133)",969,9,384,359,189,28
,,,,,,
"RURAL (134)",28473,771,10524,8852,6206,2120
"Agric., ganadería, caza y silvicultura (135)",25043,716,9358,7516,5446,2007
"Explotación de minas y canteras (137)",34,,9,8,16,1
"Industrias manufactureras (138)",232,1,78,88,54,11
"Suministro de electricidad, gas y agua (139)",13,,3,7,3,
"Construcción (140)",323,6,81,129,100,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",664,19,202,268,151,24
"Venta, mant.y rep. veh.autom.y motoc. (142)",43,1,25,9,7,1
"Comercio al por mayor (143)",21,1,6,10,4,
"Comercio al por menor (144)",600,17,171,249,140,23
"Hoteles y restaurantes (145)",165,11,59,51,36,8
"Trans., almac. y comunicaciones (146)",317,1,134,123,56,3
"Intermediación financiera (147)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (148)",63,,23,23,16,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",87,,20,43,22,2
"Enseñanza (150)",641,,192,324,124,1
"Servicios sociales y de salud (151)",87,,47,30,9,1
"Otras activ. serv.comun.soc y personales (152)",80,,27,34,14,5
"Hogares privados con servicio doméstico (153)",289,16,140,66,55,12
"Actividad economica no especificada (155)",433,1,150,141,104,37
"Hombres (156)",24672,645,9075,7579,5456,1917
"Agric., ganadería, caza y silvicultura (157)",22654,621,8452,6776,4954,1851
"Explotación de minas y canteras (159)",34,,9,8,16,1
"Industrias manufactureras (160)",187,1,61,73,43,9
"Suministro de electricidad, gas y agua (161)",13,,3,7,3,
"Construcción (162)",320,4,81,128,100,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",401,13,130,146,95,17
"Venta, mant.y rep. veh.autom.y motoc. (164)",41,1,24,9,6,1
"Comercio al por mayor (165)",17,1,4,8,4,
"Comercio al por menor (166)",343,11,102,129,85,16
"Hoteles y restaurantes (167)",64,3,25,19,14,3
"Trans., almac. y comunicaciones (168)",312,1,130,122,56,3
"Activid.inmobil., empres. y alquileres (170)",50,,14,20,15,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",75,,13,40,20,2
"Enseñanza (172)",294,,56,150,87,1
"Servicios sociales y de salud (173)",38,,18,12,7,1
"Otras activ. serv.comun.soc y personales (174)",50,,16,23,8,3
"Hogares privados con servicio doméstico (175)",11,1,8,1,1,
"Actividad economica no especificada (177)",169,1,59,54,37,18
"Mujeres (179)",3801,126,1449,1273,750,203
"Agric., ganadería, caza y silvicultura (180)",2389,95,906,740,492,156
"Industrias manufactureras (183)",45,,17,15,11,2
"Construcción (185)",3,2,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",263,6,72,122,56,7
"Venta, mant.y rep. veh.autom.y motoc. (187)",2,,1,,1,
"Comercio al por mayor (188)",4,,2,2,,
"Comercio al por menor (189)",257,6,69,120,55,7
"Hoteles y restaurantes (190)",101,8,34,32,22,5
"Trans., almac. y comunicaciones (191)",5,,4,1,,
"Intermediación financiera (192)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (193)",13,,9,3,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",12,,7,3,2,
"Enseñanza (195)",347,,136,174,37,
"Servicios sociales y de salud (196)",49,,29,18,2,
"Otras activ. serv.comun.soc y personales (197)",30,,11,11,6,2
"Hogares privados con servicio doméstico (198)",278,15,132,65,54,12
"Actividad economica no especificada (200)",264,,91,87,67,19
