"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",319,5,105,105,78,26
"Hogares privados con servicio doméstico (041)",29,2,12,8,5,2
"Actividad economica no especificada (043)",975,4,292,415,232,32
"Mujeres (045)",12181,115,3513,4861,3079,613
"Agric., ganadería, caza y silvicultura (046)",2637,24,523,848,864,378
"Pesca (047)",4,,4,,,
"Explotación de minas y canteras (048)",29,,10,10,9,
"Industrias manufactureras (049)",231,1,51,95,76,8
"Suministro de electricidad, gas y agua (050)",13,,2,10,1,
"Construcción (051)",264,1,107,120,34,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",2721,42,702,1029,822,126
"Venta, mant.y rep. veh.autom.y motoc. (053)",52,,29,13,9,1
"Comercio al por mayor (054)",76,1,24,28,21,2
"Comercio al por menor (055)",2593,41,649,988,792,123
"Hoteles y restaurantes (056)",1006,16,291,357,310,32
"Trans., almac. y comunicaciones (057)",234,10,119,81,24,
"Intermediación financiera (058)",60,,30,24,6,
"Activid.inmobil., empres. y alquileres (059)",479,,187,220,71,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",1136,,481,451,201,3
"Enseñanza (061)",1343,,239,821,276,7
"Servicios sociales y de salud (062)",536,,99,273,158,6
"Otras activ. serv.comun.soc y personales (063)",326,3,158,107,49,9
"Hogares privados con servicio doméstico (064)",480,12,245,139,71,13
"Actividad economica no especificada (066)",682,6,265,276,107,28
,,,,,,
"URBANA (067)",26327,252,7388,10413,6952,1322
"Agric., ganadería, caza y silvicultura (068)",3906,44,785,1189,1254,634
"Pesca (069)",13,,7,1,5,
"Explotación de minas y canteras (070)",633,,62,179,367,25
"Industrias manufactureras (071)",928,7,294,335,240,52
"Suministro de electricidad, gas y agua (072)",107,,24,52,25,6
"Construcción (073)",2834,3,854,1285,627,65
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",4417,90,1235,1537,1287,268
"Venta, mant.y rep. veh.autom.y motoc. (075)",556,2,226,177,134,17
"Comercio al por mayor (076)",133,3,43,47,29,11
"Comercio al por menor (077)",3728,85,966,1313,1124,240
"Hoteles y restaurantes (078)",1270,24,407,406,379,54
"Trans., almac. y comunicaciones (079)",1712,52,618,586,418,38
"Intermediación financiera (080)",129,,61,46,21,1
"Activid.inmobil., empres. y alquileres (081)",1501,1,512,661,306,21
"Admin.pub. y defensa; p. segur.soc.afil (082)",3504,,1112,1587,768,37
"Enseñanza (083)",2085,,316,1221,533,15
"Servicios sociales y de salud (084)",758,,117,384,239,18
"Otras activ. serv.comun.soc y personales (085)",603,8,251,201,113,30
"Hogares privados con servicio doméstico (086)",493,13,251,143,75,11
"Actividad economica no especificada (088)",1434,10,482,600,295,47
"Hombres (089)",15802,151,4307,6098,4349,897
"Agric., ganadería, caza y silvicultura (090)",2359,34,486,665,748,426
"Pesca (091)",13,,7,1,5,
"Explotación de minas y canteras (092)",608,,52,172,359,25
"Industrias manufactureras (093)",707,6,247,241,169,44
"Suministro de electricidad, gas y agua (094)",94,,22,42,24,6
"Construcción (095)",2620,2,767,1182,605,64
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",1759,48,555,531,480,145
"Venta, mant.y rep. veh.autom.y motoc. (097)",505,2,198,164,125,16
"Comercio al por mayor (098)",60,2,22,19,8,9
"Comercio al por menor (099)",1194,44,335,348,347,120
"Hoteles y restaurantes (100)",306,8,126,69,79,24
"Trans., almac. y comunicaciones (101)",1484,42,503,507,394,38
"Intermediación financiera (102)",72,,33,23,15,1
"Activid.inmobil., empres. y alquileres (103)",1035,1,331,445,238,20
"Admin.pub. y defensa; p. segur.soc.afil (104)",2554,,701,1204,613,36
"Enseñanza (105)",808,,101,434,265,8
"Servicios sociales y de salud (106)",237,,25,116,84,12
"Otras activ. serv.comun.soc y personales (107)",290,5,97,100,66,22
"Hogares privados con servicio doméstico (108)",25,1,11,8,5,
"Actividad economica no especificada (110)",831,4,243,358,200,26
"Mujeres (112)",10525,101,3081,4315,2603,425
"Agric., ganadería, caza y silvicultura (113)",1547,10,299,524,506,208
"Explotación de minas y canteras (115)",25,,10,7,8,
"Industrias manufactureras (116)",221,1,47,94,71,8
"Suministro de electricidad, gas y agua (117)",13,,2,10,1,
"Construcción (118)",214,1,87,103,22,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",2658,42,680,1006,807,123
"Venta, mant.y rep. veh.autom.y motoc. (120)",51,,28,13,9,1
"Comercio al por mayor (121)",73,1,21,28,21,2
"Comercio al por menor (122)",2534,41,631,965,777,120
"Hoteles y restaurantes (123)",964,16,281,337,300,30
"Trans., almac. y comunicaciones (124)",228,10,115,79,24,
"Intermediación financiera (125)",57,,28,23,6,
"Activid.inmobil., empres. y alquileres (126)",466,,181,216,68,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",950,,411,383,155,1
"Enseñanza (128)",1277,,215,787,268,7
"Servicios sociales y de salud (129)",521,,92,268,155,6
"Otras activ. serv.comun.soc y personales (130)",313,3,154,101,47,8
"Hogares privados con servicio doméstico (131)",468,12,240,135,70,11
"Actividad economica no especificada (133)",603,6,239,242,95,21
,,,,,,
"RURAL (134)",5318,32,1372,1822,1500,592
"Agric., ganadería, caza y silvicultura (135)",2898,29,608,799,941,521
"Pesca (136)",14,,4,6,4,
"Explotación de minas y canteras (137)",300,,75,157,65,3
"Industrias manufactureras (138)",48,,15,14,16,3
"Suministro de electricidad, gas y agua (139)",10,,4,2,4,
"Construcción (140)",413,,117,176,105,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",134,1,45,51,30,7
"Venta, mant.y rep. veh.autom.y motoc. (142)",27,,10,11,5,1
"Comercio al por mayor (143)",9,,5,2,1,1
"Comercio al por menor (144)",98,1,30,38,24,5
"Hoteles y restaurantes (145)",70,1,16,34,16,3
"Trans., almac. y comunicaciones (146)",109,,43,45,19,2
"Intermediación financiera (147)",4,,3,1,,
"Activid.inmobil., empres. y alquileres (148)",106,,31,62,13,
"Admin.pub. y defensa; p. segur.soc.afil (149)",791,,279,302,195,15
"Enseñanza (150)",104,,28,53,22,1
"Servicios sociales y de salud (151)",36,,11,14,11,
"Otras activ. serv.comun.soc y personales (152)",42,,12,11,14,5
"Hogares privados con servicio doméstico (153)",16,1,6,4,1,4
"Actividad economica no especificada (155)",223,,75,91,44,13
"Hombres (156)",3662,18,940,1276,1024,404
"Agric., ganadería, caza y silvicultura (157)",1808,15,384,475,583,351
"Pesca (158)",10,,,6,4,
"Explotación de minas y canteras (159)",296,,75,154,64,3
"Industrias manufactureras (160)",38,,11,13,11,3
"Suministro de electricidad, gas y agua (161)",10,,4,2,4,
"Construcción (162)",363,,97,159,93,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",71,1,23,28,15,4
"Venta, mant.y rep. veh.autom.y motoc. (164)",26,,9,11,5,1
"Comercio al por mayor (165)",6,,2,2,1,1
"Comercio al por menor (166)",39,1,12,15,9,2
"Hoteles y restaurantes (167)",28,1,6,14,6,1
"Trans., almac. y comunicaciones (168)",103,,39,43,19,2
"Intermediación financiera (169)",1,,1,,,
"Activid.inmobil., empres. y alquileres (170)",93,,25,58,10,
"Admin.pub. y defensa; p. segur.soc.afil (171)",605,,209,234,149,13
"Enseñanza (172)",38,,4,19,14,1
"Servicios sociales y de salud (173)",21,,4,9,8,
"Otras activ. serv.comun.soc y personales (174)",29,,8,5,12,4
"Hogares privados con servicio doméstico (175)",4,1,1,,,2
"Actividad economica no especificada (177)",144,,49,57,32,6
"Mujeres (179)",1656,14,432,546,476,188
"Agric., ganadería, caza y silvicultura (180)",1090,14,224,324,358,170
"Pesca (181)",4,,4,,,
"Explotación de minas y canteras (182)",4,,,3,1,
"Industrias manufactureras (183)",10,,4,1,5,
"Construcción (185)",50,,20,17,12,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",63,,22,23,15,3
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,1,,,
"Comercio al por mayor (188)",3,,3,,,
"Comercio al por menor (189)",59,,18,23,15,3
"Hoteles y restaurantes (190)",42,,10,20,10,2
"Trans., almac. y comunicaciones (191)",6,,4,2,,
"Intermediación financiera (192)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (193)",13,,6,4,3,
"Admin.pub. y defensa; p. segur.soc.afil (194)",186,,70,68,46,2
"Enseñanza (195)",66,,24,34,8,
"Servicios sociales y de salud (196)",15,,7,5,3,
"Otras activ. serv.comun.soc y personales (197)",13,,4,6,2,1
"Hogares privados con servicio doméstico (198)",12,,5,4,1,2
"Actividad economica no especificada (200)",79,,26,34,12,7
