"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",5,,,,5
"Ocupación no especificada (035)",422,377,31,4,10
,,,,,
"URBANA (036)",13623,10612,1190,750,1071
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",26,,3,2,21
"Profes., científicos e intelectuales (038)",1516,347,305,423,441
"Técnicos de nivel medio y trab. asimilados (039)",445,236,61,47,101
"Jefes y empleados de oficina (040)",297,52,33,45,167
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2321,2149,122,36,14
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2982,2837,143,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",619,545,53,13,8
"Obreros construc.,conf.,papel, fab., instr. (044)",1029,822,108,51,48
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3898,3315,326,117,140
"Otra (046)",110,,,,110
"Ocupación no especificada (047)",380,309,36,14,21
"Hombres (048)",8250,6454,738,425,633
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",23,,2,2,19
"Profes., científicos e intelectuales (050)",730,171,139,206,214
"Técnicos de nivel medio y trab. asimilados (051)",278,150,45,35,48
"Jefes y empleados de oficina (052)",156,22,19,24,91
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",816,726,58,21,11
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2416,2310,105,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",496,434,44,11,7
"Obreros construc.,conf.,papel, fab., instr. (056)",1001,804,107,45,45
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",2071,1716,204,69,82
"Otra (058)",105,,,,105
"Ocupación no especificada (059)",158,121,15,11,11
"Mujeres (060)",5373,4158,452,325,438
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,,1,,2
"Profes., científicos e intelectuales (062)",786,176,166,217,227
"Técnicos de nivel medio y trab. asimilados (063)",167,86,16,12,53
"Jefes y empleados de oficina (064)",141,30,14,21,76
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1505,1423,64,15,3
"Agricult.trabaj.calif.agrop.y pesqueros (066)",566,527,38,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",123,111,9,2,1
"Obreros construc.,conf.,papel, fab., instr. (068)",28,18,1,6,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1827,1599,122,48,58
"Otra (070)",5,,,,5
"Ocupación no especificada (071)",222,188,21,3,10
,,,,,
"RURAL (072)",14282,13286,663,183,150
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",12,,1,,11
"Profes., científicos e intelectuales (074)",252,145,51,29,27
"Técnicos de nivel medio y trab. asimilados (075)",45,26,7,2,10
"Jefes y empleados de oficina (076)",21,6,1,2,12
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",297,281,12,1,3
"Agricult.trabaj.calif.agrop.y pesqueros (078)",7990,7766,222,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",94,85,4,4,1
"Obreros construc.,conf.,papel, fab., instr. (080)",313,242,39,20,12
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",4912,4423,307,119,63
"Otra (082)",10,,,,10
"Ocupación no especificada (083)",336,312,19,4,1
"Hombres (084)",10921,10195,491,130,105
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,,1,,8
"Profes., científicos e intelectuales (086)",121,63,24,17,17
"Técnicos de nivel medio y trab. asimilados (087)",30,18,6,2,4
"Jefes y empleados de oficina (088)",12,4,,2,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",94,86,5,,3
"Agricult.trabaj.calif.agrop.y pesqueros (090)",7105,6915,188,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",74,67,2,4,1
"Obreros construc.,conf.,papel, fab., instr. (092)",304,236,37,19,12
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",3026,2683,219,81,43
"Otra (094)",10,,,,10
"Ocupación no especificada (095)",136,123,9,3,1
"Mujeres (096)",3361,3091,172,53,45
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,,,3
"Profes., científicos e intelectuales (098)",131,82,27,12,10
"Técnicos de nivel medio y trab. asimilados (099)",15,8,1,,6
"Jefes y empleados de oficina (100)",9,2,1,,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",203,195,7,1,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",885,851,34,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",20,18,2,,
"Obreros construc.,conf.,papel, fab., instr. (104)",9,6,2,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1886,1740,88,38,20
"Ocupación no especificada (107)",200,189,10,1,
