"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (036)",1303,713,157,212,221
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",9,,2,1,6
"Profes., científicos e intelectuales (038)",350,76,87,153,34
"Técnicos de nivel medio y trab. asimilados (039)",55,12,3,5,35
"Jefes y empleados de oficina (040)",125,11,7,14,93
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",195,181,4,2,8
"Agricult.trabaj.calif.agrop.y pesqueros (042)",154,148,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",81,49,7,23,2
"Obreros construc.,conf.,papel, fab., instr. (044)",67,39,15,4,9
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",206,149,18,9,30
"Otra (046)",1,,,,1
"Ocupación no especificada (047)",60,48,8,1,3
"Hombres (048)",796,410,101,153,132
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",7,,1,,6
"Profes., científicos e intelectuales (050)",203,35,50,102,16
"Técnicos de nivel medio y trab. asimilados (051)",27,6,1,3,17
"Jefes y empleados de oficina (052)",66,5,4,11,46
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",78,67,2,2,7
"Agricult.trabaj.calif.agrop.y pesqueros (054)",139,133,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",72,43,5,22,2
"Obreros construc.,conf.,papel, fab., instr. (056)",67,39,15,4,9
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",123,75,13,8,27
"Otra (058)",1,,,,1
"Ocupación no especificada (059)",13,7,4,1,1
"Mujeres (060)",507,303,56,59,89
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,,1,1,
"Profes., científicos e intelectuales (062)",147,41,37,51,18
"Técnicos de nivel medio y trab. asimilados (063)",28,6,2,2,18
"Jefes y empleados de oficina (064)",59,6,3,3,47
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",117,114,2,,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",15,15,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",9,6,2,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",83,74,5,1,3
"Ocupación no especificada (071)",47,41,4,,2
,,,,,
"RURAL (072)",3789,3143,280,170,196
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,,1,,1
"Profes., científicos e intelectuales (074)",215,59,70,81,5
"Técnicos de nivel medio y trab. asimilados (075)",27,5,1,3,18
"Jefes y empleados de oficina (076)",81,10,6,5,60
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",81,61,11,4,5
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1834,1785,45,4,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",128,79,11,31,7
"Obreros construc.,conf.,papel, fab., instr. (080)",90,42,38,5,5
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1114,903,83,35,93
"Ocupación no especificada (083)",217,199,14,2,2
"Hombres (084)",2931,2426,232,141,132
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,,1,,1
"Profes., científicos e intelectuales (086)",147,32,52,61,2
"Técnicos de nivel medio y trab. asimilados (087)",13,3,1,3,6
"Jefes y empleados de oficina (088)",40,5,2,5,28
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",31,21,4,2,4
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1730,1684,42,4,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",109,67,8,28,6
"Obreros construc.,conf.,papel, fab., instr. (092)",90,42,38,5,5
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",716,531,74,32,79
"Ocupación no especificada (095)",53,41,10,1,1
"Mujeres (096)",858,717,48,29,64
"Profes., científicos e intelectuales (098)",68,27,18,20,3
"Técnicos de nivel medio y trab. asimilados (099)",14,2,,,12
"Jefes y empleados de oficina (100)",41,5,4,,32
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",50,40,7,2,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",104,101,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",19,12,3,3,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",398,372,9,3,14
"Ocupación no especificada (107)",164,158,4,1,1
