"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",149,16,54,48,23,8
"Secundaria (034)",118,2,69,32,15,
"Superior no univ. incompleta (035)",13,,8,3,2,
"Superior no univ. completa (036)",16,,9,7,,
"Superior univ. incompleta (037)",3,,1,1,1,
"Superior univ. completa (038)",10,,6,4,,
"No PEA (040)",22386,9795,6182,3177,2066,1166
"Sin nivel (041)",1708,352,222,324,427,383
"Educación inicial (042)",702,677,13,12,,
"Primaria (043)",13971,7574,2497,1934,1261,705
"Secundaria (044)",5330,1192,3071,738,277,52
"Superior no univ. incompleta (045)",294,,205,59,25,5
"Superior no univ. completa (046)",225,,98,68,47,12
"Superior univ. incompleta (047)",75,,58,12,4,1
"Superior univ. completa (048)",81,,18,30,25,8
,,,,,,
"URBANA (060)",23540,5563,7162,5883,3650,1282
"Sin nivel (061)",1011,129,121,180,287,294
"Educación inicial (062)",383,355,19,9,,
"Primaria (063)",11837,4139,2037,2674,2119,868
"Secundaria (064)",7862,940,4042,1947,851,82
"Superior no univ. incompleta (065)",749,,405,244,90,10
"Superior no univ. completa (066)",972,,331,481,146,14
"Superior univ. incompleta (067)",249,,106,95,46,2
"Superior univ. completa (068)",477,,101,253,111,12
"PEA (070)",11109,396,3644,4144,2454,471
"Sin nivel (071)",323,7,36,74,132,74
"Educación inicial (072)",15,5,8,2,,
"Primaria (073)",4820,278,1079,1724,1391,348
"Secundaria (074)",4087,106,1907,1409,628,37
"Superior no univ. incompleta (075)",496,,223,199,69,5
"Superior no univ. completa (076)",772,,247,419,104,2
"Superior univ. incompleta (077)",183,,54,86,42,1
"Superior univ. completa (078)",413,,90,231,88,4
"Ocupada (080)",10841,376,3518,4065,2418,464
"Sin nivel (081)",315,3,35,73,131,73
"Educación inicial (082)",15,5,8,2,,
"Primaria (083)",4705,263,1038,1691,1371,342
"Secundaria (084)",3982,105,1846,1378,616,37
"Superior no univ. incompleta (085)",483,,215,196,67,5
"Superior no univ. completa (086)",757,,238,413,104,2
"Superior univ. incompleta (087)",180,,53,85,41,1
"Superior univ. completa (088)",404,,85,227,88,4
"Desocupada (090)",268,20,126,79,36,7
"Sin nivel (091)",8,4,1,1,1,1
"Primaria (093)",115,15,41,33,20,6
"Secundaria (094)",105,1,61,31,12,
"Superior no univ. incompleta (095)",13,,8,3,2,
"Superior no univ. completa (096)",15,,9,6,,
"Superior univ. incompleta (097)",3,,1,1,1,
"Superior univ. completa (098)",9,,5,4,,
"No PEA (100)",12431,5167,3518,1739,1196,811
"Sin nivel (101)",688,122,85,106,155,220
"Educación inicial (102)",368,350,11,7,,
"Primaria (103)",7017,3861,958,950,728,520
"Secundaria (104)",3775,834,2135,538,223,45
"Superior no univ. incompleta (105)",253,,182,45,21,5
"Superior no univ. completa (106)",200,,84,62,42,12
"Superior univ. incompleta (107)",66,,52,9,4,1
"Superior univ. completa (108)",64,,11,22,23,8
,,,,,,
"RURAL (120)",18268,4995,6012,4138,2373,750
"Sin nivel (121)",1614,260,241,371,474,268
"Educación inicial (122)",348,332,9,7,,
"Primaria (123)",12540,4007,3629,2818,1625,461
"Secundaria (124)",3424,396,1958,814,240,16
"Superior no univ. incompleta (125)",110,,61,35,12,2
"Superior no univ. completa (126)",137,,77,49,10,1
"Superior univ. incompleta (127)",35,,14,16,5,
"Superior univ. completa (128)",60,,23,28,7,2
"PEA (130)",8313,367,3348,2700,1503,395
"Sin nivel (131)",594,30,104,153,202,105
"Educación inicial (132)",14,5,7,2,,
"Primaria (133)",5586,294,2090,1834,1092,276
"Secundaria (134)",1869,38,1022,614,186,9
"Superior no univ. incompleta (135)",69,,38,21,8,2
"Superior no univ. completa (136)",112,,63,43,5,1
"Superior univ. incompleta (137)",26,,8,13,5,
"Superior univ. completa (138)",43,,16,20,5,2
"Ocupada (140)",8256,365,3325,2680,1494,392
"Sin nivel (141)",586,30,103,150,199,104
"Educación inicial (142)",14,5,7,2,,
"Primaria (143)",5552,293,2077,1819,1089,274
"Secundaria (144)",1856,37,1014,613,183,9
"Superior no univ. incompleta (145)",69,,38,21,8,2
"Superior no univ. completa (146)",111,,63,42,5,1
"Superior univ. incompleta (147)",26,,8,13,5,
"Superior univ. completa (148)",42,,15,20,5,2
"Desocupada (150)",57,2,23,20,9,3
"Sin nivel (151)",8,,1,3,3,1
"Primaria (153)",34,1,13,15,3,2
"Secundaria (154)",13,1,8,1,3,
"Superior no univ. completa (156)",1,,,1,,
"Superior univ. completa (158)",1,,1,,,
"No PEA (160)",9955,4628,2664,1438,870,355
"Sin nivel (161)",1020,230,137,218,272,163
"Educación inicial (162)",334,327,2,5,,
"Primaria (163)",6954,3713,1539,984,533,185
"Secundaria (164)",1555,358,936,200,54,7
"Superior no univ. incompleta (165)",41,,23,14,4,
"Superior no univ. completa (166)",25,,14,6,5,
"Superior univ. incompleta (167)",9,,6,3,,
"Superior univ. completa (168)",17,,7,8,2,
