"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otras activ. serv.comun.soc y personales (040)",1063,695,165,132,71
"Hogares privados con servicio doméstico (041)",60,60,,,
"Actividad economica no especificada (043)",803,553,118,83,49
"Mujeres (044)",15000,9327,1458,1775,2440
"Agric., ganadería, caza y silvicultura (045)",207,145,16,35,11
"Pesca (046)",112,50,11,18,33
"Explotación de minas y canteras (047)",3,1,,,2
"Industrias manufactureras (048)",1032,481,68,153,330
"Suministro de electricidad, gas y agua (049)",5,,3,,2
"Construcción (050)",63,34,9,11,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3894,3535,221,126,12
"Venta, mant.y rep. veh.autom y motoc. (052)",95,69,17,9,
"Comercio al por mayor (053)",200,136,19,33,12
"Comercio al por menor (054)",3599,3330,185,84,
"Hoteles y restaurantes (055)",1776,1569,152,50,5
"Trans., almac. y comunicaciones (056)",269,176,38,32,23
"Intermediación financiera (057)",115,23,17,56,19
"Activid.inmobil., empres. y alquileres (058)",596,315,94,102,85
"Admin.pub. y defensa; p. segur soc.afil (059)",966,,,,966
"Enseñanza (060)",2637,491,612,1018,516
"Servicios sociales y de salud (061)",577,153,60,34,330
"Otras activ. serv.comun.soc y personales (062)",851,602,101,87,61
"Hogares privados con servicio doméstico (063)",1170,1170,,,
"Organiz. y organos extraterritoriales (064)",1,,1,,
"Actividad economica no especificada (065)",726,582,55,53,36
,,,,,
"URBANA (066)",47949,31672,5062,4472,6743
"Agric., ganadería, caza y silvicultura (067)",5829,4876,680,230,43
"Pesca (068)",2390,1585,282,320,203
"Explotación de minas y canteras (069)",44,21,3,3,17
"Industrias manufactureras (070)",3547,2209,328,373,637
"Suministro de electricidad, gas y agua (071)",102,32,12,30,28
"Construcción (072)",2930,1988,503,305,134
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",9211,8194,694,272,51
"Venta, mant.y rep. veh.autom y motoc. (074)",989,843,109,31,6
"Comercio al por mayor (075)",496,310,64,77,45
"Comercio al por menor (076)",7726,7041,521,164,
"Hoteles y restaurantes (077)",2700,2250,300,110,40
"Trans., almac. y comunicaciones (078)",5797,4886,471,250,190
"Intermediación financiera (079)",262,55,46,120,41
"Activid.inmobil., empres. y alquileres (080)",2394,1235,359,458,342
"Admin.pub. y defensa; p. segur soc.afil (081)",3282,,,,3282
"Enseñanza (082)",4038,583,869,1595,991
"Servicios sociales y de salud (083)",898,222,79,66,531
"Otras activ. serv.comun.soc y personales (084)",1871,1270,263,210,128
"Hogares privados con servicio doméstico (085)",1156,1156,,,
"Organiz. y organos extraterritoriales (086)",1,,1,,
"Actividad economica no especificada (087)",1497,1110,172,130,85
"Hombres (088)",33508,22680,3657,2782,4389
"Agric., ganadería, caza y silvicultura (089)",5667,4761,671,197,38
"Pesca (090)",2280,1537,271,302,170
"Explotación de minas y canteras (091)",41,20,3,3,15
"Industrias manufactureras (092)",2565,1736,261,236,332
"Suministro de electricidad, gas y agua (093)",97,32,9,30,26
"Construcción (094)",2867,1954,494,294,125
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",5435,4756,478,162,39
"Venta, mant.y rep. veh.autom y motoc. (096)",899,776,92,25,6
"Comercio al por mayor (097)",317,180,48,56,33
"Comercio al por menor (098)",4219,3800,338,81,
"Hoteles y restaurantes (099)",971,724,151,61,35
"Trans., almac. y comunicaciones (100)",5537,4716,433,218,170
"Intermediación financiera (101)",150,32,29,66,23
"Activid.inmobil., empres. y alquileres (102)",1814,928,270,358,258
"Admin.pub. y defensa; p. segur soc.afil (103)",2344,,,,2344
"Enseñanza (104)",1525,135,287,614,489
"Servicios sociales y de salud (105)",335,72,20,34,209
"Otras activ. serv.comun.soc y personales (106)",1036,680,163,126,67
"Hogares privados con servicio doméstico (107)",57,57,,,
"Actividad economica no especificada (109)",787,540,117,81,49
"Mujeres (110)",14441,8992,1405,1690,2354
"Agric., ganadería, caza y silvicultura (111)",162,115,9,33,5
"Pesca (112)",110,48,11,18,33
"Explotación de minas y canteras (113)",3,1,,,2
"Industrias manufactureras (114)",982,473,67,137,305
"Suministro de electricidad, gas y agua (115)",5,,3,,2
"Construcción (116)",63,34,9,11,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",3776,3438,216,110,12
"Venta, mant.y rep. veh.autom y motoc. (118)",90,67,17,6,
"Comercio al por mayor (119)",179,130,16,21,12
"Comercio al por menor (120)",3507,3241,183,83,
"Hoteles y restaurantes (121)",1729,1526,149,49,5
"Trans., almac. y comunicaciones (122)",260,170,38,32,20
"Intermediación financiera (123)",112,23,17,54,18
"Activid.inmobil., empres. y alquileres (124)",580,307,89,100,84
"Admin.pub. y defensa; p. segur soc.afil (125)",938,,,,938
"Enseñanza (126)",2513,448,582,981,502
"Servicios sociales y de salud (127)",563,150,59,32,322
"Otras activ. serv.comun.soc y personales (128)",835,590,100,84,61
"Hogares privados con servicio doméstico (129)",1099,1099,,,
"Organiz. y organos extraterritoriales (130)",1,,1,,
"Actividad economica no especificada (131)",710,570,55,49,36
,,,,,
"RURAL (132)",3780,3068,242,264,206
"Agric., ganadería, caza y silvicultura (133)",2351,2188,101,40,22
"Pesca (134)",48,43,2,3,
"Explotación de minas y canteras (135)",2,1,,1,
"Industrias manufactureras (136)",151,47,10,48,46
"Suministro de electricidad, gas y agua (137)",8,3,1,4,
"Construcción (138)",57,39,13,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",314,241,25,43,5
"Venta, mant.y rep. veh.autom y motoc. (140)",47,38,4,5,
"Comercio al por mayor (141)",76,23,11,37,5
"Comercio al por menor (142)",191,180,10,1,
"Hoteles y restaurantes (143)",56,50,3,3,
"Trans., almac. y comunicaciones (144)",272,230,20,10,12
"Intermediación financiera (145)",4,,,3,1
"Activid.inmobil., empres. y alquileres (146)",82,40,15,16,11
"Admin.pub. y defensa; p. segur soc.afil (147)",76,,,,76
"Enseñanza (148)",188,53,47,70,18
"Servicios sociales y de salud (149)",22,7,1,3,11
"Otras activ. serv.comun.soc y personales (150)",43,27,3,9,4
"Hogares privados con servicio doméstico (151)",74,74,,,
"Actividad economica no especificada (153)",32,25,1,6,
"Hombres (154)",3221,2733,189,179,120
"Agric., ganadería, caza y silvicultura (155)",2306,2158,94,38,16
"Pesca (156)",46,41,2,3,
"Explotación de minas y canteras (157)",2,1,,1,
"Industrias manufactureras (158)",101,39,9,32,21
"Suministro de electricidad, gas y agua (159)",8,3,1,4,
"Construcción (160)",57,39,13,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",196,144,20,27,5
"Venta, mant.y rep. veh.autom y motoc. (162)",42,36,4,2,
"Comercio al por mayor (163)",55,17,8,25,5
"Comercio al por menor (164)",99,91,8,,
"Hoteles y restaurantes (165)",9,7,,2,
"Trans., almac. y comunicaciones (166)",263,224,20,10,9
"Intermediación financiera (167)",1,,,1,
"Activid.inmobil., empres. y alquileres (168)",66,32,10,14,10
"Admin.pub. y defensa; p. segur soc.afil (169)",48,,,,48
"Enseñanza (170)",64,10,17,33,4
"Servicios sociales y de salud (171)",8,4,,1,3
"Otras activ. serv.comun.soc y personales (172)",27,15,2,6,4
"Hogares privados con servicio doméstico (173)",3,3,,,
"Actividad economica no especificada (175)",16,13,1,2,
"Mujeres (176)",559,335,53,85,86
"Agric., ganadería, caza y silvicultura (177)",45,30,7,2,6
"Pesca (178)",2,2,,,
"Industrias manufactureras (180)",50,8,1,16,25
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",118,97,5,16,
"Venta, mant.y rep. veh.autom y motoc. (184)",5,2,,3,
"Comercio al por mayor (185)",21,6,3,12,
"Comercio al por menor (186)",92,89,2,1,
"Hoteles y restaurantes (187)",47,43,3,1,
"Trans., almac. y comunicaciones (188)",9,6,,,3
"Intermediación financiera (189)",3,,,2,1
"Activid.inmobil., empres. y alquileres (190)",16,8,5,2,1
"Admin.pub. y defensa; p. segur soc.afil (191)",28,,,,28
"Enseñanza (192)",124,43,30,37,14
"Servicios sociales y de salud (193)",14,3,1,2,8
"Otras activ. serv.comun.soc y personales (194)",16,12,1,3,
"Hogares privados con servicio doméstico (195)",71,71,,,
"Actividad economica no especificada (197)",16,12,,4,
