"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 50 y más años (039)",6,32,24,,75,,
"No PEA (040)",7093,24678,19953,333,80.9,1.3,
"De 12 a 14 años (041)",875,3,3,,100,,
"De 15 a 19 años (042)",890,131,126,51,96.2,38.9,
"De 20 a 24 años (043)",557,581,568,80,97.8,13.8,
"De 25 a 29 años (044)",481,972,929,58,95.6,6,
"De 30 a 34 años (045)",481,1440,1353,73,94,5.1,
"De 35 a 39 años (046)",435,1672,1535,34,91.8,2,
"De 40 a 44 años (047)",451,2184,1916,33,87.7,1.5,
"De 45 a 49 años (048)",374,2099,1822,4,86.8,0.2,
"De 50 y más años (049)",2549,15596,11701,,75,,
,,,,,,,
"URBANA (060)",7345,24543,20340,306,82.9,1.2,
"De 12 a 14 años (061)",726,2,2,,100,,
"De 15 a 19 años (062)",797,111,107,38,96.4,34.2,
"De 20 a 24 años (063)",575,549,541,73,98.5,13.3,
"De 25 a 29 años (064)",608,1044,1007,62,96.5,5.9,
"De 30 a 34 años (065)",582,1533,1466,63,95.6,4.1,
"De 35 a 39 años (066)",594,2057,1882,36,91.5,1.8,
"De 40 a 44 años (067)",520,2304,2054,30,89.1,1.3,
"De 45 a 49 años (068)",457,2374,2082,4,87.7,0.2,
"De 50 y más años (069)",2486,14569,11199,,76.9,,
"PEA (070)",2268,8095,6895,85,85.2,1.1,
"De 12 a 14 años (071)",45,,,,,,
"De 15 a 19 años (072)",99,21,20,6,95.2,28.6,
"De 20 a 24 años (073)",195,174,172,18,98.9,10.3,
"De 25 a 29 años (074)",278,404,389,25,96.3,6.2,
"De 30 a 34 años (075)",244,569,550,16,96.7,2.8,
"De 35 a 39 años (076)",273,863,793,12,91.9,1.4,
"De 40 a 44 años (077)",202,837,776,7,92.7,0.8,
"De 45 a 49 años (078)",196,938,825,1,88,0.1,
"De 50 y más años (079)",736,4289,3370,,78.6,,
"Ocupada (080)",2209,7986,6796,82,85.1,1,
"De 12 a 14 años (081)",44,,,,,,
"De 15 a 19 años (082)",92,20,20,5,100,25,
"De 20 a 24 años (083)",181,168,166,18,98.8,10.7,
"De 25 a 29 años (084)",267,391,376,23,96.2,5.9,
"De 30 a 34 años (085)",234,542,524,16,96.7,3,
"De 35 a 39 años (086)",270,855,785,12,91.8,1.4,
"De 40 a 44 años (087)",196,819,758,7,92.6,0.9,
"De 45 a 49 años (088)",194,929,816,1,87.8,0.1,
"De 50 y más años (089)",731,4262,3351,,78.6,,
"Desocupada (090)",59,109,99,3,90.8,2.8,
"De 12 a 14 años (091)",1,,,,,,
"De 15 a 19 años (092)",7,1,,1,,100,
"De 20 a 24 años (093)",14,6,6,,100,,
"De 25 a 29 años (094)",11,13,13,2,100,15.4,
"De 30 a 34 años (095)",10,27,26,,96.3,,
"De 35 a 39 años (096)",3,8,8,,100,,
"De 40 a 44 años (097)",6,18,18,,100,,
"De 45 a 49 años (098)",2,9,9,,100,,
"De 50 y más años (099)",5,27,19,,70.4,,
"No PEA (100)",5077,16448,13445,221,81.7,1.3,
"De 12 a 14 años (101)",681,2,2,,100,,
"De 15 a 19 años (102)",698,90,87,32,96.7,35.6,
"De 20 a 24 años (103)",380,375,369,55,98.4,14.7,
"De 25 a 29 años (104)",330,640,618,37,96.6,5.8,
"De 30 a 34 años (105)",338,964,916,47,95,4.9,
"De 35 a 39 años (106)",321,1194,1089,24,91.2,2,
"De 40 a 44 años (107)",318,1467,1278,23,87.1,1.6,
"De 45 a 49 años (108)",261,1436,1257,3,87.5,0.2,
"De 50 y más años (109)",1750,10280,7829,,76.2,,
,,,,,,,
"RURAL (120)",2546,10393,8208,133,79,1.3,
"De 12 a 14 años (121)",203,1,1,,100,,
"De 15 a 19 años (122)",225,52,50,21,96.2,40.4,
"De 20 a 24 años (123)",227,247,239,31,96.8,12.6,
"De 25 a 29 años (124)",204,440,412,26,93.6,5.9,
"De 30 a 34 años (125)",176,546,505,29,92.5,5.3,
"De 35 a 39 años (126)",149,604,558,12,92.4,2,
"De 40 a 44 años (127)",184,976,855,12,87.6,1.2,
"De 45 a 49 años (128)",151,867,743,2,85.7,0.2,
"De 50 y más años (129)",1027,6660,4845,,72.7,,
"PEA (130)",530,2163,1700,23,78.6,1.1,
"De 12 a 14 años (131)",9,,,,,,
"De 15 a 19 años (132)",33,11,11,2,100,18.2,
"De 20 a 24 años (133)",50,41,40,7,97.6,17.1,
"De 25 a 29 años (134)",53,108,101,6,93.5,5.6,
"De 30 a 34 años (135)",33,70,68,3,97.1,4.3,
"De 35 a 39 años (136)",35,126,112,2,88.9,1.6,
"De 40 a 44 años (137)",51,259,217,2,83.8,0.8,
"De 45 a 49 años (138)",38,204,178,1,87.3,0.5,
"De 50 y más años (139)",228,1344,973,,72.4,,
"Ocupada (140)",498,2135,1672,23,78.3,1.1,
"De 12 a 14 años (141)",6,,,,,,
"De 15 a 19 años (142)",25,10,10,2,100,20,
"De 20 a 24 años (143)",42,36,35,7,97.2,19.4,
"De 25 a 29 años (144)",46,100,93,6,93,6,
"De 30 a 34 años (145)",31,69,67,3,97.1,4.3,
"De 35 a 39 años (146)",35,126,112,2,88.9,1.6,
"De 40 a 44 años (147)",48,251,209,2,83.3,0.8,
"De 45 a 49 años (148)",38,204,178,1,87.3,0.5,
"De 50 y más años (149)",227,1339,968,,72.3,,
"Desocupada (150)",32,28,28,,100,,
"De 12 a 14 años (151)",3,,,,,,
"De 15 a 19 años (152)",8,1,1,,100,,
"De 20 a 24 años (153)",8,5,5,,100,,
"De 25 a 29 años (154)",7,8,8,,100,,
"De 30 a 34 años (155)",2,1,1,,100,,
"De 40 a 44 años (157)",3,8,8,,100,,
"De 50 y más años (159)",1,5,5,,100,,
"No PEA (160)",2016,8230,6508,110,79.1,1.3,
"De 12 a 14 años (161)",194,1,1,,100,,
"De 15 a 19 años (162)",192,41,39,19,95.1,46.3,
"De 20 a 24 años (163)",177,206,199,24,96.6,11.7,
"De 25 a 29 años (164)",151,332,311,20,93.7,6,
"De 30 a 34 años (165)",143,476,437,26,91.8,5.5,
"De 35 a 39 años (166)",114,478,446,10,93.3,2.1,
"De 40 a 44 años (167)",133,717,638,10,89,1.4,
"De 45 a 49 años (168)",113,663,565,1,85.2,0.2,
"De 50 y más años (169)",799,5316,3872,,72.8,,
