"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Actividad economica no especificada (021)",1843,6,57,99,369,,,,2,3,,1307
"Hombres (022)",22253,77,1391,1322,787,2098,2887,3217,4847,4604,315,708
"Agric., ganadería, caza y silvicultura (023)",4473,4,23,59,5,,2863,3,26,1490,,
"Pesca (024)",105,,1,1,,,24,,,79,,
"Explotación de minas y canteras (025)",1804,1,6,52,5,6,,781,27,926,,
"Industrias manufactureras (026)",1918,2,10,75,22,2,,1662,118,27,,
"Suministro de electricidad, gas y agua (027)",74,1,6,17,7,,,16,5,22,,
"Construcción (028)",2505,,108,158,29,,,112,1505,593,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",2689,5,23,182,16,1487,,613,59,304,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",779,,10,57,7,110,,549,31,15,,
"Comercio al por mayor (031)",156,3,8,14,3,92,,2,12,22,,
"Comercio al por menor (032)",1754,2,5,111,6,1285,,62,16,267,,
"Hoteles y restaurantes (033)",506,1,5,42,30,295,,2,4,127,,
"Trans., almac. y comunicaciones (034)",3609,1,24,91,85,58,,15,3014,321,,
"Intermediación financiera (035)",80,2,1,8,51,,,,,18,,
"Activid.inmobil., empres. y alquileres (036)",821,1,244,196,45,195,,5,48,87,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",947,30,94,72,331,10,,3,26,66,315,
"Enseñanza (038)",719,20,639,15,17,,,2,6,20,,
"Servicios sociales y de salud (039)",317,,144,141,13,3,,,3,13,,
"Otras activ. serv.comun.soc y personales (040)",691,4,25,156,24,42,,3,4,433,,
"Hogares privados con servicio doméstico (041)",77,,,,,,,,,77,,
"Actividad economica no especificada (043)",918,5,38,57,107,,,,2,1,,708
"Mujeres (044)",11357,14,1209,766,867,3934,381,411,132,3028,16,599
"Agric., ganadería, caza y silvicultura (045)",855,,6,11,3,10,378,,,447,,
"Pesca (046)",13,,,,,,3,,,10,,
"Explotación de minas y canteras (047)",213,,1,11,,112,,52,,37,,
"Industrias manufactureras (048)",434,,6,20,8,5,,338,42,15,,
"Suministro de electricidad, gas y agua (049)",11,,,1,5,,,1,1,3,,
"Construcción (050)",113,,9,15,19,,,1,28,41,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3279,4,19,142,34,2449,,14,1,616,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",71,,1,6,3,50,,9,1,1,,
"Comercio al por mayor (053)",131,2,10,28,6,67,,,,18,,
"Comercio al por menor (054)",3077,2,8,108,25,2332,,5,,597,,
"Hoteles y restaurantes (055)",2041,,4,73,42,1239,,3,,680,,
"Trans., almac. y comunicaciones (056)",269,1,8,57,73,15,,1,47,67,,
"Intermediación financiera (057)",52,,1,12,37,,,,,2,,
"Activid.inmobil., empres. y alquileres (058)",365,,91,87,74,17,,,7,89,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",367,2,46,33,220,2,,,5,43,16,
"Enseñanza (060)",862,6,810,8,35,,,,,3,,
"Servicios sociales y de salud (061)",413,,179,179,32,7,,,,16,,
"Otras activ. serv.comun.soc y personales (062)",558,,10,74,23,77,,1,1,372,,
"Hogares privados con servicio doméstico (063)",587,,,1,,1,,,,585,,
"Actividad economica no especificada (065)",925,1,19,42,262,,,,,2,,599
,,,,,,,,,,,,
"URBANA (066)",27287,85,2464,1910,1614,5355,1418,3084,4336,5561,329,1131
"Agric., ganadería, caza y silvicultura (067)",2460,4,25,65,8,7,1397,3,19,932,,
"Pesca (068)",88,,1,1,,,21,,,65,,
"Explotación de minas y canteras (069)",1082,1,7,44,5,50,,561,16,398,,
"Industrias manufactureras (070)",2097,1,13,86,29,6,,1784,143,35,,
"Suministro de electricidad, gas y agua (071)",80,1,6,18,12,,,15,6,22,,
"Construcción (072)",2164,,91,113,42,,,99,1264,555,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",5515,9,41,312,49,3592,,592,57,863,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",786,,11,57,10,135,,528,29,16,,
"Comercio al por mayor (075)",267,5,18,42,9,140,,2,12,39,,
"Comercio al por menor (076)",4462,4,12,213,30,3317,,62,16,808,,
"Hoteles y restaurantes (077)",2231,1,8,109,70,1305,,4,3,731,,
"Trans., almac. y comunicaciones (078)",3414,2,28,122,144,58,,14,2733,313,,
"Intermediación financiera (079)",131,2,2,19,88,,,,,20,,
"Activid.inmobil., empres. y alquileres (080)",1132,1,326,271,114,200,,3,50,167,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",1293,30,139,103,549,12,,3,30,98,329,
"Enseñanza (082)",1499,23,1373,22,52,,,2,6,21,,
"Servicios sociales y de salud (083)",703,,317,303,44,9,,,2,28,,
"Otras activ. serv.comun.soc y personales (084)",1195,4,35,224,45,115,,4,5,763,,
"Hogares privados con servicio doméstico (085)",549,,,1,,1,,,,547,,
"Actividad economica no especificada (087)",1654,6,52,97,363,,,,2,3,,1131
"Hombres (088)",17268,72,1318,1185,760,1877,1187,2698,4217,3001,314,639
"Agric., ganadería, caza y silvicultura (089)",1972,4,20,54,5,,1169,3,19,698,,
"Pesca (090)",79,,1,1,,,18,,,59,,
"Explotación de minas y canteras (091)",971,1,6,34,5,4,,522,16,383,,
"Industrias manufactureras (092)",1682,1,7,67,21,2,,1458,105,21,,
"Suministro de electricidad, gas y agua (093)",69,1,6,17,7,,,14,5,19,,
"Construcción (094)",2077,,87,105,24,,,98,1241,522,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",2480,5,23,175,16,1337,,578,56,290,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",726,,10,54,7,93,,519,28,15,,
"Comercio al por mayor (097)",146,3,8,14,3,83,,2,12,21,,
"Comercio al por menor (098)",1608,2,5,107,6,1161,,57,16,254,,
"Hoteles y restaurantes (099)",442,1,5,39,29,251,,1,3,113,,
"Trans., almac. y comunicaciones (100)",3169,1,22,72,75,45,,13,2690,251,,
"Intermediación financiera (101)",80,2,1,8,51,,,,,18,,
"Activid.inmobil., empres. y alquileres (102)",781,1,238,187,42,184,,3,43,83,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",929,28,94,70,329,10,,3,25,56,314,
"Enseñanza (104)",683,18,607,15,17,,,2,6,18,,
"Servicios sociales y de salud (105)",302,,141,132,12,3,,,2,12,,
"Otras activ. serv.comun.soc y personales (106)",654,4,25,152,22,41,,3,4,403,,
"Hogares privados con servicio doméstico (107)",54,,,,,,,,,54,,
"Actividad economica no especificada (109)",844,5,35,57,105,,,,2,1,,639
"Mujeres (110)",10019,13,1146,725,854,3478,231,386,119,2560,15,492
"Agric., ganadería, caza y silvicultura (111)",488,,5,11,3,7,228,,,234,,
"Pesca (112)",9,,,,,,3,,,6,,
"Explotación de minas y canteras (113)",111,,1,10,,46,,39,,15,,
"Industrias manufactureras (114)",415,,6,19,8,4,,326,38,14,,
"Suministro de electricidad, gas y agua (115)",11,,,1,5,,,1,1,3,,
"Construcción (116)",87,,4,8,18,,,1,23,33,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",3035,4,18,137,33,2255,,14,1,573,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",60,,1,3,3,42,,9,1,1,,
"Comercio al por mayor (119)",121,2,10,28,6,57,,,,18,,
"Comercio al por menor (120)",2854,2,7,106,24,2156,,5,,554,,
"Hoteles y restaurantes (121)",1789,,3,70,41,1054,,3,,618,,
"Trans., almac. y comunicaciones (122)",245,1,6,50,69,13,,1,43,62,,
"Intermediación financiera (123)",51,,1,11,37,,,,,2,,
"Activid.inmobil., empres. y alquileres (124)",351,,88,84,72,16,,,7,84,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",364,2,45,33,220,2,,,5,42,15,
"Enseñanza (126)",816,5,766,7,35,,,,,3,,
"Servicios sociales y de salud (127)",401,,176,171,32,6,,,,16,,
"Otras activ. serv.comun.soc y personales (128)",541,,10,72,23,74,,1,1,360,,
"Hogares privados con servicio doméstico (129)",495,,,1,,1,,,,493,,
"Actividad economica no especificada (131)",810,1,17,40,258,,,,,2,,492
,,,,,,,,,,,,
"RURAL (132)",6323,6,136,178,40,677,1850,544,643,2071,2,176
"Agric., ganadería, caza y silvicultura (133)",2868,,4,5,,3,1844,,7,1005,,
"Pesca (134)",30,,,,,,6,,,24,,
"Explotación de minas y canteras (135)",935,,,19,,68,,272,11,565,,
"Industrias manufactureras (136)",255,1,3,9,1,1,,216,17,7,,
"Suministro de electricidad, gas y agua (137)",5,,,,,,,2,,3,,
"Construcción (138)",454,,26,60,6,,,14,269,79,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",453,,1,12,1,344,,35,3,57,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",64,,,6,,25,,30,3,,,
"Comercio al por mayor (141)",20,,,,,19,,,,1,,
"Comercio al por menor (142)",369,,1,6,1,300,,5,,56,,
"Hoteles y restaurantes (143)",316,,1,6,2,229,,1,1,76,,
"Trans., almac. y comunicaciones (144)",464,,4,26,14,15,,2,328,75,,
"Intermediación financiera (145)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",54,,9,12,5,12,,2,5,9,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",21,2,1,2,2,,,,1,11,2,
"Enseñanza (148)",82,3,76,1,,,,,,2,,
"Servicios sociales y de salud (149)",27,,6,17,1,1,,,1,1,,
"Otras activ. serv.comun.soc y personales (150)",54,,,6,2,4,,,,42,,
"Hogares privados con servicio doméstico (151)",115,,,,,,,,,115,,
"Actividad economica no especificada (153)",189,,5,2,6,,,,,,,176
"Hombres (154)",4985,5,73,137,27,221,1700,519,630,1603,1,69
"Agric., ganadería, caza y silvicultura (155)",2501,,3,5,,,1694,,7,792,,
"Pesca (156)",26,,,,,,6,,,20,,
"Explotación de minas y canteras (157)",833,,,18,,2,,259,11,543,,
"Industrias manufactureras (158)",236,1,3,8,1,,,204,13,6,,
"Suministro de electricidad, gas y agua (159)",5,,,,,,,2,,3,,
"Construcción (160)",428,,21,53,5,,,14,264,71,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",209,,,7,,150,,35,3,14,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",53,,,3,,17,,30,3,,,
"Comercio al por mayor (163)",10,,,,,9,,,,1,,
"Comercio al por menor (164)",146,,,4,,124,,5,,13,,
"Hoteles y restaurantes (165)",64,,,3,1,44,,1,1,14,,
"Trans., almac. y comunicaciones (166)",440,,2,19,10,13,,2,324,70,,
"Activid.inmobil., empres. y alquileres (168)",40,,6,9,3,11,,2,5,4,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",18,2,,2,2,,,,1,10,1,
"Enseñanza (170)",36,2,32,,,,,,,2,,
"Servicios sociales y de salud (171)",15,,3,9,1,,,,1,1,,
"Otras activ. serv.comun.soc y personales (172)",37,,,4,2,1,,,,30,,
"Hogares privados con servicio doméstico (173)",23,,,,,,,,,23,,
"Actividad economica no especificada (175)",74,,3,,2,,,,,,,69
"Mujeres (176)",1338,1,63,41,13,456,150,25,13,468,1,107
"Agric., ganadería, caza y silvicultura (177)",367,,1,,,3,150,,,213,,
"Pesca (178)",4,,,,,,,,,4,,
"Explotación de minas y canteras (179)",102,,,1,,66,,13,,22,,
"Industrias manufactureras (180)",19,,,1,,1,,12,4,1,,
"Construcción (182)",26,,5,7,1,,,,5,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",244,,1,5,1,194,,,,43,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",11,,,3,,8,,,,,,
"Comercio al por mayor (185)",10,,,,,10,,,,,,
"Comercio al por menor (186)",223,,1,2,1,176,,,,43,,
"Hoteles y restaurantes (187)",252,,1,3,1,185,,,,62,,
"Trans., almac. y comunicaciones (188)",24,,2,7,4,2,,,4,5,,
"Intermediación financiera (189)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",14,,3,3,2,1,,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",3,,1,,,,,,,1,1,
"Enseñanza (192)",46,1,44,1,,,,,,,,
"Servicios sociales y de salud (193)",12,,3,8,,1,,,,,,
"Otras activ. serv.comun.soc y personales (194)",17,,,2,,3,,,,12,,
"Hogares privados con servicio doméstico (195)",92,,,,,,,,,92,,
"Actividad economica no especificada (197)",115,,2,2,4,,,,,,,107
