"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",36,9,18,2,7,
"Actividad economica no especificada (043)",135,2,41,48,27,17
"Mujeres (045)",4440,108,1390,1462,1129,351
"Agric., ganadería, caza y silvicultura (046)",1666,62,436,473,502,193
"Pesca (047)",1,,1,,,
"Explotación de minas y canteras (048)",1,,1,,,
"Industrias manufactureras (049)",140,7,68,40,18,7
"Suministro de electricidad, gas y agua (050)",1,,1,,,
"Construcción (051)",16,,12,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",1016,14,256,422,266,58
"Venta, mant.y rep. veh.autom.y motoc. (053)",14,,7,5,2,
"Comercio al por mayor (054)",32,,10,15,5,2
"Comercio al por menor (055)",970,14,239,402,259,56
"Hoteles y restaurantes (056)",481,12,130,149,140,50
"Trans., almac. y comunicaciones (057)",54,,35,14,5,
"Intermediación financiera (058)",4,,4,,,
"Activid.inmobil., empres. y alquileres (059)",41,,14,19,7,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",98,,49,35,13,1
"Enseñanza (061)",267,,110,120,36,1
"Servicios sociales y de salud (062)",77,,41,28,8,
"Otras activ. serv.comun.soc y personales (063)",80,1,44,24,11,
"Hogares privados con servicio doméstico (064)",150,11,97,20,19,3
"Actividad economica no especificada (066)",347,1,91,114,104,37
,,,,,,
"URBANA (067)",6326,171,1794,2234,1644,483
"Agric., ganadería, caza y silvicultura (068)",2123,95,454,623,655,296
"Pesca (069)",1,1,,,,
"Explotación de minas y canteras (070)",11,,6,3,2,
"Industrias manufactureras (071)",346,8,136,114,71,17
"Suministro de electricidad, gas y agua (072)",22,,12,7,3,
"Construcción (073)",534,4,164,215,140,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1153,28,317,462,278,68
"Venta, mant.y rep. veh.autom.y motoc. (075)",119,,53,47,19,
"Comercio al por mayor (076)",48,1,11,21,12,3
"Comercio al por menor (077)",986,27,253,394,247,65
"Hoteles y restaurantes (078)",412,14,120,124,113,41
"Trans., almac. y comunicaciones (079)",451,4,173,178,87,9
"Intermediación financiera (080)",5,,4,1,,
"Activid.inmobil., empres. y alquileres (081)",127,,42,60,21,4
"Admin.pub. y defensa; p. segur.soc.afil (082)",283,,78,119,83,3
"Enseñanza (083)",372,,97,172,99,4
"Servicios sociales y de salud (084)",88,,38,41,8,1
"Otras activ. serv.comun.soc y personales (085)",113,5,45,43,19,1
"Hogares privados con servicio doméstico (086)",91,11,57,8,12,3
"Actividad economica no especificada (088)",194,1,51,64,53,25
"Hombres (089)",4090,117,1105,1430,1111,327
"Agric., ganadería, caza y silvicultura (090)",1694,72,356,503,514,249
"Pesca (091)",1,1,,,,
"Explotación de minas y canteras (092)",10,,5,3,2,
"Industrias manufactureras (093)",259,4,95,87,60,13
"Suministro de electricidad, gas y agua (094)",21,,11,7,3,
"Construcción (095)",523,4,155,213,140,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",426,16,136,156,96,22
"Venta, mant.y rep. veh.autom.y motoc. (097)",110,,51,42,17,
"Comercio al por mayor (098)",26,1,5,11,8,1
"Comercio al por menor (099)",290,15,80,103,71,21
"Hoteles y restaurantes (100)",63,6,34,10,11,2
"Trans., almac. y comunicaciones (101)",409,4,146,166,84,9
"Intermediación financiera (102)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (103)",98,,34,44,17,3
"Admin.pub. y defensa; p. segur.soc.afil (104)",218,,46,95,74,3
"Enseñanza (105)",179,,25,79,72,3
"Servicios sociales y de salud (106)",36,,13,17,5,1
"Otras activ. serv.comun.soc y personales (107)",62,4,22,23,12,1
"Hogares privados con servicio doméstico (108)",19,5,9,,5,
"Actividad economica no especificada (110)",70,1,17,26,16,10
"Mujeres (112)",2236,54,689,804,533,156
"Agric., ganadería, caza y silvicultura (113)",429,23,98,120,141,47
"Explotación de minas y canteras (115)",1,,1,,,
"Industrias manufactureras (116)",87,4,41,27,11,4
"Suministro de electricidad, gas y agua (117)",1,,1,,,
"Construcción (118)",11,,9,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",727,12,181,306,182,46
"Venta, mant.y rep. veh.autom.y motoc. (120)",9,,2,5,2,
"Comercio al por mayor (121)",22,,6,10,4,2
"Comercio al por menor (122)",696,12,173,291,176,44
"Hoteles y restaurantes (123)",349,8,86,114,102,39
"Trans., almac. y comunicaciones (124)",42,,27,12,3,
"Intermediación financiera (125)",3,,3,,,
"Activid.inmobil., empres. y alquileres (126)",29,,8,16,4,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",65,,32,24,9,
"Enseñanza (128)",193,,72,93,27,1
"Servicios sociales y de salud (129)",52,,25,24,3,
"Otras activ. serv.comun.soc y personales (130)",51,1,23,20,7,
"Hogares privados con servicio doméstico (131)",72,6,48,8,7,3
"Actividad economica no especificada (133)",124,,34,38,37,15
,,,,,,
"RURAL (134)",10331,193,2829,3312,2942,1055
"Agric., ganadería, caza y silvicultura (135)",7618,161,1759,2388,2349,961
"Pesca (136)",1,,1,,,
"Explotación de minas y canteras (137)",10,,3,5,2,
"Industrias manufactureras (138)",228,5,127,50,38,8
"Suministro de electricidad, gas y agua (139)",10,,5,3,2,
"Construcción (140)",535,4,178,215,127,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",519,6,180,186,125,22
"Venta, mant.y rep. veh.autom.y motoc. (142)",83,,57,20,6,
"Comercio al por mayor (143)",16,,8,5,2,1
"Comercio al por menor (144)",420,6,115,161,117,21
"Hoteles y restaurantes (145)",169,4,68,46,39,12
"Trans., almac. y comunicaciones (146)",372,2,166,135,65,4
"Intermediación financiera (147)",1,,1,,,
"Activid.inmobil., empres. y alquileres (148)",68,,23,24,19,2
"Admin.pub. y defensa; p. segur.soc.afil (149)",169,,64,65,36,4
"Enseñanza (150)",149,,65,59,25,
"Servicios sociales y de salud (151)",34,,19,7,8,
"Otras activ. serv.comun.soc y personales (152)",65,,31,17,15,2
"Hogares privados con servicio doméstico (153)",95,9,58,14,14,
"Actividad economica no especificada (155)",288,2,81,98,78,29
"Hombres (156)",8127,139,2128,2654,2346,860
"Agric., ganadería, caza y silvicultura (157)",6381,122,1421,2035,1988,815
"Explotación de minas y canteras (159)",10,,3,5,2,
"Industrias manufactureras (160)",175,2,100,37,31,5
"Suministro de electricidad, gas y agua (161)",10,,5,3,2,
"Construcción (162)",530,4,175,213,127,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",230,4,105,70,41,10
"Venta, mant.y rep. veh.autom.y motoc. (164)",78,,52,20,6,
"Comercio al por mayor (165)",6,,4,,1,1
"Comercio al por menor (166)",146,4,49,50,34,9
"Hoteles y restaurantes (167)",37,,24,11,1,1
"Trans., almac. y comunicaciones (168)",360,2,158,133,63,4
"Activid.inmobil., empres. y alquileres (170)",56,,17,21,16,2
"Admin.pub. y defensa; p. segur.soc.afil (171)",136,,47,54,32,3
"Enseñanza (172)",75,,27,32,16,
"Servicios sociales y de salud (173)",9,,3,3,3,
"Otras activ. serv.comun.soc y personales (174)",36,,10,13,11,2
"Hogares privados con servicio doméstico (175)",17,4,9,2,2,
"Actividad economica no especificada (177)",65,1,24,22,11,7
"Mujeres (179)",2204,54,701,658,596,195
"Agric., ganadería, caza y silvicultura (180)",1237,39,338,353,361,146
"Pesca (181)",1,,1,,,
"Industrias manufactureras (183)",53,3,27,13,7,3
"Construcción (185)",5,,3,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",289,2,75,116,84,12
"Venta, mant.y rep. veh.autom.y motoc. (187)",5,,5,,,
"Comercio al por mayor (188)",10,,4,5,1,
"Comercio al por menor (189)",274,2,66,111,83,12
"Hoteles y restaurantes (190)",132,4,44,35,38,11
"Trans., almac. y comunicaciones (191)",12,,8,2,2,
"Intermediación financiera (192)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",12,,6,3,3,
"Admin.pub. y defensa; p. segur.soc.afil (194)",33,,17,11,4,1
"Enseñanza (195)",74,,38,27,9,
"Servicios sociales y de salud (196)",25,,16,4,5,
"Otras activ. serv.comun.soc y personales (197)",29,,21,4,4,
"Hogares privados con servicio doméstico (198)",78,5,49,12,12,
"Actividad economica no especificada (200)",223,1,57,76,67,22
