"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",72,69,1,2,
,,,,,
"URBANA (036)",3239,2107,314,283,535
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",32,1,1,3,27
"Profes., científicos e intelectuales (038)",389,66,45,115,163
"Técnicos de nivel medio y trab. asimilados (039)",134,43,15,21,55
"Jefes y empleados de oficina (040)",168,22,13,22,111
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",449,414,24,8,3
"Agricult.trabaj.calif.agrop.y pesqueros (042)",555,536,19,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",212,140,33,18,21
"Obreros construc.,conf.,papel, fab., instr. (044)",351,204,58,44,45
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",838,611,103,50,74
"Otra (046)",35,,,,35
"Ocupación no especificada (047)",76,70,3,2,1
"Hombres (048)",2164,1339,245,214,366
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",20,,1,3,16
"Profes., científicos e intelectuales (050)",215,30,27,70,88
"Técnicos de nivel medio y trab. asimilados (051)",95,29,11,17,38
"Jefes y empleados de oficina (052)",94,11,4,14,65
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",158,137,11,8,2
"Agricult.trabaj.calif.agrop.y pesqueros (054)",472,454,18,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",189,122,31,16,20
"Obreros construc.,conf.,papel, fab., instr. (056)",348,203,58,43,44
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",509,326,82,43,58
"Otra (058)",34,,,,34
"Ocupación no especificada (059)",30,27,2,,1
"Mujeres (060)",1075,768,69,69,169
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",12,1,,,11
"Profes., científicos e intelectuales (062)",174,36,18,45,75
"Técnicos de nivel medio y trab. asimilados (063)",39,14,4,4,17
"Jefes y empleados de oficina (064)",74,11,9,8,46
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",291,277,13,,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",83,82,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",23,18,2,2,1
"Obreros construc.,conf.,papel, fab., instr. (068)",3,1,,1,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",329,285,21,7,16
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",46,43,1,2,
,,,,,
"RURAL (072)",2264,1868,169,149,78
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",6,,,,6
"Profes., científicos e intelectuales (074)",101,32,23,26,20
"Técnicos de nivel medio y trab. asimilados (075)",31,16,3,7,5
"Jefes y empleados de oficina (076)",27,9,4,5,9
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",120,113,2,5,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",954,937,17,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",134,48,31,46,9
"Obreros construc.,conf.,papel, fab., instr. (080)",137,103,19,8,7
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",710,570,69,51,20
"Otra (082)",2,,,,2
"Ocupación no especificada (083)",42,40,1,1,
"Hombres (084)",1770,1435,140,137,58
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",5,,,,5
"Profes., científicos e intelectuales (086)",65,18,14,20,13
"Técnicos de nivel medio y trab. asimilados (087)",26,15,3,6,2
"Jefes y empleados de oficina (088)",17,5,1,5,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",46,43,,3,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",838,825,13,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",128,44,30,46,8
"Obreros construc.,conf.,papel, fab., instr. (092)",134,102,19,8,5
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",493,369,59,48,17
"Otra (094)",2,,,,2
"Ocupación no especificada (095)",16,14,1,1,
"Mujeres (096)",494,433,29,12,20
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",36,14,9,6,7
"Técnicos de nivel medio y trab. asimilados (099)",5,1,,1,3
"Jefes y empleados de oficina (100)",10,4,3,,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",74,70,2,2,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",116,112,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",6,4,1,,1
"Obreros construc.,conf.,papel, fab., instr. (104)",3,1,,,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",217,201,10,3,3
"Ocupación no especificada (107)",26,26,,,
