"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Enseñanza (038)",5421,806,1146,1906,1563
"Servicios sociales y de salud (039)",1667,553,88,128,898
"Otras activ. serv.comun.soc y personales (040)",3522,1967,679,595,281
"Hogares privados con servicio doméstico (041)",362,362,,,
"Organiz. y organos extraterritoriales (042)",3,,2,,1
"Actividad economica no especificada (043)",3056,1689,470,510,387
"Mujeres (044)",68759,48078,6435,6657,7589
"Agric., ganadería, caza y silvicultura (045)",1578,1361,173,27,17
"Pesca (046)",2,1,1,,
"Explotación de minas y canteras (047)",31,8,5,7,11
"Industrias manufactureras (048)",4322,3639,436,176,71
"Suministro de electricidad, gas y agua (049)",60,5,5,20,30
"Construcción (050)",395,172,61,94,68
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",22202,20565,1038,540,59
"Venta, mant.y rep. veh.autom y motoc. (052)",311,256,39,14,2
"Comercio al por mayor (053)",763,526,89,91,57
"Comercio al por menor (054)",21128,19783,910,435,
"Hoteles y restaurantes (055)",8307,6708,885,517,197
"Trans., almac. y comunicaciones (056)",3615,2415,516,486,198
"Intermediación financiera (057)",612,107,59,279,167
"Activid.inmobil., empres. y alquileres (058)",4180,2243,577,748,612
"Admin.pub. y defensa; p. segur soc.afil (059)",2068,,,,2068
"Enseñanza (060)",7827,1671,1747,2868,1541
"Servicios sociales y de salud (061)",3404,913,205,222,2064
"Otras activ. serv.comun.soc y personales (062)",2901,1969,396,338,198
"Hogares privados con servicio doméstico (063)",4643,4643,,,
"Organiz. y organos extraterritoriales (064)",1,,,,1
"Actividad economica no especificada (065)",2611,1658,331,335,287
,,,,,
"URBANA (066)",149075,97226,16233,15956,19660
"Agric., ganadería, caza y silvicultura (067)",3552,2879,470,136,67
"Pesca (068)",7,3,1,3,
"Explotación de minas y canteras (069)",270,78,47,50,95
"Industrias manufactureras (070)",12669,10397,1371,551,350
"Suministro de electricidad, gas y agua (071)",414,61,29,161,163
"Construcción (072)",10900,6833,1797,1440,830
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",36318,32465,2309,1303,241
"Venta, mant.y rep. veh.autom y motoc. (074)",3199,2572,422,142,63
"Comercio al por mayor (075)",1816,1085,257,296,178
"Comercio al por menor (076)",31303,28808,1630,865,
"Hoteles y restaurantes (077)",12983,9132,1849,1393,609
"Trans., almac. y comunicaciones (078)",17270,13038,1675,1559,998
"Intermediación financiera (079)",1218,226,118,531,343
"Activid.inmobil., empres. y alquileres (080)",11339,6132,1533,1972,1702
"Admin.pub. y defensa; p. segur soc.afil (081)",7067,,,,7067
"Enseñanza (082)",13192,2454,2880,4761,3097
"Servicios sociales y de salud (083)",5043,1453,292,348,2950
"Otras activ. serv.comun.soc y personales (084)",6346,3883,1069,917,477
"Hogares privados con servicio doméstico (085)",4931,4931,,,
"Organiz. y organos extraterritoriales (086)",4,,2,,2
"Actividad economica no especificada (087)",5552,3261,791,831,669
"Hombres (088)",81917,50570,9903,9339,12105
"Agric., ganadería, caza y silvicultura (089)",2582,2074,344,111,53
"Pesca (090)",5,2,,3,
"Explotación de minas y canteras (091)",239,70,42,43,84
"Industrias manufactureras (092)",8467,6859,947,380,281
"Suministro de electricidad, gas y agua (093)",354,56,24,141,133
"Construcción (094)",10512,6668,1736,1346,762
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",14524,12287,1287,768,182
"Venta, mant.y rep. veh.autom y motoc. (096)",2897,2322,386,128,61
"Comercio al por mayor (097)",1062,568,168,205,121
"Comercio al por menor (098)",10565,9397,733,435,
"Hoteles y restaurantes (099)",4883,2604,978,888,413
"Trans., almac. y comunicaciones (100)",13674,10637,1162,1075,800
"Intermediación financiera (101)",607,119,59,253,176
"Activid.inmobil., empres. y alquileres (102)",7185,3908,959,1226,1092
"Admin.pub. y defensa; p. segur soc.afil (103)",5014,,,,5014
"Enseñanza (104)",5391,799,1137,1897,1558
"Servicios sociales y de salud (105)",1658,550,88,127,893
"Otras activ. serv.comun.soc y personales (106)",3471,1938,674,580,279
"Hogares privados con servicio doméstico (107)",353,353,,,
"Organiz. y organos extraterritoriales (108)",3,,2,,1
"Actividad economica no especificada (109)",2995,1646,464,501,384
"Mujeres (110)",67158,46656,6330,6617,7555
"Agric., ganadería, caza y silvicultura (111)",970,805,126,25,14
"Pesca (112)",2,1,1,,
"Explotación de minas y canteras (113)",31,8,5,7,11
"Industrias manufactureras (114)",4202,3538,424,171,69
"Suministro de electricidad, gas y agua (115)",60,5,5,20,30
"Construcción (116)",388,165,61,94,68
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",21794,20178,1022,535,59
"Venta, mant.y rep. veh.autom y motoc. (118)",302,250,36,14,2
"Comercio al por mayor (119)",754,517,89,91,57
"Comercio al por menor (120)",20738,19411,897,430,
"Hoteles y restaurantes (121)",8100,6528,871,505,196
"Trans., almac. y comunicaciones (122)",3596,2401,513,484,198
"Intermediación financiera (123)",611,107,59,278,167
"Activid.inmobil., empres. y alquileres (124)",4154,2224,574,746,610
"Admin.pub. y defensa; p. segur soc.afil (125)",2053,,,,2053
"Enseñanza (126)",7801,1655,1743,2864,1539
"Servicios sociales y de salud (127)",3385,903,204,221,2057
"Otras activ. serv.comun.soc y personales (128)",2875,1945,395,337,198
"Hogares privados con servicio doméstico (129)",4578,4578,,,
"Organiz. y organos extraterritoriales (130)",1,,,,1
"Actividad economica no especificada (131)",2557,1615,327,330,285
,,,,,
"RURAL (132)",5439,4477,575,223,164
"Agric., ganadería, caza y silvicultura (133)",2620,2322,273,16,9
"Explotación de minas y canteras (135)",47,27,2,12,6
"Industrias manufactureras (136)",375,303,47,16,9
"Suministro de electricidad, gas y agua (137)",9,1,2,4,2
"Construcción (138)",594,413,118,55,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",655,598,43,12,2
"Venta, mant.y rep. veh.autom y motoc. (140)",81,65,13,3,
"Comercio al por mayor (141)",25,19,2,2,2
"Comercio al por menor (142)",549,514,28,7,
"Hoteles y restaurantes (143)",265,212,25,26,2
"Trans., almac. y comunicaciones (144)",346,292,23,23,8
"Intermediación financiera (145)",2,,,2,
"Activid.inmobil., empres. y alquileres (146)",95,60,12,12,11
"Admin.pub. y defensa; p. segur soc.afil (147)",81,,,,81
"Enseñanza (148)",56,23,13,13,7
"Servicios sociales y de salud (149)",28,13,1,2,12
"Otras activ. serv.comun.soc y personales (150)",77,53,6,16,2
"Hogares privados con servicio doméstico (151)",74,74,,,
"Actividad economica no especificada (153)",115,86,10,14,5
"Hombres (154)",3838,3055,470,183,130
"Agric., ganadería, caza y silvicultura (155)",2012,1766,226,14,6
"Explotación de minas y canteras (157)",47,27,2,12,6
"Industrias manufactureras (158)",255,202,35,11,7
"Suministro de electricidad, gas y agua (159)",9,1,2,4,2
"Construcción (160)",587,406,118,55,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",247,211,27,7,2
"Venta, mant.y rep. veh.autom y motoc. (162)",72,59,10,3,
"Comercio al por mayor (163)",16,10,2,2,2
"Comercio al por menor (164)",159,142,15,2,
"Hoteles y restaurantes (165)",58,32,11,14,1
"Trans., almac. y comunicaciones (166)",327,278,20,21,8
"Intermediación financiera (167)",1,,,1,
"Activid.inmobil., empres. y alquileres (168)",69,41,9,10,9
"Admin.pub. y defensa; p. segur soc.afil (169)",66,,,,66
"Enseñanza (170)",30,7,9,9,5
"Servicios sociales y de salud (171)",9,3,,1,5
"Otras activ. serv.comun.soc y personales (172)",51,29,5,15,2
"Hogares privados con servicio doméstico (173)",9,9,,,
"Actividad economica no especificada (175)",61,43,6,9,3
"Mujeres (176)",1601,1422,105,40,34
"Agric., ganadería, caza y silvicultura (177)",608,556,47,2,3
"Industrias manufactureras (180)",120,101,12,5,2
"Construcción (182)",7,7,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",408,387,16,5,
"Venta, mant.y rep. veh.autom y motoc. (184)",9,6,3,,
"Comercio al por mayor (185)",9,9,,,
"Comercio al por menor (186)",390,372,13,5,
"Hoteles y restaurantes (187)",207,180,14,12,1
"Trans., almac. y comunicaciones (188)",19,14,3,2,
"Intermediación financiera (189)",1,,,1,
"Activid.inmobil., empres. y alquileres (190)",26,19,3,2,2
"Admin.pub. y defensa; p. segur soc.afil (191)",15,,,,15
"Enseñanza (192)",26,16,4,4,2
"Servicios sociales y de salud (193)",19,10,1,1,7
"Otras activ. serv.comun.soc y personales (194)",26,24,1,1,
"Hogares privados con servicio doméstico (195)",65,65,,,
"Actividad economica no especificada (197)",54,43,4,5,2
