"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 45 a 49 años (038)",8,41,39,,95.1,,
"De 50 y más años (039)",15,61,56,,91.8,,
"No PEA (040)",8514,24671,21907,440,88.8,1.8,
"De 12 a 14 años (041)",1092,7,7,,100,,
"De 15 a 19 años (042)",1176,182,172,56,94.5,30.8,
"De 20 a 24 años (043)",819,815,788,139,96.7,17.1,
"De 25 a 29 años (044)",770,1452,1407,105,96.9,7.2,
"De 30 a 34 años (045)",658,1643,1598,75,97.3,4.6,
"De 35 a 39 años (046)",686,2205,2099,35,95.2,1.6,
"De 40 a 44 años (047)",557,2192,2048,27,93.4,1.2,
"De 45 a 49 años (048)",456,2173,1965,3,90.4,0.1,
"De 50 y más años (049)",2300,14002,11823,,84.4,,
,,,,,,,
"URBANA (060)",7943,21069,19281,369,91.5,1.8,
"De 12 a 14 años (061)",667,6,6,,100,,
"De 15 a 19 años (062)",893,137,131,47,95.6,34.3,
"De 20 a 24 años (063)",823,728,709,104,97.4,14.3,
"De 25 a 29 años (064)",873,1305,1273,87,97.5,6.7,
"De 30 a 34 años (065)",858,1838,1792,74,97.5,4,
"De 35 a 39 años (066)",813,2238,2158,35,96.4,1.6,
"De 40 a 44 años (067)",667,2254,2137,18,94.8,0.8,
"De 45 a 49 años (068)",536,2309,2132,4,92.3,0.2,
"De 50 y más años (069)",1813,10254,8943,,87.2,,
"PEA (070)",3361,8896,8314,114,93.5,1.3,
"De 12 a 14 años (071)",45,2,2,,100,,
"De 15 a 19 años (072)",221,46,45,15,97.8,32.6,
"De 20 a 24 años (073)",346,251,246,21,98,8.4,
"De 25 a 29 años (074)",419,487,478,23,98.2,4.7,
"De 30 a 34 años (075)",485,913,890,27,97.5,3,
"De 35 a 39 años (076)",451,1077,1037,19,96.3,1.8,
"De 40 a 44 años (077)",390,1254,1193,6,95.1,0.5,
"De 45 a 49 años (078)",321,1287,1200,3,93.2,0.2,
"De 50 y más años (079)",683,3579,3223,,90.1,,
"Ocupada (080)",3253,8721,8149,106,93.4,1.2,
"De 12 a 14 años (081)",44,2,2,,100,,
"De 15 a 19 años (082)",203,42,41,13,97.6,31,
"De 20 a 24 años (083)",330,242,237,20,97.9,8.3,
"De 25 a 29 años (084)",399,467,458,21,98.1,4.5,
"De 30 a 34 años (085)",462,868,847,24,97.6,2.8,
"De 35 a 39 años (086)",445,1060,1020,19,96.2,1.8,
"De 40 a 44 años (087)",382,1237,1179,6,95.3,0.5,
"De 45 a 49 años (088)",316,1267,1182,3,93.3,0.2,
"De 50 y más años (089)",672,3536,3183,,90,,
"Desocupada (090)",108,175,165,8,94.3,4.6,
"De 12 a 14 años (091)",1,,,,,,
"De 15 a 19 años (092)",18,4,4,2,100,50,
"De 20 a 24 años (093)",16,9,9,1,100,11.1,
"De 25 a 29 años (094)",20,20,20,2,100,10,
"De 30 a 34 años (095)",23,45,43,3,95.6,6.7,
"De 35 a 39 años (096)",6,17,17,,100,,
"De 40 a 44 años (097)",8,17,14,,82.4,,
"De 45 a 49 años (098)",5,20,18,,90,,
"De 50 y más años (099)",11,43,40,,93,,
"No PEA (100)",4582,12173,10967,255,90.1,2.1,
"De 12 a 14 años (101)",622,4,4,,100,,
"De 15 a 19 años (102)",672,91,86,32,94.5,35.2,
"De 20 a 24 años (103)",477,477,463,83,97.1,17.4,
"De 25 a 29 años (104)",454,818,795,64,97.2,7.8,
"De 30 a 34 años (105)",373,925,902,47,97.5,5.1,
"De 35 a 39 años (106)",362,1161,1121,16,96.6,1.4,
"De 40 a 44 años (107)",277,1000,944,12,94.4,1.2,
"De 45 a 49 años (108)",215,1022,932,1,91.2,0.1,
"De 50 y más años (109)",1130,6675,5720,,85.7,,
,,,,,,,
"RURAL (120)",5695,18218,15989,244,87.8,1.3,
"De 12 a 14 años (121)",485,4,4,,100,,
"De 15 a 19 años (122)",631,122,115,35,94.3,28.7,
"De 20 a 24 años (123)",558,544,525,73,96.5,13.4,
"De 25 a 29 años (124)",521,945,919,50,97.2,5.3,
"De 30 a 34 años (125)",500,1191,1137,36,95.5,3,
"De 35 a 39 años (126)",536,1709,1612,29,94.3,1.7,
"De 40 a 44 años (127)",459,1955,1808,18,92.5,0.9,
"De 45 a 49 años (128)",392,1921,1703,3,88.7,0.2,
"De 50 y más años (129)",1613,9827,8166,,83.1,,
"PEA (130)",1763,5720,5049,60,88.3,1,
"De 12 a 14 años (131)",15,1,1,,100,,
"De 15 a 19 años (132)",127,31,29,10,93.5,32.3,
"De 20 a 24 años (133)",216,206,200,18,97.1,8.7,
"De 25 a 29 años (134)",205,311,307,10,98.7,3.2,
"De 30 a 34 años (135)",215,473,441,8,93.2,1.7,
"De 35 a 39 años (136)",212,665,634,10,95.3,1.5,
"De 40 a 44 años (137)",179,763,704,3,92.3,0.4,
"De 45 a 49 años (138)",151,770,670,1,87,0.1,
"De 50 y más años (139)",443,2500,2063,,82.5,,
"Ocupada (140)",1719,5653,4984,59,88.2,1,
"De 12 a 14 años (141)",14,1,1,,100,,
"De 15 a 19 años (142)",120,30,28,9,93.3,30,
"De 20 a 24 años (143)",202,199,193,18,97,9,
"De 25 a 29 años (144)",200,309,305,10,98.7,3.2,
"De 30 a 34 años (145)",210,467,435,8,93.1,1.7,
"De 35 a 39 años (146)",210,659,628,10,95.3,1.5,
"De 40 a 44 años (147)",176,757,698,3,92.2,0.4,
"De 45 a 49 años (148)",148,749,649,1,86.6,0.1,
"De 50 y más años (149)",439,2482,2047,,82.5,,
"Desocupada (150)",44,67,65,1,97,1.5,
"De 12 a 14 años (151)",1,,,,,,
"De 15 a 19 años (152)",7,1,1,1,100,100,
"De 20 a 24 años (153)",14,7,7,,100,,
"De 25 a 29 años (154)",5,2,2,,100,,
"De 30 a 34 años (155)",5,6,6,,100,,
"De 35 a 39 años (156)",2,6,6,,100,,
"De 40 a 44 años (157)",3,6,6,,100,,
"De 45 a 49 años (158)",3,21,21,,100,,
"De 50 y más años (159)",4,18,16,,88.9,,
"No PEA (160)",3932,12498,10940,184,87.5,1.5,
"De 12 a 14 años (161)",470,3,3,,100,,
"De 15 a 19 años (162)",504,91,86,25,94.5,27.5,
"De 20 a 24 años (163)",342,338,325,55,96.2,16.3,
"De 25 a 29 años (164)",316,634,612,40,96.5,6.3,
"De 30 a 34 años (165)",285,718,696,28,96.9,3.9,
"De 35 a 39 años (166)",324,1044,978,19,93.7,1.8,
"De 40 a 44 años (167)",280,1192,1104,15,92.6,1.3,
"De 45 a 49 años (168)",241,1151,1033,2,89.7,0.2,
"De 50 y más años (169)",1170,7327,6103,,83.3,,
