"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Industrias manufactureras (048)",73,,,3,4,3,,59,4,,,
"Construcción (050)",5,,1,,,,,,3,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",619,,3,6,2,482,,5,,121,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",8,,,,1,4,,3,,,,
"Comercio al por mayor (053)",26,,,1,,25,,,,,,
"Comercio al por menor (054)",585,,3,5,1,453,,2,,121,,
"Hoteles y restaurantes (055)",261,,1,7,,135,,,,118,,
"Trans., almac. y comunicaciones (056)",13,1,1,1,4,1,,,2,3,,
"Intermediación financiera (057)",2,,,1,1,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",20,,5,1,9,1,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",54,9,6,6,27,1,,,,4,1,
"Enseñanza (060)",183,1,168,1,10,,,,,3,,
"Servicios sociales y de salud (061)",92,,38,28,15,1,,2,,8,,
"Otras activ. serv.comun.soc y personales (062)",66,,3,14,4,10,,,,35,,
"Hogares privados con servicio doméstico (063)",156,,,,,,,,,156,,
"Actividad economica no especificada (065)",213,,,3,8,,,,,,,202
,,,,,,,,,,,,
"URBANA (066)",5048,26,417,161,123,824,1102,326,604,1328,28,109
"Agric., ganadería, caza y silvicultura (067)",1806,,2,4,,,1102,2,,696,,
"Explotación de minas y canteras (069)",44,,6,1,1,,,26,,10,,
"Industrias manufactureras (070)",246,,1,4,5,5,,208,11,12,,
"Suministro de electricidad, gas y agua (071)",2,,,,,,,1,1,,,
"Construcción (072)",307,,6,4,2,,,9,185,101,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",926,,4,17,1,673,,74,7,150,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",73,,,3,1,12,,51,6,,,
"Comercio al por mayor (075)",48,,,2,,45,,,,1,,
"Comercio al por menor (076)",805,,4,12,,616,,23,1,149,,
"Hoteles y restaurantes (077)",251,,2,14,1,123,,,,111,,
"Trans., almac. y comunicaciones (078)",465,,1,3,6,1,,,391,63,,
"Intermediación financiera (079)",5,,1,1,2,,,,,1,,
"Activid.inmobil., empres. y alquileres (080)",60,,17,16,12,6,,,3,6,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",153,20,13,11,49,4,,1,5,22,28,
"Enseñanza (082)",339,6,304,4,14,,,,,11,,
"Servicios sociales y de salud (083)",111,,47,32,18,1,,4,1,8,,
"Otras activ. serv.comun.soc y personales (084)",112,,8,44,3,11,,1,,45,,
"Hogares privados con servicio doméstico (085)",92,,,,,,,,,92,,
"Actividad economica no especificada (087)",129,,5,6,9,,,,,,,109
"Hombres (088)",3660,20,228,103,54,330,1052,283,597,918,27,48
"Agric., ganadería, caza y silvicultura (089)",1646,,1,4,,,1052,2,,587,,
"Explotación de minas y canteras (091)",44,,6,1,1,,,26,,10,,
"Industrias manufactureras (092)",199,,1,1,2,2,,172,9,12,,
"Suministro de electricidad, gas y agua (093)",2,,,,,,,1,1,,,
"Construcción (094)",302,,5,4,2,,,9,182,100,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",449,,1,11,,296,,69,7,65,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",66,,,3,,9,,48,6,,,
"Comercio al por mayor (097)",29,,,1,,27,,,,1,,
"Comercio al por menor (098)",354,,1,7,,260,,21,1,64,,
"Hoteles y restaurantes (099)",51,,1,8,1,21,,,,20,,
"Trans., almac. y comunicaciones (100)",455,,,2,4,,,,389,60,,
"Intermediación financiera (101)",3,,1,,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (102)",42,,12,15,4,6,,,3,2,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",112,15,7,5,27,3,,1,5,22,27,
"Enseñanza (104)",187,5,167,3,4,,,,,8,,
"Servicios sociales y de salud (105)",39,,16,11,5,,,2,1,4,,
"Otras activ. serv.comun.soc y personales (106)",56,,5,33,,2,,1,,15,,
"Hogares privados con servicio doméstico (107)",12,,,,,,,,,12,,
"Actividad economica no especificada (109)",61,,5,5,3,,,,,,,48
"Mujeres (110)",1388,6,189,58,69,494,50,43,7,410,1,61
"Agric., ganadería, caza y silvicultura (111)",160,,1,,,,50,,,109,,
"Industrias manufactureras (114)",47,,,3,3,3,,36,2,,,
"Construcción (116)",5,,1,,,,,,3,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",477,,3,6,1,377,,5,,85,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",7,,,,1,3,,3,,,,
"Comercio al por mayor (119)",19,,,1,,18,,,,,,
"Comercio al por menor (120)",451,,3,5,,356,,2,,85,,
"Hoteles y restaurantes (121)",200,,1,6,,102,,,,91,,
"Trans., almac. y comunicaciones (122)",10,,1,1,2,1,,,2,3,,
"Intermediación financiera (123)",2,,,1,1,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",18,,5,1,8,,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",41,5,6,6,22,1,,,,,1,
"Enseñanza (126)",152,1,137,1,10,,,,,3,,
"Servicios sociales y de salud (127)",72,,31,21,13,1,,2,,4,,
"Otras activ. serv.comun.soc y personales (128)",56,,3,11,3,9,,,,30,,
"Hogares privados con servicio doméstico (129)",80,,,,,,,,,80,,
"Actividad economica no especificada (131)",68,,,1,6,,,,,,,61
,,,,,,,,,,,,
"RURAL (132)",10610,10,115,39,33,246,6103,161,226,3500,1,176
"Agric., ganadería, caza y silvicultura (133)",9290,,1,1,,,6101,,2,3185,,
"Pesca (134)",2,,,,,,2,,,,,
"Explotación de minas y canteras (135)",81,,2,1,,,,70,6,2,,
"Industrias manufactureras (136)",94,,,2,2,1,,75,10,4,,
"Construcción (138)",155,,,1,,,,,90,64,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",295,,,2,1,199,,16,,77,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",25,,,,,11,,13,,1,,
"Comercio al por mayor (141)",13,,,,,11,,,,2,,
"Comercio al por menor (142)",257,,,2,1,177,,3,,74,,
"Hoteles y restaurantes (143)",75,,1,1,2,41,,,,30,,
"Trans., almac. y comunicaciones (144)",132,1,,,2,,,,111,18,,
"Intermediación financiera (145)",4,,,1,1,,,,,2,,
"Activid.inmobil., empres. y alquileres (146)",17,,2,4,2,4,,,4,1,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",40,8,2,2,14,,,,2,11,1,
"Enseñanza (148)",96,1,91,,2,,,,,2,,
"Servicios sociales y de salud (149)",29,,14,9,2,,,,,4,,
"Otras activ. serv.comun.soc y personales (150)",30,,2,12,2,1,,,1,12,,
"Hogares privados con servicio doméstico (151)",88,,,,,,,,,88,,
"Actividad economica no especificada (153)",182,,,3,3,,,,,,,176
"Hombres (154)",9127,5,77,26,18,106,5849,138,224,2648,1,35
"Agric., ganadería, caza y silvicultura (155)",8336,,1,1,,,5847,,2,2485,,
"Pesca (156)",2,,,,,,2,,,,,
"Explotación de minas y canteras (157)",81,,2,1,,,,70,6,2,,
"Industrias manufactureras (158)",68,,,2,1,1,,52,8,4,,
"Construcción (160)",155,,,1,,,,,90,64,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",153,,,2,,94,,16,,41,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",24,,,,,10,,13,,1,,
"Comercio al por mayor (163)",6,,,,,4,,,,2,,
"Comercio al por menor (164)",123,,,2,,80,,3,,38,,
"Hoteles y restaurantes (165)",14,,1,,2,8,,,,3,,
"Trans., almac. y comunicaciones (166)",129,,,,,,,,111,18,,
"Intermediación financiera (167)",4,,,1,1,,,,,2,,
"Activid.inmobil., empres. y alquileres (168)",15,,2,4,1,3,,,4,1,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",27,4,2,2,9,,,,2,7,1,
"Enseñanza (170)",65,1,60,,2,,,,,2,,
"Servicios sociales y de salud (171)",9,,7,2,,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",20,,2,9,1,,,,1,7,,
"Hogares privados con servicio doméstico (173)",12,,,,,,,,,12,,
"Actividad economica no especificada (175)",37,,,1,1,,,,,,,35
"Mujeres (176)",1483,5,38,13,15,140,254,23,2,852,,141
"Agric., ganadería, caza y silvicultura (177)",954,,,,,,254,,,700,,
"Industrias manufactureras (180)",26,,,,1,,,23,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",142,,,,1,105,,,,36,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,1,,,,,,
"Comercio al por mayor (185)",7,,,,,7,,,,,,
"Comercio al por menor (186)",134,,,,1,97,,,,36,,
"Hoteles y restaurantes (187)",61,,,1,,33,,,,27,,
"Trans., almac. y comunicaciones (188)",3,1,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",2,,,,1,1,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",13,4,,,5,,,,,4,,
"Enseñanza (192)",31,,31,,,,,,,,,
"Servicios sociales y de salud (193)",20,,7,7,2,,,,,4,,
"Otras activ. serv.comun.soc y personales (194)",10,,,3,1,1,,,,5,,
"Hogares privados con servicio doméstico (195)",76,,,,,,,,,76,,
"Actividad economica no especificada (197)",145,,,2,2,,,,,,,141
