"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"URBANA (066)",4390,29,316,69,71,310,1752,110,231,1274,29,199
"Agric., ganadería, caza y silvicultura (067)",2723,,3,11,,,1752,1,3,953,,
"Explotación de minas y canteras (069)",1,,,,,,,1,,,,
"Industrias manufactureras (070)",96,,1,2,,,,86,6,1,,
"Suministro de electricidad, gas y agua (071)",4,,,1,1,,,1,,1,,
"Construcción (072)",285,,3,1,1,,,1,144,135,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",300,,,7,,237,,17,2,37,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",11,,,1,,1,,8,1,,,
"Comercio al por mayor (075)",14,,,,,14,,,,,,
"Comercio al por menor (076)",275,,,6,,222,,9,1,37,,
"Hoteles y restaurantes (077)",104,,,3,1,59,,,,41,,
"Trans., almac. y comunicaciones (078)",61,,3,1,5,1,,,44,7,,
"Intermediación financiera (079)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",40,,11,5,6,7,,1,2,8,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",156,23,14,8,44,1,,1,3,33,29,
"Enseñanza (082)",265,6,251,1,3,,,,,4,,
"Servicios sociales y de salud (083)",54,,28,21,2,1,,1,,1,,
"Otras activ. serv.comun.soc y personales (084)",57,,2,7,5,4,,,27,12,,
"Hogares privados con servicio doméstico (085)",41,,,,,,,,,41,,
"Actividad economica no especificada (087)",202,,,1,2,,,,,,,199
"Hombres (088)",2771,25,176,35,42,102,1335,93,223,649,29,62
"Agric., ganadería, caza y silvicultura (089)",1795,,3,11,,,1335,1,3,442,,
"Explotación de minas y canteras (091)",1,,,,,,,1,,,,
"Industrias manufactureras (092)",77,,1,1,,,,72,3,,,
"Suministro de electricidad, gas y agua (093)",4,,,1,1,,,1,,1,,
"Construcción (094)",269,,3,1,1,,,1,141,122,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",124,,,4,,87,,15,2,16,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",9,,,,,1,,7,1,,,
"Comercio al por mayor (097)",4,,,,,4,,,,,,
"Comercio al por menor (098)",111,,,4,,82,,8,1,16,,
"Hoteles y restaurantes (099)",9,,,,,5,,,,4,,
"Trans., almac. y comunicaciones (100)",56,,2,1,2,1,,,44,6,,
"Intermediación financiera (101)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",32,,10,4,2,6,,1,2,7,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",132,21,12,5,30,1,,1,3,30,29,
"Enseñanza (104)",149,4,138,,3,,,,,4,,
"Servicios sociales y de salud (105)",8,,5,2,,,,,,1,,
"Otras activ. serv.comun.soc y personales (106)",42,,2,5,2,2,,,25,6,,
"Hogares privados con servicio doméstico (107)",10,,,,,,,,,10,,
"Actividad economica no especificada (109)",62,,,,,,,,,,,62
"Mujeres (110)",1619,4,140,34,29,208,417,17,8,625,,137
"Agric., ganadería, caza y silvicultura (111)",928,,,,,,417,,,511,,
"Industrias manufactureras (114)",19,,,1,,,,14,3,1,,
"Construcción (116)",16,,,,,,,,3,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",176,,,3,,150,,2,,21,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",2,,,1,,,,1,,,,
"Comercio al por mayor (119)",10,,,,,10,,,,,,
"Comercio al por menor (120)",164,,,2,,140,,1,,21,,
"Hoteles y restaurantes (121)",95,,,3,1,54,,,,37,,
"Trans., almac. y comunicaciones (122)",5,,1,,3,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",8,,1,1,4,1,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",24,2,2,3,14,,,,,3,,
"Enseñanza (126)",116,2,113,1,,,,,,,,
"Servicios sociales y de salud (127)",46,,23,19,2,1,,1,,,,
"Otras activ. serv.comun.soc y personales (128)",15,,,2,3,2,,,2,6,,
"Hogares privados con servicio doméstico (129)",31,,,,,,,,,31,,
"Actividad economica no especificada (131)",140,,,1,2,,,,,,,137
,,,,,,,,,,,,
"RURAL (132)",3098,4,66,18,9,91,1677,69,85,989,,90
"Agric., ganadería, caza y silvicultura (133)",2409,,,3,,,1675,,1,730,,
"Pesca (134)",2,,,,,,2,,,,,
"Explotación de minas y canteras (135)",13,,,,,,,2,,11,,
"Industrias manufactureras (136)",71,,2,,,1,,61,5,2,,
"Suministro de electricidad, gas y agua (137)",10,,,,,,,,,10,,
"Construcción (138)",155,,,,,,,,48,107,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",104,,1,1,,75,,4,1,22,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",4,,,,,1,,3,,,,
"Comercio al por mayor (141)",4,,,,,4,,,,,,
"Comercio al por menor (142)",96,,1,1,,70,,1,1,22,,
"Hoteles y restaurantes (143)",30,,,,,13,,,,17,,
"Trans., almac. y comunicaciones (144)",31,,,,,,,,21,10,,
"Activid.inmobil., empres. y alquileres (146)",8,,1,2,2,1,,,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",63,4,1,1,5,,,2,3,47,,
"Enseñanza (148)",60,,59,,,,,,1,,,
"Servicios sociales y de salud (149)",5,,1,4,,,,,,,,
"Otras activ. serv.comun.soc y personales (150)",18,,1,6,2,1,,,4,4,,
"Hogares privados con servicio doméstico (151)",28,,,,,,,,,28,,
"Actividad economica no especificada (153)",91,,,1,,,,,,,,90
"Hombres (154)",2238,3,47,15,5,27,1408,60,83,545,,45
"Agric., ganadería, caza y silvicultura (155)",1758,,,3,,,1406,,1,348,,
"Pesca (156)",2,,,,,,2,,,,,
"Explotación de minas y canteras (157)",12,,,,,,,2,,10,,
"Industrias manufactureras (158)",60,,2,,,,,52,5,1,,
"Suministro de electricidad, gas y agua (159)",8,,,,,,,,,8,,
"Construcción (160)",148,,,,,,,,46,102,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",43,,,1,,25,,4,1,12,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",4,,,,,1,,3,,,,
"Comercio al por mayor (163)",1,,,,,1,,,,,,
"Comercio al por menor (164)",38,,,1,,23,,1,1,12,,
"Hoteles y restaurantes (165)",2,,,,,,,,,2,,
"Trans., almac. y comunicaciones (166)",30,,,,,,,,21,9,,
"Activid.inmobil., empres. y alquileres (168)",5,,1,2,,1,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",58,3,,1,5,,,2,3,44,,
"Enseñanza (170)",44,,43,,,,,,1,,,
"Servicios sociales y de salud (171)",3,,,3,,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",13,,1,5,,1,,,4,2,,
"Hogares privados con servicio doméstico (173)",7,,,,,,,,,7,,
"Actividad economica no especificada (175)",45,,,,,,,,,,,45
"Mujeres (176)",860,1,19,3,4,64,269,9,2,444,,45
"Agric., ganadería, caza y silvicultura (177)",651,,,,,,269,,,382,,
"Explotación de minas y canteras (179)",1,,,,,,,,,1,,
"Industrias manufactureras (180)",11,,,,,1,,9,,1,,
"Suministro de electricidad, gas y agua (181)",2,,,,,,,,,2,,
"Construcción (182)",7,,,,,,,,2,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",61,,1,,,50,,,,10,,
"Comercio al por mayor (185)",3,,,,,3,,,,,,
"Comercio al por menor (186)",58,,1,,,47,,,,10,,
"Hoteles y restaurantes (187)",28,,,,,13,,,,15,,
"Trans., almac. y comunicaciones (188)",1,,,,,,,,,1,,
"Activid.inmobil., empres. y alquileres (190)",3,,,,2,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",5,1,1,,,,,,,3,,
"Enseñanza (192)",16,,16,,,,,,,,,
"Servicios sociales y de salud (193)",2,,1,1,,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",5,,,1,2,,,,,2,,
"Hogares privados con servicio doméstico (195)",21,,,,,,,,,21,,
"Actividad economica no especificada (197)",46,,,1,,,,,,,,45
