"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Hogares privados con servicio doméstico (041)",32,32,,,
"Actividad economica no especificada (043)",338,186,49,33,70
"Mujeres (044)",8708,5171,566,880,2091
"Agric., ganadería, caza y silvicultura (045)",186,121,14,13,38
"Pesca (046)",189,47,29,31,82
"Explotación de minas y canteras (047)",1,,,,1
"Industrias manufactureras (048)",1862,286,74,351,1151
"Suministro de electricidad, gas y agua (049)",13,2,1,7,3
"Construcción (050)",37,9,4,17,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2309,2173,85,27,24
"Venta, mant.y rep. veh.autom y motoc. (052)",37,25,6,5,1
"Comercio al por mayor (053)",166,120,14,9,23
"Comercio al por menor (054)",2106,2028,65,13,
"Hoteles y restaurantes (055)",871,774,62,28,7
"Trans., almac. y comunicaciones (056)",204,117,30,27,30
"Intermediación financiera (057)",38,12,7,7,12
"Activid.inmobil., empres. y alquileres (058)",320,161,34,53,72
"Admin.pub. y defensa; p. segur soc.afil (059)",401,,,,401
"Enseñanza (060)",731,222,163,253,93
"Servicios sociales y de salud (061)",188,62,11,17,98
"Otras activ. serv.comun.soc y personales (062)",295,219,21,24,31
"Hogares privados con servicio doméstico (063)",575,575,,,
"Actividad economica no especificada (065)",488,391,31,25,41
,,,,,
"URBANA (066)",33112,19162,4675,3234,6041
"Agric., ganadería, caza y silvicultura (067)",4486,3662,394,223,207
"Pesca (068)",5067,2446,1790,391,440
"Explotación de minas y canteras (069)",36,6,,11,19
"Industrias manufactureras (070)",5937,1591,599,933,2814
"Suministro de electricidad, gas y agua (071)",93,34,7,32,20
"Construcción (072)",1505,963,266,189,87
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4649,4101,323,118,107
"Venta, mant.y rep. veh.autom y motoc. (074)",464,325,71,35,33
"Comercio al por mayor (075)",421,247,53,47,74
"Comercio al por menor (076)",3764,3529,199,36,
"Hoteles y restaurantes (077)",1156,961,115,46,34
"Trans., almac. y comunicaciones (078)",3809,2687,494,368,260
"Intermediación financiera (079)",67,20,12,16,19
"Activid.inmobil., empres. y alquileres (080)",1515,627,242,290,356
"Admin.pub. y defensa; p. segur soc.afil (081)",1166,,,,1166
"Enseñanza (082)",1066,266,216,430,154
"Servicios sociales y de salud (083)",286,92,16,24,154
"Otras activ. serv.comun.soc y personales (084)",866,540,123,105,98
"Hogares privados con servicio doméstico (085)",590,590,,,
"Actividad economica no especificada (087)",818,576,78,58,106
"Hombres (088)",24583,14103,4118,2375,3987
"Agric., ganadería, caza y silvicultura (089)",4330,3558,383,212,177
"Pesca (090)",4884,2400,1761,360,363
"Explotación de minas y canteras (091)",36,6,,11,19
"Industrias manufactureras (092)",4113,1313,525,593,1682
"Suministro de electricidad, gas y agua (093)",80,32,6,25,17
"Construcción (094)",1469,954,263,172,80
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",2387,1972,239,93,83
"Venta, mant.y rep. veh.autom y motoc. (096)",428,300,65,31,32
"Comercio al por mayor (097)",259,131,39,38,51
"Comercio al por menor (098)",1700,1541,135,24,
"Hoteles y restaurantes (099)",291,193,53,18,27
"Trans., almac. y comunicaciones (100)",3607,2571,465,341,230
"Intermediación financiera (101)",29,8,5,9,7
"Activid.inmobil., empres. y alquileres (102)",1202,472,208,238,284
"Admin.pub. y defensa; p. segur soc.afil (103)",769,,,,769
"Enseñanza (104)",353,54,56,182,61
"Servicios sociales y de salud (105)",98,30,5,7,56
"Otras activ. serv.comun.soc y personales (106)",572,322,102,81,67
"Hogares privados con servicio doméstico (107)",32,32,,,
"Actividad economica no especificada (109)",331,186,47,33,65
"Mujeres (110)",8529,5059,557,859,2054
"Agric., ganadería, caza y silvicultura (111)",156,104,11,11,30
"Pesca (112)",183,46,29,31,77
"Industrias manufactureras (114)",1824,278,74,340,1132
"Suministro de electricidad, gas y agua (115)",13,2,1,7,3
"Construcción (116)",36,9,3,17,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2262,2129,84,25,24
"Venta, mant.y rep. veh.autom y motoc. (118)",36,25,6,4,1
"Comercio al por mayor (119)",162,116,14,9,23
"Comercio al por menor (120)",2064,1988,64,12,
"Hoteles y restaurantes (121)",865,768,62,28,7
"Trans., almac. y comunicaciones (122)",202,116,29,27,30
"Intermediación financiera (123)",38,12,7,7,12
"Activid.inmobil., empres. y alquileres (124)",313,155,34,52,72
"Admin.pub. y defensa; p. segur soc.afil (125)",397,,,,397
"Enseñanza (126)",713,212,160,248,93
"Servicios sociales y de salud (127)",188,62,11,17,98
"Otras activ. serv.comun.soc y personales (128)",294,218,21,24,31
"Hogares privados con servicio doméstico (129)",558,558,,,
"Actividad economica no especificada (131)",487,390,31,25,41
,,,,,
"RURAL (132)",1490,1031,135,110,214
"Agric., ganadería, caza y silvicultura (133)",856,743,63,19,31
"Pesca (134)",50,26,4,1,19
"Explotación de minas y canteras (135)",45,,,3,42
"Industrias manufactureras (136)",143,40,18,20,65
"Suministro de electricidad, gas y agua (137)",15,6,2,5,2
"Construcción (138)",52,21,22,5,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",117,86,7,21,3
"Venta, mant.y rep. veh.autom y motoc. (140)",7,3,1,3,
"Comercio al por mayor (141)",26,5,2,16,3
"Comercio al por menor (142)",84,78,4,2,
"Hoteles y restaurantes (143)",11,11,,,
"Trans., almac. y comunicaciones (144)",71,46,5,10,10
"Activid.inmobil., empres. y alquileres (146)",52,17,6,16,13
"Admin.pub. y defensa; p. segur soc.afil (147)",18,,,,18
"Enseñanza (148)",24,12,3,8,1
"Otras activ. serv.comun.soc y personales (150)",11,5,3,2,1
"Hogares privados con servicio doméstico (151)",17,17,,,
"Actividad economica no especificada (153)",8,1,2,,5
"Hombres (154)",1311,919,126,89,177
"Agric., ganadería, caza y silvicultura (155)",826,726,60,17,23
"Pesca (156)",44,25,4,1,14
"Explotación de minas y canteras (157)",44,,,3,41
"Industrias manufactureras (158)",105,32,18,9,46
"Suministro de electricidad, gas y agua (159)",15,6,2,5,2
"Construcción (160)",51,21,21,5,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",70,42,6,19,3
"Venta, mant.y rep. veh.autom y motoc. (162)",6,3,1,2,
"Comercio al por mayor (163)",22,1,2,16,3
"Comercio al por menor (164)",42,38,3,1,
"Hoteles y restaurantes (165)",5,5,,,
"Trans., almac. y comunicaciones (166)",69,45,4,10,10
"Activid.inmobil., empres. y alquileres (168)",45,11,6,15,13
"Admin.pub. y defensa; p. segur soc.afil (169)",14,,,,14
"Enseñanza (170)",6,2,,3,1
"Otras activ. serv.comun.soc y personales (172)",10,4,3,2,1
"Actividad economica no especificada (175)",7,,2,,5
"Mujeres (176)",179,112,9,21,37
"Agric., ganadería, caza y silvicultura (177)",30,17,3,2,8
"Pesca (178)",6,1,,,5
"Explotación de minas y canteras (179)",1,,,,1
"Industrias manufactureras (180)",38,8,,11,19
"Construcción (182)",1,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",47,44,1,2,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,,,1,
"Comercio al por mayor (185)",4,4,,,
"Comercio al por menor (186)",42,40,1,1,
"Hoteles y restaurantes (187)",6,6,,,
"Trans., almac. y comunicaciones (188)",2,1,1,,
"Activid.inmobil., empres. y alquileres (190)",7,6,,1,
"Admin.pub. y defensa; p. segur soc.afil (191)",4,,,,4
"Enseñanza (192)",18,10,3,5,
"Otras activ. serv.comun.soc y personales (194)",1,1,,,
"Hogares privados con servicio doméstico (195)",17,17,,,
"Actividad economica no especificada (197)",1,1,,,
