"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"URBANA (036)",81535,2126,53,15940,32866,5099,7222,5969,12260
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",115,,,1,5,4,21,13,71
"Profes., científicos e intelectuales (038)",9956,,,,124,259,2021,492,7060
"Técnicos de nivel medio ytrab.asimilados (039)",3451,8,,100,673,434,911,613,712
"Jefes y empleados de oficina (040)",2524,,,18,480,260,481,417,868
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",19635,666,15,4628,8672,1337,1255,1581,1481
"Agricult.trabaj. calif.agrop. y pesquros (042)",1985,170,1,845,717,51,49,74,78
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",12142,270,10,2123,6315,973,972,908,571
"Obreros. construc., conf., papel, fab., instr (044)",9728,88,4,1960,5459,619,488,657,453
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",19078,840,19,5783,9274,963,703,911,585
"Otra (046)",780,,,9,296,57,174,121,123
"Ocupación no especificada (047)",2141,84,4,473,851,142,147,182,258
"Hombres (048)",47389,427,20,7439,20767,3165,4144,3890,7537
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",93,,,1,4,2,15,11,60
"Profes., científicos e intelectuales (050)",6020,,,,81,159,1079,333,4368
"Técnicos de nivel medio ytrab.asimilados (051)",2197,1,,43,442,303,538,423,447
"Jefes y empleados de oficina (052)",1239,,,11,284,120,177,219,428
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",7188,72,4,1169,3441,560,470,775,697
"Agricult.trabaj. calif.agrop. y pesquros (054)",1350,58,,547,541,38,39,58,69
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",8497,53,6,1057,4683,742,778,724,454
"Obreros. construc., conf., papel, fab., instr (056)",9263,81,4,1851,5237,580,459,626,425
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",9791,157,4,2594,5334,517,341,517,327
"Otra (058)",757,,,9,290,56,170,111,121
"Ocupación no especificada (059)",994,5,2,157,430,88,78,93,141
"Mujeres (060)",34146,1699,33,8501,12099,1934,3078,2079,4723
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",22,,,,1,2,6,2,11
"Profes., científicos e intelectuales (062)",3936,,,,43,100,942,159,2692
"Técnicos de nivel medio ytrab.asimilados (063)",1254,7,,57,231,131,373,190,265
"Jefes y empleados de oficina (064)",1285,,,7,196,140,304,198,440
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",12447,594,11,3459,5231,777,785,806,784
"Agricult.trabaj. calif.agrop. y pesquros (066)",635,112,1,298,176,13,10,16,9
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",3645,217,4,1066,1632,231,194,184,117
"Obreros. construc., conf., papel, fab., instr (068)",465,7,,109,222,39,29,31,28
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",9287,683,15,3189,3940,446,362,394,258
"Otra (070)",23,,,,6,1,4,10,2
"Ocupación no especificada (071)",1147,79,2,316,421,54,69,89,117
,,,,,,,,,
"RURAL (072)",8475,1330,10,3907,2756,108,120,95,149
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",10,,,1,6,,,1,2
"Profes., científicos e intelectuales (074)",115,,,,11,6,17,6,75
"Técnicos de nivel medio ytrab.asimilados (075)",44,,,2,11,4,15,9,3
"Jefes y empleados de oficina (076)",49,,,2,11,6,7,7,16
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",284,10,,112,134,9,7,8,4
"Agricult.trabaj. calif.agrop. y pesquros (078)",3081,627,,1639,719,21,23,24,28
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",1929,212,2,796,858,26,18,10,7
"Obreros. construc., conf., papel, fab., instr (080)",423,9,,150,226,13,10,9,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",2500,462,8,1188,771,23,21,20,7
"Ocupación no especificada (083)",40,10,,17,9,,2,1,1
"Hombres (084)",4820,366,3,2141,1976,70,94,72,98
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",7,,,1,4,,,,2
"Profes., científicos e intelectuales (086)",70,,,,4,2,14,4,46
"Técnicos de nivel medio ytrab.asimilados (087)",34,,,1,8,4,12,8,1
"Jefes y empleados de oficina (088)",25,,,1,8,3,3,2,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",135,1,,53,68,3,4,5,1
"Agricult.trabaj. calif.agrop. y pesquros (090)",1926,218,,1079,547,16,18,23,25
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",1130,40,,398,642,22,14,10,4
"Obreros. construc., conf., papel, fab., instr (092)",419,9,,148,224,13,10,9,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1061,97,3,455,467,7,17,10,5
"Ocupación no especificada (095)",13,1,,5,4,,2,1,
"Mujeres (096)",3655,964,7,1766,780,38,26,23,51
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",3,,,,2,,,1,
"Profes., científicos e intelectuales (098)",45,,,,7,4,3,2,29
"Técnicos de nivel medio ytrab.asimilados (099)",10,,,1,3,,3,1,2
"Jefes y empleados de oficina (100)",24,,,1,3,3,4,5,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",149,9,,59,66,6,3,3,3
"Agricult.trabaj. calif.agrop. y pesquros (102)",1155,409,,560,172,5,5,1,3
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",799,172,2,398,216,4,4,,3
"Obreros. construc., conf., papel, fab., instr (104)",4,,,2,2,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1439,365,5,733,304,16,4,10,2
"Ocupación no especificada (107)",27,9,,12,5,,,,1
