"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Mujeres (045)",753,12,227,329,139,46
"Agric., ganadería, caza y silvicultura (046)",252,10,81,88,48,25
"Explotación de minas y canteras (048)",1,,,1,,
"Industrias manufactureras (049)",5,,1,,1,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",121,1,31,61,24,4
"Comercio al por mayor (054)",3,,,3,,
"Comercio al por menor (055)",118,1,31,58,24,4
"Hoteles y restaurantes (056)",32,1,5,13,12,1
"Trans., almac. y comunicaciones (057)",5,,2,1,2,
"Activid.inmobil., empres. y alquileres (059)",2,,,,2,
"Admin.pub. y defensa; p. segur.soc.afil (060)",13,,3,9,1,
"Enseñanza (061)",157,,32,101,24,
"Servicios sociales y de salud (062)",17,,9,7,1,
"Otras activ. serv.comun.soc y personales (063)",10,,4,4,2,
"Hogares privados con servicio doméstico (064)",66,,38,17,6,5
"Actividad economica no especificada (066)",72,,21,27,16,8
,,,,,,
"URBANA (067)",1069,7,253,471,282,56
"Agric., ganadería, caza y silvicultura (068)",353,3,100,111,108,31
"Explotación de minas y canteras (070)",1,,1,,,
"Industrias manufactureras (071)",28,,3,14,10,1
"Construcción (073)",46,1,8,18,17,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",145,1,34,77,28,5
"Venta, mant.y rep. veh.autom.y motoc. (075)",1,,,1,,
"Comercio al por mayor (076)",9,,1,7,1,
"Comercio al por menor (077)",135,1,33,69,27,5
"Hoteles y restaurantes (078)",25,1,2,9,12,1
"Trans., almac. y comunicaciones (079)",23,,9,9,5,
"Intermediación financiera (080)",2,,,1,1,
"Activid.inmobil., empres. y alquileres (081)",10,,1,5,2,2
"Admin.pub. y defensa; p. segur.soc.afil (082)",94,,14,56,22,2
"Enseñanza (083)",234,,34,131,66,3
"Servicios sociales y de salud (084)",23,,9,12,1,1
"Otras activ. serv.comun.soc y personales (085)",8,,2,4,2,
"Hogares privados con servicio doméstico (086)",42,1,22,13,3,3
"Actividad economica no especificada (088)",35,,14,11,5,5
"Hombres (089)",766,5,171,318,223,49
"Agric., ganadería, caza y silvicultura (090)",332,3,94,104,101,30
"Explotación de minas y canteras (092)",1,,1,,,
"Industrias manufactureras (093)",27,,3,14,9,1
"Construcción (095)",46,1,8,18,17,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",69,,19,33,13,4
"Venta, mant.y rep. veh.autom.y motoc. (097)",1,,,1,,
"Comercio al por mayor (098)",6,,1,4,1,
"Comercio al por menor (099)",62,,18,28,12,4
"Hoteles y restaurantes (100)",3,,,,2,1
"Trans., almac. y comunicaciones (101)",18,,7,8,3,
"Intermediación financiera (102)",2,,,1,1,
"Activid.inmobil., empres. y alquileres (103)",10,,1,5,2,2
"Admin.pub. y defensa; p. segur.soc.afil (104)",84,,11,49,22,2
"Enseñanza (105)",136,,12,71,50,3
"Servicios sociales y de salud (106)",15,,4,9,1,1
"Otras activ. serv.comun.soc y personales (107)",2,,,1,1,
"Hogares privados con servicio doméstico (108)",8,1,4,3,,
"Actividad economica no especificada (110)",13,,7,2,1,3
"Mujeres (112)",303,2,82,153,59,7
"Agric., ganadería, caza y silvicultura (113)",21,,6,7,7,1
"Industrias manufactureras (116)",1,,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",76,1,15,44,15,1
"Comercio al por mayor (121)",3,,,3,,
"Comercio al por menor (122)",73,1,15,41,15,1
"Hoteles y restaurantes (123)",22,1,2,9,10,
"Trans., almac. y comunicaciones (124)",5,,2,1,2,
"Admin.pub. y defensa; p. segur.soc.afil (127)",10,,3,7,,
"Enseñanza (128)",98,,22,60,16,
"Servicios sociales y de salud (129)",8,,5,3,,
"Otras activ. serv.comun.soc y personales (130)",6,,2,3,1,
"Hogares privados con servicio doméstico (131)",34,,18,10,3,3
"Actividad economica no especificada (133)",22,,7,9,4,2
,,,,,,
"RURAL (134)",3354,36,971,1217,810,320
"Agric., ganadería, caza y silvicultura (135)",2785,35,804,970,690,286
"Pesca (136)",2,,,1,1,
"Explotación de minas y canteras (137)",9,,4,2,3,
"Industrias manufactureras (138)",31,,3,10,9,9
"Suministro de electricidad, gas y agua (139)",1,,1,,,
"Construcción (140)",94,,36,38,16,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",103,,36,40,22,5
"Venta, mant.y rep. veh.autom.y motoc. (142)",1,,1,,,
"Comercio al por mayor (143)",4,,2,,2,
"Comercio al por menor (144)",98,,33,40,20,5
"Hoteles y restaurantes (145)",12,,4,4,3,1
"Trans., almac. y comunicaciones (146)",11,,7,2,2,
"Activid.inmobil., empres. y alquileres (148)",3,,,1,2,
"Admin.pub. y defensa; p. segur.soc.afil (149)",31,,6,17,6,2
"Enseñanza (150)",152,,22,93,37,
"Servicios sociales y de salud (151)",14,,6,6,2,
"Otras activ. serv.comun.soc y personales (152)",6,,2,3,1,
"Hogares privados con servicio doméstico (153)",41,1,24,8,4,4
"Actividad economica no especificada (155)",59,,16,22,12,9
"Hombres (156)",2904,26,826,1041,730,281
"Agric., ganadería, caza y silvicultura (157)",2554,25,729,889,649,262
"Pesca (158)",2,,,1,1,
"Explotación de minas y canteras (159)",8,,4,1,3,
"Industrias manufactureras (160)",27,,2,10,9,6
"Suministro de electricidad, gas y agua (161)",1,,1,,,
"Construcción (162)",94,,36,38,16,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",58,,20,23,13,2
"Venta, mant.y rep. veh.autom.y motoc. (164)",1,,1,,,
"Comercio al por mayor (165)",4,,2,,2,
"Comercio al por menor (166)",53,,17,23,11,2
"Hoteles y restaurantes (167)",2,,1,,1,
"Trans., almac. y comunicaciones (168)",11,,7,2,2,
"Activid.inmobil., empres. y alquileres (170)",1,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (171)",28,,6,15,5,2
"Enseñanza (172)",93,,12,52,29,
"Servicios sociales y de salud (173)",5,,2,2,1,
"Otras activ. serv.comun.soc y personales (174)",2,,,2,,
"Hogares privados con servicio doméstico (175)",9,1,4,1,1,2
"Actividad economica no especificada (177)",9,,2,4,,3
"Mujeres (179)",450,10,145,176,80,39
"Agric., ganadería, caza y silvicultura (180)",231,10,75,81,41,24
"Explotación de minas y canteras (182)",1,,,1,,
"Industrias manufactureras (183)",4,,1,,,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",45,,16,17,9,3
"Comercio al por menor (189)",45,,16,17,9,3
"Hoteles y restaurantes (190)",10,,3,4,2,1
"Activid.inmobil., empres. y alquileres (193)",2,,,,2,
"Admin.pub. y defensa; p. segur.soc.afil (194)",3,,,2,1,
"Enseñanza (195)",59,,10,41,8,
"Servicios sociales y de salud (196)",9,,4,4,1,
"Otras activ. serv.comun.soc y personales (197)",4,,2,1,1,
"Hogares privados con servicio doméstico (198)",32,,20,7,3,2
"Actividad economica no especificada (200)",50,,14,18,12,6
