"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",152,87,40,11,14
"Mujeres (044)",4083,3121,415,297,250
"Agric., ganadería, caza y silvicultura (045)",485,376,72,28,9
"Pesca (046)",64,59,2,2,1
"Explotación de minas y canteras (047)",324,178,54,45,47
"Industrias manufactureras (048)",89,63,3,14,9
"Suministro de electricidad, gas y agua (049)",4,1,1,2,
"Construcción (050)",10,5,4,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1150,1092,49,7,2
"Venta, mant.y rep. veh.autom y motoc. (052)",17,14,2,,1
"Comercio al por mayor (053)",44,37,5,1,1
"Comercio al por menor (054)",1089,1041,42,6,
"Hoteles y restaurantes (055)",771,637,100,26,8
"Trans., almac. y comunicaciones (056)",57,49,4,3,1
"Intermediación financiera (057)",8,5,,1,2
"Activid.inmobil., empres. y alquileres (058)",69,48,11,7,3
"Admin.pub. y defensa; p. segur soc.afil (059)",100,,,,100
"Enseñanza (060)",336,103,86,145,2
"Servicios sociales y de salud (061)",90,18,8,1,63
"Otras activ. serv.comun.soc y personales (062)",159,139,8,9,3
"Hogares privados con servicio doméstico (063)",217,217,,,
"Actividad economica no especificada (065)",150,131,13,6,
,,,,,
"URBANA (066)",9524,6789,1060,726,949
"Agric., ganadería, caza y silvicultura (067)",1684,1407,201,58,18
"Pesca (068)",571,498,48,14,11
"Explotación de minas y canteras (069)",1557,746,244,183,384
"Industrias manufactureras (070)",342,246,38,32,26
"Suministro de electricidad, gas y agua (071)",39,15,6,17,1
"Construcción (072)",508,360,104,42,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1668,1550,90,18,10
"Venta, mant.y rep. veh.autom y motoc. (074)",156,131,17,2,6
"Comercio al por mayor (075)",104,79,15,6,4
"Comercio al por menor (076)",1408,1340,58,10,
"Hoteles y restaurantes (077)",630,581,36,9,4
"Trans., almac. y comunicaciones (078)",683,569,60,34,20
"Intermediación financiera (079)",13,11,,,2
"Activid.inmobil., empres. y alquileres (080)",249,131,48,42,28
"Admin.pub. y defensa; p. segur soc.afil (081)",334,,,,334
"Enseñanza (082)",448,87,127,229,5
"Servicios sociales y de salud (083)",122,27,10,6,79
"Otras activ. serv.comun.soc y personales (084)",289,217,27,30,15
"Hogares privados con servicio doméstico (085)",180,180,,,
"Actividad economica no especificada (087)",207,164,21,12,10
"Hombres (088)",6641,4575,800,510,756
"Agric., ganadería, caza y silvicultura (089)",1403,1215,143,36,9
"Pesca (090)",555,487,46,12,10
"Explotación de minas y canteras (091)",1487,714,237,176,360
"Industrias manufactureras (092)",268,189,36,24,19
"Suministro de electricidad, gas y agua (093)",36,15,5,15,1
"Construcción (094)",498,355,100,41,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",720,654,46,11,9
"Venta, mant.y rep. veh.autom y motoc. (096)",144,120,16,2,6
"Comercio al por mayor (097)",62,44,10,5,3
"Comercio al por menor (098)",514,490,20,4,
"Hoteles y restaurantes (099)",127,115,6,4,2
"Trans., almac. y comunicaciones (100)",635,527,57,31,20
"Intermediación financiera (101)",6,6,,,
"Activid.inmobil., empres. y alquileres (102)",183,85,37,36,25
"Admin.pub. y defensa; p. segur soc.afil (103)",248,,,,248
"Enseñanza (104)",165,18,52,91,4
"Servicios sociales y de salud (105)",45,13,3,5,24
"Otras activ. serv.comun.soc y personales (106)",155,100,21,21,13
"Hogares privados con servicio doméstico (107)",12,12,,,
"Actividad economica no especificada (109)",98,70,11,7,10
"Mujeres (110)",2883,2214,260,216,193
"Agric., ganadería, caza y silvicultura (111)",281,192,58,22,9
"Pesca (112)",16,11,2,2,1
"Explotación de minas y canteras (113)",70,32,7,7,24
"Industrias manufactureras (114)",74,57,2,8,7
"Suministro de electricidad, gas y agua (115)",3,,1,2,
"Construcción (116)",10,5,4,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",948,896,44,7,1
"Venta, mant.y rep. veh.autom y motoc. (118)",12,11,1,,
"Comercio al por mayor (119)",42,35,5,1,1
"Comercio al por menor (120)",894,850,38,6,
"Hoteles y restaurantes (121)",503,466,30,5,2
"Trans., almac. y comunicaciones (122)",48,42,3,3,
"Intermediación financiera (123)",7,5,,,2
"Activid.inmobil., empres. y alquileres (124)",66,46,11,6,3
"Admin.pub. y defensa; p. segur soc.afil (125)",86,,,,86
"Enseñanza (126)",283,69,75,138,1
"Servicios sociales y de salud (127)",77,14,7,1,55
"Otras activ. serv.comun.soc y personales (128)",134,117,6,9,2
"Hogares privados con servicio doméstico (129)",168,168,,,
"Actividad economica no especificada (131)",109,94,10,5,
,,,,,
"RURAL (132)",7153,4168,1318,639,1028
"Agric., ganadería, caza y silvicultura (133)",1429,1320,75,33,1
"Pesca (134)",347,316,26,1,4
"Explotación de minas y canteras (135)",3865,1574,1036,463,792
"Industrias manufactureras (136)",79,49,5,13,12
"Suministro de electricidad, gas y agua (137)",7,5,1,1,
"Construcción (138)",149,66,9,9,65
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",321,304,10,3,4
"Venta, mant.y rep. veh.autom y motoc. (140)",36,28,4,1,3
"Comercio al por mayor (141)",9,6,,2,1
"Comercio al por menor (142)",276,270,6,,
"Hoteles y restaurantes (143)",323,213,72,27,11
"Trans., almac. y comunicaciones (144)",177,100,23,31,23
"Intermediación financiera (145)",2,,,2,
"Activid.inmobil., empres. y alquileres (146)",101,27,6,35,33
"Admin.pub. y defensa; p. segur soc.afil (147)",56,,,,56
"Enseñanza (148)",79,44,17,16,2
"Servicios sociales y de salud (149)",22,5,1,,16
"Otras activ. serv.comun.soc y personales (150)",43,33,5,,5
"Hogares privados con servicio doméstico (151)",58,58,,,
"Actividad economica no especificada (153)",95,54,32,5,4
"Hombres (154)",5953,3261,1163,558,971
"Agric., ganadería, caza y silvicultura (155)",1225,1136,61,27,1
"Pesca (156)",299,268,26,1,4
"Explotación de minas y canteras (157)",3611,1428,989,425,769
"Industrias manufactureras (158)",64,43,4,7,10
"Suministro de electricidad, gas y agua (159)",6,4,1,1,
"Construcción (160)",149,66,9,9,65
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",119,108,5,3,3
"Venta, mant.y rep. veh.autom y motoc. (162)",31,25,3,1,2
"Comercio al por mayor (163)",7,4,,2,1
"Comercio al por menor (164)",81,79,2,,
"Hoteles y restaurantes (165)",55,42,2,6,5
"Trans., almac. y comunicaciones (166)",168,93,22,31,22
"Intermediación financiera (167)",1,,,1,
"Activid.inmobil., empres. y alquileres (168)",98,25,6,34,33
"Admin.pub. y defensa; p. segur soc.afil (169)",42,,,,42
"Enseñanza (170)",26,10,6,9,1
"Servicios sociales y de salud (171)",9,1,,,8
"Otras activ. serv.comun.soc y personales (172)",18,11,3,,4
"Hogares privados con servicio doméstico (173)",9,9,,,
"Actividad economica no especificada (175)",54,17,29,4,4
"Mujeres (176)",1200,907,155,81,57
"Agric., ganadería, caza y silvicultura (177)",204,184,14,6,
"Pesca (178)",48,48,,,
"Explotación de minas y canteras (179)",254,146,47,38,23
"Industrias manufactureras (180)",15,6,1,6,2
"Suministro de electricidad, gas y agua (181)",1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",202,196,5,,1
"Venta, mant.y rep. veh.autom y motoc. (184)",5,3,1,,1
"Comercio al por mayor (185)",2,2,,,
"Comercio al por menor (186)",195,191,4,,
"Hoteles y restaurantes (187)",268,171,70,21,6
"Trans., almac. y comunicaciones (188)",9,7,1,,1
"Intermediación financiera (189)",1,,,1,
"Activid.inmobil., empres. y alquileres (190)",3,2,,1,
"Admin.pub. y defensa; p. segur soc.afil (191)",14,,,,14
"Enseñanza (192)",53,34,11,7,1
"Servicios sociales y de salud (193)",13,4,1,,8
"Otras activ. serv.comun.soc y personales (194)",25,22,2,,1
"Hogares privados con servicio doméstico (195)",49,49,,,
"Actividad economica no especificada (197)",41,37,3,1,
