"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",52,47,3,2,
,,,,,
"URBANA (036)",3848,1528,244,422,1654
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",13,,,1,12
"Profes., científicos e intelectuales (038)",256,26,28,64,138
"Técnicos de nivel medio y trab. asimilados (039)",391,81,21,31,258
"Jefes y empleados de oficina (040)",174,17,14,21,122
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",392,320,18,17,37
"Agricult.trabaj.calif.agrop.y pesqueros (042)",288,276,10,,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",382,114,27,15,226
"Obreros construc.,conf.,papel, fab., instr. (044)",753,203,53,117,380
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1121,463,67,152,439
"Otra (046)",39,,,,39
"Ocupación no especificada (047)",39,28,6,4,1
"Hombres (048)",2924,988,184,347,1405
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",11,,,1,10
"Profes., científicos e intelectuales (050)",165,11,15,36,103
"Técnicos de nivel medio y trab. asimilados (051)",305,51,18,27,209
"Jefes y empleados de oficina (052)",94,6,7,10,71
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",139,95,5,14,25
"Agricult.trabaj.calif.agrop.y pesqueros (054)",262,250,10,,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",369,105,25,15,224
"Obreros construc.,conf.,papel, fab., instr. (056)",715,197,51,106,361
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",814,267,50,136,361
"Otra (058)",38,,,,38
"Ocupación no especificada (059)",12,6,3,2,1
"Mujeres (060)",924,540,60,75,249
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,,,,2
"Profes., científicos e intelectuales (062)",91,15,13,28,35
"Técnicos de nivel medio y trab. asimilados (063)",86,30,3,4,49
"Jefes y empleados de oficina (064)",80,11,7,11,51
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",253,225,13,3,12
"Agricult.trabaj.calif.agrop.y pesqueros (066)",26,26,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",13,9,2,,2
"Obreros construc.,conf.,papel, fab., instr. (068)",38,6,2,11,19
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",307,196,17,16,78
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",27,22,3,2,
,,,,,
"RURAL (072)",1693,1130,64,137,362
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",3,,1,,2
"Profes., científicos e intelectuales (074)",48,10,8,16,14
"Técnicos de nivel medio y trab. asimilados (075)",34,10,,6,18
"Jefes y empleados de oficina (076)",18,1,2,1,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",59,50,,6,3
"Agricult.trabaj.calif.agrop.y pesqueros (078)",674,663,10,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",89,16,8,40,25
"Obreros construc.,conf.,papel, fab., instr. (080)",289,40,13,29,207
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",440,312,22,38,68
"Otra (082)",11,,,,11
"Ocupación no especificada (083)",28,28,,,
"Hombres (084)",1411,897,59,122,333
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,,1,,1
"Profes., científicos e intelectuales (086)",31,6,6,12,7
"Técnicos de nivel medio y trab. asimilados (087)",25,9,,4,12
"Jefes y empleados de oficina (088)",15,,1,1,13
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",22,20,,1,1
"Agricult.trabaj.calif.agrop.y pesqueros (090)",605,594,10,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",87,15,8,39,25
"Obreros construc.,conf.,papel, fab., instr. (092)",281,39,13,29,200
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",329,211,20,35,63
"Otra (094)",11,,,,11
"Ocupación no especificada (095)",3,3,,,
"Mujeres (096)",282,233,5,15,29
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",17,4,2,4,7
"Técnicos de nivel medio y trab. asimilados (099)",9,1,,2,6
"Jefes y empleados de oficina (100)",3,1,1,,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",37,30,,5,2
"Agricult.trabaj.calif.agrop.y pesqueros (102)",69,69,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",2,1,,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",8,1,,,7
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",111,101,2,3,5
"Ocupación no especificada (107)",25,25,,,
