"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Servicios sociales y de salud (039)",208,,42,93,65,8
"Otras activ. serv.comun.soc y personales (040)",500,12,160,183,113,32
"Hogares privados con servicio doméstico (041)",31,,16,6,7,2
"Actividad economica no especificada (043)",716,10,230,226,190,60
"Mujeres (045)",10570,203,3081,3849,2853,584
"Agric., ganadería, caza y silvicultura (046)",1884,88,585,525,481,205
"Pesca (047)",6,,4,2,,
"Explotación de minas y canteras (048)",1,,1,,,
"Industrias manufactureras (049)",618,11,249,197,137,24
"Suministro de electricidad, gas y agua (050)",11,,5,4,2,
"Construcción (051)",46,4,17,16,6,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",2773,41,653,1100,821,158
"Venta, mant.y rep. veh.autom.y motoc. (053)",25,,9,11,5,
"Comercio al por mayor (054)",106,1,18,44,35,8
"Comercio al por menor (055)",2642,40,626,1045,781,150
"Hoteles y restaurantes (056)",1088,29,218,388,389,64
"Trans., almac. y comunicaciones (057)",73,1,47,19,6,
"Intermediación financiera (058)",19,,13,5,1,
"Activid.inmobil., empres. y alquileres (059)",194,1,111,60,21,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",305,,110,147,46,2
"Enseñanza (061)",1195,,189,580,417,9
"Servicios sociales y de salud (062)",265,,81,132,49,3
"Otras activ. serv.comun.soc y personales (063)",268,2,71,109,75,11
"Hogares privados con servicio doméstico (064)",792,20,440,204,116,12
"Organiz. y organos extraterritoriales (065)",1,,1,,,
"Actividad economica no especificada (066)",1031,6,286,361,286,92
,,,,,,
"URBANA (067)",28918,369,8365,9916,8128,2140
"Agric., ganadería, caza y silvicultura (068)",10885,159,2967,3199,3177,1383
"Pesca (069)",50,1,26,18,5,
"Explotación de minas y canteras (070)",16,,7,1,8,
"Industrias manufactureras (071)",1960,35,741,642,441,101
"Suministro de electricidad, gas y agua (072)",87,,18,31,30,8
"Construcción (073)",1185,6,327,496,325,31
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",5321,96,1363,1976,1566,320
"Venta, mant.y rep. veh.autom.y motoc. (075)",346,7,117,129,73,20
"Comercio al por mayor (076)",241,3,67,98,61,12
"Comercio al por menor (077)",4734,86,1179,1749,1432,288
"Hoteles y restaurantes (078)",1103,24,248,387,376,68
"Trans., almac. y comunicaciones (079)",2160,9,971,745,409,26
"Intermediación financiera (080)",48,,23,18,7,
"Activid.inmobil., empres. y alquileres (081)",625,1,250,242,121,11
"Admin.pub. y defensa; p. segur.soc.afil (082)",858,,207,380,256,15
"Enseñanza (083)",1597,,188,705,690,14
"Servicios sociales y de salud (084)",417,,98,201,108,10
"Otras activ. serv.comun.soc y personales (085)",685,13,195,265,176,36
"Hogares privados con servicio doméstico (086)",653,18,335,183,103,14
"Organiz. y organos extraterritoriales (087)",1,,1,,,
"Actividad economica no especificada (088)",1267,7,400,427,330,103
"Hombres (089)",20800,272,6055,6830,5897,1746
"Agric., ganadería, caza y silvicultura (090)",10070,134,2712,2952,2970,1302
"Pesca (091)",45,1,23,16,5,
"Explotación de minas y canteras (092)",15,,6,1,8,
"Industrias manufactureras (093)",1477,26,543,485,338,85
"Suministro de electricidad, gas y agua (094)",77,,14,27,28,8
"Construcción (095)",1162,6,320,483,322,31
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",2866,73,781,991,848,173
"Venta, mant.y rep. veh.autom.y motoc. (097)",323,7,109,119,68,20
"Comercio al por mayor (098)",141,2,49,54,31,5
"Comercio al por menor (099)",2402,64,623,818,749,148
"Hoteles y restaurantes (100)",166,8,58,49,40,11
"Trans., almac. y comunicaciones (101)",2097,9,930,728,404,26
"Intermediación financiera (102)",29,,10,13,6,
"Activid.inmobil., empres. y alquileres (103)",443,,150,183,100,10
"Admin.pub. y defensa; p. segur.soc.afil (104)",564,,100,241,210,13
"Enseñanza (105)",594,,50,234,304,6
"Servicios sociales y de salud (106)",182,,32,84,59,7
"Otras activ. serv.comun.soc y personales (107)",443,12,135,162,105,29
"Hogares privados con servicio doméstico (108)",24,,11,6,5,2
"Actividad economica no especificada (110)",546,3,180,175,145,43
"Mujeres (112)",8118,97,2310,3086,2231,394
"Agric., ganadería, caza y silvicultura (113)",815,25,255,247,207,81
"Pesca (114)",5,,3,2,,
"Explotación de minas y canteras (115)",1,,1,,,
"Industrias manufactureras (116)",483,9,198,157,103,16
"Suministro de electricidad, gas y agua (117)",10,,4,4,2,
"Construcción (118)",23,,7,13,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",2455,23,582,985,718,147
"Venta, mant.y rep. veh.autom.y motoc. (120)",23,,8,10,5,
"Comercio al por mayor (121)",100,1,18,44,30,7
"Comercio al por menor (122)",2332,22,556,931,683,140
"Hoteles y restaurantes (123)",937,16,190,338,336,57
"Trans., almac. y comunicaciones (124)",63,,41,17,5,
"Intermediación financiera (125)",19,,13,5,1,
"Activid.inmobil., empres. y alquileres (126)",182,1,100,59,21,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",294,,107,139,46,2
"Enseñanza (128)",1003,,138,471,386,8
"Servicios sociales y de salud (129)",235,,66,117,49,3
"Otras activ. serv.comun.soc y personales (130)",242,1,60,103,71,7
"Hogares privados con servicio doméstico (131)",629,18,324,177,98,12
"Organiz. y organos extraterritoriales (132)",1,,1,,,
"Actividad economica no especificada (133)",721,4,220,252,185,60
,,,,,,
"RURAL (134)",18218,409,5522,5447,4924,1916
"Agric., ganadería, caza y silvicultura (135)",14415,324,4247,4092,3986,1766
"Pesca (136)",34,,25,6,3,
"Explotación de minas y canteras (137)",7,,6,1,,
"Industrias manufactureras (138)",475,6,217,163,78,11
"Suministro de electricidad, gas y agua (139)",16,,5,8,3,
"Construcción (140)",404,10,101,165,111,17
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",969,38,256,319,306,50
"Venta, mant.y rep. veh.autom.y motoc. (142)",31,,16,9,6,
"Comercio al por mayor (143)",36,1,5,12,16,2
"Comercio al por menor (144)",902,37,235,298,284,48
"Hoteles y restaurantes (145)",174,16,37,55,59,7
"Trans., almac. y comunicaciones (146)",479,1,211,179,84,4
"Intermediación financiera (147)",3,,1,1,,1
"Activid.inmobil., empres. y alquileres (148)",73,2,38,25,7,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",56,,12,24,19,1
"Enseñanza (150)",324,,68,171,84,1
"Servicios sociales y de salud (151)",56,,25,24,6,1
"Otras activ. serv.comun.soc y personales (152)",83,1,36,27,12,7
"Hogares privados con servicio doméstico (153)",170,2,121,27,20,
"Actividad economica no especificada (155)",480,9,116,160,146,49
"Hombres (156)",15766,303,4751,4684,4302,1726
"Agric., ganadería, caza y silvicultura (157)",13346,261,3917,3814,3712,1642
"Pesca (158)",33,,24,6,3,
"Explotación de minas y canteras (159)",7,,6,1,,
"Industrias manufactureras (160)",340,4,166,123,44,3
"Suministro de electricidad, gas y agua (161)",15,,4,8,3,
"Construcción (162)",381,6,91,162,108,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",651,20,185,204,203,39
"Venta, mant.y rep. veh.autom.y motoc. (164)",29,,15,8,6,
"Comercio al por mayor (165)",30,1,5,12,11,1
"Comercio al por menor (166)",592,19,165,184,186,38
"Hoteles y restaurantes (167)",23,3,9,5,6,
"Trans., almac. y comunicaciones (168)",469,,205,177,83,4
"Intermediación financiera (169)",3,,1,1,,1
"Activid.inmobil., empres. y alquileres (170)",61,2,27,24,7,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",45,,9,16,19,1
"Enseñanza (172)",132,,17,62,53,
"Servicios sociales y de salud (173)",26,,10,9,6,1
"Otras activ. serv.comun.soc y personales (174)",57,,25,21,8,3
"Hogares privados con servicio doméstico (175)",7,,5,,2,
"Actividad economica no especificada (177)",170,7,50,51,45,17
"Mujeres (179)",2452,106,771,763,622,190
"Agric., ganadería, caza y silvicultura (180)",1069,63,330,278,274,124
"Pesca (181)",1,,1,,,
"Industrias manufactureras (183)",135,2,51,40,34,8
"Suministro de electricidad, gas y agua (184)",1,,1,,,
"Construcción (185)",23,4,10,3,3,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",318,18,71,115,103,11
"Venta, mant.y rep. veh.autom.y motoc. (187)",2,,1,1,,
"Comercio al por mayor (188)",6,,,,5,1
"Comercio al por menor (189)",310,18,70,114,98,10
"Hoteles y restaurantes (190)",151,13,28,50,53,7
"Trans., almac. y comunicaciones (191)",10,1,6,2,1,
"Activid.inmobil., empres. y alquileres (193)",12,,11,1,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",11,,3,8,,
"Enseñanza (195)",192,,51,109,31,1
"Servicios sociales y de salud (196)",30,,15,15,,
"Otras activ. serv.comun.soc y personales (197)",26,1,11,6,4,4
"Hogares privados con servicio doméstico (198)",163,2,116,27,18,
"Actividad economica no especificada (200)",310,2,66,109,101,32
