"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Admin.pub. y defensa; p. segur.soc afil (038)",2392,,611,1049,705,27
"Enseñanza (039)",1589,,140,837,599,13
"Servicios sociales y de salud (040)",343,,60,161,106,16
"Otras activ. serv.comun.soc y personales (041)",1063,25,384,360,251,43
"Hogares privados con servicio doméstico (042)",60,2,26,21,7,4
"Actividad economica no especificada (044)",803,3,263,295,201,41
"Desocupado (045)",2113,26,924,679,409,75
"Mujeres (046)",15865,149,5264,6634,3469,349
"Agric., ganadería, caza y silvicultura (047)",207,1,79,49,49,29
"Pesca (048)",112,3,49,40,20,
"Explotación de minas y canteras (049)",3,,2,,1,
"Industrias manufactureras (050)",1032,15,377,397,227,16
"Suministro de electricidad, gas y agua (051)",5,,1,4,,
"Construcción (052)",63,,27,26,7,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",3894,63,1192,1605,903,131
"Venta, mant.y rep. veh.autom.y motoc. (054)",95,1,45,32,17,
"Comercio al por mayor (055)",200,,74,79,44,3
"Comercio al por menor (056)",3599,62,1073,1494,842,128
"Hoteles y restaurantes (057)",1776,26,601,643,454,52
"Trans., almac. y comunicaciones (058)",269,2,159,70,36,2
"Intermediación financiera (059)",115,,69,33,12,1
"Activid.inmobil., empres. y alquileres (060)",596,,261,219,107,9
"Admin.pub. y defensa; p. segur.soc afil (061)",966,,364,411,189,2
"Enseñanza (062)",2637,,319,1604,703,11
"Servicios sociales y de salud (063)",577,,147,294,132,4
"Otras activ. serv.comun.soc y personales (064)",851,8,330,346,152,15
"Hogares privados con servicio doméstico (065)",1170,19,518,389,221,23
"Organiz. y organos extraterritoriales (066)",1,,,1,,
"Actividad economica no especificada (067)",726,,244,267,175,40
"Desocupado (068)",865,12,525,236,81,11
,,,,,,
"URBANA (069)",50631,524,16707,19449,12095,1856
"Agric., ganadería, caza y silvicultura (070)",5829,43,1509,1766,1774,737
"Pesca (071)",2390,25,955,893,477,40
"Explotación de minas y canteras (072)",44,,15,19,9,1
"Industrias manufactureras (073)",3547,60,1309,1308,766,104
"Suministro de electricidad, gas y agua (074)",102,2,23,46,29,2
"Construcción (075)",2930,13,846,1234,756,81
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",9211,222,3020,3479,2125,365
"Venta, mant.y rep. veh.autom.y motoc. (077)",989,7,390,373,196,23
"Comercio al por mayor (078)",496,5,195,192,96,8
"Comercio al por menor (079)",7726,210,2435,2914,1833,334
"Hoteles y restaurantes (080)",2700,48,999,888,672,93
"Trans., almac. y comunicaciones (081)",5797,25,2520,2053,1115,84
"Intermediación financiera (082)",262,,133,92,35,2
"Activid.inmobil., empres. y alquileres (083)",2394,,831,988,531,44
"Admin.pub. y defensa; p. segur.soc afil (084)",3282,,941,1432,882,27
"Enseñanza (085)",4038,,427,2334,1253,24
"Servicios sociales y de salud (086)",898,,199,447,234,18
"Otras activ. serv.comun.soc y personales (087)",1871,33,695,695,394,54
"Hogares privados con servicio doméstico (088)",1156,20,506,386,218,26
"Organiz. y organos extraterritoriales (089)",1,,,1,,
"Actividad economica no especificada (090)",1497,3,491,553,373,77
"Desocupado (091)",2682,30,1288,835,452,77
"Hombres (092)",35391,379,11703,13031,8760,1518
"Agric., ganadería, caza y silvicultura (093)",5667,42,1449,1728,1736,712
"Pesca (094)",2280,22,907,853,458,40
"Explotación de minas y canteras (095)",41,,13,19,8,1
"Industrias manufactureras (096)",2565,46,954,927,550,88
"Suministro de electricidad, gas y agua (097)",97,2,22,42,29,2
"Construcción (098)",2867,13,819,1208,749,78
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",5435,159,1858,1916,1264,238
"Venta, mant.y rep. veh.autom.y motoc. (100)",899,6,347,343,180,23
"Comercio al por mayor (101)",317,5,130,119,57,6
"Comercio al por menor (102)",4219,148,1381,1454,1027,209
"Hoteles y restaurantes (103)",971,22,414,258,236,41
"Trans., almac. y comunicaciones (104)",5537,23,2368,1985,1079,82
"Intermediación financiera (105)",150,,66,60,23,1
"Activid.inmobil., empres. y alquileres (106)",1814,,577,774,427,36
"Admin.pub. y defensa; p. segur.soc afil (107)",2344,,593,1029,697,25
"Enseñanza (108)",1525,,136,800,576,13
"Servicios sociales y de salud (109)",335,,57,158,105,15
"Otras activ. serv.comun.soc y personales (110)",1036,25,373,354,245,39
"Hogares privados con servicio doméstico (111)",57,2,24,21,7,3
"Actividad economica no especificada (113)",787,3,257,291,198,38
"Desocupado (114)",1883,20,816,608,373,66
"Mujeres (115)",15240,145,5004,6418,3335,338
"Agric., ganadería, caza y silvicultura (116)",162,1,60,38,38,25
"Pesca (117)",110,3,48,40,19,
"Explotación de minas y canteras (118)",3,,2,,1,
"Industrias manufactureras (119)",982,14,355,381,216,16
"Suministro de electricidad, gas y agua (120)",5,,1,4,,
"Construcción (121)",63,,27,26,7,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",3776,63,1162,1563,861,127
"Venta, mant.y rep. veh.autom.y motoc. (123)",90,1,43,30,16,
"Comercio al por mayor (124)",179,,65,73,39,2
"Comercio al por menor (125)",3507,62,1054,1460,806,125
"Hoteles y restaurantes (126)",1729,26,585,630,436,52
"Trans., almac. y comunicaciones (127)",260,2,152,68,36,2
"Intermediación financiera (128)",112,,67,32,12,1
"Activid.inmobil., empres. y alquileres (129)",580,,254,214,104,8
"Admin.pub. y defensa; p. segur.soc afil (130)",938,,348,403,185,2
"Enseñanza (131)",2513,,291,1534,677,11
"Servicios sociales y de salud (132)",563,,142,289,129,3
"Otras activ. serv.comun.soc y personales (133)",835,8,322,341,149,15
"Hogares privados con servicio doméstico (134)",1099,18,482,365,211,23
"Organiz. y organos extraterritoriales (135)",1,,,1,,
"Actividad economica no especificada (136)",710,,234,262,175,39
"Desocupado (137)",799,10,472,227,79,11
,,,,,,
"RURAL (138)",4076,44,1417,1323,954,338
"Agric., ganadería, caza y silvicultura (139)",2351,29,696,704,625,297
"Pesca (140)",48,1,24,17,6,
"Explotación de minas y canteras (141)",2,,,1,1,
"Industrias manufactureras (142)",151,1,80,45,22,3
"Suministro de electricidad, gas y agua (143)",8,,4,2,2,
"Construcción (144)",57,,20,25,10,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",314,4,104,115,80,11
"Venta, mant.y rep. veh.autom.y motoc. (146)",47,,26,11,8,2
"Comercio al por mayor (147)",76,,35,26,13,2
"Comercio al por menor (148)",191,4,43,78,59,7
"Hoteles y restaurantes (149)",56,,18,18,20,
"Trans., almac. y comunicaciones (150)",272,,126,97,48,1
"Intermediación financiera (151)",4,,2,1,1,
"Activid.inmobil., empres. y alquileres (152)",82,,35,31,14,2
"Admin.pub. y defensa; p. segur.soc afil (153)",76,,34,28,12,2
"Enseñanza (154)",188,,32,107,49,
"Servicios sociales y de salud (155)",22,,8,8,4,2
"Otras activ. serv.comun.soc y personales (156)",43,,19,11,9,4
"Hogares privados con servicio doméstico (157)",74,1,38,24,10,1
"Actividad economica no especificada (159)",32,,16,9,3,4
"Desocupado (160)",296,8,161,80,38,9
"Hombres (161)",3451,40,1157,1107,820,327
"Agric., ganadería, caza y silvicultura (162)",2306,29,677,693,614,293
"Pesca (163)",46,1,23,17,5,
"Explotación de minas y canteras (164)",2,,,1,1,
"Industrias manufactureras (165)",101,,58,29,11,3
"Suministro de electricidad, gas y agua (166)",8,,4,2,2,
"Construcción (167)",57,,20,25,10,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",196,4,74,73,38,7
"Venta, mant.y rep. veh.autom.y motoc. (169)",42,,24,9,7,2
"Comercio al por mayor (170)",55,,26,20,8,1
"Comercio al por menor (171)",99,4,24,44,23,4
"Hoteles y restaurantes (172)",9,,2,5,2,
"Trans., almac. y comunicaciones (173)",263,,119,95,48,1
"Intermediación financiera (174)",1,,,,1,
"Activid.inmobil., empres. y alquileres (175)",66,,28,26,11,1
"Admin.pub. y defensa; p. segur.soc afil (176)",48,,18,20,8,2
"Enseñanza (177)",64,,4,37,23,
"Servicios sociales y de salud (178)",8,,3,3,1,1
"Otras activ. serv.comun.soc y personales (179)",27,,11,6,6,4
"Hogares privados con servicio doméstico (180)",3,,2,,,1
"Actividad economica no especificada (182)",16,,6,4,3,3
"Desocupado (183)",230,6,108,71,36,9
"Mujeres (184)",625,4,260,216,134,11
"Agric., ganadería, caza y silvicultura (185)",45,,19,11,11,4
"Pesca (186)",2,,1,,1,
"Industrias manufactureras (188)",50,1,22,16,11,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",118,,30,42,42,4
"Venta, mant.y rep. veh.autom.y motoc. (192)",5,,2,2,1,
"Comercio al por mayor (193)",21,,9,6,5,1
"Comercio al por menor (194)",92,,19,34,36,3
"Hoteles y restaurantes (195)",47,,16,13,18,
"Trans., almac. y comunicaciones (196)",9,,7,2,,
"Intermediación financiera (197)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (198)",16,,7,5,3,1
"Admin.pub. y defensa; p. segur.soc afil (199)",28,,16,8,4,
"Enseñanza (200)",124,,28,70,26,
"Servicios sociales y de salud (201)",14,,5,5,3,1
"Otras activ. serv.comun.soc y personales (202)",16,,8,5,3,
"Hogares privados con servicio doméstico (203)",71,1,36,24,10,
"Actividad economica no especificada (205)",16,,10,5,,1
"Desocupado (206)",66,2,53,9,2,
