"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",183,171,12,,
,,,,,
"URBANA (036)",2205,1572,332,105,196
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",17,,2,2,13
"Profes., científicos e intelectuales (038)",365,97,156,63,49
"Técnicos de nivel medio y trab. asimilados (039)",49,20,8,,21
"Jefes y empleados de oficina (040)",84,5,6,8,65
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",227,210,13,1,3
"Agricult.trabaj.calif.agrop.y pesqueros (042)",589,562,26,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",76,60,9,2,5
"Obreros construc.,conf.,papel, fab., instr. (044)",86,63,14,6,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",536,423,67,17,29
"Otra (046)",8,,,,8
"Ocupación no especificada (047)",168,132,31,5,
"Hombres (048)",1530,1071,233,80,146
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",13,,1,2,10
"Profes., científicos e intelectuales (050)",224,54,96,44,30
"Técnicos de nivel medio y trab. asimilados (051)",37,16,8,,13
"Jefes y empleados de oficina (052)",64,3,5,5,51
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",68,58,7,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (054)",529,505,23,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",66,51,8,2,5
"Obreros construc.,conf.,papel, fab., instr. (056)",80,60,11,6,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",354,265,51,14,24
"Otra (058)",8,,,,8
"Ocupación no especificada (059)",87,59,23,5,
"Mujeres (060)",675,501,99,25,50
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,,1,,3
"Profes., científicos e intelectuales (062)",141,43,60,19,19
"Técnicos de nivel medio y trab. asimilados (063)",12,4,,,8
"Jefes y empleados de oficina (064)",20,2,1,3,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",159,152,6,,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",60,57,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",10,9,1,,
"Obreros construc.,conf.,papel, fab., instr. (068)",6,3,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",182,158,16,3,5
"Ocupación no especificada (071)",81,73,8,,
,,,,,
"RURAL (072)",3732,3348,259,49,76
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",9,,,,9
"Profes., científicos e intelectuales (074)",155,89,53,8,5
"Técnicos de nivel medio y trab. asimilados (075)",18,11,2,,5
"Jefes y empleados de oficina (076)",21,6,3,1,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",91,88,2,1,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1653,1621,31,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",73,55,9,8,1
"Obreros construc.,conf.,papel, fab., instr. (080)",113,75,25,10,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1401,1221,121,19,40
"Otra (082)",1,,,,1
"Ocupación no especificada (083)",197,182,13,1,1
"Hombres (084)",2984,2652,228,46,58
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,,,,8
"Profes., científicos e intelectuales (086)",113,59,44,7,3
"Técnicos de nivel medio y trab. asimilados (087)",15,10,2,,3
"Jefes y empleados de oficina (088)",15,4,3,1,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",30,28,1,1,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1505,1476,28,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",68,52,8,7,1
"Obreros construc.,conf.,papel, fab., instr. (092)",112,74,25,10,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1022,865,108,18,31
"Otra (094)",1,,,,1
"Ocupación no especificada (095)",95,84,9,1,1
"Mujeres (096)",748,696,31,3,18
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",42,30,9,1,2
"Técnicos de nivel medio y trab. asimilados (099)",3,1,,,2
"Jefes y empleados de oficina (100)",6,2,,,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",61,60,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",148,145,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",5,3,1,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",379,356,13,1,9
"Ocupación no especificada (107)",102,98,4,,
