"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",6,2,3,1,,
"Primaria (033)",287,15,126,78,49,19
"Secundaria (034)",227,1,158,52,14,2
"Superior no univ. incompleta (035)",25,,21,3,1,
"Superior no univ. completa (036)",91,,58,27,6,
"Superior univ. incompleta (037)",7,,6,1,,
"Superior univ. completa (038)",19,,9,9,1,
"No PEA (040)",27114,11984,7530,3157,2624,1819
"Sin nivel (041)",3331,398,333,640,1004,956
"Educación inicial (042)",787,759,18,10,,
"Primaria (043)",15542,9441,2287,1781,1297,736
"Secundaria (044)",6242,1386,4018,514,237,87
"Superior no univ. incompleta (045)",639,,561,62,14,2
"Superior no univ. completa (046)",329,,149,109,47,24
"Superior univ. incompleta (047)",146,,128,11,7,
"Superior univ. completa (048)",98,,36,30,18,14
,,,,,,
"URBANA (060)",14213,3982,4205,2942,2067,1017
"Sin nivel (061)",951,58,84,168,300,341
"Educación inicial (062)",257,247,8,2,,
"Primaria (063)",6111,2951,683,1012,947,518
"Secundaria (064)",4309,726,2291,747,439,106
"Superior no univ. incompleta (065)",663,,478,133,45,7
"Superior no univ. completa (066)",1231,,396,598,206,31
"Superior univ. incompleta (067)",215,,142,46,27,
"Superior univ. completa (068)",476,,123,236,103,14
"PEA (070)",4935,51,1483,1871,1224,306
"Sin nivel (071)",234,1,33,36,105,59
"Educación inicial (072)",4,,3,1,,
"Primaria (073)",1515,38,262,506,520,189
"Secundaria (074)",1503,12,674,483,291,43
"Superior no univ. incompleta (075)",222,,99,85,33,5
"Superior no univ. completa (076)",945,,269,505,163,8
"Superior univ. incompleta (077)",107,,47,39,21,
"Superior univ. completa (078)",405,,96,216,91,2
"Ocupada (080)",4626,47,1319,1780,1182,298
"Sin nivel (081)",222,1,30,35,100,56
"Educación inicial (082)",3,,2,1,,
"Primaria (083)",1434,35,241,477,496,185
"Secundaria (084)",1401,11,608,455,285,42
"Superior no univ. incompleta (085)",204,,84,83,32,5
"Superior no univ. completa (086)",869,,222,482,157,8
"Superior univ. incompleta (087)",101,,42,38,21,
"Superior univ. completa (088)",392,,90,209,91,2
"Desocupada (090)",309,4,164,91,42,8
"Sin nivel (091)",12,,3,1,5,3
"Educación inicial (092)",1,,1,,,
"Primaria (093)",81,3,21,29,24,4
"Secundaria (094)",102,1,66,28,6,1
"Superior no univ. incompleta (095)",18,,15,2,1,
"Superior no univ. completa (096)",76,,47,23,6,
"Superior univ. incompleta (097)",6,,5,1,,
"Superior univ. completa (098)",13,,6,7,,
"No PEA (100)",9278,3931,2722,1071,843,711
"Sin nivel (101)",717,57,51,132,195,282
"Educación inicial (102)",253,247,5,1,,
"Primaria (103)",4596,2913,421,506,427,329
"Secundaria (104)",2806,714,1617,264,148,63
"Superior no univ. incompleta (105)",441,,379,48,12,2
"Superior no univ. completa (106)",286,,127,93,43,23
"Superior univ. incompleta (107)",108,,95,7,6,
"Superior univ. completa (108)",71,,27,20,12,12
,,,,,,
"RURAL (120)",25747,8282,7350,4447,3778,1890
"Sin nivel (121)",3658,367,400,745,1199,947
"Educación inicial (122)",549,514,20,15,,
"Primaria (123)",15702,6706,3126,2783,2210,877
"Secundaria (124)",5188,695,3427,709,304,53
"Superior no univ. incompleta (125)",281,,227,41,11,2
"Superior no univ. completa (126)",206,,77,97,27,5
"Superior univ. incompleta (127)",64,,43,12,7,2
"Superior univ. completa (128)",99,,30,45,20,4
"PEA (130)",7911,229,2542,2361,1997,782
"Sin nivel (131)",1044,26,118,237,390,273
"Educación inicial (132)",15,2,7,6,,
"Primaria (133)",4756,178,1260,1508,1340,470
"Secundaria (134)",1752,23,1026,459,215,29
"Superior no univ. incompleta (135)",83,,45,27,9,2
"Superior no univ. completa (136)",163,,55,81,23,4
"Superior univ. incompleta (137)",26,,10,8,6,2
"Superior univ. completa (138)",72,,21,35,14,2
"Ocupada (140)",7506,208,2313,2271,1952,762
"Sin nivel (141)",1004,19,109,228,379,269
"Educación inicial (142)",10,,5,5,,
"Primaria (143)",4550,166,1155,1459,1315,455
"Secundaria (144)",1627,23,934,435,207,28
"Superior no univ. incompleta (145)",76,,39,26,9,2
"Superior no univ. completa (146)",148,,44,77,23,4
"Superior univ. incompleta (147)",25,,9,8,6,2
"Superior univ. completa (148)",66,,18,33,13,2
"Desocupada (150)",405,21,229,90,45,20
"Sin nivel (151)",40,7,9,9,11,4
"Educación inicial (152)",5,2,2,1,,
"Primaria (153)",206,12,105,49,25,15
"Secundaria (154)",125,,92,24,8,1
"Superior no univ. incompleta (155)",7,,6,1,,
"Superior no univ. completa (156)",15,,11,4,,
"Superior univ. incompleta (157)",1,,1,,,
"Superior univ. completa (158)",6,,3,2,1,
"No PEA (160)",17836,8053,4808,2086,1781,1108
"Sin nivel (161)",2614,341,282,508,809,674
"Educación inicial (162)",534,512,13,9,,
"Primaria (163)",10946,6528,1866,1275,870,407
"Secundaria (164)",3436,672,2401,250,89,24
"Superior no univ. incompleta (165)",198,,182,14,2,
"Superior no univ. completa (166)",43,,22,16,4,1
"Superior univ. incompleta (167)",38,,33,4,1,
"Superior univ. completa (168)",27,,9,10,6,2
