"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",4417,3721,452,168,76
"Obreros construc.,conf.,papel, fab., instr. (032)",907,725,96,40,46
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",21094,19509,875,397,313
"Otra (034)",118,,,,118
"Ocupación no especificada (035)",1776,1533,104,73,66
,,,,,
"URBANA (036)",154623,107282,14847,13925,18569
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",403,26,96,131,150
"Profes., científicos e intelectuales (038)",25437,6929,4160,6410,7938
"Técnicos de nivel medio y trab. asimilados (039)",10757,5766,1413,1589,1989
"Jefes y empleados de oficina (040)",7236,1665,897,1374,3300
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",31570,27914,2071,1060,525
"Agricult.trabaj.calif.agrop.y pesqueros (042)",7827,7228,542,42,15
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",16243,12601,1904,853,885
"Obreros construc.,conf.,papel, fab., instr. (044)",16573,13156,1297,1050,1070
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",34400,29652,2239,1233,1276
"Otra (046)",1253,,,,1253
"Ocupación no especificada (047)",2924,2345,228,183,168
"Hombres (048)",88321,59505,9161,8290,11365
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",294,19,68,88,119
"Profes., científicos e intelectuales (050)",13111,3815,2033,3156,4107
"Técnicos de nivel medio y trab. asimilados (051)",6819,3742,962,1025,1090
"Jefes y empleados de oficina (052)",3209,633,356,623,1597
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",12854,10674,1093,696,391
"Agricult.trabaj.calif.agrop.y pesqueros (054)",5360,4956,366,30,8
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",12217,9230,1481,691,815
"Obreros construc.,conf.,papel, fab., instr. (056)",15900,12631,1224,1020,1025
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",16116,12845,1447,849,975
"Otra (058)",1135,,,,1135
"Ocupación no especificada (059)",1306,960,131,112,103
"Mujeres (060)",66302,47777,5686,5635,7204
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",109,7,28,43,31
"Profes., científicos e intelectuales (062)",12326,3114,2127,3254,3831
"Técnicos de nivel medio y trab. asimilados (063)",3938,2024,451,564,899
"Jefes y empleados de oficina (064)",4027,1032,541,751,1703
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",18716,17240,978,364,134
"Agricult.trabaj.calif.agrop.y pesqueros (066)",2467,2272,176,12,7
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",4026,3371,423,162,70
"Obreros construc.,conf.,papel, fab., instr. (068)",673,525,73,30,45
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",18284,16807,792,384,301
"Otra (070)",118,,,,118
"Ocupación no especificada (071)",1618,1385,97,71,65
,,,,,
"RURAL (072)",17566,15797,857,463,449
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",19,1,1,2,15
"Profes., científicos e intelectuales (074)",560,206,117,134,103
"Técnicos de nivel medio y trab. asimilados (075)",252,161,36,21,34
"Jefes y empleados de oficina (076)",110,27,17,16,50
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",1230,1100,80,35,15
"Agricult.trabaj.calif.agrop.y pesqueros (078)",6143,6003,125,8,7
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",1331,1057,107,83,84
"Obreros construc.,conf.,papel, fab., instr. (080)",1563,1308,121,86,48
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",6035,5656,240,72,67
"Otra (082)",25,,,,25
"Ocupación no especificada (083)",298,278,13,6,1
"Hombres (084)",11634,10348,587,357,342
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",17,1,1,2,13
"Profes., científicos e intelectuales (086)",308,105,67,79,57
"Técnicos de nivel medio y trab. asimilados (087)",182,119,27,17,19
"Jefes y empleados de oficina (088)",59,11,10,10,28
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",464,386,40,25,13
"Agricult.trabaj.calif.agrop.y pesqueros (090)",4945,4827,103,8,7
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",940,707,78,77,78
"Obreros construc.,conf.,papel, fab., instr. (092)",1329,1108,98,76,47
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",3225,2954,157,59,55
"Otra (094)",25,,,,25
"Ocupación no especificada (095)",140,130,6,4,
"Mujeres (096)",5932,5449,270,106,107
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,,,2
"Profes., científicos e intelectuales (098)",252,101,50,55,46
"Técnicos de nivel medio y trab. asimilados (099)",70,42,9,4,15
"Jefes y empleados de oficina (100)",51,16,7,6,22
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",766,714,40,10,2
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1198,1176,22,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",391,350,29,6,6
"Obreros construc.,conf.,papel, fab., instr. (104)",234,200,23,10,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2810,2702,83,13,12
"Ocupación no especificada (107)",158,148,7,2,1
