"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",2,,2,,,
"Primaria (033)",139,5,33,40,47,14
"Secundaria (034)",134,1,96,26,10,1
"Superior no univ. incompleta (035)",25,,18,6,1,
"Superior no univ. completa (036)",38,,24,13,1,
"Superior univ. incompleta (037)",18,,10,6,1,1
"Superior univ. completa (038)",22,,8,10,4,
"No PEA (040)",17540,7436,4510,2162,1928,1504
"Sin nivel (041)",3855,261,398,875,1191,1130
"Educación inicial (042)",643,612,19,12,,
"Primaria (043)",8232,5533,1037,813,557,292
"Secundaria (044)",3873,1030,2431,285,91,36
"Superior no univ. incompleta (045)",323,,264,40,11,8
"Superior no univ. completa (046)",200,,85,66,29,20
"Superior univ. incompleta (047)",272,,232,29,10,1
"Superior univ. completa (048)",142,,44,42,39,17
,,,,,,
"URBANA (060)",6986,1707,2011,1559,1130,579
"Sin nivel (061)",625,23,29,100,208,265
"Educación inicial (062)",111,102,6,3,,
"Primaria (063)",2298,1209,177,315,378,219
"Secundaria (064)",1968,373,1024,346,182,43
"Superior no univ. incompleta (065)",333,,211,88,29,5
"Superior no univ. completa (066)",664,,196,338,111,19
"Superior univ. incompleta (067)",366,,253,83,27,3
"Superior univ. completa (068)",621,,115,286,195,25
"PEA (070)",2870,44,820,1119,703,184
"Sin nivel (071)",192,,12,52,73,55
"Educación inicial (072)",6,1,3,2,,
"Primaria (073)",588,28,84,178,209,89
"Secundaria (074)",703,15,318,220,131,19
"Superior no univ. incompleta (075)",157,,74,62,20,1
"Superior no univ. completa (076)",537,,146,293,90,8
"Superior univ. incompleta (077)",175,,92,62,19,2
"Superior univ. completa (078)",512,,91,250,161,10
"Ocupada (080)",2688,42,734,1056,683,173
"Sin nivel (081)",186,,12,48,72,54
"Educación inicial (082)",5,1,2,2,,
"Primaria (083)",545,27,73,164,201,80
"Secundaria (084)",645,14,278,208,126,19
"Superior no univ. incompleta (085)",143,,66,57,19,1
"Superior no univ. completa (086)",509,,130,281,90,8
"Superior univ. incompleta (087)",159,,84,56,18,1
"Superior univ. completa (088)",496,,89,240,157,10
"Desocupada (090)",182,2,86,63,20,11
"Sin nivel (091)",6,,,4,1,1
"Educación inicial (092)",1,,1,,,
"Primaria (093)",43,1,11,14,8,9
"Secundaria (094)",58,1,40,12,5,
"Superior no univ. incompleta (095)",14,,8,5,1,
"Superior no univ. completa (096)",28,,16,12,,
"Superior univ. incompleta (097)",16,,8,6,1,1
"Superior univ. completa (098)",16,,2,10,4,
"No PEA (100)",4116,1663,1191,440,427,395
"Sin nivel (101)",433,23,17,48,135,210
"Educación inicial (102)",105,101,3,1,,
"Primaria (103)",1710,1181,93,137,169,130
"Secundaria (104)",1265,358,706,126,51,24
"Superior no univ. incompleta (105)",176,,137,26,9,4
"Superior no univ. completa (106)",127,,50,45,21,11
"Superior univ. incompleta (107)",191,,161,21,8,1
"Superior univ. completa (108)",109,,24,36,34,15
,,,,,,
"RURAL (120)",19274,5863,5033,3532,3073,1773
"Sin nivel (121)",4927,241,481,1254,1638,1313
"Educación inicial (122)",552,517,22,13,,
"Primaria (123)",9029,4425,1554,1492,1156,402
"Secundaria (124)",3939,680,2511,537,182,29
"Superior no univ. incompleta (125)",287,,217,56,8,6
"Superior no univ. completa (126)",243,,90,93,43,17
"Superior univ. incompleta (127)",144,,103,30,8,3
"Superior univ. completa (128)",153,,55,57,38,3
"PEA (130)",5850,90,1714,1810,1572,664
"Sin nivel (131)",1505,3,100,427,582,393
"Educación inicial (132)",14,6,6,2,,
"Primaria (133)",2507,73,610,816,768,240
"Secundaria (134)",1331,8,786,378,142,17
"Superior no univ. incompleta (135)",140,,90,42,6,2
"Superior no univ. completa (136)",170,,55,72,35,8
"Superior univ. incompleta (137)",63,,32,22,6,3
"Superior univ. completa (138)",120,,35,51,33,1
"Ocupada (140)",5600,85,1599,1757,1509,650
"Sin nivel (141)",1457,2,90,416,564,385
"Educación inicial (142)",13,6,5,2,,
"Primaria (143)",2411,69,588,790,729,235
"Secundaria (144)",1255,8,730,364,137,16
"Superior no univ. incompleta (145)",129,,80,41,6,2
"Superior no univ. completa (146)",160,,47,71,34,8
"Superior univ. incompleta (147)",61,,30,22,6,3
"Superior univ. completa (148)",114,,29,51,33,1
"Desocupada (150)",250,5,115,53,63,14
"Sin nivel (151)",48,1,10,11,18,8
"Educación inicial (152)",1,,1,,,
"Primaria (153)",96,4,22,26,39,5
"Secundaria (154)",76,,56,14,5,1
"Superior no univ. incompleta (155)",11,,10,1,,
"Superior no univ. completa (156)",10,,8,1,1,
"Superior univ. incompleta (157)",2,,2,,,
"Superior univ. completa (158)",6,,6,,,
"No PEA (160)",13424,5773,3319,1722,1501,1109
"Sin nivel (161)",3422,238,381,827,1056,920
"Educación inicial (162)",538,511,16,11,,
"Primaria (163)",6522,4352,944,676,388,162
"Secundaria (164)",2608,672,1725,159,40,12
"Superior no univ. incompleta (165)",147,,127,14,2,4
"Superior no univ. completa (166)",73,,35,21,8,9
"Superior univ. incompleta (167)",81,,71,8,2,
"Superior univ. completa (168)",33,,20,6,5,2
