"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,3,,,,,
"Profes., científicos e intelectuales (098)",56,52,,4,,,
"Técnicos de nivel medio y trab. asimilados (099)",20,11,,9,,,
"Jefes y empleados de oficina (100)",23,22,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",265,34,5,194,8,24,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1318,,,1299,19,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",195,,21,112,5,57,
"Obreros construc.,conf.,papel, fab., instr. (104)",46,,17,23,,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2422,34,174,107,1,2054,52
"Otra (106)",4,4,,,,,
"Ocupación no especificada (107)",251,13,5,152,2,79,
