"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,,,,
"URBANA (036)",2899,2447,184,73,195
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",8,,1,,7
"Profes., científicos e intelectuales (038)",196,54,54,54,34
"Técnicos de nivel medio y trab. asimilados (039)",36,14,3,2,17
"Jefes y empleados de oficina (040)",82,5,5,4,68
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",366,352,9,5,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1126,1082,44,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",80,72,4,1,3
"Obreros construc.,conf.,papel, fab., instr. (044)",87,64,12,,11
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",790,735,38,2,15
"Otra (046)",36,,,,36
"Ocupación no especificada (047)",92,69,14,5,4
"Hombres (048)",1674,1343,129,58,144
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",4,,1,,3
"Profes., científicos e intelectuales (050)",138,36,38,43,21
"Técnicos de nivel medio y trab. asimilados (051)",29,12,3,2,12
"Jefes y empleados de oficina (052)",51,3,4,3,41
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",132,125,4,3,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",763,731,32,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",62,54,4,1,3
"Obreros construc.,conf.,papel, fab., instr. (056)",86,63,12,,11
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",325,288,21,2,14
"Otra (058)",36,,,,36
"Ocupación no especificada (059)",48,31,10,4,3
"Mujeres (060)",1225,1104,55,15,51
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,,,,4
"Profes., científicos e intelectuales (062)",58,18,16,11,13
"Técnicos de nivel medio y trab. asimilados (063)",7,2,,,5
"Jefes y empleados de oficina (064)",31,2,1,1,27
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",234,227,5,2,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",363,351,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",18,18,,,
"Obreros construc.,conf.,papel, fab., instr. (068)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",465,447,17,,1
"Ocupación no especificada (071)",44,38,4,1,1
,,,,,
"RURAL (072)",8380,7984,266,39,91
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",14,,1,,13
"Profes., científicos e intelectuales (074)",126,52,45,18,11
"Técnicos de nivel medio y trab. asimilados (075)",15,10,1,1,3
"Jefes y empleados de oficina (076)",53,5,1,1,46
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",115,108,4,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3948,3905,43,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",83,73,9,1,
"Obreros construc.,conf.,papel, fab., instr. (080)",95,83,7,1,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3815,3641,153,15,6
"Otra (082)",3,,,,3
"Ocupación no especificada (083)",113,107,2,1,3
"Hombres (084)",4560,4273,178,34,75
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",13,,1,,12
"Profes., científicos e intelectuales (086)",95,37,37,15,6
"Técnicos de nivel medio y trab. asimilados (087)",11,10,,1,
"Jefes y empleados de oficina (088)",47,3,1,1,42
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",56,52,2,,2
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2594,2561,33,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",61,54,6,1,
"Obreros construc.,conf.,papel, fab., instr. (092)",94,82,7,1,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1546,1436,90,14,6
"Otra (094)",3,,,,3
"Ocupación no especificada (095)",40,38,1,1,
"Mujeres (096)",3820,3711,88,5,16
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",31,15,8,3,5
"Técnicos de nivel medio y trab. asimilados (099)",4,,1,,3
"Jefes y empleados de oficina (100)",6,2,,,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",59,56,2,1,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1354,1344,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",22,19,3,,
"Obreros construc.,conf.,papel, fab., instr. (104)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2269,2205,63,1,
"Ocupación no especificada (107)",73,69,1,,3
