"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (041)",83,6,33,18,17,9
"Hogares privados con servicio doméstico (042)",15,,6,5,2,2
"Actividad economica no especificada (044)",132,1,39,34,41,17
"Desocupado (045)",806,11,415,241,117,22
"Mujeres (046)",8525,121,2331,2573,2497,1003
"Agric., ganadería, caza y silvicultura (047)",5220,75,1072,1357,1848,868
"Pesca (048)",51,,15,15,16,5
"Explotación de minas y canteras (049)",1,,1,,,
"Industrias manufactureras (050)",387,7,175,131,61,13
"Construcción (052)",13,,5,7,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1388,17,435,561,313,62
"Venta, mant.y rep. veh.autom.y motoc. (054)",20,,7,9,4,
"Comercio al por mayor (055)",67,,25,27,14,1
"Comercio al por menor (056)",1301,17,403,525,295,61
"Hoteles y restaurantes (057)",225,5,69,84,57,10
"Trans., almac. y comunicaciones (058)",26,,19,6,1,
"Intermediación financiera (059)",14,1,4,2,5,2
"Activid.inmobil., empres. y alquileres (060)",31,,15,14,1,1
"Admin.pub. y defensa; p. segur.soc afil (061)",43,,17,18,7,1
"Enseñanza (062)",261,,68,148,44,1
"Servicios sociales y de salud (063)",57,,13,29,15,
"Otras activ. serv.comun.soc y personales (064)",29,1,16,8,3,1
"Hogares privados con servicio doméstico (065)",228,8,130,52,29,9
"Actividad economica no especificada (067)",201,,51,53,72,25
"Desocupado (068)",350,7,226,88,24,5
,,,,,,
"URBANA (069)",7068,131,1917,2565,1912,543
"Agric., ganadería, caza y silvicultura (070)",2228,70,462,592,737,367
"Pesca (071)",34,1,7,17,8,1
"Explotación de minas y canteras (072)",2,,1,1,,
"Industrias manufactureras (073)",579,10,239,216,100,14
"Suministro de electricidad, gas y agua (074)",8,,1,3,4,
"Construcción (075)",211,,43,89,73,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",1576,22,431,657,383,83
"Venta, mant.y rep. veh.autom.y motoc. (077)",79,1,30,27,18,3
"Comercio al por mayor (078)",86,1,29,34,18,4
"Comercio al por menor (079)",1411,20,372,596,347,76
"Hoteles y restaurantes (080)",234,8,56,89,69,12
"Trans., almac. y comunicaciones (081)",382,3,116,153,104,6
"Intermediación financiera (082)",20,1,3,8,6,2
"Activid.inmobil., empres. y alquileres (083)",112,,33,56,21,2
"Admin.pub. y defensa; p. segur.soc afil (084)",215,,52,97,61,5
"Enseñanza (085)",545,,101,284,156,4
"Servicios sociales y de salud (086)",101,,17,49,35,
"Otras activ. serv.comun.soc y personales (087)",77,3,33,21,11,9
"Hogares privados con servicio doméstico (088)",153,8,75,38,24,8
"Actividad economica no especificada (090)",149,,37,53,51,8
"Desocupado (091)",442,5,210,142,69,16
"Hombres (092)",3945,65,1025,1425,1125,305
"Agric., ganadería, caza y silvicultura (093)",1216,40,254,322,386,214
"Pesca (094)",24,1,4,13,6,
"Explotación de minas y canteras (095)",1,,,1,,
"Industrias manufactureras (096)",362,3,143,141,66,9
"Suministro de electricidad, gas y agua (097)",8,,1,3,4,
"Construcción (098)",200,,38,83,73,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",647,9,185,261,163,29
"Venta, mant.y rep. veh.autom.y motoc. (100)",67,1,27,22,14,3
"Comercio al por mayor (101)",43,1,14,17,8,3
"Comercio al por menor (102)",537,7,144,222,141,23
"Hoteles y restaurantes (103)",62,3,16,17,21,5
"Trans., almac. y comunicaciones (104)",362,3,103,147,103,6
"Intermediación financiera (105)",7,,,6,1,
"Activid.inmobil., empres. y alquileres (106)",87,,21,45,20,1
"Admin.pub. y defensa; p. segur.soc afil (107)",180,,39,80,56,5
"Enseñanza (108)",305,,41,147,114,3
"Servicios sociales y de salud (109)",50,,8,22,20,
"Otras activ. serv.comun.soc y personales (110)",58,3,24,14,9,8
"Hogares privados con servicio doméstico (111)",12,,4,5,2,1
"Actividad economica no especificada (113)",80,,18,27,30,5
"Desocupado (114)",284,3,126,91,51,13
"Mujeres (115)",3123,66,892,1140,787,238
"Agric., ganadería, caza y silvicultura (116)",1012,30,208,270,351,153
"Pesca (117)",10,,3,4,2,1
"Explotación de minas y canteras (118)",1,,1,,,
"Industrias manufactureras (119)",217,7,96,75,34,5
"Construcción (121)",11,,5,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",929,13,246,396,220,54
"Venta, mant.y rep. veh.autom.y motoc. (123)",12,,3,5,4,
"Comercio al por mayor (124)",43,,15,17,10,1
"Comercio al por menor (125)",874,13,228,374,206,53
"Hoteles y restaurantes (126)",172,5,40,72,48,7
"Trans., almac. y comunicaciones (127)",20,,13,6,1,
"Intermediación financiera (128)",13,1,3,2,5,2
"Activid.inmobil., empres. y alquileres (129)",25,,12,11,1,1
"Admin.pub. y defensa; p. segur.soc afil (130)",35,,13,17,5,
"Enseñanza (131)",240,,60,137,42,1
"Servicios sociales y de salud (132)",51,,9,27,15,
"Otras activ. serv.comun.soc y personales (133)",19,,9,7,2,1
"Hogares privados con servicio doméstico (134)",141,8,71,33,22,7
"Actividad economica no especificada (136)",69,,19,26,21,3
"Desocupado (137)",158,2,84,51,18,3
,,,,,,
"RURAL (138)",13106,116,3434,3609,4018,1929
"Agric., ganadería, caza y silvicultura (139)",8984,87,1709,2261,3142,1785
"Pesca (140)",179,1,52,57,54,15
"Explotación de minas y canteras (141)",3,,1,1,1,
"Industrias manufactureras (142)",668,,351,217,83,17
"Suministro de electricidad, gas y agua (143)",2,,1,1,,
"Construcción (144)",668,1,174,234,231,28
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",912,7,349,336,198,22
"Venta, mant.y rep. veh.autom.y motoc. (146)",52,,30,17,5,
"Comercio al por mayor (147)",49,,18,19,11,1
"Comercio al por menor (148)",811,7,301,300,182,21
"Hoteles y restaurantes (149)",71,,36,18,14,3
"Trans., almac. y comunicaciones (150)",293,2,123,107,54,7
"Intermediación financiera (151)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (152)",25,,10,11,4,
"Admin.pub. y defensa; p. segur.soc afil (153)",118,,28,53,36,1
"Enseñanza (154)",142,,34,60,47,1
"Servicios sociales y de salud (155)",16,,4,7,4,1
"Otras activ. serv.comun.soc y personales (156)",35,4,16,5,9,1
"Hogares privados con servicio doméstico (157)",90,,61,19,7,3
"Actividad economica no especificada (159)",184,1,53,34,62,34
"Desocupado (160)",714,13,431,187,72,11
"Hombres (161)",7704,61,1995,2176,2308,1164
"Agric., ganadería, caza y silvicultura (162)",4776,42,845,1174,1645,1070
"Pesca (163)",138,1,40,46,40,11
"Explotación de minas y canteras (164)",3,,1,1,1,
"Industrias manufactureras (165)",498,,272,161,56,9
"Suministro de electricidad, gas y agua (166)",2,,1,1,,
"Construcción (167)",666,1,174,233,230,28
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",453,3,160,171,105,14
"Venta, mant.y rep. veh.autom.y motoc. (169)",44,,26,13,5,
"Comercio al por mayor (170)",25,,8,9,7,1
"Comercio al por menor (171)",384,3,126,149,93,13
"Hoteles y restaurantes (172)",18,,7,6,5,
"Trans., almac. y comunicaciones (173)",287,2,117,107,54,7
"Intermediación financiera (174)",1,,,1,,
"Activid.inmobil., empres. y alquileres (175)",19,,7,8,4,
"Admin.pub. y defensa; p. segur.soc afil (176)",110,,24,52,34,
"Enseñanza (177)",121,,26,49,45,1
"Servicios sociales y de salud (178)",10,,,5,4,1
"Otras activ. serv.comun.soc y personales (179)",25,3,9,4,8,1
"Hogares privados con servicio doméstico (180)",3,,2,,,1
"Actividad economica no especificada (182)",52,1,21,7,11,12
"Desocupado (183)",522,8,289,150,66,9
"Mujeres (184)",5402,55,1439,1433,1710,765
"Agric., ganadería, caza y silvicultura (185)",4208,45,864,1087,1497,715
"Pesca (186)",41,,12,11,14,4
"Industrias manufactureras (188)",170,,79,56,27,8
"Construcción (190)",2,,,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",459,4,189,165,93,8
"Venta, mant.y rep. veh.autom.y motoc. (192)",8,,4,4,,
"Comercio al por mayor (193)",24,,10,10,4,
"Comercio al por menor (194)",427,4,175,151,89,8
"Hoteles y restaurantes (195)",53,,29,12,9,3
"Trans., almac. y comunicaciones (196)",6,,6,,,
"Intermediación financiera (197)",1,,1,,,
"Activid.inmobil., empres. y alquileres (198)",6,,3,3,,
"Admin.pub. y defensa; p. segur.soc afil (199)",8,,4,1,2,1
"Enseñanza (200)",21,,8,11,2,
"Servicios sociales y de salud (201)",6,,4,2,,
"Otras activ. serv.comun.soc y personales (202)",10,1,7,1,1,
"Hogares privados con servicio doméstico (203)",87,,59,19,7,2
"Actividad economica no especificada (205)",132,,32,27,51,22
"Desocupado (206)",192,5,142,37,6,2
