"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Hoteles y restaurantes (077)",462,,6,8,27,208,,3,5,205,,
"Trans., almac. y comunicaciones (078)",350,,5,19,19,7,,5,237,58,,
"Intermediación financiera (079)",3,,,1,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (080)",259,,45,46,57,32,,11,5,63,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",408,17,5,14,184,16,,3,12,123,34,
"Enseñanza (082)",571,5,555,4,3,,,,1,3,,
"Servicios sociales y de salud (083)",118,,39,57,4,5,,2,1,10,,
"Otras activ. serv.comun.soc y personales (084)",131,,12,47,3,12,,2,2,53,,
"Hogares privados con servicio doméstico (085)",213,,,,,,,,,213,,
"Actividad economica no especificada (087)",432,,2,10,19,,,,,,,401
"Hombres (088)",6127,18,478,277,238,515,1504,668,666,1444,31,288
"Agric., ganadería, caza y silvicultura (089)",2087,,1,,,,1471,1,,614,,
"Pesca (090)",173,,,,1,,33,,,139,,
"Explotación de minas y canteras (091)",334,,42,34,17,,,171,46,24,,
"Industrias manufactureras (092)",340,,8,5,4,2,,261,21,39,,
"Suministro de electricidad, gas y agua (093)",13,,,2,,,,2,2,7,,
"Construcción (094)",718,,30,47,9,,,130,337,165,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",602,,4,26,,371,,78,2,121,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",97,,3,12,,12,,68,,2,,
"Comercio al por mayor (097)",30,,,4,,22,,1,1,2,,
"Comercio al por menor (098)",475,,1,10,,337,,9,1,117,,
"Hoteles y restaurantes (099)",204,,4,6,25,76,,3,5,85,,
"Trans., almac. y comunicaciones (100)",327,,4,17,13,6,,4,233,50,,
"Activid.inmobil., empres. y alquileres (102)",216,,39,40,30,32,,11,5,59,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",301,14,4,12,126,15,,3,11,85,31,
"Enseñanza (104)",317,4,307,3,1,,,,1,1,,
"Servicios sociales y de salud (105)",68,,22,35,3,3,,2,1,2,,
"Otras activ. serv.comun.soc y personales (106)",101,,11,41,3,10,,2,2,32,,
"Hogares privados con servicio doméstico (107)",21,,,,,,,,,21,,
"Actividad economica no especificada (109)",305,,2,9,6,,,,,,,288
"Mujeres (110)",2368,4,282,55,112,495,250,35,16,1003,3,113
"Agric., ganadería, caza y silvicultura (111)",714,,,2,,1,249,,,462,,
"Pesca (112)",9,,,,,,1,,,8,,
"Explotación de minas y canteras (113)",6,,4,,2,,,,,,,
"Industrias manufactureras (114)",39,,,2,,1,,34,1,1,,
"Suministro de electricidad, gas y agua (115)",1,,,,,,,,,1,,
"Construcción (116)",15,,2,,,,,,10,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",497,,,8,,355,,,,134,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",4,,,1,,3,,,,,,
"Comercio al por mayor (119)",15,,,5,,9,,,,1,,
"Comercio al por menor (120)",478,,,2,,343,,,,133,,
"Hoteles y restaurantes (121)",258,,2,2,2,132,,,,120,,
"Trans., almac. y comunicaciones (122)",23,,1,2,6,1,,1,4,8,,
"Intermediación financiera (123)",3,,,1,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",43,,6,6,27,,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",107,3,1,2,58,1,,,1,38,3,
"Enseñanza (126)",254,1,248,1,2,,,,,2,,
"Servicios sociales y de salud (127)",50,,17,22,1,2,,,,8,,
"Otras activ. serv.comun.soc y personales (128)",30,,1,6,,2,,,,21,,
"Hogares privados con servicio doméstico (129)",192,,,,,,,,,192,,
"Actividad economica no especificada (131)",127,,,1,13,,,,,,,113
,,,,,,,,,,,,
"RURAL (132)",8837,19,473,77,39,281,4825,110,158,2626,14,215
"Agric., ganadería, caza y silvicultura (133)",7087,,,1,,,4792,,,2294,,
"Pesca (134)",148,,,,,,33,,,115,,
"Explotación de minas y canteras (135)",84,,8,11,2,,,36,7,20,,
"Industrias manufactureras (136)",65,,,2,,,,48,3,12,,
"Construcción (138)",152,,1,11,2,,,13,82,43,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",297,,,7,1,242,,8,,39,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",12,,,5,,,,7,,,,
"Comercio al por mayor (141)",12,,,1,,9,,,,2,,
"Comercio al por menor (142)",273,,,1,1,233,,1,,37,,
"Hoteles y restaurantes (143)",36,,,2,1,20,,,1,12,,
"Trans., almac. y comunicaciones (144)",84,,,4,2,3,,2,56,17,,
"Intermediación financiera (145)",1,,,,,,,,,1,,
"Activid.inmobil., empres. y alquileres (146)",57,,2,12,13,7,,3,1,19,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",54,5,2,3,8,,,,6,16,14,
"Enseñanza (148)",463,13,448,,1,,,,1,,,
"Servicios sociales y de salud (149)",34,,11,17,1,5,,,,,,
"Otras activ. serv.comun.soc y personales (150)",30,1,1,7,5,4,,,1,11,,
"Hogares privados con servicio doméstico (151)",27,,,,,,,,,27,,
"Actividad economica no especificada (153)",218,,,,3,,,,,,,215
"Hombres (154)",7098,17,292,68,36,213,4509,107,157,1625,14,60
"Agric., ganadería, caza y silvicultura (155)",5812,,,1,,,4477,,,1334,,
"Pesca (156)",147,,,,,,32,,,115,,
"Explotación de minas y canteras (157)",83,,8,11,2,,,36,7,19,,
"Industrias manufactureras (158)",61,,,1,,,,46,3,11,,
"Construcción (160)",150,,,11,2,,,12,82,43,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",240,,,7,1,191,,8,,33,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",12,,,5,,,,7,,,,
"Comercio al por mayor (163)",8,,,1,,5,,,,2,,
"Comercio al por menor (164)",220,,,1,1,186,,1,,31,,
"Hoteles y restaurantes (165)",15,,,2,1,6,,,1,5,,
"Trans., almac. y comunicaciones (166)",83,,,4,2,3,,2,55,17,,
"Intermediación financiera (167)",1,,,,,,,,,1,,
"Activid.inmobil., empres. y alquileres (168)",55,,2,12,11,7,,3,1,19,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",48,3,1,3,7,,,,6,14,14,
"Enseñanza (170)",290,13,275,,1,,,,1,,,
"Servicios sociales y de salud (171)",19,,5,10,1,3,,,,,,
"Otras activ. serv.comun.soc y personales (172)",26,1,1,6,5,3,,,1,9,,
"Hogares privados con servicio doméstico (173)",5,,,,,,,,,5,,
"Actividad economica no especificada (175)",63,,,,3,,,,,,,60
"Mujeres (176)",1739,2,181,9,3,68,316,3,1,1001,,155
"Agric., ganadería, caza y silvicultura (177)",1275,,,,,,315,,,960,,
"Pesca (178)",1,,,,,,1,,,,,
"Explotación de minas y canteras (179)",1,,,,,,,,,1,,
"Industrias manufactureras (180)",4,,,1,,,,2,,1,,
"Construcción (182)",2,,1,,,,,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",57,,,,,51,,,,6,,
"Comercio al por mayor (185)",4,,,,,4,,,,,,
"Comercio al por menor (186)",53,,,,,47,,,,6,,
"Hoteles y restaurantes (187)",21,,,,,14,,,,7,,
"Trans., almac. y comunicaciones (188)",1,,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (190)",2,,,,2,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",6,2,1,,1,,,,,2,,
"Enseñanza (192)",173,,173,,,,,,,,,
"Servicios sociales y de salud (193)",15,,6,7,,2,,,,,,
"Otras activ. serv.comun.soc y personales (194)",4,,,1,,1,,,,2,,
"Hogares privados con servicio doméstico (195)",22,,,,,,,,,22,,
"Actividad economica no especificada (197)",155,,,,,,,,,,,155
