"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 20 a 24 años (043)",230,263,249,37,94.7,14.1,
"De 25 a 29 años (044)",166,351,336,30,95.7,8.5,
"De 30 a 34 años (045)",175,566,536,29,94.7,5.1,
"De 35 a 39 años (046)",159,650,615,16,94.6,2.5,
"De 40 a 44 años (047)",132,600,568,3,94.7,0.5,
"De 45 a 49 años (048)",145,794,724,1,91.2,0.1,
"De 50 y más años (049)",776,4989,4122,,82.6,,
,,,,,,,
"URBANA (060)",973,3058,2808,38,91.8,1.2,
"De 12 a 14 años (061)",71,,,,,,
"De 15 a 19 años (062)",101,12,11,1,91.7,8.3,
"De 20 a 24 años (063)",83,67,66,8,98.5,11.9,
"De 25 a 29 años (064)",86,133,132,8,99.2,6,
"De 30 a 34 años (065)",82,188,187,12,99.5,6.4,
"De 35 a 39 años (066)",75,224,218,6,97.3,2.7,
"De 40 a 44 años (067)",71,254,251,1,98.8,0.4,
"De 45 a 49 años (068)",70,293,287,2,98,0.7,
"De 50 y más años (069)",334,1887,1656,,87.8,,
"PEA (070)",275,739,714,15,96.6,2,
"De 12 a 14 años (071)",2,,,,,,
"De 15 a 19 años (072)",15,1,1,,100,,
"De 20 a 24 años (073)",26,18,18,4,100,22.2,
"De 25 a 29 años (074)",39,50,50,1,100,2,
"De 30 a 34 años (075)",32,57,57,5,100,8.8,
"De 35 a 39 años (076)",41,106,103,3,97.2,2.8,
"De 40 a 44 años (077)",29,96,94,,97.9,,
"De 45 a 49 años (078)",33,115,111,2,96.5,1.7,
"De 50 y más años (079)",58,296,280,,94.6,,
"Ocupada (080)",266,733,708,15,96.6,2,
"De 12 a 14 años (081)",2,,,,,,
"De 15 a 19 años (082)",13,1,1,,100,,
"De 20 a 24 años (083)",24,16,16,4,100,25,
"De 25 a 29 años (084)",37,49,49,1,100,2,
"De 30 a 34 años (085)",30,54,54,5,100,9.3,
"De 35 a 39 años (086)",41,106,103,3,97.2,2.8,
"De 40 a 44 años (087)",28,96,94,,97.9,,
"De 45 a 49 años (088)",33,115,111,2,96.5,1.7,
"De 50 y más años (089)",58,296,280,,94.6,,
"Desocupada (090)",9,6,6,,100,,
"De 15 a 19 años (092)",2,,,,,,
"De 20 a 24 años (093)",2,2,2,,100,,
"De 25 a 29 años (094)",2,1,1,,100,,
"De 30 a 34 años (095)",2,3,3,,100,,
"De 40 a 44 años (097)",1,,,,,,
"No PEA (100)",698,2319,2094,23,90.3,1,
"De 12 a 14 años (101)",69,,,,,,
"De 15 a 19 años (102)",86,11,10,1,90.9,9.1,
"De 20 a 24 años (103)",57,49,48,4,98,8.2,
"De 25 a 29 años (104)",47,83,82,7,98.8,8.4,
"De 30 a 34 años (105)",50,131,130,7,99.2,5.3,
"De 35 a 39 años (106)",34,118,115,3,97.5,2.5,
"De 40 a 44 años (107)",42,158,157,1,99.4,0.6,
"De 45 a 49 años (108)",37,178,176,,98.9,,
"De 50 y más años (109)",276,1591,1376,,86.5,,
,,,,,,,
"RURAL (120)",1931,6943,5978,119,86.1,1.7,
"De 12 a 14 años (121)",181,3,3,1,100,33.3,
"De 15 a 19 años (122)",239,42,41,12,97.6,28.6,
"De 20 a 24 años (123)",208,244,231,36,94.7,14.8,
"De 25 a 29 años (124)",159,327,312,28,95.4,8.6,
"De 30 a 34 años (125)",148,496,466,24,94,4.8,
"De 35 a 39 años (126)",161,634,597,14,94.2,2.2,
"De 40 a 44 años (127)",126,584,541,3,92.6,0.5,
"De 45 a 49 años (128)",135,755,672,1,89,0.1,
"De 50 y más años (129)",574,3858,3115,,80.7,,
"PEA (130)",306,996,871,13,87.4,1.3,
"De 12 a 14 años (131)",14,,,,,,
"De 15 a 19 años (132)",21,3,3,1,100,33.3,
"De 20 a 24 años (133)",35,30,30,3,100,10,
"De 25 a 29 años (134)",40,59,58,5,98.3,8.5,
"De 30 a 34 años (135)",23,61,60,2,98.4,3.3,
"De 35 a 39 años (136)",36,102,97,1,95.1,1,
"De 40 a 44 años (137)",36,142,130,1,91.5,0.7,
"De 45 a 49 años (138)",27,139,124,,89.2,,
"De 50 y más años (139)",74,460,369,,80.2,,
"Ocupada (140)",300,993,868,12,87.4,1.2,
"De 12 a 14 años (141)",14,,,,,,
"De 15 a 19 años (142)",19,3,3,1,100,33.3,
"De 20 a 24 años (143)",33,30,30,3,100,10,
"De 25 a 29 años (144)",39,56,55,4,98.2,7.1,
"De 30 a 34 años (145)",23,61,60,2,98.4,3.3,
"De 35 a 39 años (146)",36,102,97,1,95.1,1,
"De 40 a 44 años (147)",36,142,130,1,91.5,0.7,
"De 45 a 49 años (148)",26,139,124,,89.2,,
"De 50 y más años (149)",74,460,369,,80.2,,
"Desocupada (150)",6,3,3,1,100,33.3,
"De 15 a 19 años (152)",2,,,,,,
"De 20 a 24 años (153)",2,,,,,,
"De 25 a 29 años (154)",1,3,3,1,100,33.3,
"De 45 a 49 años (158)",1,,,,,,
"No PEA (160)",1625,5947,5107,106,85.9,1.8,
"De 12 a 14 años (161)",167,3,3,1,100,33.3,
"De 15 a 19 años (162)",218,39,38,11,97.4,28.2,
"De 20 a 24 años (163)",173,214,201,33,93.9,15.4,
"De 25 a 29 años (164)",119,268,254,23,94.8,8.6,
"De 30 a 34 años (165)",125,435,406,22,93.3,5.1,
"De 35 a 39 años (166)",125,532,500,13,94,2.4,
"De 40 a 44 años (167)",90,442,411,2,93,0.5,
"De 45 a 49 años (168)",108,616,548,1,89,0.2,
"De 50 y más años (169)",500,3398,2746,,80.8,,
