"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 50 y más años (049)",2655,101,336,649,752,334,21,462
,,,,,,,,
"URBANA (060)",3841,49,190,315,539,809,1062,877
"De 12 a 14 años (061)",4,,,,,,,4
"De 15 a 19 años (062)",65,,,,,,40,25
"De 20 a 24 años (063)",276,,,,,1,163,112
"De 25 a 29 años (064)",372,,,,,27,216,129
"De 30 a 34 años (065)",459,,,,,77,269,113
"De 35 a 39 años (066)",476,,,,3,154,223,96
"De 40 a 44 años (067)",413,,,,40,196,109,68
"De 45 a 49 años (068)",401,,,4,96,201,33,67
"De 50 y más años (069)",1375,49,190,311,400,153,9,263
"PEA (070)",1262,3,13,47,164,369,358,308
"De 15 a 19 años (072)",10,,,,,,6,4
"De 20 a 24 años (073)",61,,,,,1,26,34
"De 25 a 29 años (074)",121,,,,,9,62,50
"De 30 a 34 años (075)",195,,,,,36,96,63
"De 35 a 39 años (076)",218,,,,3,74,96,45
"De 40 a 44 años (077)",198,,,,15,95,56,32
"De 45 a 49 años (078)",186,,,1,45,92,13,35
"De 50 y más años (079)",273,3,13,46,101,62,3,45
"Ocupada (080)",1214,3,13,46,161,358,345,288
"De 15 a 19 años (082)",9,,,,,,5,4
"De 20 a 24 años (083)",50,,,,,1,23,26
"De 25 a 29 años (084)",113,,,,,6,60,47
"De 30 a 34 años (085)",186,,,,,34,96,56
"De 35 a 39 años (086)",209,,,,3,71,91,44
"De 40 a 44 años (087)",195,,,,15,95,54,31
"De 45 a 49 años (088)",182,,,1,44,89,13,35
"De 50 y más años (089)",270,3,13,45,99,62,3,45
"Desocupada (090)",48,,,1,3,11,13,20
"De 15 a 19 años (092)",1,,,,,,1,
"De 20 a 24 años (093)",11,,,,,,3,8
"De 25 a 29 años (094)",8,,,,,3,2,3
"De 30 a 34 años (095)",9,,,,,2,,7
"De 35 a 39 años (096)",9,,,,,3,5,1
"De 40 a 44 años (097)",3,,,,,,2,1
"De 45 a 49 años (098)",4,,,,1,3,,
"De 50 y más años (099)",3,,,1,2,,,
"No PEA (100)",2579,46,177,268,375,440,704,569
"De 12 a 14 años (101)",4,,,,,,,4
"De 15 a 19 años (102)",55,,,,,,34,21
"De 20 a 24 años (103)",215,,,,,,137,78
"De 25 a 29 años (104)",251,,,,,18,154,79
"De 30 a 34 años (105)",264,,,,,41,173,50
"De 35 a 39 años (106)",258,,,,,80,127,51
"De 40 a 44 años (107)",215,,,,25,101,53,36
"De 45 a 49 años (108)",215,,,3,51,109,20,32
"De 50 y más años (109)",1102,46,177,265,299,91,6,218
,,,,,,,,
"RURAL (120)",4701,56,165,404,585,904,1777,810
"De 12 a 14 años (121)",4,,,,,,1,3
"De 15 a 19 años (122)",152,,,,,,107,45
"De 20 a 24 años (123)",517,,,,,1,362,154
"De 25 a 29 años (124)",514,,,,,31,385,98
"De 30 a 34 años (125)",548,,,,,93,373,82
"De 35 a 39 años (126)",473,,,,4,130,278,61
"De 40 a 44 años (127)",435,,,,22,182,178,53
"De 45 a 49 años (128)",397,,,1,74,206,78,38
"De 50 y más años (129)",1661,56,165,403,485,261,15,276
"PEA (130)",394,1,6,19,38,92,118,120
"De 12 a 14 años (131)",1,,,,,,,1
"De 15 a 19 años (132)",11,,,,,,5,6
"De 20 a 24 años (133)",52,,,,,,25,27
"De 25 a 29 años (134)",47,,,,,1,28,18
"De 30 a 34 años (135)",51,,,,,15,26,10
"De 35 a 39 años (136)",50,,,,,18,21,11
"De 40 a 44 años (137)",39,,,,1,20,9,9
"De 45 a 49 años (138)",35,,,,5,20,4,6
"De 50 y más años (139)",108,1,6,19,32,18,,32
"Ocupada (140)",370,1,6,17,38,89,110,109
"De 15 a 19 años (142)",10,,,,,,5,5
"De 20 a 24 años (143)",45,,,,,,24,21
"De 25 a 29 años (144)",42,,,,,1,24,17
"De 30 a 34 años (145)",47,,,,,14,24,9
"De 35 a 39 años (146)",47,,,,,17,20,10
"De 40 a 44 años (147)",39,,,,1,20,9,9
"De 45 a 49 años (148)",35,,,,5,20,4,6
"De 50 y más años (149)",105,1,6,17,32,17,,32
"Desocupada (150)",24,,,2,,3,8,11
"De 12 a 14 años (151)",1,,,,,,,1
"De 15 a 19 años (152)",1,,,,,,,1
"De 20 a 24 años (153)",7,,,,,,1,6
"De 25 a 29 años (154)",5,,,,,,4,1
"De 30 a 34 años (155)",4,,,,,1,2,1
"De 35 a 39 años (156)",3,,,,,1,1,1
"De 50 y más años (159)",3,,,2,,1,,
"No PEA (160)",4307,55,159,385,547,812,1659,690
"De 12 a 14 años (161)",3,,,,,,1,2
"De 15 a 19 años (162)",141,,,,,,102,39
"De 20 a 24 años (163)",465,,,,,1,337,127
"De 25 a 29 años (164)",467,,,,,30,357,80
"De 30 a 34 años (165)",497,,,,,78,347,72
"De 35 a 39 años (166)",423,,,,4,112,257,50
"De 40 a 44 años (167)",396,,,,21,162,169,44
"De 45 a 49 años (168)",362,,,1,69,186,74,32
"De 50 y más años (169)",1553,55,159,384,453,243,15,244
