"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Industrias manufactureras (048)",23,17,2,3,1
"Construcción (050)",17,5,10,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",202,200,2,,
"Venta, mant.y rep. veh.autom y motoc. (052)",2,2,,,
"Comercio al por mayor (053)",4,4,,,
"Comercio al por menor (054)",196,194,2,,
"Hoteles y restaurantes (055)",75,74,1,,
"Trans., almac. y comunicaciones (056)",11,9,,,2
"Intermediación financiera (057)",1,,,,1
"Activid.inmobil., empres. y alquileres (058)",37,10,5,13,9
"Admin.pub. y defensa; p. segur soc.afil (059)",42,,,,42
"Enseñanza (060)",337,105,46,48,138
"Servicios sociales y de salud (061)",51,5,,4,42
"Otras activ. serv.comun.soc y personales (062)",106,101,2,3,
"Hogares privados con servicio doméstico (063)",130,130,,,
"Actividad economica no especificada (065)",122,109,8,4,1
,,,,,
"URBANA (066)",2688,1751,217,234,486
"Agric., ganadería, caza y silvicultura (067)",792,733,42,12,5
"Explotación de minas y canteras (069)",14,2,1,11,
"Industrias manufactureras (070)",91,81,7,1,2
"Suministro de electricidad, gas y agua (071)",4,,,3,1
"Construcción (072)",210,152,38,18,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",290,286,4,,
"Venta, mant.y rep. veh.autom y motoc. (074)",19,18,1,,
"Comercio al por mayor (075)",7,7,,,
"Comercio al por menor (076)",264,261,3,,
"Hoteles y restaurantes (077)",71,69,2,,
"Trans., almac. y comunicaciones (078)",77,65,4,5,3
"Intermediación financiera (079)",2,1,,,1
"Activid.inmobil., empres. y alquileres (080)",88,33,10,23,22
"Admin.pub. y defensa; p. segur soc.afil (081)",134,,,,134
"Enseñanza (082)",601,113,94,144,250
"Servicios sociales y de salud (083)",74,8,,6,60
"Otras activ. serv.comun.soc y personales (084)",72,55,6,7,4
"Hogares privados con servicio doméstico (085)",97,97,,,
"Actividad economica no especificada (087)",71,56,9,4,2
"Hombres (088)",1634,1033,159,168,274
"Agric., ganadería, caza y silvicultura (089)",541,490,36,12,3
"Explotación de minas y canteras (091)",14,2,1,11,
"Industrias manufactureras (092)",75,69,5,,1
"Suministro de electricidad, gas y agua (093)",4,,,3,1
"Construcción (094)",203,149,34,18,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",133,130,3,,
"Venta, mant.y rep. veh.autom y motoc. (096)",17,16,1,,
"Comercio al por mayor (097)",3,3,,,
"Comercio al por menor (098)",113,111,2,,
"Hoteles y restaurantes (099)",18,17,1,,
"Trans., almac. y comunicaciones (100)",70,59,4,5,2
"Intermediación financiera (101)",1,1,,,
"Activid.inmobil., empres. y alquileres (102)",51,23,5,10,13
"Admin.pub. y defensa; p. segur soc.afil (103)",101,,,,101
"Enseñanza (104)",323,34,64,102,123
"Servicios sociales y de salud (105)",31,6,,3,22
"Otras activ. serv.comun.soc y personales (106)",34,22,4,4,4
"Hogares privados con servicio doméstico (107)",2,2,,,
"Actividad economica no especificada (109)",33,29,2,,2
"Mujeres (110)",1054,718,58,66,212
"Agric., ganadería, caza y silvicultura (111)",251,243,6,,2
"Industrias manufactureras (114)",16,12,2,1,1
"Construcción (116)",7,3,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",157,156,1,,
"Venta, mant.y rep. veh.autom y motoc. (118)",2,2,,,
"Comercio al por mayor (119)",4,4,,,
"Comercio al por menor (120)",151,150,1,,
"Hoteles y restaurantes (121)",53,52,1,,
"Trans., almac. y comunicaciones (122)",7,6,,,1
"Intermediación financiera (123)",1,,,,1
"Activid.inmobil., empres. y alquileres (124)",37,10,5,13,9
"Admin.pub. y defensa; p. segur soc.afil (125)",33,,,,33
"Enseñanza (126)",278,79,30,42,127
"Servicios sociales y de salud (127)",43,2,,3,38
"Otras activ. serv.comun.soc y personales (128)",38,33,2,3,
"Hogares privados con servicio doméstico (129)",95,95,,,
"Actividad economica no especificada (131)",38,27,7,4,
,,,,,
"RURAL (132)",5600,5005,394,85,116
"Agric., ganadería, caza y silvicultura (133)",4612,4428,163,19,2
"Explotación de minas y canteras (135)",12,4,3,5,
"Industrias manufactureras (136)",57,47,7,3,
"Suministro de electricidad, gas y agua (137)",9,6,,2,1
"Construcción (138)",270,111,134,23,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",95,94,1,,
"Venta, mant.y rep. veh.autom y motoc. (140)",1,1,,,
"Comercio al por mayor (141)",2,2,,,
"Comercio al por menor (142)",92,91,1,,
"Hoteles y restaurantes (143)",22,22,,,
"Trans., almac. y comunicaciones (144)",34,16,9,6,3
"Activid.inmobil., empres. y alquileres (146)",8,3,3,1,1
"Admin.pub. y defensa; p. segur soc.afil (147)",69,,,,69
"Enseñanza (148)",164,50,62,22,30
"Servicios sociales y de salud (149)",11,3,,1,7
"Otras activ. serv.comun.soc y personales (150)",88,78,8,2,
"Hogares privados con servicio doméstico (151)",38,38,,,
"Actividad economica no especificada (153)",111,105,4,1,1
"Hombres (154)",4048,3536,351,72,89
"Agric., ganadería, caza y silvicultura (155)",3411,3249,144,16,2
"Explotación de minas y canteras (157)",12,4,3,5,
"Industrias manufactureras (158)",50,42,7,1,
"Suministro de electricidad, gas y agua (159)",9,6,,2,1
"Construcción (160)",260,109,128,22,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",50,50,,,
"Venta, mant.y rep. veh.autom y motoc. (162)",1,1,,,
"Comercio al por mayor (163)",2,2,,,
"Comercio al por menor (164)",47,47,,,
"Trans., almac. y comunicaciones (166)",30,13,9,6,2
"Activid.inmobil., empres. y alquileres (168)",8,3,3,1,1
"Admin.pub. y defensa; p. segur soc.afil (169)",60,,,,60
"Enseñanza (170)",105,24,46,16,19
"Servicios sociales y de salud (171)",3,,,,3
"Otras activ. serv.comun.soc y personales (172)",20,10,8,2,
"Hogares privados con servicio doméstico (173)",3,3,,,
"Actividad economica no especificada (175)",27,23,3,1,
"Mujeres (176)",1552,1469,43,13,27
"Agric., ganadería, caza y silvicultura (177)",1201,1179,19,3,
"Industrias manufactureras (180)",7,5,,2,
"Construcción (182)",10,2,6,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",45,44,1,,
"Comercio al por menor (186)",45,44,1,,
"Hoteles y restaurantes (187)",22,22,,,
"Trans., almac. y comunicaciones (188)",4,3,,,1
"Admin.pub. y defensa; p. segur soc.afil (191)",9,,,,9
"Enseñanza (192)",59,26,16,6,11
"Servicios sociales y de salud (193)",8,3,,1,4
"Otras activ. serv.comun.soc y personales (194)",68,68,,,
"Hogares privados con servicio doméstico (195)",35,35,,,
"Actividad economica no especificada (197)",84,82,1,,1
