"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,,,,
"URBANA (036)",2924,2216,317,216,175
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",26,1,,3,22
"Profes., científicos e intelectuales (038)",358,111,51,151,45
"Técnicos de nivel medio y trab. asimilados (039)",72,33,7,7,25
"Jefes y empleados de oficina (040)",86,15,10,14,47
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",258,254,3,,1
"Agricult.trabaj.calif.agrop.y pesqueros (042)",869,780,89,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",85,81,3,1,
"Obreros construc.,conf.,papel, fab., instr. (044)",113,84,23,3,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",982,810,123,36,13
"Otra (046)",18,,,,18
"Ocupación no especificada (047)",57,47,8,1,1
"Hombres (048)",1673,1253,200,118,102
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",23,1,,3,19
"Profes., científicos e intelectuales (050)",156,37,28,75,16
"Técnicos de nivel medio y trab. asimilados (051)",40,21,5,4,10
"Jefes y empleados de oficina (052)",39,5,4,5,25
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",74,74,,,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",600,538,62,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",63,60,2,1,
"Obreros construc.,conf.,papel, fab., instr. (056)",113,84,23,3,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",519,409,72,27,11
"Otra (058)",18,,,,18
"Ocupación no especificada (059)",28,24,4,,
"Mujeres (060)",1251,963,117,98,73
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,,,,3
"Profes., científicos e intelectuales (062)",202,74,23,76,29
"Técnicos de nivel medio y trab. asimilados (063)",32,12,2,3,15
"Jefes y empleados de oficina (064)",47,10,6,9,22
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",184,180,3,,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",269,242,27,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",22,21,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",463,401,51,9,2
"Ocupación no especificada (071)",29,23,4,1,1
,,,,,
"RURAL (072)",2919,2517,334,36,32
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,,,,2
"Profes., científicos e intelectuales (074)",76,57,6,9,4
"Técnicos de nivel medio y trab. asimilados (075)",21,11,3,2,5
"Jefes y empleados de oficina (076)",18,4,2,3,9
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",66,56,6,4,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1455,1288,167,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",47,30,8,6,3
"Obreros construc.,conf.,papel, fab., instr. (080)",45,35,9,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1130,993,120,11,6
"Otra (082)",1,,,,1
"Ocupación no especificada (083)",58,43,13,1,1
"Hombres (084)",1868,1592,229,27,20
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,,,,2
"Profes., científicos e intelectuales (086)",39,26,6,6,1
"Técnicos de nivel medio y trab. asimilados (087)",13,8,2,2,1
"Jefes y empleados de oficina (088)",13,4,1,3,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",23,20,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1148,1017,131,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",43,26,8,6,3
"Obreros construc.,conf.,papel, fab., instr. (092)",43,33,9,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",518,440,63,9,6
"Otra (094)",1,,,,1
"Ocupación no especificada (095)",25,18,6,1,
"Mujeres (096)",1051,925,105,9,12
"Profes., científicos e intelectuales (098)",37,31,,3,3
"Técnicos de nivel medio y trab. asimilados (099)",8,3,1,,4
"Jefes y empleados de oficina (100)",5,,1,,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",43,36,3,4,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",307,271,36,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",4,4,,,
"Obreros construc.,conf.,papel, fab., instr. (104)",2,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",612,553,57,2,
"Ocupación no especificada (107)",33,25,7,,1
