"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 35 a 39 años (036)",87,162,156,4,96.3,2.5,
"De 40 a 44 años (037)",48,137,127,2,92.7,1.5,
"De 45 a 49 años (038)",29,148,130,,87.8,,
"De 50 y más años (039)",44,182,144,,79.1,,
"No PEA (040)",41925,95803,86571,1977,90.4,2.1,
"De 12 a 14 años (041)",5288,35,35,1,100,2.9,
"De 15 a 19 años (042)",7317,681,670,196,98.4,28.8,
"De 20 a 24 años (043)",5650,3724,3645,542,97.9,14.6,
"De 25 a 29 años (044)",4460,6808,6599,518,96.9,7.6,
"De 30 a 34 años (045)",3586,8438,8148,349,96.6,4.1,
"De 35 a 39 años (046)",3420,11037,10560,260,95.7,2.4,
"De 40 a 44 años (047)",2702,11202,10410,102,92.9,0.9,
"De 45 a 49 años (048)",2213,10820,9947,9,91.9,0.1,
"De 50 y más años (049)",7289,43058,36557,,84.9,,
,,,,,,,
"URBANA (060)",43667,95597,87001,1858,91,1.9,
"De 12 a 14 años (061)",4104,30,30,1,100,3.3,
"De 15 a 19 años (062)",6259,586,576,164,98.3,28,
"De 20 a 24 años (063)",5928,3342,3274,465,98,13.9,
"De 25 a 29 años (064)",5344,6613,6410,484,96.9,7.3,
"De 30 a 34 años (065)",4464,8943,8619,356,96.4,4,
"De 35 a 39 años (066)",4222,11851,11380,268,96,2.3,
"De 40 a 44 años (067)",3461,12456,11647,108,93.5,0.9,
"De 45 a 49 años (068)",2707,11815,10876,12,92.1,0.1,
"De 50 y más años (069)",7178,39961,34189,,85.6,,
"PEA (070)",12031,25789,23791,355,92.3,1.4,
"De 12 a 14 años (071)",80,,,,,,
"De 15 a 19 años (072)",715,84,83,23,98.8,27.4,
"De 20 a 24 años (073)",1664,722,710,67,98.3,9.3,
"De 25 a 29 años (074)",1979,1689,1641,79,97.2,4.7,
"De 30 a 34 años (075)",1689,2605,2494,77,95.7,3,
"De 35 a 39 años (076)",1646,3799,3642,66,95.9,1.7,
"De 40 a 44 años (077)",1464,4498,4265,37,94.8,0.8,
"De 45 a 49 años (078)",1061,4024,3689,6,91.7,0.1,
"De 50 y más años (079)",1733,8368,7267,,86.8,,
"Ocupada (080)",11175,24868,22956,333,92.3,1.3,
"De 12 a 14 años (081)",75,,,,,,
"De 15 a 19 años (082)",600,78,77,19,98.7,24.4,
"De 20 a 24 años (083)",1425,657,646,61,98.3,9.3,
"De 25 a 29 años (084)",1763,1569,1522,74,97,4.7,
"De 30 a 34 años (085)",1587,2453,2359,73,96.2,3,
"De 35 a 39 años (086)",1573,3656,3503,63,95.8,1.7,
"De 40 a 44 años (087)",1427,4386,4160,37,94.8,0.8,
"De 45 a 49 años (088)",1034,3882,3565,6,91.8,0.2,
"De 50 y más años (089)",1691,8187,7124,,87,,
"Desocupada (090)",856,921,835,22,90.7,2.4,
"De 12 a 14 años (091)",5,,,,,,
"De 15 a 19 años (092)",115,6,6,4,100,66.7,
"De 20 a 24 años (093)",239,65,64,6,98.5,9.2,
"De 25 a 29 años (094)",216,120,119,5,99.2,4.2,
"De 30 a 34 años (095)",102,152,135,4,88.8,2.6,
"De 35 a 39 años (096)",73,143,139,3,97.2,2.1,
"De 40 a 44 años (097)",37,112,105,,93.8,,
"De 45 a 49 años (098)",27,142,124,,87.3,,
"De 50 y más años (099)",42,181,143,,79,,
"No PEA (100)",31636,69808,63210,1503,90.5,2.2,
"De 12 a 14 años (101)",4024,30,30,1,100,3.3,
"De 15 a 19 años (102)",5544,502,493,141,98.2,28.1,
"De 20 a 24 años (103)",4264,2620,2564,398,97.9,15.2,
"De 25 a 29 años (104)",3365,4924,4769,405,96.9,8.2,
"De 30 a 34 años (105)",2775,6338,6125,279,96.6,4.4,
"De 35 a 39 años (106)",2576,8052,7738,202,96.1,2.5,
"De 40 a 44 años (107)",1997,7958,7382,71,92.8,0.9,
"De 45 a 49 años (108)",1646,7791,7187,6,92.2,0.1,
"De 50 y más años (109)",5445,31593,26922,,85.2,,
,,,,,,,
"RURAL (120)",12537,31129,28029,565,90,1.8,
"De 12 a 14 años (121)",1286,5,5,,100,,
"De 15 a 19 años (122)",1992,209,206,62,98.6,29.7,
"De 20 a 24 años (123)",1797,1294,1269,168,98.1,13,
"De 25 a 29 años (124)",1457,2289,2220,137,97,6,
"De 30 a 34 años (125)",1069,2590,2491,91,96.2,3.5,
"De 35 a 39 años (126)",1094,3635,3427,67,94.3,1.8,
"De 40 a 44 años (127)",875,3811,3545,35,93,0.9,
"De 45 a 49 años (128)",707,3604,3299,5,91.5,0.1,
"De 50 y más años (129)",2260,13692,11567,,84.5,,
"PEA (130)",2248,5134,4668,89,90.9,1.7,
"De 12 a 14 años (131)",22,,,,,,
"De 15 a 19 años (132)",219,30,29,7,96.7,23.3,
"De 20 a 24 años (133)",411,190,188,24,98.9,12.6,
"De 25 a 29 años (134)",362,405,390,24,96.3,5.9,
"De 30 a 34 años (135)",258,490,468,20,95.5,4.1,
"De 35 a 39 años (136)",250,650,605,8,93.1,1.2,
"De 40 a 44 años (137)",170,567,517,4,91.2,0.7,
"De 45 a 49 años (138)",140,575,539,2,93.7,0.3,
"De 50 y más años (139)",416,2227,1932,,86.8,,
"Ocupada (140)",2039,5037,4578,84,90.9,1.7,
"De 12 a 14 años (141)",20,,,,,,
"De 15 a 19 años (142)",168,26,25,7,96.2,26.9,
"De 20 a 24 años (143)",343,184,182,24,98.9,13,
"De 25 a 29 años (144)",325,393,379,23,96.4,5.9,
"De 30 a 34 años (145)",236,466,445,19,95.5,4.1,
"De 35 a 39 años (146)",236,631,588,7,93.2,1.1,
"De 40 a 44 años (147)",159,542,495,2,91.3,0.4,
"De 45 a 49 años (148)",138,569,533,2,93.7,0.4,
"De 50 y más años (149)",414,2226,1931,,86.7,,
"Desocupada (150)",209,97,90,5,92.8,5.2,
"De 12 a 14 años (151)",2,,,,,,
"De 15 a 19 años (152)",51,4,4,,100,,
"De 20 a 24 años (153)",68,6,6,,100,,
"De 25 a 29 años (154)",37,12,11,1,91.7,8.3,
"De 30 a 34 años (155)",22,24,23,1,95.8,4.2,
"De 35 a 39 años (156)",14,19,17,1,89.5,5.3,
"De 40 a 44 años (157)",11,25,22,2,88,8,
"De 45 a 49 años (158)",2,6,6,,100,,
"De 50 y más años (159)",2,1,1,,100,,
"No PEA (160)",10289,25995,23361,476,89.9,1.8,
"De 12 a 14 años (161)",1264,5,5,,100,,
"De 15 a 19 años (162)",1773,179,177,55,98.9,30.7,
"De 20 a 24 años (163)",1386,1104,1081,144,97.9,13,
"De 25 a 29 años (164)",1095,1884,1830,113,97.1,6,
"De 30 a 34 años (165)",811,2100,2023,71,96.3,3.4,
"De 35 a 39 años (166)",844,2985,2822,59,94.5,2,
"De 40 a 44 años (167)",705,3244,3028,31,93.3,1,
"De 45 a 49 años (168)",567,3029,2760,3,91.1,0.1,
"De 50 y más años (169)",1844,11465,9635,,84,,
