"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Actividad economica no especificada (043)",53,,15,15,8,15
"Mujeres (045)",1936,34,534,653,521,194
"Agric., ganadería, caza y silvicultura (046)",973,24,239,293,278,139
"Explotación de minas y canteras (048)",16,1,10,5,,
"Industrias manufactureras (049)",28,,11,9,6,2
"Suministro de electricidad, gas y agua (050)",2,,1,1,,
"Construcción (051)",6,,4,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",255,2,63,96,79,15
"Venta, mant.y rep. veh.autom.y motoc. (053)",2,,,1,1,
"Comercio al por mayor (054)",12,,2,4,5,1
"Comercio al por menor (055)",241,2,61,91,73,14
"Hoteles y restaurantes (056)",211,3,67,82,45,14
"Trans., almac. y comunicaciones (057)",8,1,3,2,1,1
"Intermediación financiera (058)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (059)",26,,13,12,1,
"Admin.pub. y defensa; p. segur.soc.afil (060)",68,,21,28,19,
"Enseñanza (061)",113,,17,61,35,
"Servicios sociales y de salud (062)",34,,10,15,7,2
"Otras activ. serv.comun.soc y personales (063)",40,,9,16,13,2
"Hogares privados con servicio doméstico (064)",76,3,39,13,17,4
"Actividad economica no especificada (066)",78,,26,18,19,15
,,,,,,
"URBANA (067)",2887,48,729,870,839,401
"Agric., ganadería, caza y silvicultura (068)",1408,39,286,326,456,301
"Pesca (069)",12,,7,5,,
"Explotación de minas y canteras (070)",21,,10,10,1,
"Industrias manufactureras (071)",70,1,23,24,18,4
"Suministro de electricidad, gas y agua (072)",5,,2,3,,
"Construcción (073)",173,,83,53,27,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",296,1,64,110,91,30
"Venta, mant.y rep. veh.autom.y motoc. (075)",15,,4,5,6,
"Comercio al por mayor (076)",13,,1,3,7,2
"Comercio al por menor (077)",268,1,59,102,78,28
"Hoteles y restaurantes (078)",185,3,66,60,42,14
"Trans., almac. y comunicaciones (079)",114,1,41,41,28,3
"Intermediación financiera (080)",4,,2,,1,1
"Activid.inmobil., empres. y alquileres (081)",54,,18,22,13,1
"Admin.pub. y defensa; p. segur.soc.afil (082)",142,,29,68,41,4
"Enseñanza (083)",162,,21,82,58,1
"Servicios sociales y de salud (084)",29,,5,17,6,1
"Otras activ. serv.comun.soc y personales (085)",65,,25,18,18,4
"Hogares privados con servicio doméstico (086)",62,3,26,12,18,3
"Actividad economica no especificada (088)",85,,21,19,21,24
"Hombres (089)",1845,28,488,524,533,272
"Agric., ganadería, caza y silvicultura (090)",1019,25,218,235,331,210
"Pesca (091)",12,,7,5,,
"Explotación de minas y canteras (092)",21,,10,10,1,
"Industrias manufactureras (093)",55,1,19,18,13,4
"Suministro de electricidad, gas y agua (094)",4,,2,2,,
"Construcción (095)",170,,82,51,27,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",135,1,24,47,43,20
"Venta, mant.y rep. veh.autom.y motoc. (097)",13,,4,4,5,
"Comercio al por mayor (098)",4,,1,,2,1
"Comercio al por menor (099)",118,1,19,43,36,19
"Hoteles y restaurantes (100)",51,1,21,14,11,4
"Trans., almac. y comunicaciones (101)",109,,40,39,27,3
"Intermediación financiera (102)",2,,1,,,1
"Activid.inmobil., empres. y alquileres (103)",38,,11,14,12,1
"Admin.pub. y defensa; p. segur.soc.afil (104)",84,,16,42,22,4
"Enseñanza (105)",66,,9,26,30,1
"Servicios sociales y de salud (106)",10,,1,7,2,
"Otras activ. serv.comun.soc y personales (107)",35,,19,7,7,2
"Hogares privados con servicio doméstico (108)",4,,1,1,2,
"Actividad economica no especificada (110)",30,,7,6,5,12
"Mujeres (112)",1042,20,241,346,306,129
"Agric., ganadería, caza y silvicultura (113)",389,14,68,91,125,91
"Industrias manufactureras (116)",15,,4,6,5,
"Suministro de electricidad, gas y agua (117)",1,,,1,,
"Construcción (118)",3,,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",161,,40,63,48,10
"Venta, mant.y rep. veh.autom.y motoc. (120)",2,,,1,1,
"Comercio al por mayor (121)",9,,,3,5,1
"Comercio al por menor (122)",150,,40,59,42,9
"Hoteles y restaurantes (123)",134,2,45,46,31,10
"Trans., almac. y comunicaciones (124)",5,1,1,2,1,
"Intermediación financiera (125)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (126)",16,,7,8,1,
"Admin.pub. y defensa; p. segur.soc.afil (127)",58,,13,26,19,
"Enseñanza (128)",96,,12,56,28,
"Servicios sociales y de salud (129)",19,,4,10,4,1
"Otras activ. serv.comun.soc y personales (130)",30,,6,11,11,2
"Hogares privados con servicio doméstico (131)",58,3,25,11,16,3
"Actividad economica no especificada (133)",55,,14,13,16,12
,,,,,,
"RURAL (134)",3121,47,1055,1020,744,255
"Agric., ganadería, caza y silvicultura (135)",2276,41,733,732,564,206
"Pesca (136)",4,,,2,1,1
"Explotación de minas y canteras (137)",112,3,50,38,19,2
"Industrias manufactureras (138)",42,,18,12,3,9
"Suministro de electricidad, gas y agua (139)",7,,2,5,,
"Construcción (140)",76,,30,27,15,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",165,2,40,55,56,12
"Venta, mant.y rep. veh.autom.y motoc. (142)",14,,5,7,1,1
"Comercio al por mayor (143)",9,,3,2,3,1
"Comercio al por menor (144)",142,2,32,46,52,10
"Hoteles y restaurantes (145)",98,1,25,45,20,7
"Trans., almac. y comunicaciones (146)",96,,49,27,19,1
"Intermediación financiera (147)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (148)",44,,14,17,10,3
"Admin.pub. y defensa; p. segur.soc.afil (149)",31,,18,10,2,1
"Enseñanza (150)",29,,8,9,12,
"Servicios sociales y de salud (151)",20,,9,6,4,1
"Otras activ. serv.comun.soc y personales (152)",54,,23,18,12,1
"Hogares privados con servicio doméstico (153)",19,,15,2,1,1
"Actividad economica no especificada (155)",46,,20,14,6,6
"Hombres (156)",2227,33,762,713,529,190
"Agric., ganadería, caza y silvicultura (157)",1692,31,562,530,411,158
"Pesca (158)",4,,,2,1,1
"Explotación de minas y canteras (159)",96,2,40,33,19,2
"Industrias manufactureras (160)",29,,11,9,2,7
"Suministro de electricidad, gas y agua (161)",6,,1,5,,
"Construcción (162)",73,,27,27,15,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",71,,17,22,25,7
"Venta, mant.y rep. veh.autom.y motoc. (164)",14,,5,7,1,1
"Comercio al por mayor (165)",6,,1,1,3,1
"Comercio al por menor (166)",51,,11,14,21,5
"Hoteles y restaurantes (167)",21,,3,9,6,3
"Trans., almac. y comunicaciones (168)",93,,47,27,19,
"Intermediación financiera (169)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (170)",34,,8,13,10,3
"Admin.pub. y defensa; p. segur.soc.afil (171)",21,,10,8,2,1
"Enseñanza (172)",12,,3,4,5,
"Servicios sociales y de salud (173)",5,,3,1,1,
"Otras activ. serv.comun.soc y personales (174)",44,,20,13,10,1
"Hogares privados con servicio doméstico (175)",1,,1,,,
"Actividad economica no especificada (177)",23,,8,9,3,3
"Mujeres (179)",894,14,293,307,215,65
"Agric., ganadería, caza y silvicultura (180)",584,10,171,202,153,48
"Explotación de minas y canteras (182)",16,1,10,5,,
"Industrias manufactureras (183)",13,,7,3,1,2
"Suministro de electricidad, gas y agua (184)",1,,1,,,
"Construcción (185)",3,,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",94,2,23,33,31,5
"Comercio al por mayor (188)",3,,2,1,,
"Comercio al por menor (189)",91,2,21,32,31,5
"Hoteles y restaurantes (190)",77,1,22,36,14,4
"Trans., almac. y comunicaciones (191)",3,,2,,,1
"Activid.inmobil., empres. y alquileres (193)",10,,6,4,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",10,,8,2,,
"Enseñanza (195)",17,,5,5,7,
"Servicios sociales y de salud (196)",15,,6,5,3,1
"Otras activ. serv.comun.soc y personales (197)",10,,3,5,2,
"Hogares privados con servicio doméstico (198)",18,,14,2,1,1
"Actividad economica no especificada (200)",23,,12,5,3,3
