"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Secundaria (034)",239,2,173,54,10,
"Superior no univ. incompleta (035)",11,,6,4,1,
"Superior no univ. completa (036)",53,,31,21,1,
"Superior univ. incompleta (037)",2,,,1,1,
"Superior univ. completa (038)",14,,7,7,,
"No PEA (040)",13181,4597,3499,2011,1707,1367
"Sin nivel (041)",2388,131,230,443,718,866
"Educación inicial (042)",201,196,5,,,
"Primaria (043)",7646,3623,1507,1192,847,477
"Secundaria (044)",2539,647,1483,286,109,14
"Superior no univ. incompleta (045)",218,,181,26,9,2
"Superior no univ. completa (046)",133,,61,55,14,3
"Superior univ. incompleta (047)",30,,24,3,1,2
"Superior univ. completa (048)",26,,8,6,9,3
,,,,,,
"URBANA (060)",3122,649,863,799,550,261
"Sin nivel (061)",199,6,17,26,68,82
"Educación inicial (062)",29,27,1,1,,
"Primaria (063)",1124,449,128,177,214,156
"Secundaria (064)",933,167,423,198,132,13
"Superior no univ. incompleta (065)",187,,129,43,12,3
"Superior no univ. completa (066)",445,,119,264,59,3
"Superior univ. incompleta (067)",47,,19,16,10,2
"Superior univ. completa (068)",158,,27,74,55,2
"PEA (070)",1316,21,351,561,315,68
"Sin nivel (071)",53,,5,10,22,16
"Educación inicial (072)",1,,,1,,
"Primaria (073)",289,12,52,88,92,45
"Secundaria (074)",370,9,147,126,85,3
"Superior no univ. incompleta (075)",68,,29,28,9,2
"Superior no univ. completa (076)",363,,88,223,51,1
"Superior univ. incompleta (077)",31,,7,14,9,1
"Superior univ. completa (078)",141,,23,71,47,
"Ocupada (080)",1184,20,283,511,305,65
"Sin nivel (081)",51,,4,9,22,16
"Educación inicial (082)",1,,,1,,
"Primaria (083)",257,11,41,77,86,42
"Secundaria (084)",322,9,118,110,82,3
"Superior no univ. incompleta (085)",61,,26,25,8,2
"Superior no univ. completa (086)",328,,68,208,51,1
"Superior univ. incompleta (087)",30,,7,13,9,1
"Superior univ. completa (088)",134,,19,68,47,
"Desocupada (090)",132,1,68,50,10,3
"Sin nivel (091)",2,,1,1,,
"Primaria (093)",32,1,11,11,6,3
"Secundaria (094)",48,,29,16,3,
"Superior no univ. incompleta (095)",7,,3,3,1,
"Superior no univ. completa (096)",35,,20,15,,
"Superior univ. incompleta (097)",1,,,1,,
"Superior univ. completa (098)",7,,4,3,,
"No PEA (100)",1806,628,512,238,235,193
"Sin nivel (101)",146,6,12,16,46,66
"Educación inicial (102)",28,27,1,,,
"Primaria (103)",835,437,76,89,122,111
"Secundaria (104)",563,158,276,72,47,10
"Superior no univ. incompleta (105)",119,,100,15,3,1
"Superior no univ. completa (106)",82,,31,41,8,2
"Superior univ. incompleta (107)",16,,12,2,1,1
"Superior univ. completa (108)",17,,4,3,8,2
,,,,,,
"RURAL (120)",16788,4158,4944,3386,2681,1619
"Sin nivel (121)",2830,135,283,563,880,969
"Educación inicial (122)",180,173,4,3,,
"Primaria (123)",10128,3342,2549,2060,1544,633
"Secundaria (124)",3198,508,1908,594,179,9
"Superior no univ. incompleta (125)",151,,102,37,10,2
"Superior no univ. completa (126)",198,,71,94,31,2
"Superior univ. incompleta (127)",33,,15,9,8,1
"Superior univ. completa (128)",70,,12,26,29,3
"PEA (130)",5413,189,1957,1613,1209,445
"Sin nivel (131)",588,10,65,136,208,169
"Educación inicial (132)",7,4,,3,,
"Primaria (133)",3317,156,1118,957,819,267
"Secundaria (134)",1222,19,701,380,117,5
"Superior no univ. incompleta (135)",52,,21,26,4,1
"Superior no univ. completa (136)",147,,41,80,25,1
"Superior univ. incompleta (137)",19,,3,8,8,
"Superior univ. completa (138)",61,,8,23,28,2
"Ocupada (140)",4739,152,1542,1470,1150,425
"Sin nivel (141)",531,4,50,121,194,162
"Educación inicial (142)",7,4,,3,,
"Primaria (143)",2921,127,879,878,783,254
"Secundaria (144)",1031,17,557,342,110,5
"Superior no univ. incompleta (145)",48,,18,25,4,1
"Superior no univ. completa (146)",129,,30,74,24,1
"Superior univ. incompleta (147)",18,,3,8,7,
"Superior univ. completa (148)",54,,5,19,28,2
"Desocupada (150)",674,37,415,143,59,20
"Sin nivel (151)",57,6,15,15,14,7
"Primaria (153)",396,29,239,79,36,13
"Secundaria (154)",191,2,144,38,7,
"Superior no univ. incompleta (155)",4,,3,1,,
"Superior no univ. completa (156)",18,,11,6,1,
"Superior univ. incompleta (157)",1,,,,1,
"Superior univ. completa (158)",7,,3,4,,
"No PEA (160)",11375,3969,2987,1773,1472,1174
"Sin nivel (161)",2242,125,218,427,672,800
"Educación inicial (162)",173,169,4,,,
"Primaria (163)",6811,3186,1431,1103,725,366
"Secundaria (164)",1976,489,1207,214,62,4
"Superior no univ. incompleta (165)",99,,81,11,6,1
"Superior no univ. completa (166)",51,,30,14,6,1
"Superior univ. incompleta (167)",14,,12,1,,1
"Superior univ. completa (168)",9,,4,3,1,1
