"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",11185,7197,1417,1253,1318
"Sin nivel (061)",362,313,33,11,5
"Educación inicial (062)",5,3,1,1,
"Primaria (063)",2158,1747,217,95,99
"Secundaria (064)",4718,3292,534,398,494
"Superior no univ. incompleta (065)",820,473,106,114,127
"Superior no univ. completa (066)",1423,612,273,303,235
"Superior univ. incompleta (067)",487,271,59,59,98
"Superior univ. completa (068)",1212,486,194,272,260
"De 06 a 14 años (070)",191,167,18,5,1
"Educación inicial (072)",1,1,,,
"Primaria (073)",127,111,11,4,1
"Secundaria (074)",63,55,7,1,
"De 15 a 29 años (080)",3790,2365,547,443,435
"Sin nivel (081)",31,21,5,3,2
"Educación inicial (082)",1,1,,,
"Primaria (083)",323,258,40,16,9
"Secundaria (084)",1974,1341,269,185,179
"Superior no univ. incompleta (085)",402,230,61,57,54
"Superior no univ. completa (086)",553,263,92,100,98
"Superior univ. incompleta (087)",197,123,24,25,25
"Superior univ. completa (088)",309,128,56,57,68
"De 30 a 44 años (090)",4062,2470,519,511,562
"Sin nivel (091)",55,47,4,3,1
"Educación inicial (092)",3,1,1,1,
"Primaria (093)",617,474,76,35,32
"Secundaria (094)",1695,1187,165,136,207
"Superior no univ. incompleta (095)",298,175,28,39,56
"Superior no univ. completa (096)",639,257,138,139,105
"Superior univ. incompleta (097)",188,97,21,24,46
"Superior univ. completa (098)",567,232,86,134,115
"De 45 a 64 años (100)",2530,1677,276,277,300
"Sin nivel (101)",152,134,12,4,2
"Primaria (103)",749,603,61,35,50
"Secundaria (104)",892,637,83,71,101
"Superior no univ. incompleta (105)",105,57,15,18,15
"Superior no univ. completa (106)",221,85,43,61,32
"Superior univ. incompleta (107)",99,50,14,10,25
"Superior univ. completa (108)",312,111,48,78,75
"De 65 y más años (110)",612,518,57,17,20
"Sin nivel (111)",124,111,12,1,
"Primaria (113)",342,301,29,5,7
"Secundaria (114)",94,72,10,5,7
"Superior no univ. incompleta (115)",15,11,2,,2
"Superior no univ. completa (116)",10,7,,3,
"Superior univ. incompleta (117)",3,1,,,2
"Superior univ. completa (118)",24,15,4,3,2
,,,,,
"RURAL (120)",8500,6758,1108,302,332
"Sin nivel (121)",903,805,94,4,
"Educación inicial (122)",4,4,,,
"Primaria (123)",3537,2959,471,72,35
"Secundaria (124)",3276,2537,417,146,176
"Superior no univ. incompleta (125)",247,166,38,20,23
"Superior no univ. completa (126)",293,160,47,31,55
"Superior univ. incompleta (127)",70,45,8,2,15
"Superior univ. completa (128)",170,82,33,27,28
"De 06 a 14 años (130)",100,81,17,2,
"Sin nivel (131)",3,3,,,
"Primaria (133)",73,58,14,1,
"Secundaria (134)",24,20,3,1,
"De 15 a 29 años (140)",2449,1894,312,103,140
"Sin nivel (141)",99,88,11,,
"Educación inicial (142)",2,2,,,
"Primaria (143)",670,560,91,16,3
"Secundaria (144)",1378,1071,168,67,72
"Superior no univ. incompleta (145)",119,81,17,6,15
"Superior no univ. completa (146)",117,61,13,12,31
"Superior univ. incompleta (147)",18,10,3,,5
"Superior univ. completa (148)",46,21,9,2,14
"De 30 a 44 años (150)",3014,2341,418,127,128
"Sin nivel (151)",203,173,28,2,
"Educación inicial (152)",2,2,,,
"Primaria (153)",1243,1023,172,33,15
"Secundaria (154)",1250,955,166,55,74
"Superior no univ. incompleta (155)",98,67,17,7,7
"Superior no univ. completa (156)",121,70,19,13,19
"Superior univ. incompleta (157)",18,13,1,,4
"Superior univ. completa (158)",79,38,15,17,9
"De 45 a 64 años (160)",2237,1802,309,65,61
"Sin nivel (161)",349,308,39,2,
"Primaria (163)",1169,966,166,21,16
"Secundaria (164)",576,450,76,21,29
"Superior no univ. incompleta (165)",25,15,4,5,1
"Superior no univ. completa (166)",48,24,14,6,4
"Superior univ. incompleta (167)",33,22,3,2,6
"Superior univ. completa (168)",37,17,7,8,5
"De 65 y más años (170)",700,640,52,5,3
"Sin nivel (171)",249,233,16,,
"Primaria (173)",382,352,28,1,1
"Secundaria (174)",48,41,4,2,1
"Superior no univ. incompleta (175)",5,3,,2,
"Superior no univ. completa (176)",7,5,1,,1
"Superior univ. incompleta (177)",1,,1,,
"Superior univ. completa (178)",8,6,2,,
