"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",205,192,7,4,2
,,,,,
"URBANA (036)",4796,3392,393,403,608
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",26,,2,2,22
"Profes., científicos e intelectuales (038)",926,195,196,271,264
"Técnicos de nivel medio y trab. asimilados (039)",128,52,12,12,52
"Jefes y empleados de oficina (040)",164,13,9,20,122
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",538,509,19,4,6
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1052,1017,35,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",187,169,13,4,1
"Obreros construc.,conf.,papel, fab., instr. (044)",241,177,18,27,19
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1312,1127,80,53,52
"Otra (046)",66,,,,66
"Ocupación no especificada (047)",156,133,9,10,4
"Hombres (048)",3258,2312,268,273,405
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",21,,1,1,19
"Profes., científicos e intelectuales (050)",490,75,109,163,143
"Técnicos de nivel medio y trab. asimilados (051)",81,35,8,9,29
"Jefes y empleados de oficina (052)",106,3,7,12,84
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",169,154,9,2,4
"Agricult.trabaj.calif.agrop.y pesqueros (054)",977,947,30,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",161,146,11,3,1
"Obreros construc.,conf.,papel, fab., instr. (056)",236,172,18,27,19
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",891,733,71,49,38
"Otra (058)",65,,,,65
"Ocupación no especificada (059)",61,47,4,7,3
"Mujeres (060)",1538,1080,125,130,203
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,,1,1,3
"Profes., científicos e intelectuales (062)",436,120,87,108,121
"Técnicos de nivel medio y trab. asimilados (063)",47,17,4,3,23
"Jefes y empleados de oficina (064)",58,10,2,8,38
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",369,355,10,2,2
"Agricult.trabaj.calif.agrop.y pesqueros (066)",75,70,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",26,23,2,1,
"Obreros construc.,conf.,papel, fab., instr. (068)",5,5,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",421,394,9,4,14
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",95,86,5,3,1
,,,,,
"RURAL (072)",7061,6279,431,213,138
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",13,,,2,11
"Profes., científicos e intelectuales (074)",241,98,73,46,24
"Técnicos de nivel medio y trab. asimilados (075)",51,14,5,4,28
"Jefes y empleados de oficina (076)",37,6,3,7,21
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",235,224,5,2,4
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2980,2894,86,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",187,170,15,1,1
"Obreros construc.,conf.,papel, fab., instr. (080)",207,133,55,17,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2934,2578,184,128,44
"Otra (082)",2,,,,2
"Ocupación no especificada (083)",174,162,5,6,1
"Hombres (084)",6119,5449,387,184,99
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",13,,,2,11
"Profes., científicos e intelectuales (086)",130,40,50,31,9
"Técnicos de nivel medio y trab. asimilados (087)",37,10,5,3,19
"Jefes y empleados de oficina (088)",28,2,3,6,17
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",77,69,4,2,2
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2842,2759,83,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",143,130,11,1,1
"Obreros construc.,conf.,papel, fab., instr. (092)",205,131,55,17,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2578,2252,173,117,36
"Otra (094)",2,,,,2
"Ocupación no especificada (095)",64,56,3,5,
"Mujeres (096)",942,830,44,29,39
"Profes., científicos e intelectuales (098)",111,58,23,15,15
"Técnicos de nivel medio y trab. asimilados (099)",14,4,,1,9
"Jefes y empleados de oficina (100)",9,4,,1,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",158,155,1,,2
"Agricult.trabaj.calif.agrop.y pesqueros (102)",138,135,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",44,40,4,,
"Obreros construc.,conf.,papel, fab., instr. (104)",2,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",356,326,11,11,8
"Ocupación no especificada (107)",110,106,2,1,1
