"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",988,931,49,7,1
,,,,,
"URBANA (036)",7544,5926,554,593,471
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",19,,5,3,11
"Profes., científicos e intelectuales (038)",996,350,165,380,101
"Técnicos de nivel medio y trab. asimilados (039)",270,145,26,35,64
"Jefes y empleados de oficina (040)",257,87,30,50,90
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1046,993,36,7,10
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1640,1587,52,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",453,400,14,25,14
"Obreros construc.,conf.,papel, fab., instr. (044)",660,533,87,26,14
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1782,1560,120,52,50
"Otra (046)",113,,,,113
"Ocupación no especificada (047)",308,271,19,14,4
"Hombres (048)",5231,4136,374,372,349
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",14,,3,2,9
"Profes., científicos e intelectuales (050)",494,144,80,210,60
"Técnicos de nivel medio y trab. asimilados (051)",177,102,13,24,38
"Jefes y empleados de oficina (052)",104,24,8,20,52
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",518,488,19,4,7
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1487,1439,47,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",370,320,11,25,14
"Obreros construc.,conf.,papel, fab., instr. (056)",649,524,86,26,13
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1192,1008,95,48,41
"Otra (058)",112,,,,112
"Ocupación no especificada (059)",114,87,12,12,3
"Mujeres (060)",2313,1790,180,221,122
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,,2,1,2
"Profes., científicos e intelectuales (062)",502,206,85,170,41
"Técnicos de nivel medio y trab. asimilados (063)",93,43,13,11,26
"Jefes y empleados de oficina (064)",153,63,22,30,38
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",528,505,17,3,3
"Agricult.trabaj.calif.agrop.y pesqueros (066)",153,148,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",83,80,3,,
"Obreros construc.,conf.,papel, fab., instr. (068)",11,9,1,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",590,552,25,4,9
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",194,184,7,2,1
,,,,,
"RURAL (072)",36295,34560,1246,351,138
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",14,,3,2,9
"Profes., científicos e intelectuales (074)",922,440,260,194,28
"Técnicos de nivel medio y trab. asimilados (075)",118,60,14,7,37
"Jefes y empleados de oficina (076)",68,31,6,9,22
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",821,792,21,5,3
"Agricult.trabaj.calif.agrop.y pesqueros (078)",17620,17307,310,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",311,286,10,15,
"Obreros construc.,conf.,papel, fab., instr. (080)",474,413,33,27,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",14973,14331,542,79,21
"Otra (082)",14,,,,14
"Ocupación no especificada (083)",960,900,47,10,3
"Hombres (084)",29932,28662,936,242,92
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",11,,2,2,7
"Profes., científicos e intelectuales (086)",448,168,155,111,14
"Técnicos de nivel medio y trab. asimilados (087)",74,38,10,5,21
"Jefes y empleados de oficina (088)",39,15,4,8,12
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",429,412,13,3,1
"Agricult.trabaj.calif.agrop.y pesqueros (090)",16481,16194,284,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",238,217,7,14,
"Obreros construc.,conf.,papel, fab., instr. (092)",472,411,33,27,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",11560,11054,423,64,19
"Otra (094)",14,,,,14
"Ocupación no especificada (095)",166,153,5,5,3
"Mujeres (096)",6363,5898,310,109,46
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,1,,2
"Profes., científicos e intelectuales (098)",474,272,105,83,14
"Técnicos de nivel medio y trab. asimilados (099)",44,22,4,2,16
"Jefes y empleados de oficina (100)",29,16,2,1,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",392,380,8,2,2
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1139,1113,26,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",73,69,3,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",2,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",3413,3277,119,15,2
"Ocupación no especificada (107)",794,747,42,5,
