"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",5,21,21,,100,,
"De 45 a 49 años (038)",1,6,6,,100,,
"De 50 y más años (039)",8,31,27,,87.1,,
"No PEA (040)",21003,66498,59148,1817,88.9,2.7,
"De 12 a 14 años (041)",2946,16,16,5,100,31.3,
"De 15 a 19 años (042)",3054,629,612,202,97.3,32.1,
"De 20 a 24 años (043)",2235,2933,2834,457,96.6,15.6,
"De 25 a 29 años (044)",2008,4980,4790,394,96.2,7.9,
"De 30 a 34 años (045)",1829,6586,6241,339,94.8,5.1,
"De 35 a 39 años (046)",1802,8390,7870,277,93.8,3.3,
"De 40 a 44 años (047)",1299,7163,6571,107,91.7,1.5,
"De 45 a 49 años (048)",1133,6836,6204,36,90.8,0.5,
"De 50 y más años (049)",4697,28965,24010,,82.9,,
,,,,,,,
"URBANA (060)",6869,17159,15889,389,92.6,2.3,
"De 12 a 14 años (061)",752,3,3,2,100,66.7,
"De 15 a 19 años (062)",947,147,144,31,98,21.1,
"De 20 a 24 años (063)",854,805,789,107,98,13.3,
"De 25 a 29 años (064)",780,1365,1343,91,98.4,6.7,
"De 30 a 34 años (065)",748,1862,1797,78,96.5,4.2,
"De 35 a 39 años (066)",647,2294,2191,64,95.5,2.8,
"De 40 a 44 años (067)",495,2018,1922,14,95.2,0.7,
"De 45 a 49 años (068)",412,1972,1863,2,94.5,0.1,
"De 50 y más años (069)",1234,6693,5837,,87.2,,
"PEA (070)",1807,4226,4028,80,95.3,1.9,
"De 12 a 14 años (071)",28,1,1,,100,,
"De 15 a 19 años (072)",164,22,22,1,100,4.5,
"De 20 a 24 años (073)",232,133,128,16,96.2,12,
"De 25 a 29 años (074)",262,319,317,16,99.4,5,
"De 30 a 34 años (075)",274,532,517,27,97.2,5.1,
"De 35 a 39 años (076)",221,663,634,18,95.6,2.7,
"De 40 a 44 años (077)",206,721,686,2,95.1,0.3,
"De 45 a 49 años (078)",166,655,637,,97.3,,
"De 50 y más años (079)",254,1180,1086,,92,,
"Ocupada (080)",1756,4149,3955,76,95.3,1.8,
"De 12 a 14 años (081)",28,1,1,,100,,
"De 15 a 19 años (082)",147,19,19,,100,,
"De 20 a 24 años (083)",222,129,125,16,96.9,12.4,
"De 25 a 29 años (084)",255,316,314,16,99.4,5.1,
"De 30 a 34 años (085)",267,518,503,26,97.1,5,
"De 35 a 39 años (086)",218,645,619,16,96,2.5,
"De 40 a 44 años (087)",203,705,670,2,95,0.3,
"De 45 a 49 años (088)",165,649,631,,97.2,,
"De 50 y más años (089)",251,1167,1073,,91.9,,
"Desocupada (090)",51,77,73,4,94.8,5.2,
"De 15 a 19 años (092)",17,3,3,1,100,33.3,
"De 20 a 24 años (093)",10,4,3,,75,,
"De 25 a 29 años (094)",7,3,3,,100,,
"De 30 a 34 años (095)",7,14,14,1,100,7.1,
"De 35 a 39 años (096)",3,18,15,2,83.3,11.1,
"De 40 a 44 años (097)",3,16,16,,100,,
"De 45 a 49 años (098)",1,6,6,,100,,
"De 50 y más años (099)",3,13,13,,100,,
"No PEA (100)",5062,12933,11861,309,91.7,2.4,
"De 12 a 14 años (101)",724,2,2,2,100,100,
"De 15 a 19 años (102)",783,125,122,30,97.6,24,
"De 20 a 24 años (103)",622,672,661,91,98.4,13.5,
"De 25 a 29 años (104)",518,1046,1026,75,98.1,7.2,
"De 30 a 34 años (105)",474,1330,1280,51,96.2,3.8,
"De 35 a 39 años (106)",426,1631,1557,46,95.5,2.8,
"De 40 a 44 años (107)",289,1297,1236,12,95.3,0.9,
"De 45 a 49 años (108)",246,1317,1226,2,93.1,0.2,
"De 50 y más años (109)",980,5513,4751,,86.2,,
,,,,,,,
"RURAL (120)",17709,58530,51665,1612,88.3,2.8,
"De 12 a 14 años (121)",2289,14,14,3,100,21.4,
"De 15 a 19 años (122)",2501,534,520,180,97.4,33.7,
"De 20 a 24 años (123)",1852,2440,2348,391,96.2,16,
"De 25 a 29 años (124)",1728,4239,4058,339,95.7,8,
"De 30 a 34 años (125)",1546,5746,5417,312,94.3,5.4,
"De 35 a 39 años (126)",1559,7386,6920,246,93.7,3.3,
"De 40 a 44 años (127)",1159,6568,5969,104,90.9,1.6,
"De 45 a 49 años (128)",1005,6116,5518,37,90.2,0.6,
"De 50 y más años (129)",4070,25487,20901,,82,,
"PEA (130)",1768,4965,4378,104,88.2,2.1,
"De 12 a 14 años (131)",67,,,,,,
"De 15 a 19 años (132)",230,30,30,8,100,26.7,
"De 20 a 24 años (133)",239,179,175,25,97.8,14,
"De 25 a 29 años (134)",238,305,294,20,96.4,6.6,
"De 30 a 34 años (135)",191,490,456,24,93.1,4.9,
"De 35 a 39 años (136)",183,627,607,15,96.8,2.4,
"De 40 a 44 años (137)",149,702,634,9,90.3,1.3,
"De 45 a 49 años (138)",118,597,540,3,90.5,0.5,
"De 50 y más años (139)",353,2035,1642,,80.7,,
"Ocupada (140)",1619,4895,4313,99,88.1,2,
"De 12 a 14 años (141)",45,,,,,,
"De 15 a 19 años (142)",165,27,27,7,100,25.9,
"De 20 a 24 años (143)",203,161,158,22,98.1,13.7,
"De 25 a 29 años (144)",229,299,288,19,96.3,6.4,
"De 30 a 34 años (145)",185,479,445,24,92.9,5,
"De 35 a 39 años (146)",179,618,598,15,96.8,2.4,
"De 40 a 44 años (147)",147,697,629,9,90.2,1.3,
"De 45 a 49 años (148)",118,597,540,3,90.5,0.5,
"De 50 y más años (149)",348,2017,1628,,80.7,,
"Desocupada (150)",149,70,65,5,92.9,7.1,
"De 12 a 14 años (151)",22,,,,,,
"De 15 a 19 años (152)",65,3,3,1,100,33.3,
"De 20 a 24 años (153)",36,18,17,3,94.4,16.7,
"De 25 a 29 años (154)",9,6,6,1,100,16.7,
"De 30 a 34 años (155)",6,11,11,,100,,
"De 35 a 39 años (156)",4,9,9,,100,,
"De 40 a 44 años (157)",2,5,5,,100,,
"De 50 y más años (159)",5,18,14,,77.8,,
"No PEA (160)",15941,53565,47287,1508,88.3,2.8,
"De 12 a 14 años (161)",2222,14,14,3,100,21.4,
"De 15 a 19 años (162)",2271,504,490,172,97.2,34.1,
"De 20 a 24 años (163)",1613,2261,2173,366,96.1,16.2,
"De 25 a 29 años (164)",1490,3934,3764,319,95.7,8.1,
"De 30 a 34 años (165)",1355,5256,4961,288,94.4,5.5,
"De 35 a 39 años (166)",1376,6759,6313,231,93.4,3.4,
"De 40 a 44 años (167)",1010,5866,5335,95,90.9,1.6,
"De 45 a 49 años (168)",887,5519,4978,34,90.2,0.6,
"De 50 y más años (169)",3717,23452,19259,,82.1,,
