"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",1,4,4,,100,,
"De 45 a 49 años (038)",1,15,14,,93.3,,
"De 50 y más años (039)",3,29,25,,86.2,,
"No PEA (040)",8320,23383,20768,873,88.8,3.7,
"De 12 a 14 años (041)",1766,14,14,4,100,28.6,
"De 15 a 19 años (042)",1794,737,719,188,97.6,25.5,
"De 20 a 24 años (043)",1054,1984,1908,226,96.2,11.4,
"De 25 a 29 años (044)",878,2821,2668,192,94.6,6.8,
"De 30 a 34 años (045)",645,2943,2721,116,92.5,3.9,
"De 35 a 39 años (046)",630,3614,3296,114,91.2,3.2,
"De 40 a 44 años (047)",357,2424,2174,24,89.7,1,
"De 45 a 49 años (048)",338,2485,2129,9,85.7,0.4,
"De 50 y más años (049)",858,6361,5139,,80.8,,
,,,,,,,
"URBANA (060)",4342,12327,11310,368,91.7,3,
"De 12 a 14 años (061)",652,7,7,3,100,42.9,
"De 15 a 19 años (062)",780,251,245,55,97.6,21.9,
"De 20 a 24 años (063)",583,890,852,102,95.7,11.5,
"De 25 a 29 años (064)",556,1318,1267,86,96.1,6.5,
"De 30 a 34 años (065)",440,1583,1499,62,94.7,3.9,
"De 35 a 39 años (066)",362,1647,1557,40,94.5,2.4,
"De 40 a 44 años (067)",265,1525,1400,13,91.8,0.9,
"De 45 a 49 años (068)",207,1401,1286,7,91.8,0.5,
"De 50 y más años (069)",497,3705,3197,,86.3,,
"PEA (070)",1488,5095,4688,127,92,2.5,
"De 12 a 14 años (071)",61,2,2,1,100,50,
"De 15 a 19 años (072)",167,60,58,15,96.7,25,
"De 20 a 24 años (073)",221,339,319,34,94.1,10,
"De 25 a 29 años (074)",232,508,490,28,96.5,5.5,
"De 30 a 34 años (075)",207,703,676,27,96.2,3.8,
"De 35 a 39 años (076)",174,734,700,12,95.4,1.6,
"De 40 a 44 años (077)",135,718,655,8,91.2,1.1,
"De 45 a 49 años (078)",99,634,592,2,93.4,0.3,
"De 50 y más años (079)",192,1397,1196,,85.6,,
"Ocupada (080)",1455,5018,4616,123,92,2.5,
"De 12 a 14 años (081)",58,2,2,,100,,
"De 15 a 19 años (082)",161,59,57,14,96.6,23.7,
"De 20 a 24 años (083)",209,324,304,33,93.8,10.2,
"De 25 a 29 años (084)",227,500,482,27,96.4,5.4,
"De 30 a 34 años (085)",205,698,671,27,96.1,3.9,
"De 35 a 39 años (086)",174,734,700,12,95.4,1.6,
"De 40 a 44 años (087)",134,714,651,8,91.2,1.1,
"De 45 a 49 años (088)",98,619,578,2,93.4,0.3,
"De 50 y más años (089)",189,1368,1171,,85.6,,
"Desocupada (090)",33,77,72,4,93.5,5.2,
"De 12 a 14 años (091)",3,,,1,,,
"De 15 a 19 años (092)",6,1,1,1,100,100,
"De 20 a 24 años (093)",12,15,15,1,100,6.7,
"De 25 a 29 años (094)",5,8,8,1,100,12.5,
"De 30 a 34 años (095)",2,5,5,,100,,
"De 40 a 44 años (097)",1,4,4,,100,,
"De 45 a 49 años (098)",1,15,14,,93.3,,
"De 50 y más años (099)",3,29,25,,86.2,,
"No PEA (100)",2854,7232,6622,241,91.6,3.3,
"De 12 a 14 años (101)",591,5,5,2,100,40,
"De 15 a 19 años (102)",613,191,187,40,97.9,20.9,
"De 20 a 24 años (103)",362,551,533,68,96.7,12.3,
"De 25 a 29 años (104)",324,810,777,58,95.9,7.2,
"De 30 a 34 años (105)",233,880,823,35,93.5,4,
"De 35 a 39 años (106)",188,913,857,28,93.9,3.1,
"De 40 a 44 años (107)",130,807,745,5,92.3,0.6,
"De 45 a 49 años (108)",108,767,694,5,90.5,0.7,
"De 50 y más años (109)",305,2308,2001,,86.7,,
,,,,,,,
"RURAL (120)",9811,31320,28095,1242,89.7,4,
"De 12 a 14 años (121)",1368,14,14,2,100,14.3,
"De 15 a 19 años (122)",1924,995,973,234,97.8,23.5,
"De 20 a 24 años (123)",1498,3099,2981,330,96.2,10.6,
"De 25 a 29 años (124)",1225,4371,4149,278,94.9,6.4,
"De 30 a 34 años (125)",838,4136,3844,166,92.9,4,
"De 35 a 39 años (126)",935,5557,5100,178,91.8,3.2,
"De 40 a 44 años (127)",521,3299,2955,44,89.6,1.3,
"De 45 a 49 años (128)",480,3202,2760,10,86.2,0.3,
"De 50 y más años (129)",1022,6647,5319,,80,,
"PEA (130)",4345,15169,13949,609,92,4,
"De 12 a 14 años (131)",193,5,5,,100,,
"De 15 a 19 años (132)",743,449,441,86,98.2,19.2,
"De 20 a 24 años (133)",806,1666,1606,171,96.4,10.3,
"De 25 a 29 años (134)",671,2360,2258,144,95.7,6.1,
"De 30 a 34 años (135)",426,2073,1946,85,93.9,4.1,
"De 35 a 39 años (136)",493,2856,2661,92,93.2,3.2,
"De 40 a 44 años (137)",294,1682,1526,25,90.7,1.5,
"De 45 a 49 años (138)",250,1484,1325,6,89.3,0.4,
"De 50 y más años (139)",469,2594,2181,,84.1,,
"Ocupada (140)",4327,15137,13918,608,91.9,4,
"De 12 a 14 años (141)",189,5,5,,100,,
"De 15 a 19 años (142)",737,446,438,86,98.2,19.3,
"De 20 a 24 años (143)",803,1661,1601,171,96.4,10.3,
"De 25 a 29 años (144)",668,2347,2246,143,95.7,6.1,
"De 30 a 34 años (145)",425,2068,1941,85,93.9,4.1,
"De 35 a 39 años (146)",492,2850,2655,92,93.2,3.2,
"De 40 a 44 años (147)",294,1682,1526,25,90.7,1.5,
"De 45 a 49 años (148)",250,1484,1325,6,89.3,0.4,
"De 50 y más años (149)",469,2594,2181,,84.1,,
"Desocupada (150)",18,32,31,1,96.9,3.1,
"De 12 a 14 años (151)",4,,,,,,
"De 15 a 19 años (152)",6,3,3,,100,,
"De 20 a 24 años (153)",3,5,5,,100,,
"De 25 a 29 años (154)",3,13,12,1,92.3,7.7,
"De 30 a 34 años (155)",1,5,5,,100,,
"De 35 a 39 años (156)",1,6,6,,100,,
"No PEA (160)",5466,16151,14146,633,87.6,3.9,
"De 12 a 14 años (161)",1175,9,9,2,100,22.2,
"De 15 a 19 años (162)",1181,546,532,148,97.4,27.1,
"De 20 a 24 años (163)",692,1433,1375,159,96,11.1,
"De 25 a 29 años (164)",554,2011,1891,134,94,6.7,
"De 30 a 34 años (165)",412,2063,1898,81,92,3.9,
"De 35 a 39 años (166)",442,2701,2439,86,90.3,3.2,
"De 40 a 44 años (167)",227,1617,1429,19,88.4,1.2,
"De 45 a 49 años (168)",230,1718,1435,4,83.5,0.2,
"De 50 y más años (169)",553,4053,3138,,77.4,,
