"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",9430,5707,1024,893,1806
"Obreros construc.,conf.,papel, fab., instr. (032)",1961,1420,201,144,196
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",40424,32799,3479,2344,1802
"Otra (034)",439,,,,439
"Ocupación no especificada (035)",3456,2628,284,231,313
,,,,,
"URBANA (036)",331326,205233,35453,36590,54050
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",1055,107,279,318,351
"Profes., científicos e intelectuales (038)",48628,13556,6887,12235,15950
"Técnicos de nivel medio y trab. asimilados (039)",28197,13773,3428,4075,6921
"Jefes y empleados de oficina (040)",20412,5101,2637,4122,8552
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",60315,50938,4392,2915,2070
"Agricult.trabaj.calif.agrop.y pesqueros (042)",8200,6689,1337,126,48
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",39766,26110,4535,3508,5613
"Obreros construc.,conf.,papel, fab., instr. (044)",41895,31045,3637,3220,3993
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",71464,53186,7688,5525,5065
"Otra (046)",4676,,,,4676
"Ocupación no especificada (047)",6718,4728,633,546,811
"Hombres (048)",189937,114212,21006,21046,33673
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",670,72,144,216,238
"Profes., científicos e intelectuales (050)",24128,7584,3063,5260,8221
"Técnicos de nivel medio y trab. asimilados (051)",16486,8329,1997,2484,3676
"Jefes y empleados de oficina (052)",9127,1827,1059,1957,4284
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",22946,17379,2221,1769,1577
"Agricult.trabaj.calif.agrop.y pesqueros (054)",5735,4865,755,85,30
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",30528,20574,3516,2622,3816
"Obreros construc.,conf.,papel, fab., instr. (056)",39956,29643,3436,3076,3801
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",32761,21750,4459,3261,3291
"Otra (058)",4239,,,,4239
"Ocupación no especificada (059)",3361,2189,356,316,500
"Mujeres (060)",141389,91021,14447,15544,20377
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",385,35,135,102,113
"Profes., científicos e intelectuales (062)",24500,5972,3824,6975,7729
"Técnicos de nivel medio y trab. asimilados (063)",11711,5444,1431,1591,3245
"Jefes y empleados de oficina (064)",11285,3274,1578,2165,4268
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",37369,33559,2171,1146,493
"Agricult.trabaj.calif.agrop.y pesqueros (066)",2465,1824,582,41,18
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",9238,5536,1019,886,1797
"Obreros construc.,conf.,papel, fab., instr. (068)",1939,1402,201,144,192
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",38703,31436,3229,2264,1774
"Otra (070)",437,,,,437
"Ocupación no especificada (071)",3357,2539,277,230,311
,,,,,
"RURAL (072)",9375,7232,1063,447,633
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,,3,,7
"Profes., científicos e intelectuales (074)",233,99,38,42,54
"Técnicos de nivel medio y trab. asimilados (075)",167,70,15,18,64
"Jefes y empleados de oficina (076)",106,30,9,18,49
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",463,424,21,7,11
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2316,2115,174,24,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",896,660,74,44,118
"Obreros construc.,conf.,papel, fab., instr. (080)",455,307,48,29,71
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",4474,3387,666,259,162
"Otra (082)",91,,,,91
"Ocupación no especificada (083)",164,140,15,6,3
"Hombres (084)",6393,4822,724,324,523
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,,3,,6
"Profes., científicos e intelectuales (086)",114,49,14,21,30
"Técnicos de nivel medio y trab. asimilados (087)",116,46,10,12,48
"Jefes y empleados de oficina (088)",55,6,3,15,31
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",152,137,7,3,5
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1903,1731,146,23,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",704,489,69,37,109
"Obreros construc.,conf.,papel, fab., instr. (092)",433,289,48,29,67
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2753,2024,416,179,134
"Otra (094)",89,,,,89
"Ocupación no especificada (095)",65,51,8,5,1
"Mujeres (096)",2982,2410,339,123,110
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",119,50,24,21,24
"Técnicos de nivel medio y trab. asimilados (099)",51,24,5,6,16
"Jefes y empleados de oficina (100)",51,24,6,3,18
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",311,287,14,4,6
"Agricult.trabaj.calif.agrop.y pesqueros (102)",413,384,28,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",192,171,5,7,9
"Obreros construc.,conf.,papel, fab., instr. (104)",22,18,,,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1721,1363,250,80,28
"Otra (106)",2,,,,2
"Ocupación no especificada (107)",99,89,7,1,2
