"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",10,36,36,,100,,
"De 45 a 49 años (038)",17,82,75,,91.5,,
"De 50 y más años (039)",16,105,100,,95.2,,
"No PEA (040)",14013,41851,37344,1544,89.2,3.7,
"De 12 a 14 años (041)",2344,22,22,5,100,22.7,
"De 15 a 19 años (042)",2779,1161,1133,316,97.6,27.2,
"De 20 a 24 años (043)",2022,3420,3280,424,95.9,12.4,
"De 25 a 29 años (044)",1512,4213,4023,321,95.5,7.6,
"De 30 a 34 años (045)",1142,4640,4373,230,94.2,5,
"De 35 a 39 años (046)",1060,5522,5082,170,92,3.1,
"De 40 a 44 años (047)",794,4885,4360,66,89.3,1.4,
"De 45 a 49 años (048)",594,4264,3811,12,89.4,0.3,
"De 50 y más años (049)",1766,13724,11260,,82,,
,,,,,,,
"URBANA (060)",8285,24007,21774,666,90.7,2.8,
"De 12 a 14 años (061)",1018,7,7,1,100,14.3,
"De 15 a 19 años (062)",1441,397,392,107,98.7,27,
"De 20 a 24 años (063)",1120,1403,1351,165,96.3,11.8,
"De 25 a 29 años (064)",931,2023,1966,149,97.2,7.4,
"De 30 a 34 años (065)",790,2481,2373,134,95.6,5.4,
"De 35 a 39 años (066)",735,3077,2903,80,94.3,2.6,
"De 40 a 44 años (067)",573,2927,2669,26,91.2,0.9,
"De 45 a 49 años (068)",435,2678,2448,4,91.4,0.1,
"De 50 y más años (069)",1242,9014,7665,,85,,
"PEA (070)",2506,9038,8221,159,91,1.8,
"De 12 a 14 años (071)",43,,,,,,
"De 15 a 19 años (072)",229,70,70,9,100,12.9,
"De 20 a 24 años (073)",314,360,345,32,95.8,8.9,
"De 25 a 29 años (074)",331,609,589,36,96.7,5.9,
"De 30 a 34 años (075)",321,872,835,44,95.8,5,
"De 35 a 39 años (076)",341,1325,1252,28,94.5,2.1,
"De 40 a 44 años (077)",262,1229,1140,9,92.8,0.7,
"De 45 a 49 años (078)",214,1262,1163,1,92.2,0.1,
"De 50 y más años (079)",451,3311,2827,,85.4,,
"Ocupada (080)",2387,8827,8019,147,90.8,1.7,
"De 12 a 14 años (081)",41,,,,,,
"De 15 a 19 años (082)",205,65,65,9,100,13.8,
"De 20 a 24 años (083)",281,337,322,28,95.5,8.3,
"De 25 a 29 años (084)",307,571,554,31,97,5.4,
"De 30 a 34 años (085)",311,842,807,42,95.8,5,
"De 35 a 39 años (086)",333,1301,1228,27,94.4,2.1,
"De 40 a 44 años (087)",256,1215,1126,9,92.7,0.7,
"De 45 a 49 años (088)",209,1232,1137,1,92.3,0.1,
"De 50 y más años (089)",444,3264,2780,,85.2,,
"Desocupada (090)",119,211,202,12,95.7,5.7,
"De 12 a 14 años (091)",2,,,,,,
"De 15 a 19 años (092)",24,5,5,,100,,
"De 20 a 24 años (093)",33,23,23,4,100,17.4,
"De 25 a 29 años (094)",24,38,35,5,92.1,13.2,
"De 30 a 34 años (095)",10,30,28,2,93.3,6.7,
"De 35 a 39 años (096)",8,24,24,1,100,4.2,
"De 40 a 44 años (097)",6,14,14,,100,,
"De 45 a 49 años (098)",5,30,26,,86.7,,
"De 50 y más años (099)",7,47,47,,100,,
"No PEA (100)",5779,14969,13553,507,90.5,3.4,
"De 12 a 14 años (101)",975,7,7,1,100,14.3,
"De 15 a 19 años (102)",1212,327,322,98,98.5,30,
"De 20 a 24 años (103)",806,1043,1006,133,96.5,12.8,
"De 25 a 29 años (104)",600,1414,1377,113,97.4,8,
"De 30 a 34 años (105)",469,1609,1538,90,95.6,5.6,
"De 35 a 39 años (106)",394,1752,1651,52,94.2,3,
"De 40 a 44 años (107)",311,1698,1529,17,90,1,
"De 45 a 49 años (108)",221,1416,1285,3,90.7,0.2,
"De 50 y más años (109)",791,5703,4838,,84.8,,
,,,,,,,
"RURAL (120)",10127,35594,31409,1182,88.2,3.3,
"De 12 a 14 años (121)",1423,16,16,5,100,31.3,
"De 15 a 19 años (122)",1755,921,894,232,97.1,25.2,
"De 20 a 24 años (123)",1441,2760,2642,314,95.7,11.4,
"De 25 a 29 años (124)",1132,3386,3208,244,94.7,7.2,
"De 30 a 34 años (125)",916,3962,3702,171,93.4,4.3,
"De 35 a 39 años (126)",872,4802,4394,144,91.5,3,
"De 40 a 44 años (127)",675,4378,3918,58,89.5,1.3,
"De 45 a 49 años (128)",559,4138,3659,14,88.4,0.3,
"De 50 y más años (129)",1354,11231,8976,,79.9,,
"PEA (130)",1893,8712,7618,148,87.4,1.7,
"De 12 a 14 años (131)",54,1,1,1,100,100,
"De 15 a 19 años (132)",188,87,83,14,95.4,16.1,
"De 20 a 24 años (133)",225,383,368,23,96.1,6,
"De 25 a 29 años (134)",220,587,562,37,95.7,6.3,
"De 30 a 34 años (135)",243,931,867,32,93.1,3.4,
"De 35 a 39 años (136)",206,1032,963,26,93.3,2.5,
"De 40 a 44 años (137)",192,1191,1087,10,91.3,0.8,
"De 45 a 49 años (138)",186,1290,1133,5,87.8,0.4,
"De 50 y más años (139)",379,3210,2554,,79.6,,
"Ocupada (140)",1761,8477,7395,144,87.2,1.7,
"De 12 a 14 años (141)",38,1,1,1,100,100,
"De 15 a 19 años (142)",140,73,69,12,94.5,16.4,
"De 20 a 24 años (143)",204,364,351,22,96.4,6,
"De 25 a 29 años (144)",205,551,528,37,95.8,6.7,
"De 30 a 34 años (145)",239,916,852,31,93,3.4,
"De 35 a 39 años (146)",203,1013,944,26,93.2,2.6,
"De 40 a 44 años (147)",188,1169,1065,10,91.1,0.9,
"De 45 a 49 años (148)",174,1238,1084,5,87.6,0.4,
"De 50 y más años (149)",370,3152,2501,,79.3,,
"Desocupada (150)",132,235,223,4,94.9,1.7,
"De 12 a 14 años (151)",16,,,,,,
"De 15 a 19 años (152)",48,14,14,2,100,14.3,
"De 20 a 24 años (153)",21,19,17,1,89.5,5.3,
"De 25 a 29 años (154)",15,36,34,,94.4,,
"De 30 a 34 años (155)",4,15,15,1,100,6.7,
"De 35 a 39 años (156)",3,19,19,,100,,
"De 40 a 44 años (157)",4,22,22,,100,,
"De 45 a 49 años (158)",12,52,49,,94.2,,
"De 50 y más años (159)",9,58,53,,91.4,,
"No PEA (160)",8234,26882,23791,1034,88.5,3.8,
"De 12 a 14 años (161)",1369,15,15,4,100,26.7,
"De 15 a 19 años (162)",1567,834,811,218,97.2,26.1,
"De 20 a 24 años (163)",1216,2377,2274,291,95.7,12.2,
"De 25 a 29 años (164)",912,2799,2646,207,94.5,7.4,
"De 30 a 34 años (165)",673,3031,2835,139,93.5,4.6,
"De 35 a 39 años (166)",666,3770,3431,118,91,3.1,
"De 40 a 44 años (167)",483,3187,2831,48,88.8,1.5,
"De 45 a 49 años (168)",373,2848,2526,9,88.7,0.3,
"De 50 y más años (169)",975,8021,6422,,80.1,,
