"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Admin.pub. y defensa; p. segur.soc.afil (015)",718,16,43,26,264,33,,,18,119,199,
"Enseñanza (016)",1850,28,1726,9,65,,,1,1,20,,
"Servicios sociales y de salud (017)",430,,158,177,39,27,,3,4,22,,
"Otras activ. serv.comun.soc y personales (018)",736,2,84,129,37,114,,2,8,360,,
"Hogares privados con servicio doméstico (019)",864,,,2,,1,,,,861,,
"Actividad economica no especificada (021)",1099,,1,8,40,,,2,3,27,,1018
"Hombres (022)",22607,36,1164,865,504,1943,2204,2246,3932,8857,193,663
"Agric., ganadería, caza y silvicultura (023)",8498,,33,53,19,,2148,3,60,6182,,
"Pesca (024)",290,,2,1,1,,56,,2,228,,
"Explotación de minas y canteras (025)",61,,6,7,3,,,29,6,10,,
"Industrias manufactureras (026)",2058,1,42,109,52,45,,1430,240,139,,
"Suministro de electricidad, gas y agua (027)",57,,2,10,5,,,10,12,18,,
"Construcción (028)",2040,,41,61,8,,,128,1138,664,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",2863,2,38,127,21,1425,,609,58,583,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",651,,14,35,6,62,,471,39,24,,
"Comercio al por mayor (031)",159,1,6,12,8,102,,3,4,23,,
"Comercio al por menor (032)",2053,1,18,80,7,1261,,135,15,536,,
"Hoteles y restaurantes (033)",350,,6,28,29,179,,1,2,105,,
"Trans., almac. y comunicaciones (034)",2873,1,13,46,57,2,,19,2338,397,,
"Intermediación financiera (035)",53,1,4,9,35,,,,1,3,,
"Activid.inmobil., empres. y alquileres (036)",881,1,154,218,87,223,,10,42,146,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",524,14,29,20,121,30,,,18,99,193,
"Enseñanza (038)",714,15,657,5,24,,,1,1,11,,
"Servicios sociales y de salud (039)",156,,64,56,10,5,,3,3,15,,
"Otras activ. serv.comun.soc y personales (040)",441,1,72,110,18,34,,1,8,197,,
"Hogares privados con servicio doméstico (041)",37,,,,,,,,,37,,
"Actividad economica no especificada (043)",711,,1,5,14,,,2,3,23,,663
"Mujeres (044)",8679,17,1284,359,614,2334,185,245,67,3213,6,355
"Agric., ganadería, caza y silvicultura (045)",1424,,3,6,6,,183,1,,1225,,
"Pesca (046)",7,,,,2,,2,,,3,,
"Explotación de minas y canteras (047)",1,,1,,,,,,,,,
"Industrias manufactureras (048)",340,,15,26,24,7,,226,32,10,,
"Suministro de electricidad, gas y agua (049)",5,,,,4,,,,,1,,
"Construcción (050)",35,,3,1,2,,,2,7,20,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2451,1,17,50,47,1783,,12,2,539,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",63,,2,7,11,34,,7,2,,,
"Comercio al por mayor (053)",93,,5,13,5,68,,,,2,,
"Comercio al por menor (054)",2295,1,10,30,31,1681,,5,,537,,
"Hoteles y restaurantes (055)",768,,1,14,29,437,,1,,286,,
"Trans., almac. y comunicaciones (056)",161,,2,17,52,,,1,24,65,,
"Intermediación financiera (057)",45,,,18,27,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",328,,53,72,163,1,,1,1,37,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",194,2,14,6,143,3,,,,20,6,
"Enseñanza (060)",1136,13,1069,4,41,,,,,9,,
"Servicios sociales y de salud (061)",274,,94,121,29,22,,,1,7,,
"Otras activ. serv.comun.soc y personales (062)",295,1,12,19,19,80,,1,,163,,
"Hogares privados con servicio doméstico (063)",827,,,2,,1,,,,824,,
"Actividad economica no especificada (065)",388,,,3,26,,,,,4,,355
,,,,,,,,,,,,
"URBANA (066)",29142,53,2422,1206,1101,4178,2117,2453,3880,10541,199,992
"Agric., ganadería, caza y silvicultura (067)",8257,,36,59,25,,2059,3,55,6020,,
"Pesca (068)",292,,2,1,3,,58,,2,226,,
"Explotación de minas y canteras (069)",61,,7,7,3,,,28,6,10,,
"Industrias manufactureras (070)",2361,1,56,134,74,52,,1634,271,139,,
"Suministro de electricidad, gas y agua (071)",53,,2,10,9,,,8,11,13,,
"Construcción (072)",2010,,43,61,10,,,128,1125,643,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",5203,3,55,172,68,3135,,611,58,1101,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",704,,16,40,17,94,,473,41,23,,
"Comercio al por mayor (075)",237,1,11,24,13,157,,3,4,24,,
"Comercio al por menor (076)",4262,2,28,108,38,2884,,135,13,1054,,
"Hoteles y restaurantes (077)",1110,,7,42,58,610,,2,2,389,,
"Trans., almac. y comunicaciones (078)",2932,1,15,62,108,2,,20,2276,448,,
"Intermediación financiera (079)",97,1,4,26,62,,,,1,3,,
"Activid.inmobil., empres. y alquileres (080)",1169,1,207,284,243,209,,11,41,173,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",714,16,43,26,260,33,,,18,119,199,
"Enseñanza (082)",1827,28,1704,9,65,,,1,1,19,,
"Servicios sociales y de salud (083)",420,,156,174,38,23,,3,4,22,,
"Otras activ. serv.comun.soc y personales (084)",727,2,84,129,35,113,,2,7,355,,
"Hogares privados con servicio doméstico (085)",837,,,2,,1,,,,834,,
"Actividad economica no especificada (087)",1072,,1,8,40,,,2,2,27,,992
"Hombres (088)",20780,36,1153,851,497,1893,1941,2211,3813,7546,193,646
"Agric., ganadería, caza y silvicultura (089)",7021,,33,53,19,,1885,3,55,4973,,
"Pesca (090)",285,,2,1,1,,56,,2,223,,
"Explotación de minas y canteras (091)",60,,6,7,3,,,28,6,10,,
"Industrias manufactureras (092)",2024,1,41,108,51,45,,1410,239,129,,
"Suministro de electricidad, gas y agua (093)",48,,2,10,5,,,8,11,12,,
"Construcción (094)",1975,,40,60,8,,,126,1118,623,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",2805,2,38,123,21,1395,,599,56,571,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",642,,14,33,6,61,,466,39,23,,
"Comercio al por mayor (097)",153,1,6,12,8,97,,3,4,22,,
"Comercio al por menor (098)",2010,1,18,78,7,1237,,130,13,526,,
"Hoteles y restaurantes (099)",347,,6,28,29,177,,1,2,104,,
"Trans., almac. y comunicaciones (100)",2771,1,13,45,56,2,,19,2252,383,,
"Intermediación financiera (101)",52,1,4,8,35,,,,1,3,,
"Activid.inmobil., empres. y alquileres (102)",850,1,154,214,86,208,,10,40,137,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",521,14,29,20,118,30,,,18,99,193,
"Enseñanza (104)",706,15,649,5,24,,,1,1,11,,
"Servicios sociales y de salud (105)",151,,63,54,10,3,,3,3,15,,
"Otras activ. serv.comun.soc y personales (106)",435,1,72,110,17,33,,1,7,194,,
"Hogares privados con servicio doméstico (107)",36,,,,,,,,,36,,
"Actividad economica no especificada (109)",693,,1,5,14,,,2,2,23,,646
"Mujeres (110)",8362,17,1269,355,604,2285,176,242,67,2995,6,346
"Agric., ganadería, caza y silvicultura (111)",1236,,3,6,6,,174,,,1047,,
"Pesca (112)",7,,,,2,,2,,,3,,
"Explotación de minas y canteras (113)",1,,1,,,,,,,,,
"Industrias manufactureras (114)",337,,15,26,23,7,,224,32,10,,
"Suministro de electricidad, gas y agua (115)",5,,,,4,,,,,1,,
"Construcción (116)",35,,3,1,2,,,2,7,20,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2398,1,17,49,47,1740,,12,2,530,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",62,,2,7,11,33,,7,2,,,
"Comercio al por mayor (119)",84,,5,12,5,60,,,,2,,
"Comercio al por menor (120)",2252,1,10,30,31,1647,,5,,528,,
"Hoteles y restaurantes (121)",763,,1,14,29,433,,1,,285,,
"Trans., almac. y comunicaciones (122)",161,,2,17,52,,,1,24,65,,
"Intermediación financiera (123)",45,,,18,27,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",319,,53,70,157,1,,1,1,36,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",193,2,14,6,142,3,,,,20,6,
"Enseñanza (126)",1121,13,1055,4,41,,,,,8,,
"Servicios sociales y de salud (127)",269,,93,120,28,20,,,1,7,,
"Otras activ. serv.comun.soc y personales (128)",292,1,12,19,18,80,,1,,161,,
"Hogares privados con servicio doméstico (129)",801,,,2,,1,,,,798,,
"Actividad economica no especificada (131)",379,,,3,26,,,,,4,,346
,,,,,,,,,,,,
"RURAL (132)",2144,,26,18,17,99,272,38,119,1529,,26
"Agric., ganadería, caza y silvicultura (133)",1665,,,,,,272,1,5,1387,,
"Pesca (134)",5,,,,,,,,,5,,
"Explotación de minas y canteras (135)",1,,,,,,,1,,,,
"Industrias manufactureras (136)",37,,1,1,2,,,22,1,10,,
"Suministro de electricidad, gas y agua (137)",9,,,,,,,2,1,6,,
"Construcción (138)",65,,1,1,,,,2,20,41,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",111,,,5,,73,,10,2,21,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",10,,,2,,2,,5,,1,,
"Comercio al por mayor (141)",15,,,1,,13,,,,1,,
"Comercio al por menor (142)",86,,,2,,58,,5,2,19,,
"Hoteles y restaurantes (143)",8,,,,,6,,,,2,,
"Trans., almac. y comunicaciones (144)",102,,,1,1,,,,86,14,,
"Intermediación financiera (145)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",40,,,6,7,15,,,2,10,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",4,,,,4,,,,,,,
"Enseñanza (148)",23,,22,,,,,,,1,,
"Servicios sociales y de salud (149)",10,,2,3,1,4,,,,,,
"Otras activ. serv.comun.soc y personales (150)",9,,,,2,1,,,1,5,,
"Hogares privados con servicio doméstico (151)",27,,,,,,,,,27,,
"Actividad economica no especificada (153)",27,,,,,,,,1,,,26
"Hombres (154)",1827,,11,14,7,50,263,35,119,1311,,17
"Agric., ganadería, caza y silvicultura (155)",1477,,,,,,263,,5,1209,,
"Pesca (156)",5,,,,,,,,,5,,
"Explotación de minas y canteras (157)",1,,,,,,,1,,,,
"Industrias manufactureras (158)",34,,1,1,1,,,20,1,10,,
"Suministro de electricidad, gas y agua (159)",9,,,,,,,2,1,6,,
"Construcción (160)",65,,1,1,,,,2,20,41,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",58,,,4,,30,,10,2,12,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",9,,,2,,1,,5,,1,,
"Comercio al por mayor (163)",6,,,,,5,,,,1,,
"Comercio al por menor (164)",43,,,2,,24,,5,2,10,,
"Hoteles y restaurantes (165)",3,,,,,2,,,,1,,
"Trans., almac. y comunicaciones (166)",102,,,1,1,,,,86,14,,
"Intermediación financiera (167)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",31,,,4,1,15,,,2,9,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",3,,,,3,,,,,,,
"Enseñanza (170)",8,,8,,,,,,,,,
"Servicios sociales y de salud (171)",5,,1,2,,2,,,,,,
"Otras activ. serv.comun.soc y personales (172)",6,,,,1,1,,,1,3,,
"Hogares privados con servicio doméstico (173)",1,,,,,,,,,1,,
"Actividad economica no especificada (175)",18,,,,,,,,1,,,17
"Mujeres (176)",317,,15,4,10,49,9,3,,218,,9
"Agric., ganadería, caza y silvicultura (177)",188,,,,,,9,1,,178,,
"Industrias manufactureras (180)",3,,,,1,,,2,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",53,,,1,,43,,,,9,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,1,,,,,,
"Comercio al por mayor (185)",9,,,1,,8,,,,,,
"Comercio al por menor (186)",43,,,,,34,,,,9,,
"Hoteles y restaurantes (187)",5,,,,,4,,,,1,,
"Activid.inmobil., empres. y alquileres (190)",9,,,2,6,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",1,,,,1,,,,,,,
"Enseñanza (192)",15,,14,,,,,,,1,,
"Servicios sociales y de salud (193)",5,,1,1,1,2,,,,,,
"Otras activ. serv.comun.soc y personales (194)",3,,,,1,,,,,2,,
"Hogares privados con servicio doméstico (195)",26,,,,,,,,,26,,
"Actividad economica no especificada (197)",9,,,,,,,,,,,9
