"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 35 a 39 años (036)",79,114,108,1,94.7,0.9,
"De 40 a 44 años (037)",42,60,58,,96.7,,
"De 45 a 49 años (038)",31,60,55,,91.7,,
"De 50 y más años (039)",29,95,89,,93.7,,
"No PEA (040)",34994,86402,79183,1423,91.6,1.6,
"De 12 a 14 años (041)",3387,23,22,6,95.7,26.1,
"De 15 a 19 años (042)",4588,644,637,189,98.9,29.3,
"De 20 a 24 años (043)",3490,2666,2617,382,98.2,14.3,
"De 25 a 29 años (044)",3055,4261,4196,346,98.5,8.1,
"De 30 a 34 años (045)",2729,5439,5318,263,97.8,4.8,
"De 35 a 39 años (046)",2683,6339,6180,167,97.5,2.6,
"De 40 a 44 años (047)",2641,7272,7013,65,96.4,0.9,
"De 45 a 49 años (048)",2328,7453,7099,5,95.3,0.1,
"De 50 y más años (049)",10093,52305,46101,,88.1,,
,,,,,,,
"URBANA (060)",40589,93918,86780,1440,92.4,1.5,
"De 12 a 14 años (061)",3073,23,22,6,95.7,26.1,
"De 15 a 19 años (062)",4528,615,607,167,98.7,27.2,
"De 20 a 24 años (063)",4106,2791,2744,368,98.3,13.2,
"De 25 a 29 años (064)",3907,4732,4660,343,98.5,7.2,
"De 30 a 34 años (065)",3709,6578,6431,278,97.8,4.2,
"De 35 a 39 años (066)",3677,7882,7689,191,97.6,2.4,
"De 40 a 44 años (067)",3604,9167,8881,80,96.9,0.9,
"De 45 a 49 años (068)",3103,9030,8602,7,95.3,0.1,
"De 50 y más años (069)",10882,53100,47144,,88.8,,
"PEA (070)",10048,19837,18737,230,94.5,1.2,
"De 12 a 14 años (071)",78,1,1,,100,,
"De 15 a 19 años (072)",508,64,61,8,95.3,12.5,
"De 20 a 24 años (073)",1099,506,500,43,98.8,8.5,
"De 25 a 29 años (074)",1282,1145,1122,47,98,4.1,
"De 30 a 34 años (075)",1336,1932,1886,55,97.6,2.8,
"De 35 a 39 años (076)",1335,2508,2437,50,97.2,2,
"De 40 a 44 años (077)",1316,3077,2986,25,97,0.8,
"De 45 a 49 años (078)",1132,2946,2786,2,94.6,0.1,
"De 50 y más años (079)",1962,7658,6958,,90.9,,
"Ocupada (080)",9416,19339,18260,216,94.4,1.1,
"De 12 a 14 años (081)",66,1,1,,100,,
"De 15 a 19 años (082)",425,56,53,5,94.6,8.9,
"De 20 a 24 años (083)",929,467,461,41,98.7,8.8,
"De 25 a 29 años (084)",1164,1075,1053,41,98,3.8,
"De 30 a 34 años (085)",1262,1874,1829,53,97.6,2.8,
"De 35 a 39 años (086)",1259,2396,2331,49,97.3,2,
"De 40 a 44 años (087)",1275,3021,2932,25,97.1,0.8,
"De 45 a 49 años (088)",1103,2886,2731,2,94.6,0.1,
"De 50 y más años (089)",1933,7563,6869,,90.8,,
"Desocupada (090)",632,498,477,14,95.8,2.8,
"De 12 a 14 años (091)",12,,,,,,
"De 15 a 19 años (092)",83,8,8,3,100,37.5,
"De 20 a 24 años (093)",170,39,39,2,100,5.1,
"De 25 a 29 años (094)",118,70,69,6,98.6,8.6,
"De 30 a 34 años (095)",74,58,57,2,98.3,3.4,
"De 35 a 39 años (096)",76,112,106,1,94.6,0.9,
"De 40 a 44 años (097)",41,56,54,,96.4,,
"De 45 a 49 años (098)",29,60,55,,91.7,,
"De 50 y más años (099)",29,95,89,,93.7,,
"No PEA (100)",30541,74081,68043,1210,91.8,1.6,
"De 12 a 14 años (101)",2995,22,21,6,95.5,27.3,
"De 15 a 19 años (102)",4020,551,546,159,99.1,28.9,
"De 20 a 24 años (103)",3007,2285,2244,325,98.2,14.2,
"De 25 a 29 años (104)",2625,3587,3538,296,98.6,8.3,
"De 30 a 34 años (105)",2373,4646,4545,223,97.8,4.8,
"De 35 a 39 años (106)",2342,5374,5252,141,97.7,2.6,
"De 40 a 44 años (107)",2288,6090,5895,55,96.8,0.9,
"De 45 a 49 años (108)",1971,6084,5816,5,95.6,0.1,
"De 50 y más años (109)",8920,45442,40186,,88.4,,
,,,,,,,
"RURAL (120)",5185,13698,12421,227,90.7,1.7,
"De 12 a 14 años (121)",402,1,1,,100,,
"De 15 a 19 años (122)",642,98,96,30,98,30.6,
"De 20 a 24 años (123)",626,438,428,61,97.7,13.9,
"De 25 a 29 años (124)",546,759,742,56,97.8,7.4,
"De 30 a 34 años (125)",428,912,891,43,97.7,4.7,
"De 35 a 39 años (126)",417,1154,1110,27,96.2,2.3,
"De 40 a 44 años (127)",412,1344,1265,10,94.1,0.7,
"De 45 a 49 años (128)",426,1608,1512,,94,,
"De 50 y más años (129)",1286,7384,6376,,86.3,,
"PEA (130)",732,1377,1281,15,93,1.1,
"De 12 a 14 años (131)",10,,,,,,
"De 15 a 19 años (132)",74,5,5,,100,,
"De 20 a 24 años (133)",143,57,55,4,96.5,7,
"De 25 a 29 años (134)",116,85,84,6,98.8,7.1,
"De 30 a 34 años (135)",72,119,118,3,99.2,2.5,
"De 35 a 39 años (136)",76,189,182,2,96.3,1.1,
"De 40 a 44 años (137)",59,162,147,,90.7,,
"De 45 a 49 años (138)",69,239,229,,95.8,,
"De 50 y más años (139)",113,521,461,,88.5,,
"Ocupada (140)",675,1357,1261,13,92.9,1,
"De 12 a 14 años (141)",8,,,,,,
"De 15 a 19 años (142)",59,4,4,,100,,
"De 20 a 24 años (143)",124,53,51,4,96.2,7.5,
"De 25 a 29 años (144)",108,81,80,5,98.8,6.2,
"De 30 a 34 años (145)",65,114,113,2,99.1,1.8,
"De 35 a 39 años (146)",73,187,180,2,96.3,1.1,
"De 40 a 44 años (147)",58,158,143,,90.5,,
"De 45 a 49 años (148)",67,239,229,,95.8,,
"De 50 y más años (149)",113,521,461,,88.5,,
"Desocupada (150)",57,20,20,2,100,10,
"De 12 a 14 años (151)",2,,,,,,
"De 15 a 19 años (152)",15,1,1,,100,,
"De 20 a 24 años (153)",19,4,4,,100,,
"De 25 a 29 años (154)",8,4,4,1,100,25,
"De 30 a 34 años (155)",7,5,5,1,100,20,
"De 35 a 39 años (156)",3,2,2,,100,,
"De 40 a 44 años (157)",1,4,4,,100,,
"De 45 a 49 años (158)",2,,,,,,
"No PEA (160)",4453,12321,11140,212,90.4,1.7,
"De 12 a 14 años (161)",392,1,1,,100,,
"De 15 a 19 años (162)",568,93,91,30,97.8,32.3,
"De 20 a 24 años (163)",483,381,373,57,97.9,15,
"De 25 a 29 años (164)",430,674,658,50,97.6,7.4,
"De 30 a 34 años (165)",356,793,773,40,97.5,5,
"De 35 a 39 años (166)",341,965,928,25,96.2,2.6,
"De 40 a 44 años (167)",353,1182,1118,10,94.6,0.8,
"De 45 a 49 años (168)",357,1369,1283,,93.7,,
"De 50 y más años (169)",1173,6863,5915,,86.2,,
