"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Actividad economica no especificada (043)",80,,26,32,20,2
"Mujeres (045)",1518,16,516,535,383,68
"Agric., ganadería, caza y silvicultura (046)",629,10,176,190,193,60
"Pesca (047)",1,,,1,,
"Explotación de minas y canteras (048)",24,,6,8,10,
"Industrias manufactureras (049)",43,2,13,14,11,3
"Construcción (051)",14,,7,5,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",116,3,29,43,40,1
"Venta, mant.y rep. veh.autom.y motoc. (053)",2,,1,,1,
"Comercio al por mayor (054)",6,1,,3,2,
"Comercio al por menor (055)",108,2,28,40,37,1
"Hoteles y restaurantes (056)",111,,39,43,28,1
"Trans., almac. y comunicaciones (057)",15,,5,8,2,
"Intermediación financiera (058)",5,,2,3,,
"Activid.inmobil., empres. y alquileres (059)",37,,15,20,2,
"Admin.pub. y defensa; p. segur.soc.afil (060)",244,,122,88,34,
"Enseñanza (061)",92,,17,53,22,
"Servicios sociales y de salud (062)",50,,18,14,17,1
"Otras activ. serv.comun.soc y personales (063)",17,,5,9,3,
"Hogares privados con servicio doméstico (064)",77,1,47,20,9,
"Actividad economica no especificada (066)",43,,15,16,10,2
,,,,,,
"URBANA (067)",3363,7,1029,1272,961,94
"Agric., ganadería, caza y silvicultura (068)",438,3,133,142,129,31
"Pesca (069)",2,,,2,,
"Explotación de minas y canteras (070)",525,,52,173,274,26
"Industrias manufactureras (071)",119,,30,44,38,7
"Suministro de electricidad, gas y agua (072)",7,,2,2,2,1
"Construcción (073)",259,,87,97,70,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",179,2,53,67,50,7
"Venta, mant.y rep. veh.autom.y motoc. (075)",85,,29,35,17,4
"Comercio al por mayor (076)",6,1,,3,2,
"Comercio al por menor (077)",88,1,24,29,31,3
"Hoteles y restaurantes (078)",144,,58,50,33,3
"Trans., almac. y comunicaciones (079)",104,,22,47,34,1
"Intermediación financiera (080)",6,,2,3,1,
"Activid.inmobil., empres. y alquileres (081)",116,,36,60,19,1
"Admin.pub. y defensa; p. segur.soc.afil (082)",1059,,436,409,205,9
"Enseñanza (083)",121,,20,70,31,
"Servicios sociales y de salud (084)",79,,18,27,33,1
"Otras activ. serv.comun.soc y personales (085)",36,,8,20,7,1
"Hogares privados con servicio doméstico (086)",77,2,44,22,9,
"Actividad economica no especificada (088)",92,,28,37,26,1
"Hombres (089)",2552,5,720,975,773,79
"Agric., ganadería, caza y silvicultura (090)",253,3,67,85,80,18
"Pesca (091)",1,,,1,,
"Explotación de minas y canteras (092)",501,,46,165,264,26
"Industrias manufactureras (093)",102,,25,39,32,6
"Suministro de electricidad, gas y agua (094)",7,,2,2,2,1
"Construcción (095)",248,,81,93,69,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",111,1,38,43,22,7
"Venta, mant.y rep. veh.autom.y motoc. (097)",84,,29,35,16,4
"Comercio al por mayor (098)",1,,,1,,
"Comercio al por menor (099)",26,1,9,7,6,3
"Hoteles y restaurantes (100)",63,,30,19,12,2
"Trans., almac. y comunicaciones (101)",90,,17,39,33,1
"Intermediación financiera (102)",2,,,1,1,
"Activid.inmobil., empres. y alquileres (103)",82,,24,40,17,1
"Admin.pub. y defensa; p. segur.soc.afil (104)",918,,358,363,188,9
"Enseñanza (105)",46,,6,28,12,
"Servicios sociales y de salud (106)",39,,5,16,17,1
"Otras activ. serv.comun.soc y personales (107)",22,,4,12,5,1
"Hogares privados con servicio doméstico (108)",4,1,,3,,
"Actividad economica no especificada (110)",63,,17,26,19,1
"Mujeres (112)",811,2,309,297,188,15
"Agric., ganadería, caza y silvicultura (113)",185,,66,57,49,13
"Pesca (114)",1,,,1,,
"Explotación de minas y canteras (115)",24,,6,8,10,
"Industrias manufactureras (116)",17,,5,5,6,1
"Construcción (118)",11,,6,4,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",68,1,15,24,28,
"Venta, mant.y rep. veh.autom.y motoc. (120)",1,,,,1,
"Comercio al por mayor (121)",5,1,,2,2,
"Comercio al por menor (122)",62,,15,22,25,
"Hoteles y restaurantes (123)",81,,28,31,21,1
"Trans., almac. y comunicaciones (124)",14,,5,8,1,
"Intermediación financiera (125)",4,,2,2,,
"Activid.inmobil., empres. y alquileres (126)",34,,12,20,2,
"Admin.pub. y defensa; p. segur.soc.afil (127)",141,,78,46,17,
"Enseñanza (128)",75,,14,42,19,
"Servicios sociales y de salud (129)",40,,13,11,16,
"Otras activ. serv.comun.soc y personales (130)",14,,4,8,2,
"Hogares privados con servicio doméstico (131)",73,1,44,19,9,
"Actividad economica no especificada (133)",29,,11,11,7,
,,,,,,
"RURAL (134)",2208,25,650,753,599,181
"Agric., ganadería, caza y silvicultura (135)",1208,19,309,336,388,156
"Pesca (136)",20,,1,9,10,
"Explotación de minas y canteras (137)",1,,,1,,
"Industrias manufactureras (138)",70,2,23,29,12,4
"Suministro de electricidad, gas y agua (139)",3,,,3,,
"Construcción (140)",83,,34,30,18,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",73,2,21,27,20,3
"Venta, mant.y rep. veh.autom.y motoc. (142)",13,,5,4,3,1
"Comercio al por mayor (143)",2,,1,1,,
"Comercio al por menor (144)",58,2,15,22,17,2
"Hoteles y restaurantes (145)",40,1,15,15,9,
"Trans., almac. y comunicaciones (146)",34,,11,10,12,1
"Intermediación financiera (147)",1,,,1,,
"Activid.inmobil., empres. y alquileres (148)",22,,5,7,10,
"Admin.pub. y defensa; p. segur.soc.afil (149)",574,,203,253,107,11
"Enseñanza (150)",21,,3,13,5,
"Servicios sociales y de salud (151)",14,,5,5,2,2
"Otras activ. serv.comun.soc y personales (152)",5,1,1,1,2,
"Hogares privados con servicio doméstico (153)",8,,6,2,,
"Actividad economica no especificada (155)",31,,13,11,4,3
"Hombres (156)",1501,11,443,515,404,128
"Agric., ganadería, caza y silvicultura (157)",764,9,199,203,244,109
"Pesca (158)",20,,1,9,10,
"Explotación de minas y canteras (159)",1,,,1,,
"Industrias manufactureras (160)",44,,15,20,7,2
"Suministro de electricidad, gas y agua (161)",3,,,3,,
"Construcción (162)",80,,33,29,17,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",25,,7,8,8,2
"Venta, mant.y rep. veh.autom.y motoc. (164)",12,,4,4,3,1
"Comercio al por mayor (165)",1,,1,,,
"Comercio al por menor (166)",12,,2,4,5,1
"Hoteles y restaurantes (167)",10,1,4,3,2,
"Trans., almac. y comunicaciones (168)",33,,11,10,11,1
"Activid.inmobil., empres. y alquileres (170)",19,,2,7,10,
"Admin.pub. y defensa; p. segur.soc.afil (171)",471,,159,211,90,11
"Enseñanza (172)",4,,,2,2,
"Servicios sociales y de salud (173)",4,,,2,1,1
"Otras activ. serv.comun.soc y personales (174)",2,1,,,1,
"Hogares privados con servicio doméstico (175)",4,,3,1,,
"Actividad economica no especificada (177)",17,,9,6,1,1
"Mujeres (179)",707,14,207,238,195,53
"Agric., ganadería, caza y silvicultura (180)",444,10,110,133,144,47
"Industrias manufactureras (183)",26,2,8,9,5,2
"Construcción (185)",3,,1,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",48,2,14,19,12,1
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,1,,,
"Comercio al por mayor (188)",1,,,1,,
"Comercio al por menor (189)",46,2,13,18,12,1
"Hoteles y restaurantes (190)",30,,11,12,7,
"Trans., almac. y comunicaciones (191)",1,,,,1,
"Intermediación financiera (192)",1,,,1,,
"Activid.inmobil., empres. y alquileres (193)",3,,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",103,,44,42,17,
"Enseñanza (195)",17,,3,11,3,
"Servicios sociales y de salud (196)",10,,5,3,1,1
"Otras activ. serv.comun.soc y personales (197)",3,,1,1,1,
"Hogares privados con servicio doméstico (198)",4,,3,1,,
"Actividad economica no especificada (200)",14,,4,5,3,2
