"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 15 a 19 años (022)",2,2,,2,,,,,,,,2
"De 20 a 24 años (023)",18,13,,3,6,2,1,1,,,5,31
"De 25 a 29 años (024)",11,10,,1,5,2,2,,,,1,25
"De 30 a 34 años (025)",8,8,,,,4,2,2,,,,32
"De 35 a 39 años (026)",14,14,,,1,3,5,5,,,,67
"Primaria (030)",11503,11079,23,1634,1958,1843,2911,1758,756,196,424,43648
"De 12 a 14 años (031)",36,7,,7,,,,,,,29,7
"De 15 a 19 años (032)",441,394,1,316,69,6,2,,,,47,480
"De 20 a 24 años (033)",1503,1369,3,622,510,186,46,2,,,134,2410
"De 25 a 29 años (034)",1819,1731,4,287,579,520,317,24,,,88,4498
"De 30 a 34 años (035)",1784,1732,5,127,325,458,644,163,7,3,52,6071
"De 35 a 39 años (036)",1662,1630,3,78,189,263,678,343,69,7,32,7092
"De 40 a 44 años (037)",1385,1376,1,57,98,151,469,398,171,31,9,7120
"De 45 a 49 años (038)",1036,1026,3,38,55,95,292,320,180,43,10,5771
"De 50 y más años (039)",1837,1814,3,102,133,164,463,508,329,112,23,10199
"Secundaria (040)",4141,3700,12,1351,992,603,504,176,55,7,441,8988
"De 12 a 14 años (041)",24,9,1,7,1,,,,,,15,9
"De 15 a 19 años (042)",330,282,1,250,26,3,2,,,,48,319
"De 20 a 24 años (043)",1123,943,4,593,281,54,11,,,,180,1366
"De 25 a 29 años (044)",954,839,3,283,333,161,55,3,1,,115,1691
"De 30 a 34 años (045)",563,525,,109,156,146,99,14,1,,38,1374
"De 35 a 39 años (046)",456,428,1,43,100,112,126,42,4,,28,1424
"De 40 a 44 años (047)",264,259,,15,50,60,90,33,10,1,5,991
"De 45 a 49 años (048)",184,179,1,21,22,35,52,33,13,2,5,739
"De 50 y más años (049)",243,236,1,30,23,32,69,51,26,4,7,1075
"Sup. no Univ. incompleta (050)",264,220,1,101,60,32,22,2,2,,44,444
"De 15 a 19 años (052)",11,11,,10,,1,,,,,,13
"De 20 a 24 años (053)",84,58,1,47,8,2,,,,,26,69
"De 25 a 29 años (054)",54,42,,26,10,5,1,,,,12,65
"De 30 a 34 años (055)",49,45,,12,23,5,4,1,,,4,97
"De 35 a 39 años (056)",30,28,,4,8,11,5,,,,2,75
"De 40 a 44 años (057)",18,18,,1,8,5,4,,,,,50
"De 45 a 49 años (058)",6,6,,1,1,1,3,,,,,18
"De 50 y más años (059)",12,12,,,2,2,5,1,2,,,57
"Sup. no Univ. completa (060)",341,293,3,104,102,44,31,6,2,1,48,635
"De 20 a 24 años (063)",42,21,1,18,2,,,,,,21,22
"De 25 a 29 años (064)",70,53,1,38,12,,2,,,,17,70
"De 30 a 34 años (065)",77,72,,28,32,8,4,,,,5,133
"De 35 a 39 años (066)",71,69,1,12,33,13,8,2,,,2,162
"De 40 a 44 años (067)",40,39,,6,14,10,6,3,,,1,107
"De 45 a 49 años (068)",25,23,,2,6,9,5,,1,,2,71
"De 50 y más años (069)",16,16,,,3,4,6,1,1,1,,70
"Sup. Univ. incompleta (070)",115,77,,26,25,15,10,1,,,38,171
"De 15 a 19 años (072)",2,,,,,,,,,,2,
"De 20 a 24 años (073)",32,12,,11,,1,,,,,20,14
"De 25 a 29 años (074)",21,12,,7,5,,,,,,9,17
"De 30 a 34 años (075)",17,13,,5,5,3,,,,,4,24
"De 35 a 39 años (076)",16,14,,3,6,3,2,,,,2,34
"De 40 a 44 años (077)",11,11,,,7,2,2,,,,,28
"De 45 a 49 años (078)",7,7,,,2,2,3,,,,,23
"De 50 y más años (079)",9,8,,,,4,3,1,,,1,31
"Sup. Univ. completa (080)",462,383,2,142,130,61,36,8,3,1,79,820
"De 20 a 24 años (083)",25,10,,10,,,,,,,15,10
"De 25 a 29 años (084)",71,44,,32,11,1,,,,,27,57
"De 30 a 34 años (085)",83,67,1,35,27,3,1,,,,16,102
"De 35 a 39 años (086)",92,83,,32,35,12,4,,,,9,154
"De 40 a 44 años (087)",91,87,,11,34,28,14,,,,4,221
"De 45 a 49 años (088)",45,41,,8,14,11,6,1,1,,4,109
"De 50 y más años (089)",55,51,1,14,9,6,11,7,2,1,4,167
,,,,,,,,,,,,
"URBANA (100)",6573,6205,29,1117,1125,1004,1438,958,421,113,368,23676
"De 12 a 14 años (101)",22,7,1,5,1,,,,,,15,7
"De 15 a 19 años (102)",141,126,2,106,13,1,4,,,,15,151
"De 20 a 24 años (103)",670,543,4,356,136,38,8,1,,,127,783
"De 25 a 29 años (104)",792,701,5,229,247,154,58,7,1,,91,1484
"De 30 a 34 años (105)",816,769,4,129,238,200,176,20,1,1,47,2104
"De 35 a 39 años (106)",835,806,3,85,179,176,247,95,19,2,29,2856
"De 40 a 44 años (107)",742,731,3,40,104,128,240,155,55,6,11,3201
"De 45 a 49 años (108)",596,587,1,31,59,84,165,161,68,18,9,2930
"De 50 y más años (109)",1959,1935,6,136,148,223,540,519,277,86,24,10160
"Sin nivel (110)",1506,1483,5,96,122,182,440,386,196,56,23,7627
"De 15 a 19 años (112)",1,1,,1,,,,,,,,1
"De 20 a 24 años (113)",18,14,,7,5,1,1,,,,4,24
"De 25 a 29 años (114)",32,30,,3,10,8,8,1,,,2,87
"De 30 a 34 años (115)",53,49,,5,11,13,18,2,,,4,159
"De 35 a 39 años (116)",83,81,,6,6,14,30,19,5,1,2,369
"De 40 a 44 años (117)",130,129,2,2,5,14,49,35,19,3,1,690
"De 45 a 49 años (118)",123,122,,2,13,11,29,37,20,10,1,703
"De 50 y más años (119)",1066,1057,3,70,72,121,305,292,152,42,9,5594
"Educacion Inicial (120)",16,15,,2,3,4,4,2,,,1,50
"De 15 a 19 años (122)",1,1,,1,,,,,,,,1
"De 20 a 24 años (123)",4,3,,1,,1,,1,,,1,10
"De 25 a 29 años (124)",4,4,,,3,,1,,,,,10
"De 30 a 34 años (125)",4,4,,,,3,,1,,,,15
"De 35 a 39 años (126)",3,3,,,,,3,,,,,14
"Primaria (130)",2605,2526,11,281,390,427,698,476,191,52,79,10651
"De 12 a 14 años (131)",11,2,,2,,,,,,,9,2
"De 15 a 19 años (132)",47,43,1,33,7,,2,,,,4,55
"De 20 a 24 años (133)",198,175,1,85,63,21,5,,,,23,296
"De 25 a 29 años (134)",286,270,2,52,89,87,34,6,,,16,673
"De 30 a 34 años (135)",358,348,3,21,84,107,117,15,,1,10,1119
"De 35 a 39 años (136)",387,381,1,21,58,71,154,62,13,1,6,1553
"De 40 a 44 años (137)",361,358,1,18,30,44,129,101,33,2,3,1723
"De 45 a 49 años (138)",295,293,,10,11,30,91,102,43,6,2,1610
"De 50 y más años (139)",662,656,2,39,48,67,166,190,102,42,6,3620
"Secundaria (140)",1576,1449,7,479,365,263,221,81,30,3,127,3767
"De 12 a 14 años (141)",11,5,1,3,1,,,,,,6,5
"De 15 a 19 años (142)",81,72,1,63,6,,2,,,,9,83
"De 20 a 24 años (143)",320,273,1,197,60,13,2,,,,47,365
"De 25 a 29 años (144)",320,288,2,103,115,54,13,,1,,32,560
"De 30 a 34 años (145)",249,235,,55,81,61,35,2,1,,14,567
"De 35 a 39 años (146)",198,188,1,25,48,56,45,12,1,,10,571
"De 40 a 44 años (147)",129,127,,8,22,34,43,16,3,1,2,478
"De 45 a 49 años (148)",114,111,1,10,15,25,32,21,5,2,3,453
"De 50 y más años (149)",154,150,,15,17,20,49,30,19,,4,685
"Sup. no Univ. incompleta (150)",174,150,1,70,40,24,14,,1,,24,288
"De 15 a 19 años (152)",9,9,,8,,1,,,,,,11
"De 20 a 24 años (153)",58,45,1,37,6,1,,,,,13,52
"De 25 a 29 años (154)",34,25,,13,7,4,1,,,,9,43
"De 30 a 34 años (155)",27,26,,6,15,3,2,,,,1,53
"De 35 a 39 años (156)",23,22,,4,4,10,4,,,,1,60
"De 40 a 44 años (157)",11,11,,1,5,3,2,,,,,28
"De 45 a 49 años (158)",6,6,,1,1,1,3,,,,,18
"De 50 y más años (159)",6,6,,,2,1,2,,1,,,23
"Sup. no Univ. completa (160)",269,233,3,74,87,37,24,6,1,1,36,516
"De 20 a 24 años (163)",31,16,1,13,2,,,,,,15,17
"De 25 a 29 años (164)",53,39,1,27,10,,1,,,,14,51
"De 30 a 34 años (165)",61,56,,21,25,7,3,,,,5,104
"De 35 a 39 años (166)",60,59,1,7,30,12,7,2,,,1,144
"De 40 a 44 años (167)",32,31,,4,13,8,3,3,,,1,85
"De 45 a 49 años (168)",16,16,,2,4,6,4,,,,,45
"De 50 y más años (169)",16,16,,,3,4,6,1,1,1,,70
"Sup. Univ. incompleta (170)",84,63,,19,20,14,9,1,,,21,146
"De 15 a 19 años (172)",2,,,,,,,,,,2,
"De 20 a 24 años (173)",23,9,,8,,1,,,,,14,11
"De 25 a 29 años (174)",13,10,,6,4,,,,,,3,14
"De 30 a 34 años (175)",9,8,,2,3,3,,,,,1,17
"De 35 a 39 años (176)",14,14,,3,6,3,2,,,,,34
"De 40 a 44 años (177)",10,10,,,6,2,2,,,,,26
"De 45 a 49 años (178)",4,4,,,1,1,2,,,,,13
"De 50 y más años (179)",9,8,,,,4,3,1,,,1,31
"Sup. Univ. completa (180)",343,286,2,96,98,53,28,6,2,1,57,631
"De 20 a 24 años (183)",18,8,,8,,,,,,,10,8
"De 25 a 29 años (184)",50,35,,25,9,1,,,,,15,46
"De 30 a 34 años (185)",55,43,1,19,19,3,1,,,,12,70
"De 35 a 39 años (186)",67,58,,19,27,10,2,,,,9,111
"De 40 a 44 años (187)",69,65,,7,23,23,12,,,,4,171
"De 45 a 49 años (188)",38,35,,6,14,10,4,1,,,3,88
"De 50 y más años (189)",46,42,1,12,6,6,9,5,2,1,4,137
,,,,,,,,,,,,
"RURAL (200)",19151,18261,58,2891,2926,2566,4414,3226,1670,510,890,76244
"De 12 a 14 años (201)",40,9,,9,,,,,,,31,9
"De 15 a 19 años (202)",679,597,1,489,93,13,1,,,,82,718
"De 20 a 24 años (203)",2311,2012,5,993,712,231,68,3,,,299,3421
"De 25 a 29 años (204)",2473,2280,3,481,772,600,385,35,4,,193,5710
"De 30 a 34 años (205)",2190,2090,3,226,401,516,713,215,14,2,100,7181
"De 35 a 39 años (206)",2124,2057,4,134,262,312,778,454,101,12,67,8905
"De 40 a 44 años (207)",1870,1851,3,83,157,208,573,494,269,64,19,9711
"De 45 a 49 años (208)",1662,1641,5,89,117,148,421,463,302,96,21,9226
"De 50 y más años (209)",5802,5724,34,387,412,538,1475,1562,980,336,78,31363
"Sin nivel (210)",7338,7184,41,548,650,779,1888,1839,1077,362,154,37430
"De 12 a 14 años (211)",1,,,,,,,,,,1,
"De 15 a 19 años (212)",33,33,1,16,11,4,1,,,,,54
"De 20 a 24 años (213)",136,115,,38,36,23,17,1,,,21,258
"De 25 a 29 años (214)",233,220,,33,54,57,58,14,4,,13,684
"De 30 a 34 años (215)",372,348,1,34,60,76,117,53,7,,24,1293
"De 35 a 39 años (216)",535,516,2,41,63,57,167,138,42,6,19,2384
"De 40 a 44 años (217)",673,663,3,31,45,66,179,180,124,35,10,3705
"De 45 a 49 años (218)",832,824,2,48,63,68,196,233,155,59,8,4722
"De 50 y más años (219)",4523,4465,32,307,318,428,1153,1220,745,262,58,24330
"Educacion Inicial (220)",38,32,,4,9,7,6,6,,,6,107
"De 12 a 14 años (221)",1,,,,,,,,,,1,
"De 15 a 19 años (222)",1,1,,1,,,,,,,,1
"De 20 a 24 años (223)",14,10,,2,6,1,1,,,,4,21
"De 25 a 29 años (224)",7,6,,1,2,2,1,,,,1,15
"De 30 a 34 años (225)",4,4,,,,1,2,1,,,,17
"De 35 a 39 años (226)",11,11,,,1,3,2,5,,,,53
"Primaria (230)",8898,8553,12,1353,1568,1416,2213,1282,565,144,345,32997
"De 12 a 14 años (231)",25,5,,5,,,,,,,20,5
"De 15 a 19 años (232)",394,351,,283,62,6,,,,,43,425
"De 20 a 24 años (233)",1305,1194,2,537,447,165,41,2,,,111,2114
"De 25 a 29 años (234)",1533,1461,2,235,490,433,283,18,,,72,3825
"De 30 a 34 años (235)",1426,1384,2,106,241,351,527,148,7,2,42,4952
"De 35 a 39 años (236)",1275,1249,2,57,131,192,524,281,56,6,26,5539
"De 40 a 44 años (237)",1024,1018,,39,68,107,340,297,138,29,6,5397
"De 45 a 49 años (238)",741,733,3,28,44,65,201,218,137,37,8,4161
"De 50 y más años (239)",1175,1158,1,63,85,97,297,318,227,70,17,6579
"Secundaria (240)",2565,2251,5,872,627,340,283,95,25,4,314,5221
"De 12 a 14 años (241)",13,4,,4,,,,,,,9,4
"De 15 a 19 años (242)",249,210,,187,20,3,,,,,39,236
"De 20 a 24 años (243)",803,670,3,396,221,41,9,,,,133,1001
"De 25 a 29 años (244)",634,551,1,180,218,107,42,3,,,83,1131
"De 30 a 34 años (245)",314,290,,54,75,85,64,12,,,24,807
"De 35 a 39 años (246)",258,240,,18,52,56,81,30,3,,18,853
"De 40 a 44 años (247)",135,132,,7,28,26,47,17,7,,3,513
"De 45 a 49 años (248)",70,68,,11,7,10,20,12,8,,2,286
"De 50 y más años (249)",89,86,1,15,6,12,20,21,7,4,3,390
"Sup. no Univ. incompleta (250)",90,70,,31,20,8,8,2,1,,20,156
"De 15 a 19 años (252)",2,2,,2,,,,,,,,2
"De 20 a 24 años (253)",26,13,,10,2,1,,,,,13,17
"De 25 a 29 años (254)",20,17,,13,3,1,,,,,3,22
"De 30 a 34 años (255)",22,19,,6,8,2,2,1,,,3,44
"De 35 a 39 años (256)",7,6,,,4,1,1,,,,1,15
"De 40 a 44 años (257)",7,7,,,3,2,2,,,,,22
"De 50 y más años (259)",6,6,,,,1,3,1,1,,,34
"Sup. no Univ. completa (260)",72,60,,30,15,7,7,,1,,12,119
"De 20 a 24 años (263)",11,5,,5,,,,,,,6,5
"De 25 a 29 años (264)",17,14,,11,2,,1,,,,3,19
"De 30 a 34 años (265)",16,16,,7,7,1,1,,,,,29
"De 35 a 39 años (266)",11,10,,5,3,1,1,,,,1,18
"De 40 a 44 años (267)",8,8,,2,1,2,3,,,,,22
"De 45 a 49 años (268)",9,7,,,2,3,1,,1,,2,26
"Sup. Univ. incompleta (270)",31,14,,7,5,1,1,,,,17,25
"De 20 a 24 años (273)",9,3,,3,,,,,,,6,3
"De 25 a 29 años (274)",8,2,,1,1,,,,,,6,3
"De 30 a 34 años (275)",8,5,,3,2,,,,,,3,7
"De 35 a 39 años (276)",2,,,,,,,,,,2,
"De 40 a 44 años (277)",1,1,,,1,,,,,,,2
"De 45 a 49 años (278)",3,3,,,1,1,1,,,,,10
"Sup. Univ. completa (280)",119,97,,46,32,8,8,2,1,,22,189
"De 20 a 24 años (283)",7,2,,2,,,,,,,5,2
"De 25 a 29 años (284)",21,9,,7,2,,,,,,12,11
"De 30 a 34 años (285)",28,24,,16,8,,,,,,4,32
"De 35 a 39 años (286)",25,25,,13,8,2,2,,,,,43
"De 40 a 44 años (287)",22,22,,4,11,5,2,,,,,50
"De 45 a 49 años (288)",7,6,,2,,1,2,,1,,1,21
"De 50 y más años (289)",9,9,,2,3,,2,2,,,,30
