"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",22,,,,3,2,3,3,11
"Profes., científicos e intelectuales (038)",1109,,,,38,62,329,46,634
"Técnicos de nivel medio ytrab.asimilados (039)",334,1,,24,78,46,112,22,51
"Jefes y empleados de oficina (040)",343,,,5,93,40,101,29,75
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",2735,94,,635,1485,192,160,78,91
"Agricult.trabaj. calif.agrop. y pesquros (042)",1599,113,,580,758,50,51,13,34
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",750,20,1,143,401,60,85,16,24
"Obreros. construc., conf., papel, fab., instr (044)",1437,12,,207,880,125,107,40,66
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",3424,140,,853,1943,203,151,74,60
"Otra (046)",228,,,1,51,28,63,44,41
"Ocupación no especificada (047)",328,15,,90,170,19,9,12,13
"Hombres (048)",7519,122,,1209,3733,582,798,275,800
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",17,,,,2,2,2,2,9
"Profes., científicos e intelectuales (050)",763,,,,22,44,217,32,448
"Técnicos de nivel medio ytrab.asimilados (051)",205,1,,6,43,37,65,15,38
"Jefes y empleados de oficina (052)",216,,,3,60,27,59,20,47
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",956,11,,139,550,82,77,44,53
"Agricult.trabaj. calif.agrop. y pesquros (054)",1185,57,,406,591,41,48,11,31
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",476,4,,66,277,38,61,13,17
"Obreros. construc., conf., papel, fab., instr (056)",1406,10,,198,865,125,104,39,65
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",1911,37,,361,1183,145,97,46,42
"Otra (058)",226,,,1,51,28,62,43,41
"Ocupación no especificada (059)",158,2,,29,89,13,6,10,9
"Mujeres (060)",4790,273,1,1329,2167,245,373,102,300
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",5,,,,1,,1,1,2
"Profes., científicos e intelectuales (062)",346,,,,16,18,112,14,186
"Técnicos de nivel medio ytrab.asimilados (063)",129,,,18,35,9,47,7,13
"Jefes y empleados de oficina (064)",127,,,2,33,13,42,9,28
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",1779,83,,496,935,110,83,34,38
"Agricult.trabaj. calif.agrop. y pesquros (066)",414,56,,174,167,9,3,2,3
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",274,16,1,77,124,22,24,3,7
"Obreros. construc., conf., papel, fab., instr (068)",31,2,,9,15,,3,1,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",1513,103,,492,760,58,54,28,18
"Otra (070)",2,,,,,,1,1,
"Ocupación no especificada (071)",170,13,,61,81,6,3,2,4
,,,,,,,,,
"RURAL (072)",31531,2761,27,12138,13984,699,977,232,713
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",40,1,,9,9,3,4,2,12
"Profes., científicos e intelectuales (074)",839,,,,61,57,272,33,416
"Técnicos de nivel medio ytrab.asimilados (075)",156,1,,10,49,25,46,8,17
"Jefes y empleados de oficina (076)",236,,,1,84,29,66,13,43
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",1527,41,2,443,913,51,44,16,17
"Agricult.trabaj. calif.agrop. y pesquros (078)",16419,1623,4,7371,6670,260,289,84,118
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",971,60,2,271,525,44,48,11,10
"Obreros. construc., conf., papel, fab., instr (080)",1574,13,2,355,1026,76,61,17,24
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",9305,969,14,3502,4471,133,129,42,45
"Otra (082)",18,,,,6,3,4,,5
"Ocupación no especificada (083)",446,53,3,176,170,18,14,6,6
"Hombres (084)",19645,847,12,7055,9621,551,782,192,585
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",36,,,6,9,3,4,2,12
"Profes., científicos e intelectuales (086)",676,,,,39,47,224,28,338
"Técnicos de nivel medio ytrab.asimilados (087)",129,1,,7,42,23,34,6,16
"Jefes y empleados de oficina (088)",191,,,1,67,24,49,12,38
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",549,6,1,119,363,23,21,8,8
"Agricult.trabaj. calif.agrop. y pesquros (090)",12063,683,2,5362,5361,221,253,79,102
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",495,8,1,103,299,35,35,6,8
"Obreros. construc., conf., papel, fab., instr (092)",1539,12,2,340,1011,74,61,16,23
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",3741,129,5,1048,2322,86,88,34,29
"Otra (094)",18,,,,6,3,4,,5
"Ocupación no especificada (095)",208,8,1,69,102,12,9,1,6
"Mujeres (096)",11886,1914,15,5083,4363,148,195,40,128
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",4,1,,3,,,,,
"Profes., científicos e intelectuales (098)",163,,,,22,10,48,5,78
"Técnicos de nivel medio ytrab.asimilados (099)",27,,,3,7,2,12,2,1
"Jefes y empleados de oficina (100)",45,,,,17,5,17,1,5
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",978,35,1,324,550,28,23,8,9
"Agricult.trabaj. calif.agrop. y pesquros (102)",4356,940,2,2009,1309,39,36,5,16
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",476,52,1,168,226,9,13,5,2
"Obreros. construc., conf., papel, fab., instr (104)",35,1,,15,15,2,,1,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",5564,840,9,2454,2149,47,41,8,16
"Ocupación no especificada (107)",238,45,2,107,68,6,5,5,
