"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",157,12,29,58,34,24
"Educación inicial (032)",1,,1,,,
"Primaria (033)",630,43,295,176,93,23
"Secundaria (034)",318,8,239,54,17,
"Superior no univ. incompleta (035)",39,,27,10,2,
"Superior no univ. completa (036)",38,,23,13,2,
"Superior univ. incompleta (037)",8,,7,1,,
"Superior univ. completa (038)",23,,15,4,4,
"No PEA (040)",42036,18272,10689,5693,4367,3015
"Sin nivel (041)",8208,1014,1035,1803,2307,2049
"Educación inicial (042)",1226,1185,24,17,,
"Primaria (043)",23569,14085,4044,2888,1710,842
"Secundaria (044)",7530,1988,4659,618,210,55
"Superior no univ. incompleta (045)",681,,536,109,23,13
"Superior no univ. completa (046)",430,,193,136,69,32
"Superior univ. incompleta (047)",182,,125,39,13,5
"Superior univ. completa (048)",210,,73,83,35,19
,,,,,,
"URBANA (060)",17726,4390,5720,4283,2324,1009
"Sin nivel (061)",1614,150,225,368,445,426
"Educación inicial (062)",282,263,11,8,,
"Primaria (063)",7259,3195,1319,1367,926,452
"Secundaria (064)",4876,782,2638,1010,397,49
"Superior no univ. incompleta (065)",951,,584,289,67,11
"Superior no univ. completa (066)",1412,,495,641,233,43
"Superior univ. incompleta (067)",333,,161,112,53,7
"Superior univ. completa (068)",999,,287,488,203,21
"PEA (070)",7346,102,2752,2818,1378,296
"Sin nivel (071)",451,10,79,133,151,78
"Educación inicial (072)",10,3,4,3,,
"Primaria (073)",2075,46,628,738,495,168
"Secundaria (074)",2135,43,1114,684,274,20
"Superior no univ. incompleta (075)",491,,235,207,48,1
"Superior no univ. completa (076)",1124,,381,542,184,17
"Superior univ. incompleta (077)",203,,70,84,44,5
"Superior univ. completa (078)",857,,241,427,182,7
"Ocupada (080)",7062,95,2602,2738,1336,291
"Sin nivel (081)",433,10,76,127,145,75
"Educación inicial (082)",10,3,4,3,,
"Primaria (083)",1990,42,605,703,474,166
"Secundaria (084)",2031,40,1039,667,265,20
"Superior no univ. incompleta (085)",463,,216,200,46,1
"Superior no univ. completa (086)",1099,,369,531,182,17
"Superior univ. incompleta (087)",199,,66,84,44,5
"Superior univ. completa (088)",837,,227,423,180,7
"Desocupada (090)",284,7,150,80,42,5
"Sin nivel (091)",18,,3,6,6,3
"Primaria (093)",85,4,23,35,21,2
"Secundaria (094)",104,3,75,17,9,
"Superior no univ. incompleta (095)",28,,19,7,2,
"Superior no univ. completa (096)",25,,12,11,2,
"Superior univ. incompleta (097)",4,,4,,,
"Superior univ. completa (098)",20,,14,4,2,
"No PEA (100)",10380,4288,2968,1465,946,713
"Sin nivel (101)",1163,140,146,235,294,348
"Educación inicial (102)",272,260,7,5,,
"Primaria (103)",5184,3149,691,629,431,284
"Secundaria (104)",2741,739,1524,326,123,29
"Superior no univ. incompleta (105)",460,,349,82,19,10
"Superior no univ. completa (106)",288,,114,99,49,26
"Superior univ. incompleta (107)",130,,91,28,9,2
"Superior univ. completa (108)",142,,46,61,21,14
,,,,,,
"RURAL (120)",48076,14284,13690,9866,6729,3507
"Sin nivel (121)",9757,940,1282,2312,2930,2293
"Educación inicial (122)",973,927,28,18,,
"Primaria (123)",26694,11135,6113,5205,3105,1136
"Secundaria (124)",7984,1282,5006,1292,359,45
"Superior no univ. incompleta (125)",648,,381,213,48,6
"Superior no univ. completa (126)",1171,,565,472,122,12
"Superior univ. incompleta (127)",241,,117,85,34,5
"Superior univ. completa (128)",608,,198,269,131,10
"PEA (130)",16420,300,5969,5638,3308,1205
"Sin nivel (131)",2712,66,393,744,917,592
"Educación inicial (132)",19,2,11,6,,
"Primaria (133)",8309,199,2760,2946,1826,578
"Secundaria (134)",3195,33,1871,1000,272,19
"Superior no univ. incompleta (135)",427,,194,186,44,3
"Superior no univ. completa (136)",1029,,486,435,102,6
"Superior univ. incompleta (137)",189,,83,74,30,2
"Superior univ. completa (138)",540,,171,247,117,5
"Ocupada (140)",15490,244,5483,5402,3198,1163
"Sin nivel (141)",2573,54,367,692,889,571
"Educación inicial (142)",18,2,10,6,,
"Primaria (143)",7764,160,2488,2805,1754,557
"Secundaria (144)",2981,28,1707,963,264,19
"Superior no univ. incompleta (145)",416,,186,183,44,3
"Superior no univ. completa (146)",1016,,475,433,102,6
"Superior univ. incompleta (147)",185,,80,73,30,2
"Superior univ. completa (148)",537,,170,247,115,5
"Desocupada (150)",930,56,486,236,110,42
"Sin nivel (151)",139,12,26,52,28,21
"Educación inicial (152)",1,,1,,,
"Primaria (153)",545,39,272,141,72,21
"Secundaria (154)",214,5,164,37,8,
"Superior no univ. incompleta (155)",11,,8,3,,
"Superior no univ. completa (156)",13,,11,2,,
"Superior univ. incompleta (157)",4,,3,1,,
"Superior univ. completa (158)",3,,1,,2,
"No PEA (160)",31656,13984,7721,4228,3421,2302
"Sin nivel (161)",7045,874,889,1568,2013,1701
"Educación inicial (162)",954,925,17,12,,
"Primaria (163)",18385,10936,3353,2259,1279,558
"Secundaria (164)",4789,1249,3135,292,87,26
"Superior no univ. incompleta (165)",221,,187,27,4,3
"Superior no univ. completa (166)",142,,79,37,20,6
"Superior univ. incompleta (167)",52,,34,11,4,3
"Superior univ. completa (168)",68,,27,22,14,5
