"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",5,,,,5
"Profes., científicos e intelectuales (038)",133,52,35,34,12
"Técnicos de nivel medio y trab. asimilados (039)",19,6,1,2,10
"Jefes y empleados de oficina (040)",34,16,2,2,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",177,170,7,,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",348,338,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",53,48,1,3,1
"Obreros construc.,conf.,papel, fab., instr. (044)",47,41,,4,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",291,249,21,11,10
"Otra (046)",13,,,,13
"Ocupación no especificada (047)",44,41,2,1,
"Hombres (048)",848,710,51,41,46
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",4,,,,4
"Profes., científicos e intelectuales (050)",67,24,19,20,4
"Técnicos de nivel medio y trab. asimilados (051)",12,6,,2,4
"Jefes y empleados de oficina (052)",19,4,1,1,13
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",75,72,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",340,330,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",51,47,,3,1
"Obreros construc.,conf.,papel, fab., instr. (056)",47,41,,4,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",206,172,18,10,6
"Otra (058)",12,,,,12
"Ocupación no especificada (059)",15,14,,1,
"Mujeres (060)",316,251,28,16,21
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",1,,,,1
"Profes., científicos e intelectuales (062)",66,28,16,14,8
"Técnicos de nivel medio y trab. asimilados (063)",7,,1,,6
"Jefes y empleados de oficina (064)",15,12,1,1,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",102,98,4,,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",8,8,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",2,1,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",85,77,3,1,4
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",29,27,2,,
,,,,,
"RURAL (072)",6709,6523,121,40,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",3,,,,3
"Profes., científicos e intelectuales (074)",207,167,25,12,3
"Técnicos de nivel medio y trab. asimilados (075)",17,10,2,3,2
"Jefes y empleados de oficina (076)",14,4,2,1,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",66,62,2,2,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",4557,4507,50,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",30,25,2,2,1
"Obreros construc.,conf.,papel, fab., instr. (080)",49,35,2,11,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1424,1379,29,8,8
"Ocupación no especificada (083)",342,334,7,1,
"Hombres (084)",6140,5983,106,32,19
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,,,,2
"Profes., científicos e intelectuales (086)",67,38,19,8,2
"Técnicos de nivel medio y trab. asimilados (087)",12,6,2,3,1
"Jefes y empleados de oficina (088)",11,2,2,1,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",32,31,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",4505,4456,49,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",28,23,2,2,1
"Obreros construc.,conf.,papel, fab., instr. (092)",49,35,2,11,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1286,1248,26,6,6
"Ocupación no especificada (095)",148,144,3,1,
"Mujeres (096)",569,540,15,8,6
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",140,129,6,4,1
"Técnicos de nivel medio y trab. asimilados (099)",5,4,,,1
"Jefes y empleados de oficina (100)",3,2,,,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",34,31,1,2,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",52,51,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",2,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",138,131,3,2,2
"Ocupación no especificada (107)",194,190,4,,
