"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Industrias manufactureras (048)",30,10,,7,9,,2,1,1
"Suministro de electricidad, gas y agua (049)",2,,,,1,1,,,
"Construcción (050)",23,5,,14,4,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",239,25,,98,88,10,10,4,4
"Venta, mant.y rep. veh.autom.y motoc. (052)",2,,,,1,1,,,
"Comercio al por mayor (053)",13,2,,4,5,,1,,1
"Comercio al por menor (054)",224,23,,94,82,9,9,4,3
"Hoteles y restaurantes (055)",125,16,,48,56,,3,,2
"Trans., almac. y comunicaciones (056)",6,,,,4,,1,1,
"Activid.inmobil., empres. y de alquiler (058)",11,,,1,4,,4,,2
"Admin.pub. y defensa; p. segur.soc.afil (059)",29,4,,2,7,1,5,4,6
"Enseñanza (060)",132,,,,14,10,73,3,32
"Servicios sociales y de salud (061)",48,,,,2,3,15,1,27
"Otras activ. serv.comun.soc y personales (062)",21,3,,4,9,,3,1,1
"Hogares privados con servicio doméstico (063)",60,11,,30,19,,,,
"Actividad economica no especificada (065)",186,67,1,77,28,1,6,1,5
,,,,,,,,,
"URBANA (066)",4486,628,8,1812,1319,111,348,63,197
"Agric., ganadería, caza y silvicultura (067)",2796,520,7,1397,750,35,53,16,18
"Explotación de minas y canteras (069)",1,,,,1,,,,
"Industrias manufactureras (070)",99,5,,32,49,3,7,1,2
"Suministro de electricidad, gas y agua (071)",4,,,,2,,2,,
"Construcción (072)",286,6,,99,147,10,17,2,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",303,22,,98,129,16,27,5,6
"Venta, mant.y rep. veh.autom.y motoc. (074)",11,,,1,4,2,3,1,
"Comercio al por mayor (075)",14,2,,4,5,1,1,,1
"Comercio al por menor (076)",278,20,,93,120,13,23,4,5
"Hoteles y restaurantes (077)",105,15,,36,46,,6,,2
"Trans., almac. y comunicaciones (078)",61,2,,8,30,5,6,6,4
"Intermediación financiera (079)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (080)",40,1,,,14,4,7,4,10
"Admin.pub. y defensa; p. segur.soc.afil (081)",156,1,,15,43,8,41,16,32
"Enseñanza (082)",265,,,1,15,13,146,9,81
"Servicios sociales y de salud (083)",54,,,,3,3,16,2,30
"Otras activ. serv.comun.soc y personales (084)",60,3,,13,26,2,13,1,2
"Hogares privados con servicio doméstico (085)",53,8,,29,14,2,,,
"Actividad economica no especificada (087)",202,45,1,84,49,10,7,1,5
"Hombres (088)",2826,153,2,1192,987,86,234,49,123
"Agric., ganadería, caza y silvicultura (089)",1838,136,2,982,607,31,48,15,17
"Explotación de minas y canteras (091)",1,,,,1,,,,
"Industrias manufactureras (092)",80,2,,28,41,3,5,,1
"Suministro de electricidad, gas y agua (093)",4,,,,2,,2,,
"Construcción (094)",270,4,,89,143,10,17,2,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",125,3,,34,57,8,18,3,2
"Venta, mant.y rep. veh.autom.y motoc. (096)",9,,,1,3,1,3,1,
"Comercio al por mayor (097)",4,,,2,1,1,,,
"Comercio al por menor (098)",112,3,,31,53,6,15,2,2
"Hoteles y restaurantes (099)",9,,,,6,,3,,
"Trans., almac. y comunicaciones (100)",56,2,,8,27,5,5,5,4
"Intermediación financiera (101)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (102)",32,1,,,10,4,4,4,9
"Admin.pub. y defensa; p. segur.soc.afil (103)",132,,,14,36,7,36,12,27
"Enseñanza (104)",149,,,1,5,5,81,7,50
"Servicios sociales y de salud (105)",8,,,,1,,2,1,4
"Otras activ. serv.comun.soc y personales (106)",44,,,10,19,2,11,,2
"Hogares privados con servicio doméstico (107)",15,1,,7,5,2,,,
"Actividad economica no especificada (109)",62,4,,19,26,9,2,,2
"Mujeres (110)",1660,475,6,620,332,25,114,14,74
"Agric., ganadería, caza y silvicultura (111)",958,384,5,415,143,4,5,1,1
"Industrias manufactureras (114)",19,3,,4,8,,2,1,1
"Construcción (116)",16,2,,10,4,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",178,19,,64,72,8,9,2,4
"Venta, mant.y rep. veh.autom.y motoc. (118)",2,,,,1,1,,,
"Comercio al por mayor (119)",10,2,,2,4,,1,,1
"Comercio al por menor (120)",166,17,,62,67,7,8,2,3
"Hoteles y restaurantes (121)",96,15,,36,40,,3,,2
"Trans., almac. y comunicaciones (122)",5,,,,3,,1,1,
"Activid.inmobil., empres. y de alquiler (124)",8,,,,4,,3,,1
"Admin.pub. y defensa; p. segur.soc.afil (125)",24,1,,1,7,1,5,4,5
"Enseñanza (126)",116,,,,10,8,65,2,31
"Servicios sociales y de salud (127)",46,,,,2,3,14,1,26
"Otras activ. serv.comun.soc y personales (128)",16,3,,3,7,,2,1,
"Hogares privados con servicio doméstico (129)",38,7,,22,9,,,,
"Actividad economica no especificada (131)",140,41,1,65,23,1,5,1,3
,,,,,,,,,
"RURAL (132)",3147,511,5,1595,853,51,73,14,45
"Agric., ganadería, caza y silvicultura (133)",2452,436,4,1332,615,23,29,1,12
"Pesca (134)",2,,,1,1,,,,
"Explotación de minas y canteras (135)",13,,,5,6,,2,,
"Industrias manufactureras (136)",71,15,,33,17,2,1,1,2
"Suministro de electricidad, gas y agua (137)",10,,,4,4,2,,,
"Construcción (138)",156,10,,83,63,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",105,7,,47,44,3,1,3,
"Venta, mant.y rep. veh.autom.y motoc. (140)",4,,,2,2,,,,
"Comercio al por mayor (141)",4,,,2,2,,,,
"Comercio al por menor (142)",97,7,,43,40,3,1,3,
"Hoteles y restaurantes (143)",31,1,,12,18,,,,
"Trans., almac. y comunicaciones (144)",31,1,,3,21,3,1,,2
"Activid.inmobil., empres. y de alquiler (146)",8,,,2,1,1,2,,2
"Admin.pub. y defensa; p. segur.soc.afil (147)",63,4,,17,16,9,7,5,5
"Enseñanza (148)",60,,,,11,6,25,3,15
"Servicios sociales y de salud (149)",5,,,1,,,3,,1
"Otras activ. serv.comun.soc y personales (150)",18,,,4,7,1,1,1,4
"Hogares privados con servicio doméstico (151)",31,6,,12,13,,,,
"Actividad economica no especificada (153)",91,31,1,39,16,1,1,,2
"Hombres (154)",2267,214,3,1205,696,45,57,11,36
"Agric., ganadería, caza y silvicultura (155)",1783,189,2,1018,515,22,26,1,10
"Pesca (156)",2,,,1,1,,,,
"Explotación de minas y canteras (157)",12,,,5,5,,2,,
"Industrias manufactureras (158)",60,8,,30,16,2,1,1,2
"Suministro de electricidad, gas y agua (159)",8,,,4,3,1,,,
"Construcción (160)",149,7,,79,63,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",44,1,,13,28,1,,1,
"Venta, mant.y rep. veh.autom.y motoc. (162)",4,,,2,2,,,,
"Comercio al por mayor (163)",1,,,,1,,,,
"Comercio al por menor (164)",39,1,,11,25,1,,1,
"Hoteles y restaurantes (165)",2,,,,2,,,,
"Trans., almac. y comunicaciones (166)",30,1,,3,20,3,1,,2
"Activid.inmobil., empres. y de alquiler (168)",5,,,1,1,1,1,,1
"Admin.pub. y defensa; p. segur.soc.afil (169)",58,1,,16,16,9,7,5,4
"Enseñanza (170)",44,,,,7,4,17,2,14
"Servicios sociales y de salud (171)",3,,,1,,,2,,
"Otras activ. serv.comun.soc y personales (172)",13,,,3,5,1,,1,3
"Hogares privados con servicio doméstico (173)",9,2,,4,3,,,,
"Actividad economica no especificada (175)",45,5,1,27,11,1,,,
"Mujeres (176)",880,297,2,390,157,6,16,3,9
"Agric., ganadería, caza y silvicultura (177)",669,247,2,314,100,1,3,,2
"Explotación de minas y canteras (179)",1,,,,1,,,,
"Industrias manufactureras (180)",11,7,,3,1,,,,
"Suministro de electricidad, gas y agua (181)",2,,,,1,1,,,
"Construcción (182)",7,3,,4,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",61,6,,34,16,2,1,2,
"Comercio al por mayor (185)",3,,,2,1,,,,
"Comercio al por menor (186)",58,6,,32,15,2,1,2,
"Hoteles y restaurantes (187)",29,1,,12,16,,,,
"Trans., almac. y comunicaciones (188)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (190)",3,,,1,,,1,,1
"Admin.pub. y defensa; p. segur.soc.afil (191)",5,3,,1,,,,,1
"Enseñanza (192)",16,,,,4,2,8,1,1
"Servicios sociales y de salud (193)",2,,,,,,1,,1
"Otras activ. serv.comun.soc y personales (194)",5,,,1,2,,1,,1
"Hogares privados con servicio doméstico (195)",22,4,,8,10,,,,
"Actividad economica no especificada (197)",46,26,,12,5,,1,,2
