"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",2397,,,,534,979,492,369,23
"Superior no univ. completo (036)",3831,,,,,1241,1381,1114,95
"Superior univ. incompleto (037)",1395,,,,289,541,268,282,15
"Superior univ. completo (038)",2465,,,,,631,848,887,99
"Hombres (040)",32325,1480,3623,4250,3679,5578,4988,7142,1585
"Sin nivel (041)",2328,1480,264,29,33,76,80,214,152
"Educación inicial (042)",883,,842,18,3,9,11,,
"Primaria (043)",13092,,2517,2659,602,1342,1575,3309,1088
"Secundaria (044)",10769,,,1544,2681,2493,1805,2064,182
"Superior no univ. incompleto (045)",1129,,,,218,446,227,223,15
"Superior no univ. completo (046)",1853,,,,,574,641,579,59
"Superior univ. incompleto (047)",813,,,,142,308,169,179,15
"Superior univ. completo (048)",1458,,,,,330,480,574,74
"Mujeres (050)",31908,1367,3427,4205,3771,5868,5174,6324,1772
"Sin nivel (051)",3243,1367,208,26,47,99,208,717,571
"Educación inicial (052)",821,,778,12,5,21,5,,
"Primaria (053)",13719,,2441,2640,637,1787,1967,3214,1033
"Secundaria (054)",9290,,,1527,2619,2227,1522,1296,99
"Superior no univ. incompleto (055)",1268,,,,316,533,265,146,8
"Superior no univ. completo (056)",1978,,,,,667,740,535,36
"Superior univ. incompleto (057)",582,,,,147,233,99,103,
"Superior univ. completo (058)",1007,,,,,301,368,313,25
,,,,,,,,,
"RURAL (060)",42849,2767,6655,6221,4903,8601,5848,6553,1301
"Sin nivel (061)",7486,2767,1131,127,172,470,563,1577,679
"Educación inicial (062)",1266,,1011,136,18,56,45,,
"Primaria (063)",26703,,4513,4898,2566,5634,4054,4432,606
"Secundaria (064)",6939,,,1060,2106,2196,1072,493,12
"Superior no univ. incompleto (065)",178,,,,26,98,35,18,1
"Superior no univ. completo (066)",152,,,,,84,52,16,
"Superior univ. incompleto (067)",80,,,,15,40,15,9,1
"Superior univ. completo (068)",45,,,,,23,12,8,2
"Hombres (070)",23261,1438,3455,3206,2687,4690,3311,3738,736
"Sin nivel (071)",3187,1438,604,70,79,164,161,432,239
"Educación inicial (072)",665,,541,60,10,28,26,,
"Primaria (073)",14650,,2310,2504,1329,2910,2234,2880,483
"Secundaria (074)",4442,,,572,1239,1423,811,386,11
"Superior no univ. incompleto (075)",125,,,,17,71,21,15,1
"Superior no univ. completo (076)",96,,,,,46,40,10,
"Superior univ. incompleto (077)",64,,,,13,31,11,8,1
"Superior univ. completo (078)",32,,,,,17,7,7,1
"Mujeres (080)",19588,1329,3200,3015,2216,3911,2537,2815,565
"Sin nivel (081)",4299,1329,527,57,93,306,402,1145,440
"Educación inicial (082)",601,,470,76,8,28,19,,
"Primaria (083)",12053,,2203,2394,1237,2724,1820,1552,123
"Secundaria (084)",2497,,,488,867,773,261,107,1
"Superior no univ. incompleto (085)",53,,,,9,27,14,3,
"Superior no univ. completo (086)",56,,,,,38,12,6,
"Superior univ. incompleto (087)",16,,,,2,9,4,1,
"Superior univ. completo (088)",13,,,,,6,5,1,1
