"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",89,84,4,1,
,,,,,
"URBANA (036)",2411,1732,277,110,292
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",21,,,1,20
"Profes., científicos e intelectuales (038)",349,145,125,47,32
"Técnicos de nivel medio y trab. asimilados (039)",77,33,8,8,28
"Jefes y empleados de oficina (040)",83,13,4,6,60
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",237,224,8,,5
"Agricult.trabaj.calif.agrop.y pesqueros (042)",603,578,25,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",70,45,14,4,7
"Obreros construc.,conf.,papel, fab., instr. (044)",169,112,30,10,17
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",713,523,57,34,99
"Otra (046)",23,,,,23
"Ocupación no especificada (047)",66,59,6,,1
"Hombres (048)",1590,1098,190,84,218
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",18,,,1,17
"Profes., científicos e intelectuales (050)",177,64,72,24,17
"Técnicos de nivel medio y trab. asimilados (051)",50,23,5,7,15
"Jefes y empleados de oficina (052)",51,9,3,6,33
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",99,95,1,,3
"Agricult.trabaj.calif.agrop.y pesqueros (054)",449,431,18,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",64,39,14,4,7
"Obreros construc.,conf.,papel, fab., instr. (056)",166,110,29,10,17
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",464,305,42,32,85
"Otra (058)",23,,,,23
"Ocupación no especificada (059)",29,22,6,,1
"Mujeres (060)",821,634,87,26,74
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,,,,3
"Profes., científicos e intelectuales (062)",172,81,53,23,15
"Técnicos de nivel medio y trab. asimilados (063)",27,10,3,1,13
"Jefes y empleados de oficina (064)",32,4,1,,27
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",138,129,7,,2
"Agricult.trabaj.calif.agrop.y pesqueros (066)",154,147,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",6,6,,,
"Obreros construc.,conf.,papel, fab., instr. (068)",3,2,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",249,218,15,2,14
"Ocupación no especificada (071)",37,37,,,
,,,,,
"RURAL (072)",5851,4171,240,383,1057
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",12,,1,,11
"Profes., científicos e intelectuales (074)",264,101,59,26,78
"Técnicos de nivel medio y trab. asimilados (075)",66,11,9,4,42
"Jefes y empleados de oficina (076)",50,4,4,9,33
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",225,189,3,26,7
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2047,2030,16,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",674,54,29,148,443
"Obreros construc.,conf.,papel, fab., instr. (080)",306,102,24,37,143
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2057,1574,62,128,293
"Otra (082)",2,,,,2
"Ocupación no especificada (083)",148,106,33,5,4
"Hombres (084)",4348,2795,196,360,997
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,,1,,8
"Profes., científicos e intelectuales (086)",148,43,30,14,61
"Técnicos de nivel medio y trab. asimilados (087)",54,7,8,4,35
"Jefes y empleados de oficina (088)",35,4,2,7,22
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",107,77,2,24,4
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1567,1554,12,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",661,49,29,147,436
"Obreros construc.,conf.,papel, fab., instr. (092)",302,101,24,36,141
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1367,901,59,124,283
"Otra (094)",2,,,,2
"Ocupación no especificada (095)",96,59,29,4,4
"Mujeres (096)",1503,1376,44,23,60
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,,,3
"Profes., científicos e intelectuales (098)",116,58,29,12,17
"Técnicos de nivel medio y trab. asimilados (099)",12,4,1,,7
"Jefes y empleados de oficina (100)",15,,2,2,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",118,112,1,2,3
"Agricult.trabaj.calif.agrop.y pesqueros (102)",480,476,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",13,5,,1,7
"Obreros construc.,conf.,papel, fab., instr. (104)",4,1,,1,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",690,673,3,4,10
"Ocupación no especificada (107)",52,47,4,1,
